"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR2911775","NDSU13","SRR4345507","SRR14766434","SRR5904974","SRR6683743","SRR6278424","SRR14766455","SRR2077395","SRR14767695","SRR1511527","SRR14766433","SRR3037434","SRR13641955","SRR14766368"
"sicP","","Chaperone protein sicP",579,579,1,1,3209,NA,NA,"",392,392,392,"NCJKFECA_02768","GBFFMACB_04570","JGOBPIKM_00934","JAJDIPKB_01477","EDAOGEGO_01407","OCPBJCHP_01665","ELDOCFMP_00479","BHJELCCI_01262","CKEGPAKG_00151","IJEALMHG_03138","BENFFAFO_02266","JOCLDNKJ_00893","ENBCENPF_00479","KKHOBGKP_00936","DLDIJGFH_02177"
"group_2145","","hypothetical protein",579,579,1,1,3210,NA,NA,"",260,260,260,"NCJKFECA_02767","GBFFMACB_04571","JGOBPIKM_00935","JAJDIPKB_01476","EDAOGEGO_01408","OCPBJCHP_01664","ELDOCFMP_00478","BHJELCCI_01263","CKEGPAKG_00150","IJEALMHG_03137","BENFFAFO_02265","JOCLDNKJ_00892","ENBCENPF_00478","KKHOBGKP_00937","DLDIJGFH_02178"
"acpP_1","","Acyl carrier protein",579,579,1,1,3211,NA,NA,"",248,248,248,"NCJKFECA_02766","GBFFMACB_04572","JGOBPIKM_00936","JAJDIPKB_01475","EDAOGEGO_01409","OCPBJCHP_01663","ELDOCFMP_00477","BHJELCCI_01264","CKEGPAKG_00149","IJEALMHG_03136","BENFFAFO_02264","JOCLDNKJ_00891","ENBCENPF_00477","KKHOBGKP_00938","DLDIJGFH_02179"
"sipD","","Cell invasion protein SipD",579,579,1,1,3213,NA,NA,"",1031,1031,1031,"NCJKFECA_02764","GBFFMACB_04574","JGOBPIKM_00938","JAJDIPKB_01473","EDAOGEGO_01411","OCPBJCHP_01661","ELDOCFMP_00475","BHJELCCI_01266","CKEGPAKG_00147","IJEALMHG_03134","BENFFAFO_02262","JOCLDNKJ_00889","ENBCENPF_00475","KKHOBGKP_00940","DLDIJGFH_02181"
"sipC","","Cell invasion protein SipC",579,579,1,1,3214,NA,NA,"",1229,1229,1229,"NCJKFECA_02763","GBFFMACB_04575","JGOBPIKM_00939","JAJDIPKB_01472","EDAOGEGO_01412","OCPBJCHP_01660","ELDOCFMP_00474","BHJELCCI_01267","CKEGPAKG_00146","IJEALMHG_03133","BENFFAFO_02261","JOCLDNKJ_00888","ENBCENPF_00474","KKHOBGKP_00941","DLDIJGFH_02182"
"sipB","","Cell invasion protein SipB",579,579,1,1,3215,NA,NA,"",1781,1781,1781,"NCJKFECA_02762","GBFFMACB_04576","JGOBPIKM_00940","JAJDIPKB_01471","EDAOGEGO_01413","OCPBJCHP_01659","ELDOCFMP_00473","BHJELCCI_01268","CKEGPAKG_00145","IJEALMHG_03132","BENFFAFO_02260","JOCLDNKJ_00887","ENBCENPF_00473","KKHOBGKP_00942","DLDIJGFH_02183"
"sicA","","Chaperone protein SicA",579,579,1,1,3216,NA,NA,"",497,497,497,"NCJKFECA_02761","GBFFMACB_04577","JGOBPIKM_00941","JAJDIPKB_01470","EDAOGEGO_01414","OCPBJCHP_01658","ELDOCFMP_00472","BHJELCCI_01269","CKEGPAKG_00144","IJEALMHG_03131","BENFFAFO_02259","JOCLDNKJ_00886","ENBCENPF_00472","KKHOBGKP_00943","DLDIJGFH_02184"
"spaS","","Surface presentation of antigens protein SpaS",579,579,1,1,3217,NA,NA,"",1070,1070,1070,"NCJKFECA_02760","GBFFMACB_04578","JGOBPIKM_00942","JAJDIPKB_01469","EDAOGEGO_01415","OCPBJCHP_01657","ELDOCFMP_00471","BHJELCCI_01270","CKEGPAKG_00143","IJEALMHG_03130","BENFFAFO_02258","JOCLDNKJ_00885","ENBCENPF_00471","KKHOBGKP_00944","DLDIJGFH_02185"
"spaR_1","","Surface presentation of antigens protein SpaR",579,579,1,1,3218,NA,NA,"",791,791,791,"NCJKFECA_02759","GBFFMACB_04579","JGOBPIKM_00943","JAJDIPKB_01468","EDAOGEGO_01416","OCPBJCHP_01656","ELDOCFMP_00470","BHJELCCI_01271","CKEGPAKG_00142","IJEALMHG_03129","BENFFAFO_02257","JOCLDNKJ_00884","ENBCENPF_00470","KKHOBGKP_00945","DLDIJGFH_02186"
"spaQ","","Surface presentation of antigens protein SpaQ",579,579,1,1,3219,NA,NA,"",260,260,260,"NCJKFECA_02758","GBFFMACB_04580","JGOBPIKM_00944","JAJDIPKB_01467","EDAOGEGO_01417","OCPBJCHP_01655","ELDOCFMP_00469","BHJELCCI_01272","CKEGPAKG_00141","IJEALMHG_03128","BENFFAFO_02256","JOCLDNKJ_00883","ENBCENPF_00469","KKHOBGKP_00946","DLDIJGFH_02187"
"group_2155","","hypothetical protein",579,579,1,1,3222,NA,NA,"",1010,1010,1010,"NCJKFECA_02755","GBFFMACB_04789","JGOBPIKM_00947","JAJDIPKB_01464","EDAOGEGO_01420","OCPBJCHP_01652","ELDOCFMP_00466","BHJELCCI_01275","CKEGPAKG_00138","IJEALMHG_03125","BENFFAFO_02253","JOCLDNKJ_00880","ENBCENPF_00466","KKHOBGKP_00949","DLDIJGFH_02190"
"spaL","","putative ATP synthase SpaL",579,579,1,1,3224,NA,NA,"",1295,1295,1295,"NCJKFECA_02753","GBFFMACB_02219","JGOBPIKM_00949","JAJDIPKB_01462","EDAOGEGO_01422","OCPBJCHP_01650","ELDOCFMP_00464","BHJELCCI_01277","CKEGPAKG_00136","IJEALMHG_03123","BENFFAFO_02251","JOCLDNKJ_00878","ENBCENPF_00464","KKHOBGKP_00951","DLDIJGFH_02192"
"spaK","","Surface presentation of antigens protein SpaK",579,579,1,1,3225,NA,NA,"",407,407,407,"NCJKFECA_02752","GBFFMACB_02218","JGOBPIKM_00950","JAJDIPKB_01461","EDAOGEGO_01423","OCPBJCHP_01649","ELDOCFMP_00463","BHJELCCI_01278","CKEGPAKG_00135","IJEALMHG_03122","BENFFAFO_02250","JOCLDNKJ_00877","ENBCENPF_00463","KKHOBGKP_00952","DLDIJGFH_02193"
"invA","","Invasion protein InvA",579,579,1,1,3226,NA,NA,"",2057,2057,2057,"NCJKFECA_02751","GBFFMACB_02217","JGOBPIKM_00951","JAJDIPKB_01460","EDAOGEGO_01424","OCPBJCHP_01648","ELDOCFMP_00462","BHJELCCI_01279","CKEGPAKG_00134","IJEALMHG_03121","BENFFAFO_02249","JOCLDNKJ_00876","ENBCENPF_00462","KKHOBGKP_00953","DLDIJGFH_02194"
"group_2167","","hypothetical protein",579,579,1,1,3236,NA,NA,"",494,494,494,"NCJKFECA_02742","GBFFMACB_02208","JGOBPIKM_00960","JAJDIPKB_01451","EDAOGEGO_01433","OCPBJCHP_01639","ELDOCFMP_00453","BHJELCCI_01288","CKEGPAKG_00125","IJEALMHG_03112","BENFFAFO_02240","JOCLDNKJ_00867","ENBCENPF_00453","KKHOBGKP_00962","DLDIJGFH_02203"
"group_2168","","hypothetical protein",579,579,1,1,3237,NA,NA,"",668,668,668,"NCJKFECA_02741","GBFFMACB_02207","JGOBPIKM_00961","JAJDIPKB_01450","EDAOGEGO_01434","OCPBJCHP_01638","ELDOCFMP_00452","BHJELCCI_01289","CKEGPAKG_00124","IJEALMHG_03111","BENFFAFO_02239","JOCLDNKJ_00866","ENBCENPF_00452","KKHOBGKP_00963","DLDIJGFH_02204"
"denD","","D-erythronate dehydrogenase",579,579,1,1,3243,NA,NA,"",950,950,950,"NCJKFECA_02735","GBFFMACB_02201","JGOBPIKM_00967","JAJDIPKB_01444","EDAOGEGO_01440","OCPBJCHP_01632","ELDOCFMP_00446","BHJELCCI_01295","CKEGPAKG_00118","IJEALMHG_03105","BENFFAFO_02233","JOCLDNKJ_00860","ENBCENPF_00446","KKHOBGKP_00969","DLDIJGFH_02210"
"otnI","","2-oxo-tetronate isomerase",579,579,1,1,3244,NA,NA,"",692,692,692,"NCJKFECA_02734","GBFFMACB_02200","JGOBPIKM_00968","JAJDIPKB_01443","EDAOGEGO_01441","OCPBJCHP_01631","ELDOCFMP_00445","BHJELCCI_01296","CKEGPAKG_00117","IJEALMHG_03104","BENFFAFO_02232","JOCLDNKJ_00859","ENBCENPF_00445","KKHOBGKP_00970","DLDIJGFH_02211"
"ltxB","","Leukotoxin export ATP-binding protein LtxB",579,579,1,1,3038,NA,NA,"",872,1613,1609,"NCJKFECA_02927","GBFFMACB_03256","JGOBPIKM_00775","JAJDIPKB_03594","EDAOGEGO_01247","OCPBJCHP_01825","ELDOCFMP_00639","BHJELCCI_04391","CKEGPAKG_00311","IJEALMHG_01717","BENFFAFO_02426","JOCLDNKJ_01053","ENBCENPF_00639","KKHOBGKP_00776","DLDIJGFH_02017"
"group_2290","","hypothetical protein",579,579,1,1,2734,NA,NA,"",455,455,455,"NCJKFECA_01966","GBFFMACB_00550","JGOBPIKM_01230","JAJDIPKB_02298","EDAOGEGO_02974","OCPBJCHP_02324","ELDOCFMP_00182","BHJELCCI_02014","CKEGPAKG_03219","IJEALMHG_02347","BENFFAFO_00668","JOCLDNKJ_03886","ENBCENPF_00183","KKHOBGKP_01232","DLDIJGFH_02857"
"tdcD","","Propionate kinase",579,579,1,1,2654,NA,NA,"",1208,1208,1208,"NCJKFECA_02043","GBFFMACB_00627","JGOBPIKM_01307","JAJDIPKB_01890","EDAOGEGO_03051","OCPBJCHP_03057","ELDOCFMP_00105","BHJELCCI_02091","CKEGPAKG_03142","IJEALMHG_01320","BENFFAFO_00745","JOCLDNKJ_02003","ENBCENPF_00106","KKHOBGKP_01309","DLDIJGFH_02780"
"argG","","Argininosuccinate synthase",579,579,1,1,2608,NA,NA,"",1343,1343,1343,"NCJKFECA_02085","GBFFMACB_00669","JGOBPIKM_04168","JAJDIPKB_01932","EDAOGEGO_03093","OCPBJCHP_03099","ELDOCFMP_00063","BHJELCCI_02133","CKEGPAKG_02977","IJEALMHG_01278","BENFFAFO_00787","JOCLDNKJ_02045","ENBCENPF_00064","KKHOBGKP_01351","DLDIJGFH_02738"
"yhcG","","Putative nuclease YhcG",579,579,1,1,2564,NA,NA,"",1103,1103,1103,"NCJKFECA_02129","GBFFMACB_00713","JGOBPIKM_04124","JAJDIPKB_02464","EDAOGEGO_03137","OCPBJCHP_03143","ELDOCFMP_00020","BHJELCCI_02177","CKEGPAKG_03020","IJEALMHG_01234","BENFFAFO_00831","JOCLDNKJ_02088","ENBCENPF_00020","KKHOBGKP_01395","DLDIJGFH_02694"
"group_2315","","hypothetical protein",579,579,1,1,150,NA,NA,"",446,446,446,"NCJKFECA_01544","","JGOBPIKM_03612","JAJDIPKB_04551","EDAOGEGO_01896","OCPBJCHP_01878","ELDOCFMP_02262","BHJELCCI_04361","CKEGPAKG_03870","IJEALMHG_04122","BENFFAFO_01598","JOCLDNKJ_04546","ENBCENPF_02162","KKHOBGKP_03612","DLDIJGFH_03520"
"group_2327","","IS3 family transposase IS1351",579,579,1,1,180,NA,NA,"",278,278,278,"NCJKFECA_01569","GBFFMACB_04801","JGOBPIKM_03586","JAJDIPKB_00208","EDAOGEGO_01870","OCPBJCHP_01903","ELDOCFMP_02287","BHJELCCI_01696","CKEGPAKG_03896","IJEALMHG_01035","BENFFAFO_01624","JOCLDNKJ_03000","ENBCENPF_02137","KKHOBGKP_03587","DLDIJGFH_03495"
"caf1A_2","","F1 capsule-anchoring protein",579,579,1,1,182,NA,NA,"",2510,2510,2510,"NCJKFECA_01571","GBFFMACB_04739","JGOBPIKM_03584","JAJDIPKB_00210","EDAOGEGO_01868","OCPBJCHP_01905","ELDOCFMP_02289","BHJELCCI_01698","CKEGPAKG_03898","IJEALMHG_01037","BENFFAFO_01626","JOCLDNKJ_02998","ENBCENPF_02135","KKHOBGKP_03585","DLDIJGFH_03493"
"group_2329","","hypothetical protein",579,579,1,1,183,NA,NA,"",470,470,470,"NCJKFECA_01572","","JGOBPIKM_03583","JAJDIPKB_00211","EDAOGEGO_01867","OCPBJCHP_01906","ELDOCFMP_02290","BHJELCCI_01699","CKEGPAKG_03899","IJEALMHG_01038","BENFFAFO_01627","JOCLDNKJ_02997","ENBCENPF_02134","KKHOBGKP_03584","DLDIJGFH_03492"
"pagN","","Outer membrane protein PagN",579,579,1,1,187,NA,NA,"",719,719,719,"NCJKFECA_01576","GBFFMACB_04300","JGOBPIKM_03579","JAJDIPKB_00215","EDAOGEGO_01863","OCPBJCHP_01910","ELDOCFMP_02294","BHJELCCI_01703","CKEGPAKG_00950","IJEALMHG_01042","BENFFAFO_01631","JOCLDNKJ_02993","ENBCENPF_02130","KKHOBGKP_03580","DLDIJGFH_03488"
"group_2333","","hypothetical protein",579,579,1,1,822,NA,NA,"",407,407,407,"NCJKFECA_01577","GBFFMACB_04299","JGOBPIKM_03578","JAJDIPKB_00216","EDAOGEGO_01862","OCPBJCHP_01911","ELDOCFMP_02295","BHJELCCI_01704","CKEGPAKG_00951","IJEALMHG_01043","BENFFAFO_01632","JOCLDNKJ_02992","ENBCENPF_02129","KKHOBGKP_03579","DLDIJGFH_03487"
"group_2340","","hypothetical protein",579,579,1,1,785,NA,NA,"",734,734,734,"NCJKFECA_01614","GBFFMACB_04480","JGOBPIKM_03542","JAJDIPKB_00252","EDAOGEGO_01826","OCPBJCHP_01947","ELDOCFMP_02331","BHJELCCI_01740","CKEGPAKG_00987","IJEALMHG_01079","BENFFAFO_01668","JOCLDNKJ_02956","ENBCENPF_02093","KKHOBGKP_03543","DLDIJGFH_03451"
"ddlA","","D-alanine--D-alanine ligase A",579,579,1,1,743,NA,NA,"",1112,1112,1112,"NCJKFECA_01653","GBFFMACB_00436","JGOBPIKM_03503","JAJDIPKB_00291","EDAOGEGO_01787","OCPBJCHP_01986","ELDOCFMP_02370","BHJELCCI_01779","CKEGPAKG_01026","IJEALMHG_01118","BENFFAFO_01707","JOCLDNKJ_01090","ENBCENPF_02054","KKHOBGKP_03504","DLDIJGFH_03412"
"group_2355","","hypothetical protein",579,579,1,1,734,NA,NA,"",455,455,455,"NCJKFECA_01661","GBFFMACB_00428","JGOBPIKM_03495","JAJDIPKB_00299","EDAOGEGO_01779","OCPBJCHP_01994","ELDOCFMP_02378","BHJELCCI_01787","CKEGPAKG_01034","IJEALMHG_01126","BENFFAFO_01715","JOCLDNKJ_01098","ENBCENPF_02046","KKHOBGKP_03496","DLDIJGFH_03404"
"tgt","","Queuine tRNA-ribosyltransferase",579,579,1,1,713,NA,NA,"",1127,1127,1127,"NCJKFECA_01679","GBFFMACB_00410","JGOBPIKM_03477","JAJDIPKB_00318","EDAOGEGO_01761","OCPBJCHP_02012","ELDOCFMP_02396","BHJELCCI_01805","CKEGPAKG_01052","IJEALMHG_01144","BENFFAFO_01733","JOCLDNKJ_01116","ENBCENPF_02028","KKHOBGKP_03478","DLDIJGFH_03386"
"ampG","","Anhydromuropeptide permease",579,579,1,1,660,NA,NA,"",1481,1481,1481,"NCJKFECA_01720","GBFFMACB_00369","JGOBPIKM_04104","JAJDIPKB_03448","EDAOGEGO_01720","OCPBJCHP_02053","ELDOCFMP_02437","BHJELCCI_01846","CKEGPAKG_01093","IJEALMHG_01185","BENFFAFO_01774","JOCLDNKJ_01157","ENBCENPF_01987","KKHOBGKP_03437","DLDIJGFH_03345"
"group_2405","","hypothetical protein",579,579,1,1,659,NA,NA,"",632,632,632,"NCJKFECA_01721","GBFFMACB_00368","JGOBPIKM_04103","JAJDIPKB_03449","EDAOGEGO_01719","OCPBJCHP_02054","ELDOCFMP_02438","BHJELCCI_01847","CKEGPAKG_01094","IJEALMHG_01186","BENFFAFO_01775","JOCLDNKJ_01158","ENBCENPF_01986","KKHOBGKP_03436","DLDIJGFH_03344"
"bolA","","DNA-binding transcriptional regulator BolA",579,579,1,1,658,NA,NA,"",314,314,314,"NCJKFECA_01722","GBFFMACB_00367","JGOBPIKM_04102","JAJDIPKB_03450","EDAOGEGO_01718","OCPBJCHP_02055","ELDOCFMP_02439","BHJELCCI_01848","CKEGPAKG_01095","IJEALMHG_01187","BENFFAFO_01776","JOCLDNKJ_01159","ENBCENPF_01985","KKHOBGKP_03435","DLDIJGFH_03343"
"tig","","Trigger factor",579,579,1,1,657,NA,NA,"",1298,1298,1298,"NCJKFECA_01723","GBFFMACB_00366","JGOBPIKM_04101","JAJDIPKB_03451","EDAOGEGO_01717","OCPBJCHP_02056","ELDOCFMP_02440","BHJELCCI_01849","CKEGPAKG_01096","IJEALMHG_01188","BENFFAFO_01777","JOCLDNKJ_01160","ENBCENPF_01984","KKHOBGKP_03434","DLDIJGFH_03342"
"lon_2","","Lon protease",579,579,1,1,653,NA,NA,"",2354,2354,2354,"NCJKFECA_01726","GBFFMACB_00363","JGOBPIKM_04098","JAJDIPKB_03454","EDAOGEGO_01714","OCPBJCHP_02059","ELDOCFMP_02443","BHJELCCI_01852","CKEGPAKG_01099","IJEALMHG_01191","BENFFAFO_01780","JOCLDNKJ_01163","ENBCENPF_01981","KKHOBGKP_03431","DLDIJGFH_03339"
"hupB","","DNA-binding protein HU-beta",579,579,1,1,652,NA,NA,"",272,272,272,"NCJKFECA_01727","GBFFMACB_00362","JGOBPIKM_04097","JAJDIPKB_03455","EDAOGEGO_01713","OCPBJCHP_02060","ELDOCFMP_02444","BHJELCCI_01853","CKEGPAKG_01100","IJEALMHG_01192","BENFFAFO_01781","JOCLDNKJ_01164","ENBCENPF_01980","KKHOBGKP_03430","DLDIJGFH_03338"
"ppiD","","Peptidyl-prolyl cis-trans isomerase D",579,579,1,1,651,NA,NA,"",1871,1871,1871,"NCJKFECA_01728","GBFFMACB_00361","JGOBPIKM_04096","JAJDIPKB_03456","EDAOGEGO_01712","OCPBJCHP_02061","ELDOCFMP_02445","BHJELCCI_01854","CKEGPAKG_01101","IJEALMHG_01193","BENFFAFO_01782","JOCLDNKJ_01165","ENBCENPF_01979","KKHOBGKP_03429","DLDIJGFH_03337"
"group_2411","","putative protein",579,579,1,1,650,NA,NA,"",374,374,374,"NCJKFECA_01729","GBFFMACB_00360","JGOBPIKM_04095","JAJDIPKB_03457","EDAOGEGO_01711","OCPBJCHP_02062","ELDOCFMP_02446","BHJELCCI_01855","CKEGPAKG_01102","IJEALMHG_01194","BENFFAFO_01783","JOCLDNKJ_01166","ENBCENPF_01978","KKHOBGKP_03428","DLDIJGFH_03336"
"fadM","","Long-chain acyl-CoA thioesterase FadM",579,579,1,1,649,NA,NA,"",398,398,398,"NCJKFECA_01730","GBFFMACB_00359","JGOBPIKM_04094","JAJDIPKB_03458","EDAOGEGO_01710","OCPBJCHP_02063","ELDOCFMP_02447","BHJELCCI_01856","CKEGPAKG_01103","IJEALMHG_01195","BENFFAFO_01784","JOCLDNKJ_01167","ENBCENPF_01977","KKHOBGKP_03427","DLDIJGFH_03335"
"queC","","7-cyano-7-deazaguanine synthase",579,579,1,1,648,NA,NA,"",695,695,695,"NCJKFECA_01731","GBFFMACB_00358","JGOBPIKM_04093","JAJDIPKB_03459","EDAOGEGO_01709","OCPBJCHP_02064","ELDOCFMP_02448","BHJELCCI_01857","CKEGPAKG_01104","IJEALMHG_01196","BENFFAFO_01785","JOCLDNKJ_01168","ENBCENPF_01976","KKHOBGKP_03426","DLDIJGFH_03334"
"sgrR_1","","HTH-type transcriptional regulator SgrR",579,579,1,1,647,NA,NA,"",749,749,749,"NCJKFECA_01732","GBFFMACB_00357","JGOBPIKM_04092","JAJDIPKB_03460","EDAOGEGO_01708","OCPBJCHP_02065","ELDOCFMP_02449","BHJELCCI_01858","CKEGPAKG_01105","IJEALMHG_01197","BENFFAFO_01786","JOCLDNKJ_01169","ENBCENPF_01975","KKHOBGKP_03425","DLDIJGFH_03333"
"sgrR_2","","HTH-type transcriptional regulator SgrR",579,579,1,1,646,NA,NA,"",923,923,923,"NCJKFECA_01733","GBFFMACB_00356","JGOBPIKM_04091","JAJDIPKB_03461","EDAOGEGO_01707","OCPBJCHP_02066","ELDOCFMP_02450","BHJELCCI_01859","CKEGPAKG_01106","IJEALMHG_01198","BENFFAFO_01787","JOCLDNKJ_01170","ENBCENPF_01974","KKHOBGKP_03424","DLDIJGFH_03332"
"sbnA","","N-(2-amino-2-carboxyethyl)-L-glutamate synthase",579,579,1,1,643,NA,NA,"",1055,1055,1055,"NCJKFECA_01735","GBFFMACB_00354","JGOBPIKM_04089","JAJDIPKB_03463","EDAOGEGO_01705","OCPBJCHP_02068","ELDOCFMP_02452","BHJELCCI_01861","CKEGPAKG_01108","IJEALMHG_01200","BENFFAFO_01789","JOCLDNKJ_01172","ENBCENPF_01972","KKHOBGKP_03422","DLDIJGFH_03330"
"decR","","DNA-binding transcriptional activator DecR",579,579,1,1,642,NA,NA,"",458,458,458,"NCJKFECA_01736","GBFFMACB_00353","JGOBPIKM_04088","JAJDIPKB_03464","EDAOGEGO_01704","OCPBJCHP_02069","ELDOCFMP_02453","BHJELCCI_01862","CKEGPAKG_01109","IJEALMHG_01201","BENFFAFO_01790","JOCLDNKJ_01173","ENBCENPF_01971","KKHOBGKP_03421","DLDIJGFH_03329"
"yheI","","putative multidrug resistance ABC transporter ATP-binding/permease protein YheI",579,579,1,1,641,NA,NA,"",1772,1772,1772,"NCJKFECA_01737","GBFFMACB_00352","JGOBPIKM_04087","JAJDIPKB_03465","EDAOGEGO_01703","OCPBJCHP_02070","ELDOCFMP_02454","BHJELCCI_01863","CKEGPAKG_01110","IJEALMHG_01202","BENFFAFO_01791","JOCLDNKJ_01174","ENBCENPF_01970","KKHOBGKP_03420","DLDIJGFH_03328"
"mdlB","","Multidrug resistance-like ATP-binding protein MdlB",579,579,1,1,640,NA,NA,"",1781,1781,1781,"NCJKFECA_01738","GBFFMACB_00351","JGOBPIKM_04086","JAJDIPKB_03466","EDAOGEGO_01702","OCPBJCHP_02071","ELDOCFMP_02455","BHJELCCI_01864","CKEGPAKG_01111","IJEALMHG_01203","BENFFAFO_01792","JOCLDNKJ_01175","ENBCENPF_01969","KKHOBGKP_03419","DLDIJGFH_03327"
"glnK","","Nitrogen regulatory protein P-II 2",579,579,1,1,639,NA,NA,"",338,338,338,"NCJKFECA_01739","GBFFMACB_00350","JGOBPIKM_04085","JAJDIPKB_03467","EDAOGEGO_01701","OCPBJCHP_02072","ELDOCFMP_02456","BHJELCCI_01865","CKEGPAKG_01112","IJEALMHG_01204","BENFFAFO_01793","JOCLDNKJ_01176","ENBCENPF_01968","KKHOBGKP_03418","DLDIJGFH_03326"
"amtB","","Ammonia channel",579,579,1,1,638,NA,NA,"",1286,1286,1286,"NCJKFECA_01740","GBFFMACB_00349","JGOBPIKM_04084","JAJDIPKB_03468","EDAOGEGO_01700","OCPBJCHP_02073","ELDOCFMP_02457","BHJELCCI_01866","CKEGPAKG_01113","IJEALMHG_01205","BENFFAFO_01794","JOCLDNKJ_01177","ENBCENPF_01967","KKHOBGKP_03417","DLDIJGFH_03325"
"tesB","","Acyl-CoA thioesterase 2",579,579,1,1,637,NA,NA,"",860,860,860,"NCJKFECA_01741","GBFFMACB_00348","JGOBPIKM_04083","JAJDIPKB_03469","EDAOGEGO_01699","OCPBJCHP_02074","ELDOCFMP_02458","BHJELCCI_01867","CKEGPAKG_01114","IJEALMHG_01206","BENFFAFO_01795","JOCLDNKJ_01178","ENBCENPF_01966","KKHOBGKP_03416","DLDIJGFH_03324"
"ybaY","","putative lipoprotein YbaY",579,579,1,1,636,NA,NA,"",569,569,569,"NCJKFECA_01742","GBFFMACB_00347","JGOBPIKM_04082","JAJDIPKB_03470","EDAOGEGO_01698","OCPBJCHP_02075","ELDOCFMP_02459","BHJELCCI_01868","CKEGPAKG_01115","IJEALMHG_01207","BENFFAFO_01796","JOCLDNKJ_01179","ENBCENPF_01965","KKHOBGKP_03415","DLDIJGFH_03323"
"atl","","DNA base-flipping protein",579,579,1,1,635,NA,NA,"",311,311,311,"NCJKFECA_01743","GBFFMACB_00346","JGOBPIKM_04081","JAJDIPKB_03471","EDAOGEGO_01697","OCPBJCHP_02076","ELDOCFMP_02460","BHJELCCI_01869","CKEGPAKG_01116","IJEALMHG_01208","BENFFAFO_01797","JOCLDNKJ_01180","ENBCENPF_01964","KKHOBGKP_03414","DLDIJGFH_03322"
"pdeB","","putative cyclic di-GMP phosphodiesterase PdeB",579,579,1,1,634,NA,NA,"",1550,1550,1550,"NCJKFECA_01744","GBFFMACB_00345","JGOBPIKM_04080","JAJDIPKB_03472","EDAOGEGO_01696","OCPBJCHP_02077","ELDOCFMP_02461","BHJELCCI_01870","CKEGPAKG_01117","IJEALMHG_01209","BENFFAFO_01798","JOCLDNKJ_01181","ENBCENPF_01963","KKHOBGKP_03413","DLDIJGFH_03321"
"rpmE2","","50S ribosomal protein L31 type B",579,579,1,1,633,NA,NA,"",260,260,260,"NCJKFECA_01745","GBFFMACB_00344","JGOBPIKM_04079","JAJDIPKB_03473","EDAOGEGO_01695","OCPBJCHP_02078","ELDOCFMP_02462","BHJELCCI_01871","CKEGPAKG_01118","IJEALMHG_01210","BENFFAFO_01799","JOCLDNKJ_01182","ENBCENPF_01962","KKHOBGKP_03412","DLDIJGFH_03320"
"ylaC","","Inner membrane protein YlaC",579,579,1,1,632,NA,NA,"",470,470,470,"NCJKFECA_01746","GBFFMACB_00343","JGOBPIKM_04078","JAJDIPKB_03474","EDAOGEGO_01694","OCPBJCHP_02079","ELDOCFMP_02463","BHJELCCI_01872","CKEGPAKG_01119","IJEALMHG_01211","BENFFAFO_01800","JOCLDNKJ_01183","ENBCENPF_01961","KKHOBGKP_03411","DLDIJGFH_03319"
"maa","","Maltose O-acetyltransferase",579,579,1,1,631,NA,NA,"",551,551,551,"NCJKFECA_01747","GBFFMACB_00342","JGOBPIKM_04077","JAJDIPKB_03475","EDAOGEGO_01693","OCPBJCHP_02080","ELDOCFMP_02464","BHJELCCI_01873","CKEGPAKG_01120","IJEALMHG_01212","BENFFAFO_01801","JOCLDNKJ_01184","ENBCENPF_01960","KKHOBGKP_03410","DLDIJGFH_03318"
"group_2431","","hypothetical protein",579,579,1,1,621,NA,NA,"",167,167,167,"NCJKFECA_01755","GBFFMACB_00334","JGOBPIKM_04069","JAJDIPKB_03658","EDAOGEGO_01685","OCPBJCHP_02088","ELDOCFMP_02472","BHJELCCI_01881","CKEGPAKG_01128","IJEALMHG_02718","BENFFAFO_01809","JOCLDNKJ_01192","ENBCENPF_01952","KKHOBGKP_03402","DLDIJGFH_03310"
"priC","","Primosomal replication protein N''",579,579,1,1,620,NA,NA,"",515,515,515,"NCJKFECA_01756","GBFFMACB_00333","JGOBPIKM_04068","JAJDIPKB_03659","EDAOGEGO_01684","OCPBJCHP_02089","ELDOCFMP_02473","BHJELCCI_01882","CKEGPAKG_01129","IJEALMHG_02717","BENFFAFO_01810","JOCLDNKJ_01193","ENBCENPF_01951","KKHOBGKP_03401","DLDIJGFH_03309"
"ybaN","","Inner membrane protein YbaN",579,579,1,1,619,NA,NA,"",377,377,377,"NCJKFECA_01757","GBFFMACB_00332","JGOBPIKM_04067","JAJDIPKB_03660","EDAOGEGO_01683","OCPBJCHP_02090","ELDOCFMP_02474","BHJELCCI_01883","CKEGPAKG_01130","IJEALMHG_02716","BENFFAFO_01811","JOCLDNKJ_01194","ENBCENPF_01950","KKHOBGKP_03400","DLDIJGFH_03308"
