"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR1686623","SRR5905281","SRR27708439","NDSU21","SRR1514770","SRR11487643","SRR14766454","SRR14766328","SRR14766420","SRR14766373","SRR5905014","SRR14766446","SRR16976148","SRR1300559","SRR28323406"
"group_1025","","hypothetical protein",580,580,1,1,2356,NA,NA,"",1028,1763,1761,"CGKODGEF_01337","GAMKEBON_03500","JJJDFGFB_03726","JOLBHIGI_03240","PNDPEECJ_02863","AMEEEGBM_03707","DHLDAANJ_02181","EFNBFDBI_03919","AKDEMAPK_02916","OCHGHCBG_03784","ACBOEBFK_03434","PGDKEEIB_02644","DNELAEEF_03877","LNAEIHKJ_03105","EKBJKGFA_03695"
"scrK","","Fructokinase",580,580,1,1,2286,NA,NA,"",683,959,958,"CGKODGEF_02694","GAMKEBON_01116","JJJDFGFB_03981","JOLBHIGI_03987","PNDPEECJ_02661","AMEEEGBM_04150","DHLDAANJ_02748","EFNBFDBI_03128","AKDEMAPK_01933","OCHGHCBG_04235","ACBOEBFK_02924","PGDKEEIB_01673","DNELAEEF_04150","LNAEIHKJ_03543","EKBJKGFA_04138"
"metE","","5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase",580,580,1,1,3295,NA,NA,"",1277,2264,2260,"CGKODGEF_03121","GAMKEBON_02792","JJJDFGFB_04194","JOLBHIGI_04128","PNDPEECJ_03947","AMEEEGBM_04247","DHLDAANJ_03356","EFNBFDBI_03393","AKDEMAPK_02249","OCHGHCBG_04312","ACBOEBFK_03143","PGDKEEIB_03999","DNELAEEF_04247","LNAEIHKJ_04061","EKBJKGFA_04279"
"group_1060","","hypothetical protein",580,580,1,1,1428,NA,NA,"",1079,1400,1399,"CGKODGEF_03386","GAMKEBON_02969","JJJDFGFB_04325","JOLBHIGI_04150","PNDPEECJ_03103","AMEEEGBM_04378","DHLDAANJ_01583","EFNBFDBI_03633","AKDEMAPK_02605","OCHGHCBG_04378","ACBOEBFK_03257","PGDKEEIB_02038","DNELAEEF_04378","LNAEIHKJ_04083","EKBJKGFA_04301"
"csrD","","RNase E specificity factor CsrD",580,580,1,1,1963,NA,NA,"",1463,1940,1939,"CGKODGEF_04092","GAMKEBON_03941","JJJDFGFB_04414","JOLBHIGI_04359","PNDPEECJ_03878","AMEEEGBM_04514","DHLDAANJ_02892","EFNBFDBI_04143","AKDEMAPK_03296","OCHGHCBG_04532","ACBOEBFK_04002","PGDKEEIB_03472","DNELAEEF_04515","LNAEIHKJ_04328","EKBJKGFA_04471"
"ybhA_1","","Pyridoxal phosphate phosphatase YbhA",580,580,1,1,4212,NA,NA,"",767,824,817,"CGKODGEF_03503","GAMKEBON_03130","JJJDFGFB_01880","JOLBHIGI_03036","PNDPEECJ_03293","AMEEEGBM_00685","DHLDAANJ_01819","EFNBFDBI_02151","AKDEMAPK_02821","OCHGHCBG_01803","ACBOEBFK_03377","PGDKEEIB_02415","DNELAEEF_00686","LNAEIHKJ_02272","EKBJKGFA_01947"
"group_1149","","hypothetical protein",580,580,1,1,4736,NA,NA,"",176,419,418,"CGKODGEF_00402","GAMKEBON_04576","JJJDFGFB_00014","JOLBHIGI_00732","PNDPEECJ_04497","AMEEEGBM_01611","DHLDAANJ_01585","EFNBFDBI_03558","AKDEMAPK_04550","OCHGHCBG_03067","ACBOEBFK_03564","PGDKEEIB_03801","DNELAEEF_01613","LNAEIHKJ_03757","EKBJKGFA_00736"
"pdeD","","putative cyclic di-GMP phosphodiesterase PdeD",580,580,1,1,4769,NA,NA,"",1211,1601,1600,"CGKODGEF_00433","GAMKEBON_03296","JJJDFGFB_00045","JOLBHIGI_00702","PNDPEECJ_03337","AMEEEGBM_01642","DHLDAANJ_02625","EFNBFDBI_03589","AKDEMAPK_03030","OCHGHCBG_03037","ACBOEBFK_03793","PGDKEEIB_03206","DNELAEEF_01644","LNAEIHKJ_03788","EKBJKGFA_00706"
"oppA","","Periplasmic oligopeptide-binding protein",580,580,1,1,4850,NA,NA,"",746,1631,1629,"CGKODGEF_00513","GAMKEBON_01004","JJJDFGFB_00125","JOLBHIGI_00622","PNDPEECJ_03202","AMEEEGBM_01722","DHLDAANJ_01347","EFNBFDBI_01540","AKDEMAPK_01051","OCHGHCBG_02957","ACBOEBFK_03028","PGDKEEIB_00795","DNELAEEF_01724","LNAEIHKJ_01116","EKBJKGFA_00626"
"pspE","","Thiosulfate sulfurtransferase PspE",580,580,1,1,4917,NA,NA,"",314,347,314,"CGKODGEF_00575","GAMKEBON_00942","JJJDFGFB_00188","JOLBHIGI_00560","PNDPEECJ_02907","AMEEEGBM_01784","DHLDAANJ_01285","EFNBFDBI_01602","AKDEMAPK_00989","OCHGHCBG_02895","ACBOEBFK_01163","PGDKEEIB_00733","DNELAEEF_01786","LNAEIHKJ_01178","EKBJKGFA_00564"
"tpx_2","","Thiol peroxidase",580,580,1,1,4937,NA,NA,"",485,518,517,"CGKODGEF_00594","GAMKEBON_00923","JJJDFGFB_00207","JOLBHIGI_00541","PNDPEECJ_02926","AMEEEGBM_01803","DHLDAANJ_03594","EFNBFDBI_01621","AKDEMAPK_00970","OCHGHCBG_02876","ACBOEBFK_01144","PGDKEEIB_00714","DNELAEEF_01805","LNAEIHKJ_01197","EKBJKGFA_00545"
"group_1181","","hypothetical protein",580,580,1,1,4963,NA,NA,"",152,323,322,"CGKODGEF_00617","GAMKEBON_00901","JJJDFGFB_00229","JOLBHIGI_00519","PNDPEECJ_02948","AMEEEGBM_01825","DHLDAANJ_03572","EFNBFDBI_01643","AKDEMAPK_00948","OCHGHCBG_02854","ACBOEBFK_01122","PGDKEEIB_00692","DNELAEEF_01827","LNAEIHKJ_01219","EKBJKGFA_00523"
"group_1182","","hypothetical protein",580,580,1,1,4966,NA,NA,"",707,3920,3914,"CGKODGEF_00620","GAMKEBON_00898","JJJDFGFB_00232","JOLBHIGI_00516","PNDPEECJ_02951","AMEEEGBM_01828","DHLDAANJ_03569","EFNBFDBI_01646","AKDEMAPK_00945","OCHGHCBG_02851","ACBOEBFK_01119","PGDKEEIB_00689","DNELAEEF_01830","LNAEIHKJ_01222","EKBJKGFA_00520"
"glnQ_1","","Glutamine transport ATP-binding protein GlnQ",580,580,1,1,4974,NA,NA,"",629,731,730,"CGKODGEF_00627","GAMKEBON_02070","JJJDFGFB_00239","JOLBHIGI_00509","PNDPEECJ_04510","AMEEEGBM_01835","DHLDAANJ_03235","EFNBFDBI_01653","AKDEMAPK_03657","OCHGHCBG_02844","ACBOEBFK_01112","PGDKEEIB_00682","DNELAEEF_01837","LNAEIHKJ_01229","EKBJKGFA_00513"
"group_1184","","hypothetical protein",580,580,1,1,4976,NA,NA,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",326,524,523,"CGKODGEF_00629","GAMKEBON_02072","JJJDFGFB_00241","JOLBHIGI_00507","PNDPEECJ_04508","AMEEEGBM_01837","DHLDAANJ_03237","EFNBFDBI_01655","AKDEMAPK_03655","OCHGHCBG_02842","ACBOEBFK_01110","PGDKEEIB_00680","DNELAEEF_01839","LNAEIHKJ_01231","EKBJKGFA_00511"
"rimL","","Ribosomal-protein-serine acetyltransferase",580,580,1,1,5004,NA,NA,"",359,539,538,"CGKODGEF_00652","GAMKEBON_02095","JJJDFGFB_00264","JOLBHIGI_00484","PNDPEECJ_03475","AMEEEGBM_01860","DHLDAANJ_03260","EFNBFDBI_01678","AKDEMAPK_03632","OCHGHCBG_02819","ACBOEBFK_01087","PGDKEEIB_02478","DNELAEEF_01862","LNAEIHKJ_01254","EKBJKGFA_00488"
"group_1191","","hypothetical protein",580,580,1,1,5005,NA,NA,"",827,980,979,"CGKODGEF_00653","GAMKEBON_02096","JJJDFGFB_00265","JOLBHIGI_00483","PNDPEECJ_03474","AMEEEGBM_01861","DHLDAANJ_03261","EFNBFDBI_01679","AKDEMAPK_03631","OCHGHCBG_02818","ACBOEBFK_01086","PGDKEEIB_02479","DNELAEEF_01863","LNAEIHKJ_01255","EKBJKGFA_00487"
"group_1208","","hypothetical protein",580,580,1,1,5129,NA,NA,"",677,719,706,"CGKODGEF_02990","GAMKEBON_03075","JJJDFGFB_00369","JOLBHIGI_00379","PNDPEECJ_02515","AMEEEGBM_01965","DHLDAANJ_01462","EFNBFDBI_03318","AKDEMAPK_02504","OCHGHCBG_02715","ACBOEBFK_00982","PGDKEEIB_02145","DNELAEEF_01966","LNAEIHKJ_01358","EKBJKGFA_00383"
"ribC","","Riboflavin synthase",580,580,1,1,5213,NA,NA,"",452,641,640,"CGKODGEF_00970","GAMKEBON_03627","JJJDFGFB_00445","JOLBHIGI_00303","PNDPEECJ_03773","AMEEEGBM_03093","DHLDAANJ_00364","EFNBFDBI_02945","AKDEMAPK_03665","OCHGHCBG_00706","ACBOEBFK_02769","PGDKEEIB_03625","DNELAEEF_03358","LNAEIHKJ_01434","EKBJKGFA_00307"
"group_1216","","hypothetical protein",580,580,1,1,5222,NA,NA,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",377,431,402,"CGKODGEF_00980","GAMKEBON_03617","JJJDFGFB_00455","JOLBHIGI_00293","PNDPEECJ_03783","AMEEEGBM_03103","DHLDAANJ_00354","EFNBFDBI_02935","AKDEMAPK_00806","OCHGHCBG_00716","ACBOEBFK_02759","PGDKEEIB_04272","DNELAEEF_03348","LNAEIHKJ_01444","EKBJKGFA_00297"
"group_1217","","hypothetical protein",580,580,1,1,5227,NA,NA,"",830,992,991,"CGKODGEF_00984","GAMKEBON_03613","JJJDFGFB_00459","JOLBHIGI_00289","PNDPEECJ_03787","AMEEEGBM_03107","DHLDAANJ_00350","EFNBFDBI_02931","AKDEMAPK_00802","OCHGHCBG_00720","ACBOEBFK_02755","PGDKEEIB_04276","DNELAEEF_03344","LNAEIHKJ_01448","EKBJKGFA_00293"
"selO","","Protein adenylyltransferase SelO",580,580,1,1,5297,NA,NA,"",452,1442,1440,"CGKODGEF_01051","GAMKEBON_01774","JJJDFGFB_00526","JOLBHIGI_00222","PNDPEECJ_01224","AMEEEGBM_03174","DHLDAANJ_00283","EFNBFDBI_02864","AKDEMAPK_00735","OCHGHCBG_00787","ACBOEBFK_01385","PGDKEEIB_01194","DNELAEEF_03277","LNAEIHKJ_01515","EKBJKGFA_00226"
"pheS","","Phenylalanine--tRNA ligase alpha subunit",580,580,1,1,5306,NA,NA,"",452,983,982,"CGKODGEF_01059","GAMKEBON_01766","JJJDFGFB_00534","JOLBHIGI_00214","PNDPEECJ_01232","AMEEEGBM_03182","DHLDAANJ_00275","EFNBFDBI_02856","AKDEMAPK_00727","OCHGHCBG_00795","ACBOEBFK_01377","PGDKEEIB_01202","DNELAEEF_03269","LNAEIHKJ_01523","EKBJKGFA_00218"
"aroQ","","Monofunctional chorismate mutase",580,580,1,1,5387,NA,NA,"",506,545,544,"CGKODGEF_01135","GAMKEBON_01579","JJJDFGFB_00610","JOLBHIGI_00138","PNDPEECJ_01308","AMEEEGBM_03258","DHLDAANJ_03539","EFNBFDBI_02064","AKDEMAPK_00652","OCHGHCBG_00871","ACBOEBFK_01301","PGDKEEIB_04499","DNELAEEF_03193","LNAEIHKJ_03681","EKBJKGFA_00142"
"thiK","","Thiamine kinase",580,580,1,1,5448,NA,NA,"",791,824,823,"","GAMKEBON_01638","JJJDFGFB_00669","JOLBHIGI_00079","PNDPEECJ_02959","AMEEEGBM_03317","DHLDAANJ_02138","EFNBFDBI_02005","AKDEMAPK_01588","OCHGHCBG_00930","ACBOEBFK_01242","PGDKEEIB_01341","DNELAEEF_03134","LNAEIHKJ_03740","EKBJKGFA_00083"
"csgB","","Minor curlin subunit",580,580,1,1,5519,NA,NA,"",254,455,454,"CGKODGEF_03584","GAMKEBON_01704","JJJDFGFB_00735","JOLBHIGI_00013","PNDPEECJ_03025","AMEEEGBM_03383","DHLDAANJ_02072","EFNBFDBI_01939","AKDEMAPK_04635","OCHGHCBG_00996","ACBOEBFK_01176","PGDKEEIB_01275","DNELAEEF_03068","LNAEIHKJ_04244","EKBJKGFA_00017"
"group_1266","","IS200/IS605 family transposase IS200F",580,580,1,1,3096,NA,NA,"",245,395,328,"CGKODGEF_01685","GAMKEBON_00701","JJJDFGFB_01333","JOLBHIGI_00824","PNDPEECJ_00845","AMEEEGBM_00590","DHLDAANJ_00759","EFNBFDBI_01070","AKDEMAPK_00610","OCHGHCBG_00079","ACBOEBFK_02375","PGDKEEIB_01925","DNELAEEF_00590","LNAEIHKJ_00079","EKBJKGFA_00882"
"norR_1","","Anaerobic nitric oxide reductase transcription regulator NorR",580,580,1,1,3167,NA,NA,"",1400,1520,1519,"CGKODGEF_01754","GAMKEBON_00630","JJJDFGFB_01262","JOLBHIGI_00895","PNDPEECJ_00916","AMEEEGBM_00518","DHLDAANJ_00688","EFNBFDBI_01142","AKDEMAPK_00539","OCHGHCBG_00150","ACBOEBFK_02446","PGDKEEIB_03003","DNELAEEF_00519","LNAEIHKJ_00151","EKBJKGFA_00954"
"hycE","","Formate hydrogenlyase subunit 5",580,580,1,1,3179,NA,NA,"",1646,1709,1708,"CGKODGEF_01764","GAMKEBON_00620","JJJDFGFB_01252","JOLBHIGI_00905","PNDPEECJ_00926","AMEEEGBM_00508","DHLDAANJ_00678","EFNBFDBI_01152","AKDEMAPK_00529","OCHGHCBG_00160","ACBOEBFK_02456","PGDKEEIB_03013","DNELAEEF_00509","LNAEIHKJ_00161","EKBJKGFA_00964"
"sipA","","Cell invasion protein SipA",580,580,1,1,3212,NA,NA,"",359,2057,2054,"CGKODGEF_01797","GAMKEBON_00587","JJJDFGFB_01219","JOLBHIGI_00938","PNDPEECJ_00959","AMEEEGBM_00475","DHLDAANJ_03329","EFNBFDBI_01185","AKDEMAPK_00496","OCHGHCBG_00193","ACBOEBFK_04197","PGDKEEIB_03935","DNELAEEF_00476","LNAEIHKJ_00194","EKBJKGFA_00997"
"pphB","","Serine/threonine-protein phosphatase 2",580,580,1,1,3235,NA,NA,"",569,656,654,"CGKODGEF_01819","GAMKEBON_00565","JJJDFGFB_01197","JOLBHIGI_00960","PNDPEECJ_00981","AMEEEGBM_00453","DHLDAANJ_02533","EFNBFDBI_01207","AKDEMAPK_00474","OCHGHCBG_00215","ACBOEBFK_01874","PGDKEEIB_03093","DNELAEEF_00454","LNAEIHKJ_00216","EKBJKGFA_01019"
"ygbE","","Inner membrane protein YgbE",580,580,1,1,2983,NA,NA,"",131,323,322,"CGKODGEF_02177","GAMKEBON_00539","JJJDFGFB_01171","JOLBHIGI_00986","PNDPEECJ_01007","AMEEEGBM_00427","DHLDAANJ_02559","","AKDEMAPK_00448","OCHGHCBG_00241","ACBOEBFK_01848","PGDKEEIB_03119","DNELAEEF_00428","LNAEIHKJ_00242","EKBJKGFA_01045"
"group_1297","","hypothetical protein",580,580,1,1,2951,NA,NA,"",800,1031,1023,"CGKODGEF_02147","GAMKEBON_02533","JJJDFGFB_01141","JOLBHIGI_01016","PNDPEECJ_02346","AMEEEGBM_00397","DHLDAANJ_01180","EFNBFDBI_01497","AKDEMAPK_01727","OCHGHCBG_00271","ACBOEBFK_01818","PGDKEEIB_01457","DNELAEEF_00398","LNAEIHKJ_00272","EKBJKGFA_01075"
"rlmD","","23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD",580,580,1,1,2949,NA,NA,"",182,1295,1293,"CGKODGEF_02145","GAMKEBON_02531","JJJDFGFB_01139","JOLBHIGI_01018","PNDPEECJ_02348","AMEEEGBM_00395","DHLDAANJ_01178","EFNBFDBI_01495","AKDEMAPK_01725","OCHGHCBG_00273","ACBOEBFK_01816","PGDKEEIB_01455","DNELAEEF_00396","LNAEIHKJ_00274","EKBJKGFA_01077"
"yqjF","","Inner membrane protein YqjF",580,580,1,1,2665,NA,NA,"",392,485,410,"CGKODGEF_01999","GAMKEBON_01448","JJJDFGFB_00861","JOLBHIGI_01297","PNDPEECJ_01136","AMEEEGBM_00116","DHLDAANJ_00419","EFNBFDBI_02714","AKDEMAPK_00117","OCHGHCBG_00552","ACBOEBFK_01507","PGDKEEIB_04159","DNELAEEF_00117","LNAEIHKJ_00553","EKBJKGFA_01356"
"tdcC","","Threonine/serine transporter TdcC",580,580,1,1,2653,NA,NA,"",962,1331,1330,"CGKODGEF_01987","GAMKEBON_01460","JJJDFGFB_00849","JOLBHIGI_01309","PNDPEECJ_01124","AMEEEGBM_00104","DHLDAANJ_00431","EFNBFDBI_02702","AKDEMAPK_00105","OCHGHCBG_00564","ACBOEBFK_01495","PGDKEEIB_04535","DNELAEEF_00105","LNAEIHKJ_00565","EKBJKGFA_01368"
"caf1M_2","","Chaperone protein caf1M",580,580,1,1,181,NA,NA,"",512,644,512,"CGKODGEF_03251","GAMKEBON_00327","JJJDFGFB_03117","JOLBHIGI_02504","PNDPEECJ_00012","AMEEEGBM_02776","DHLDAANJ_01360","EFNBFDBI_00711","AKDEMAPK_03818","OCHGHCBG_03488","ACBOEBFK_00675","PGDKEEIB_04551","DNELAEEF_03010","LNAEIHKJ_02895","EKBJKGFA_03483"
"pepD","","Cytosol non-specific dipeptidase",580,580,1,1,812,NA,NA,"",770,1457,1455,"CGKODGEF_03235","GAMKEBON_00343","JJJDFGFB_03133","JOLBHIGI_02488","PNDPEECJ_00028","AMEEEGBM_02792","DHLDAANJ_01376","EFNBFDBI_00727","AKDEMAPK_02591","OCHGHCBG_03504","ACBOEBFK_00691","PGDKEEIB_00014","DNELAEEF_02994","LNAEIHKJ_02911","EKBJKGFA_03499"
"gpt","","Xanthine phosphoribosyltransferase",580,580,1,1,811,NA,NA,"",428,458,457,"CGKODGEF_03234","GAMKEBON_00344","JJJDFGFB_03134","JOLBHIGI_02487","PNDPEECJ_00029","AMEEEGBM_02793","DHLDAANJ_01377","EFNBFDBI_00728","AKDEMAPK_02590","OCHGHCBG_03505","ACBOEBFK_00692","PGDKEEIB_00015","DNELAEEF_02993","LNAEIHKJ_02912","EKBJKGFA_03500"
"sfaA","","S-fimbrial protein subunit SfaA",580,580,1,1,786,NA,NA,"",476,536,535,"CGKODGEF_02629","GAMKEBON_00369","JJJDFGFB_03159","JOLBHIGI_02462","PNDPEECJ_00054","AMEEEGBM_02818","DHLDAANJ_01402","EFNBFDBI_00753","AKDEMAPK_02565","OCHGHCBG_03530","ACBOEBFK_00717","PGDKEEIB_00040","DNELAEEF_02968","LNAEIHKJ_02937","EKBJKGFA_03525"
"mak","","Fructokinase",580,580,1,1,728,NA,NA,"",908,935,908,"CGKODGEF_01654","GAMKEBON_00423","JJJDFGFB_03213","JOLBHIGI_02408","PNDPEECJ_00108","AMEEEGBM_02872","DHLDAANJ_00893","EFNBFDBI_00807","AKDEMAPK_01313","OCHGHCBG_03584","ACBOEBFK_00771","PGDKEEIB_00094","DNELAEEF_02914","LNAEIHKJ_02991","EKBJKGFA_03579"
"sbcC","","Nuclease SbcCD subunit C",580,580,1,1,726,NA,NA,"",1433,3140,3137,"CGKODGEF_01652","GAMKEBON_00425","JJJDFGFB_03215","JOLBHIGI_02406","PNDPEECJ_00110","AMEEEGBM_02874","DHLDAANJ_00891","EFNBFDBI_00809","AKDEMAPK_01311","OCHGHCBG_03586","ACBOEBFK_00773","PGDKEEIB_00096","DNELAEEF_02912","LNAEIHKJ_02993","EKBJKGFA_03581"
"group_1361","","hypothetical protein",580,580,1,1,706,NA,NA,"",107,263,262,"CGKODGEF_01635","GAMKEBON_00442","JJJDFGFB_03232","JOLBHIGI_02389","PNDPEECJ_00127","AMEEEGBM_02891","DHLDAANJ_00874","EFNBFDBI_00826","AKDEMAPK_01294","OCHGHCBG_03603","ACBOEBFK_00790","PGDKEEIB_00113","DNELAEEF_02895","LNAEIHKJ_03010","EKBJKGFA_03598"
"cyoA","","Cytochrome bo(3) ubiquinol oxidase subunit 2",580,580,1,1,661,NA,NA,"",191,956,954,"CGKODGEF_01604","GAMKEBON_00476","JJJDFGFB_03265","JOLBHIGI_02356","PNDPEECJ_00160","AMEEEGBM_02924","DHLDAANJ_00841","EFNBFDBI_00859","AKDEMAPK_01261","OCHGHCBG_03636","ACBOEBFK_00823","PGDKEEIB_00144","DNELAEEF_02862","LNAEIHKJ_03041","EKBJKGFA_03631"
"fes_2","","Enterochelin esterase",580,580,1,1,425,NA,NA,"",1010,1214,1210,"CGKODGEF_04052","GAMKEBON_03983","JJJDFGFB_04068","JOLBHIGI_03589","PNDPEECJ_01469","AMEEEGBM_04057","DHLDAANJ_02936","EFNBFDBI_02477","AKDEMAPK_03379","OCHGHCBG_04134","ACBOEBFK_01995","PGDKEEIB_04150","DNELAEEF_03912","LNAEIHKJ_03297","EKBJKGFA_04045"
"ybdM","","putative protein YbdM",580,580,1,1,405,NA,NA,"",218,617,616,"CGKODGEF_04071","GAMKEBON_04002","JJJDFGFB_04088","JOLBHIGI_03570","PNDPEECJ_01488","AMEEEGBM_04038","DHLDAANJ_02955","EFNBFDBI_02496","AKDEMAPK_03398","OCHGHCBG_04115","ACBOEBFK_01976","PGDKEEIB_04131","DNELAEEF_03931","LNAEIHKJ_03316","EKBJKGFA_04026"
"glnS","","Glutamine--tRNA ligase",580,580,1,1,318,NA,NA,"",1667,1667,1667,"CGKODGEF_04263","GAMKEBON_02374","JJJDFGFB_04172","JOLBHIGI_03486","PNDPEECJ_01572","AMEEEGBM_03954","DHLDAANJ_01022","EFNBFDBI_02580","AKDEMAPK_02288","OCHGHCBG_04031","ACBOEBFK_01892","PGDKEEIB_01545","DNELAEEF_04015","LNAEIHKJ_03400","EKBJKGFA_03942"
"group_1416","","hypothetical protein",580,580,1,1,6179,NA,NA,"",203,287,285,"CGKODGEF_00260","GAMKEBON_02160","JJJDFGFB_02216","JOLBHIGI_01537","PNDPEECJ_01689","AMEEEGBM_01278","DHLDAANJ_04084","EFNBFDBI_02402","AKDEMAPK_02097","OCHGHCBG_01944","ACBOEBFK_02691","PGDKEEIB_04314","DNELAEEF_01474","LNAEIHKJ_00793","EKBJKGFA_02088"
"group_1423","","hypothetical protein",580,580,1,1,6134,NA,NA,"",653,665,653,"CGKODGEF_00217","GAMKEBON_04081","JJJDFGFB_02173","JOLBHIGI_01580","PNDPEECJ_01732","AMEEEGBM_01321","DHLDAANJ_04128","EFNBFDBI_02445","AKDEMAPK_04502","OCHGHCBG_01987","ACBOEBFK_04251","PGDKEEIB_03497","DNELAEEF_01431","LNAEIHKJ_00837","EKBJKGFA_02131"
"miaA","","tRNA dimethylallyltransferase",580,580,1,1,6002,NA,NA,"",905,950,949,"CGKODGEF_00095","GAMKEBON_01863","JJJDFGFB_02051","JOLBHIGI_01702","PNDPEECJ_02100","AMEEEGBM_01443","DHLDAANJ_00629","EFNBFDBI_01812","AKDEMAPK_01863","OCHGHCBG_02109","ACBOEBFK_01700","PGDKEEIB_01033","DNELAEEF_01309","LNAEIHKJ_00959","EKBJKGFA_02253"
"artJ_2","","ABC transporter arginine-binding protein 1",580,580,1,1,5996,NA,NA,"",719,740,739,"CGKODGEF_00087","GAMKEBON_01854","JJJDFGFB_02042","JOLBHIGI_01711","PNDPEECJ_03970","AMEEEGBM_01452","DHLDAANJ_00638","EFNBFDBI_01803","AKDEMAPK_01854","OCHGHCBG_02118","ACBOEBFK_01709","PGDKEEIB_01024","DNELAEEF_01300","LNAEIHKJ_00968","EKBJKGFA_02262"
"mscM","","Miniconductance mechanosensitive channel MscM",580,580,1,1,5992,NA,NA,"",617,3326,3321,"CGKODGEF_00083","GAMKEBON_01850","JJJDFGFB_02038","JOLBHIGI_01715","PNDPEECJ_03974","AMEEEGBM_01456","DHLDAANJ_00642","EFNBFDBI_01799","AKDEMAPK_01850","OCHGHCBG_02122","ACBOEBFK_01713","PGDKEEIB_01020","DNELAEEF_01296","LNAEIHKJ_00972","EKBJKGFA_02266"
"group_1442","","hypothetical protein",580,580,1,1,5977,NA,NA,"",782,857,856,"CGKODGEF_00069","GAMKEBON_01836","JJJDFGFB_02024","JOLBHIGI_01729","PNDPEECJ_03988","AMEEEGBM_01470","DHLDAANJ_00656","EFNBFDBI_01786","AKDEMAPK_01836","OCHGHCBG_02136","ACBOEBFK_01727","PGDKEEIB_01007","DNELAEEF_01283","LNAEIHKJ_00986","EKBJKGFA_02280"
"groL","","60 kDa chaperonin",580,580,1,1,5975,NA,NA,"",308,1646,1643,"CGKODGEF_00067","GAMKEBON_01834","JJJDFGFB_02022","JOLBHIGI_01731","PNDPEECJ_03990","AMEEEGBM_01472","DHLDAANJ_00658","EFNBFDBI_01784","AKDEMAPK_01834","OCHGHCBG_02138","ACBOEBFK_01729","PGDKEEIB_01005","DNELAEEF_01281","LNAEIHKJ_00988","EKBJKGFA_02282"
"yjeH","","L-methionine/branched-chain amino acid exporter YjeH",580,580,1,1,5972,NA,NA,"",1241,1310,1262,"CGKODGEF_00065","GAMKEBON_01832","JJJDFGFB_02020","JOLBHIGI_01733","PNDPEECJ_03992","AMEEEGBM_01474","DHLDAANJ_00660","EFNBFDBI_01782","AKDEMAPK_01832","OCHGHCBG_02140","ACBOEBFK_01731","PGDKEEIB_01003","DNELAEEF_01279","LNAEIHKJ_00990","EKBJKGFA_02284"
"cidA","","Holin-like protein CidA",580,580,1,1,2078,NA,NA,"",263,410,409,"CGKODGEF_00011","GAMKEBON_03584","JJJDFGFB_01966","JOLBHIGI_01787","PNDPEECJ_01400","AMEEEGBM_01528","DHLDAANJ_02300","EFNBFDBI_01728","AKDEMAPK_03074","OCHGHCBG_02194","ACBOEBFK_03552","PGDKEEIB_02842","DNELAEEF_01225","LNAEIHKJ_01044","EKBJKGFA_02338"
"group_1456","","hypothetical protein",580,580,1,1,2027,NA,NA,"",245,254,245,"CGKODGEF_04005","GAMKEBON_04037","JJJDFGFB_01918","JOLBHIGI_01835","PNDPEECJ_01352","AMEEEGBM_01575","DHLDAANJ_03187","EFNBFDBI_03775","AKDEMAPK_03469","OCHGHCBG_02242","ACBOEBFK_04093","PGDKEEIB_02595","DNELAEEF_01177","LNAEIHKJ_01092","EKBJKGFA_02386"
"mshA_1","","D-inositol-3-phosphate glycosyltransferase",580,580,1,1,1891,NA,NA,"",863,1145,1136,"CGKODGEF_03149","GAMKEBON_00004","JJJDFGFB_02612","JOLBHIGI_02127","PNDPEECJ_02802","AMEEEGBM_02273","DHLDAANJ_00238","EFNBFDBI_00271","AKDEMAPK_01737","OCHGHCBG_02580","ACBOEBFK_00660","PGDKEEIB_01814","DNELAEEF_02275","LNAEIHKJ_01624","EKBJKGFA_02678"
"yiaJ","","DNA-binding transcriptional repressor YiaJ",580,580,1,1,1840,NA,NA,"",242,800,799,"CGKODGEF_02921","GAMKEBON_00051","JJJDFGFB_02565","JOLBHIGI_02080","PNDPEECJ_02755","AMEEEGBM_02226","DHLDAANJ_00191","EFNBFDBI_00224","AKDEMAPK_01784","OCHGHCBG_02533","ACBOEBFK_00613","PGDKEEIB_01767","DNELAEEF_02228","LNAEIHKJ_01671","EKBJKGFA_02631"
"group_1476","","hypothetical protein",580,580,1,1,1831,NA,NA,"",215,353,352,"CGKODGEF_02913","GAMKEBON_00059","JJJDFGFB_02557","JOLBHIGI_02072","PNDPEECJ_02747","AMEEEGBM_02218","DHLDAANJ_00183","EFNBFDBI_00216","AKDEMAPK_01792","OCHGHCBG_02525","ACBOEBFK_00605","PGDKEEIB_01759","DNELAEEF_02220","LNAEIHKJ_01679","EKBJKGFA_02623"
