"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR15050788","SRR2096540","SRR5883594","SRR5905069","SRR14766450","SRR8280236","SRR27714918","SRR13641955","SRR10037243","SRR16506855","SRR7707918","NDSU8","SRR5904975","SRR23043675","SRR7041697"
"rne","","Ribonuclease E",581,581,1,1,5473,NA,NA,"",3206,3206,3206,"GECBOMLG_02112","NNIFEHJJ_03388","AMMIPIGE_02688","CNBCECDA_03295","MKNLEGFG_01727","ONBKJHEC_02385","JDGPEFCB_03111","KKHOBGKP_00055","OAJCOHFM_00693","MMJAGEHG_03112","BGKOLDCB_02462","CDDPGOFG_01090","EOBMODNK_02932","HFPEINND_03112","NCFACCIB_02839"
"nagK_2","","Fumarylpyruvate hydrolase",581,581,1,1,5901,NA,NA,"",701,701,701,"GECBOMLG_02868","NNIFEHJJ_03504","AMMIPIGE_02804","CNBCECDA_03596","MKNLEGFG_01949","ONBKJHEC_02686","JDGPEFCB_03457","KKHOBGKP_03328","OAJCOHFM_02867","MMJAGEHG_03606","BGKOLDCB_00341","CDDPGOFG_01543","EOBMODNK_03252","HFPEINND_03459","NCFACCIB_01776"
"creC","","Sensor protein CreC",581,581,1,1,74,NA,NA,"",1424,1424,1424,"GECBOMLG_00552","NNIFEHJJ_01527","AMMIPIGE_00377","CNBCECDA_01300","MKNLEGFG_02668","ONBKJHEC_03327","JDGPEFCB_01219","KKHOBGKP_02277","OAJCOHFM_03716","MMJAGEHG_01530","BGKOLDCB_01045","CDDPGOFG_03694","EOBMODNK_03689","HFPEINND_01531","NCFACCIB_02955"
"yqiK","","Inner membrane protein YqiK",581,581,1,1,2698,NA,NA,"",1679,1679,1679,"GECBOMLG_01079","NNIFEHJJ_00518","AMMIPIGE_04073","CNBCECDA_02860","MKNLEGFG_00928","ONBKJHEC_02162","JDGPEFCB_00149","KKHOBGKP_01265","OAJCOHFM_00894","MMJAGEHG_00150","BGKOLDCB_03432","CDDPGOFG_02407","EOBMODNK_00520","HFPEINND_00150","NCFACCIB_00390"
"gltI","","Glutamate/aspartate import solute-binding protein",581,581,1,1,332,NA,NA,"",908,908,908,"GECBOMLG_03711","NNIFEHJJ_04059","AMMIPIGE_03675","CNBCECDA_03976","MKNLEGFG_02878","ONBKJHEC_03185","JDGPEFCB_03979","KKHOBGKP_03919","OAJCOHFM_03518","MMJAGEHG_03973","BGKOLDCB_01366","CDDPGOFG_01202","EOBMODNK_04084","HFPEINND_03996","NCFACCIB_02190"
"aas","","Bifunctional protein Aas",581,581,1,1,2897,NA,NA,"",2159,2159,2159,"GECBOMLG_01271","NNIFEHJJ_00326","AMMIPIGE_01722","CNBCECDA_02355","MKNLEGFG_00734","ONBKJHEC_02562","JDGPEFCB_00341","KKHOBGKP_01073","OAJCOHFM_01086","MMJAGEHG_00342","BGKOLDCB_01861","CDDPGOFG_02098","EOBMODNK_00328","HFPEINND_00342","NCFACCIB_02740"
"degS","","Serine endoprotease DegS",581,581,1,1,2545,NA,NA,"",1070,1070,1070,"GECBOMLG_00932","NNIFEHJJ_00665","AMMIPIGE_03914","CNBCECDA_03007","MKNLEGFG_00781","ONBKJHEC_02015","JDGPEFCB_00003","KKHOBGKP_01412","OAJCOHFM_00747","MMJAGEHG_00003","BGKOLDCB_00562","CDDPGOFG_03873","EOBMODNK_00667","HFPEINND_00003","NCFACCIB_00537"
"group_6475","","hypothetical protein",581,581,1,1,779,NA,NA,"",527,527,527,"GECBOMLG_01827","NNIFEHJJ_03005","AMMIPIGE_02304","CNBCECDA_02079","MKNLEGFG_01306","ONBKJHEC_01651","JDGPEFCB_02825","KKHOBGKP_03537","OAJCOHFM_03405","MMJAGEHG_02962","BGKOLDCB_02104","CDDPGOFG_00662","EOBMODNK_02548","HFPEINND_02960","NCFACCIB_00824"
"rlmG","","Ribosomal RNA large subunit methyltransferase G",581,581,1,1,2678,NA,NA,"",1136,1136,1136,"GECBOMLG_01058","NNIFEHJJ_00539","AMMIPIGE_03789","CNBCECDA_02881","MKNLEGFG_00907","ONBKJHEC_02141","JDGPEFCB_00128","KKHOBGKP_01286","OAJCOHFM_00873","MMJAGEHG_00129","BGKOLDCB_03411","CDDPGOFG_02846","EOBMODNK_00541","HFPEINND_00129","NCFACCIB_00411"
"dgcQ","","putative diguanylate cyclase DgcQ",581,581,1,1,4608,NA,NA,"",1712,1712,1712,"GECBOMLG_00110","NNIFEHJJ_00776","AMMIPIGE_01162","CNBCECDA_00524","MKNLEGFG_03486","ONBKJHEC_03379","JDGPEFCB_01043","KKHOBGKP_01790","OAJCOHFM_01789","MMJAGEHG_01044","BGKOLDCB_03005","CDDPGOFG_01958","EOBMODNK_01046","HFPEINND_01044","NCFACCIB_01347"
"mreB","","Cell shape-determining protein MreB",581,581,1,1,1962,NA,NA,"",1043,1043,1043,"GECBOMLG_04317","NNIFEHJJ_04594","AMMIPIGE_04596","CNBCECDA_04548","MKNLEGFG_04261","ONBKJHEC_04440","JDGPEFCB_04498","KKHOBGKP_04567","OAJCOHFM_04445","MMJAGEHG_04530","BGKOLDCB_03250","CDDPGOFG_03939","EOBMODNK_04549","HFPEINND_04516","NCFACCIB_04160"
"amiA","","N-acetylmuramoyl-L-alanine amidase AmiA",581,581,1,1,4018,NA,NA,"",869,869,869,"GECBOMLG_02552","NNIFEHJJ_02618","AMMIPIGE_03274","CNBCECDA_01825","MKNLEGFG_02009","ONBKJHEC_00543","JDGPEFCB_02524","KKHOBGKP_02865","OAJCOHFM_02419","MMJAGEHG_02525","BGKOLDCB_00743","CDDPGOFG_00155","EOBMODNK_02162","HFPEINND_02524","NCFACCIB_01228"
"yrbL","","putative protein YrbL",581,581,1,1,2571,NA,NA,"",632,632,632,"GECBOMLG_00956","NNIFEHJJ_00641","AMMIPIGE_03890","CNBCECDA_02983","MKNLEGFG_00805","ONBKJHEC_02039","JDGPEFCB_00027","KKHOBGKP_01388","OAJCOHFM_00771","MMJAGEHG_00027","BGKOLDCB_00586","CDDPGOFG_03849","EOBMODNK_00643","HFPEINND_00027","NCFACCIB_00513"
"group_6481","","hypothetical protein",581,581,1,1,143,NA,NA,"",494,494,494,"GECBOMLG_01744","NNIFEHJJ_03087","AMMIPIGE_02387","CNBCECDA_01996","MKNLEGFG_04584","ONBKJHEC_01733","JDGPEFCB_02743","KKHOBGKP_03619","OAJCOHFM_04152","MMJAGEHG_03045","BGKOLDCB_04436","CDDPGOFG_03903","EOBMODNK_02631","HFPEINND_03042","NCFACCIB_04599"
"group_6482","","hypothetical protein",581,581,1,1,4007,NA,NA,"",539,539,539,"GECBOMLG_02563","NNIFEHJJ_02607","AMMIPIGE_03263","CNBCECDA_01814","MKNLEGFG_01998","ONBKJHEC_00554","JDGPEFCB_02535","KKHOBGKP_02876","OAJCOHFM_02430","MMJAGEHG_02536","BGKOLDCB_00732","CDDPGOFG_00166","EOBMODNK_02151","HFPEINND_02535","NCFACCIB_01217"
"acs_2","","Acetyl-coenzyme A synthetase",581,581,1,1,753,NA,NA,"",1796,1796,1796,"GECBOMLG_01851","NNIFEHJJ_02981","AMMIPIGE_02280","CNBCECDA_02103","MKNLEGFG_01282","ONBKJHEC_01627","JDGPEFCB_02849","KKHOBGKP_03513","OAJCOHFM_03381","MMJAGEHG_02938","BGKOLDCB_02080","CDDPGOFG_00686","EOBMODNK_02524","HFPEINND_02936","NCFACCIB_00848"
"yhjB","","Putative HTH-type transcriptional regulator YhjB",581,581,1,1,1771,NA,NA,"",602,602,602,"GECBOMLG_03203","NNIFEHJJ_01800","AMMIPIGE_00650","CNBCECDA_00207","MKNLEGFG_01397","ONBKJHEC_01213","JDGPEFCB_02162","KKHOBGKP_02503","OAJCOHFM_02058","MMJAGEHG_02211","BGKOLDCB_00060","CDDPGOFG_02562","EOBMODNK_01362","HFPEINND_02162","NCFACCIB_00114"
"mog","","Molybdopterin adenylyltransferase",581,581,1,1,56,NA,NA,"",590,590,590,"GECBOMLG_00534","NNIFEHJJ_01545","AMMIPIGE_00395","CNBCECDA_01282","MKNLEGFG_02686","ONBKJHEC_03345","JDGPEFCB_01201","KKHOBGKP_02295","OAJCOHFM_03734","MMJAGEHG_01548","BGKOLDCB_01027","CDDPGOFG_03676","EOBMODNK_03707","HFPEINND_01549","NCFACCIB_02973"
"gltD","","Glutamate synthase [NADPH] small chain",581,581,1,1,2565,NA,NA,"",1418,1418,1418,"GECBOMLG_00950","NNIFEHJJ_00647","AMMIPIGE_03896","CNBCECDA_02989","MKNLEGFG_00799","ONBKJHEC_02033","JDGPEFCB_00021","KKHOBGKP_01394","OAJCOHFM_00765","MMJAGEHG_00021","BGKOLDCB_00580","CDDPGOFG_03855","EOBMODNK_00649","HFPEINND_00021","NCFACCIB_00519"
"ribF","","Bifunctional riboflavin kinase/FMN adenylyltransferase",581,581,1,1,16,NA,NA,"",938,938,938,"GECBOMLG_00495","NNIFEHJJ_01584","AMMIPIGE_00434","CNBCECDA_01243","MKNLEGFG_04323","ONBKJHEC_04410","JDGPEFCB_01162","KKHOBGKP_02334","OAJCOHFM_03773","MMJAGEHG_01587","BGKOLDCB_03929","CDDPGOFG_03967","EOBMODNK_03746","HFPEINND_01588","NCFACCIB_04376"
"rarA","","Replication-associated recombination protein A",581,581,1,1,4365,NA,NA,"",1343,1343,1343,"GECBOMLG_00328","NNIFEHJJ_00994","AMMIPIGE_00943","CNBCECDA_00742","MKNLEGFG_02524","ONBKJHEC_00904","JDGPEFCB_00825","KKHOBGKP_01572","OAJCOHFM_01571","MMJAGEHG_00826","BGKOLDCB_01218","CDDPGOFG_02731","EOBMODNK_00827","HFPEINND_00826","NCFACCIB_01129"
"asrC","","Anaerobic sulfite reductase subunit C",581,581,1,1,4105,NA,NA,"",1013,1013,1013,"GECBOMLG_02449","NNIFEHJJ_02722","AMMIPIGE_04111","CNBCECDA_01929","MKNLEGFG_02113","ONBKJHEC_00440","JDGPEFCB_02421","KKHOBGKP_02762","OAJCOHFM_02316","MMJAGEHG_02422","BGKOLDCB_02266","CDDPGOFG_00052","EOBMODNK_02265","HFPEINND_02421","NCFACCIB_01332"
"bamA","","Outer membrane protein assembly factor BamA",581,581,1,1,2365,NA,NA,"",2414,2414,2414,"GECBOMLG_04167","NNIFEHJJ_03926","AMMIPIGE_04492","CNBCECDA_04395","MKNLEGFG_03919","ONBKJHEC_04133","JDGPEFCB_03721","KKHOBGKP_03807","OAJCOHFM_03906","MMJAGEHG_03691","BGKOLDCB_02594","CDDPGOFG_01804","EOBMODNK_03879","HFPEINND_03869","NCFACCIB_03739"
"oppC","","Oligopeptide transport system permease protein OppC",581,581,1,1,4852,NA,NA,"",908,908,908,"GECBOMLG_01603","NNIFEHJJ_02286","AMMIPIGE_01398","CNBCECDA_01108","MKNLEGFG_00128","ONBKJHEC_00280","JDGPEFCB_01878","KKHOBGKP_00620","OAJCOHFM_00128","MMJAGEHG_01724","BGKOLDCB_04497","CDDPGOFG_01654","EOBMODNK_01832","HFPEINND_01877","NCFACCIB_02045"
"nanT_1","","Sialic acid transporter NanT",581,581,1,1,2558,NA,NA,"",1490,1490,1490,"GECBOMLG_00943","NNIFEHJJ_00654","AMMIPIGE_03903","CNBCECDA_02996","MKNLEGFG_00792","ONBKJHEC_02026","JDGPEFCB_00014","KKHOBGKP_01401","OAJCOHFM_00758","MMJAGEHG_00014","BGKOLDCB_00573","CDDPGOFG_03862","EOBMODNK_00656","HFPEINND_00014","NCFACCIB_00526"
"dnaE","","DNA polymerase III subunit alpha",581,581,1,1,2358,NA,NA,"",3482,3482,3482,"GECBOMLG_04160","NNIFEHJJ_03933","AMMIPIGE_04485","CNBCECDA_04402","MKNLEGFG_03926","ONBKJHEC_04126","JDGPEFCB_03714","KKHOBGKP_03814","OAJCOHFM_03913","MMJAGEHG_03684","BGKOLDCB_02601","CDDPGOFG_01797","EOBMODNK_03886","HFPEINND_03876","NCFACCIB_03746"
"yibN","","putative protein YibN",581,581,1,1,1879,NA,NA,"",431,431,431,"GECBOMLG_03426","NNIFEHJJ_01701","AMMIPIGE_00551","CNBCECDA_00307","MKNLEGFG_03299","ONBKJHEC_01114","JDGPEFCB_02262","KKHOBGKP_02603","OAJCOHFM_02157","MMJAGEHG_02111","BGKOLDCB_00159","CDDPGOFG_03067","EOBMODNK_01263","HFPEINND_02262","NCFACCIB_00015"
"group_6495","","hypothetical protein",581,581,1,1,5491,NA,NA,"",647,647,647,"GECBOMLG_02095","NNIFEHJJ_03405","AMMIPIGE_02705","CNBCECDA_03312","MKNLEGFG_01744","ONBKJHEC_02402","JDGPEFCB_03094","KKHOBGKP_00038","OAJCOHFM_00710","MMJAGEHG_03095","BGKOLDCB_02445","CDDPGOFG_01107","EOBMODNK_02949","HFPEINND_03095","NCFACCIB_02822"
"fhuF","","Ferric iron reductase protein FhuF",581,581,1,1,6205,NA,NA,"",788,788,788,"GECBOMLG_00588","NNIFEHJJ_01491","AMMIPIGE_00341","CNBCECDA_01336","MKNLEGFG_02632","ONBKJHEC_03291","JDGPEFCB_01255","KKHOBGKP_02241","OAJCOHFM_03680","MMJAGEHG_01494","BGKOLDCB_01081","CDDPGOFG_04104","EOBMODNK_03653","HFPEINND_01495","NCFACCIB_02919"
"dcd","","dCTP deaminase",581,581,1,1,5790,NA,NA,"",581,581,581,"GECBOMLG_02810","NNIFEHJJ_03562","AMMIPIGE_02862","CNBCECDA_03537","MKNLEGFG_01891","ONBKJHEC_02744","JDGPEFCB_03515","KKHOBGKP_03270","OAJCOHFM_02809","MMJAGEHG_03548","BGKOLDCB_00399","CDDPGOFG_01485","EOBMODNK_03194","HFPEINND_03517","NCFACCIB_01834"
"citF_1","","Citrate lyase alpha chain",581,581,1,1,2535,NA,NA,"",1520,1520,1520,"GECBOMLG_03539","NNIFEHJJ_03761","AMMIPIGE_03361","CNBCECDA_03790","MKNLEGFG_03096","ONBKJHEC_04103","JDGPEFCB_03886","KKHOBGKP_03640","OAJCOHFM_04362","MMJAGEHG_03856","BGKOLDCB_03195","CDDPGOFG_03770","EOBMODNK_04436","HFPEINND_03704","NCFACCIB_01873"
"group_6499","","hypothetical protein",581,581,1,1,4631,NA,NA,"",413,413,413,"GECBOMLG_00088","NNIFEHJJ_00754","AMMIPIGE_01184","CNBCECDA_00502","MKNLEGFG_03508","ONBKJHEC_03401","JDGPEFCB_01065","KKHOBGKP_01812","OAJCOHFM_01811","MMJAGEHG_01066","BGKOLDCB_02983","CDDPGOFG_01980","EOBMODNK_01068","HFPEINND_01066","NCFACCIB_01369"
"oleD","","2-alkyl-3-oxoalkanoate reductase",581,581,1,1,4334,NA,NA,"",1013,1013,1013,"GECBOMLG_00355","NNIFEHJJ_01021","AMMIPIGE_00916","CNBCECDA_00769","MKNLEGFG_02497","ONBKJHEC_00877","JDGPEFCB_00798","KKHOBGKP_01545","OAJCOHFM_01544","MMJAGEHG_00799","BGKOLDCB_01245","CDDPGOFG_02758","EOBMODNK_00800","HFPEINND_00799","NCFACCIB_01102"
"grxD","","Glutaredoxin 4",581,581,1,1,5205,NA,NA,"",347,347,347,"GECBOMLG_02368","NNIFEHJJ_03132","AMMIPIGE_02432","CNBCECDA_03039","MKNLEGFG_03391","ONBKJHEC_03685","JDGPEFCB_03367","KKHOBGKP_00311","OAJCOHFM_00437","MMJAGEHG_03368","BGKOLDCB_03584","CDDPGOFG_00612","EOBMODNK_02676","HFPEINND_03368","NCFACCIB_00739"
"cysW","","Sulfate transport system permease protein CysW",581,581,1,1,4010,NA,NA,"",875,878,875,"GECBOMLG_02560","NNIFEHJJ_02610","AMMIPIGE_03266","CNBCECDA_01817","MKNLEGFG_02001","ONBKJHEC_00551","JDGPEFCB_02532","KKHOBGKP_02873","OAJCOHFM_02427","MMJAGEHG_02533","BGKOLDCB_00735","CDDPGOFG_00163","EOBMODNK_02154","HFPEINND_02532","NCFACCIB_01220"
"group_6503","","hypothetical protein",581,581,1,1,769,NA,NA,"",1958,1958,1958,"GECBOMLG_01836","NNIFEHJJ_02996","AMMIPIGE_02295","CNBCECDA_02088","MKNLEGFG_01297","ONBKJHEC_01642","JDGPEFCB_02834","KKHOBGKP_03528","OAJCOHFM_03396","MMJAGEHG_02953","BGKOLDCB_02095","CDDPGOFG_00671","EOBMODNK_02539","HFPEINND_02951","NCFACCIB_00833"
"gsiA","","Glutathione import ATP-binding protein GsiA",581,581,1,1,4282,NA,NA,"",1871,1871,1871,"GECBOMLG_00404","NNIFEHJJ_01070","AMMIPIGE_00867","CNBCECDA_00818","MKNLEGFG_02448","ONBKJHEC_00828","JDGPEFCB_00749","KKHOBGKP_01496","OAJCOHFM_01495","MMJAGEHG_00750","BGKOLDCB_01294","CDDPGOFG_02610","EOBMODNK_00751","HFPEINND_00750","NCFACCIB_01053"
"lptC","","Lipopolysaccharide export system protein LptC",581,581,1,1,2580,NA,NA,"",575,575,575,"GECBOMLG_00965","NNIFEHJJ_00632","AMMIPIGE_03882","CNBCECDA_02974","MKNLEGFG_00814","ONBKJHEC_02048","JDGPEFCB_00035","KKHOBGKP_01379","OAJCOHFM_00780","MMJAGEHG_00036","BGKOLDCB_00595","CDDPGOFG_03840","EOBMODNK_00634","HFPEINND_00036","NCFACCIB_00504"
"group_6506","","hypothetical protein",581,581,1,1,5881,NA,NA,"",530,530,530,"GECBOMLG_02848","NNIFEHJJ_03524","AMMIPIGE_02824","CNBCECDA_03576","MKNLEGFG_01929","ONBKJHEC_02706","JDGPEFCB_03477","KKHOBGKP_03308","OAJCOHFM_02847","MMJAGEHG_03586","BGKOLDCB_00361","CDDPGOFG_01523","EOBMODNK_03232","HFPEINND_03479","NCFACCIB_01796"
"glaH_1","","Glutarate 2-hydroxylase",581,581,1,1,3117,NA,NA,"",590,590,590,"GECBOMLG_03000","NNIFEHJJ_00098","AMMIPIGE_01951","CNBCECDA_02584","MKNLEGFG_00505","ONBKJHEC_01846","JDGPEFCB_00570","KKHOBGKP_00844","OAJCOHFM_01316","MMJAGEHG_00571","BGKOLDCB_03150","CDDPGOFG_02870","EOBMODNK_00098","HFPEINND_00571","NCFACCIB_03679"
"lysA_2","","Diaminopimelate decarboxylase",581,581,1,1,3918,NA,NA,"",1397,1397,1397,"GECBOMLG_02651","NNIFEHJJ_02518","AMMIPIGE_03175","CNBCECDA_01727","MKNLEGFG_02770","ONBKJHEC_00642","JDGPEFCB_02623","KKHOBGKP_02964","OAJCOHFM_02518","MMJAGEHG_02624","BGKOLDCB_01961","CDDPGOFG_00254","EOBMODNK_02062","HFPEINND_02623","NCFACCIB_02336"
"group_6513","","hypothetical protein",581,581,1,1,5780,NA,NA,"",746,746,746,"GECBOMLG_02800","NNIFEHJJ_03572","AMMIPIGE_02872","CNBCECDA_03527","MKNLEGFG_01881","ONBKJHEC_02754","JDGPEFCB_03525","KKHOBGKP_03260","OAJCOHFM_02799","MMJAGEHG_03538","BGKOLDCB_00409","CDDPGOFG_01475","EOBMODNK_03184","HFPEINND_03527","NCFACCIB_01844"
"tilS","","tRNA(Ile)-lysidine synthase",581,581,1,1,2352,NA,NA,"",1292,1292,1292,"GECBOMLG_04155","NNIFEHJJ_03938","AMMIPIGE_04480","CNBCECDA_04407","MKNLEGFG_03931","ONBKJHEC_04121","JDGPEFCB_03709","KKHOBGKP_03819","OAJCOHFM_03918","MMJAGEHG_03679","BGKOLDCB_02606","CDDPGOFG_01792","EOBMODNK_03891","HFPEINND_03881","NCFACCIB_03751"
"hscB","","Co-chaperone protein HscB",581,581,1,1,4115,NA,NA,"",515,515,515,"GECBOMLG_02459","NNIFEHJJ_02712","AMMIPIGE_04101","CNBCECDA_01919","MKNLEGFG_02103","ONBKJHEC_00450","JDGPEFCB_02431","KKHOBGKP_02772","OAJCOHFM_02326","MMJAGEHG_02432","BGKOLDCB_02256","CDDPGOFG_00062","EOBMODNK_02255","HFPEINND_02431","NCFACCIB_01322"
"yhhW","","Quercetin 2,3-dioxygenase",581,581,1,1,1707,NA,NA,"",695,695,695,"GECBOMLG_03266","NNIFEHJJ_01863","AMMIPIGE_00713","CNBCECDA_00144","MKNLEGFG_01460","ONBKJHEC_01276","JDGPEFCB_02100","KKHOBGKP_02440","OAJCOHFM_01995","MMJAGEHG_02274","BGKOLDCB_01665","CDDPGOFG_03514","EOBMODNK_01425","HFPEINND_02099","NCFACCIB_00177"
"soxS","","Regulatory protein SoxS",581,581,1,1,2071,NA,NA,"",323,323,323,"GECBOMLG_00866","NNIFEHJJ_01214","AMMIPIGE_00063","CNBCECDA_01614","MKNLEGFG_04037","ONBKJHEC_03534","JDGPEFCB_01533","KKHOBGKP_01962","OAJCOHFM_03111","MMJAGEHG_01216","BGKOLDCB_02727","CDDPGOFG_04232","EOBMODNK_03376","HFPEINND_01217","NCFACCIB_03813"
"oxyR_2","","Hydrogen peroxide-inducible genes activator",581,581,1,1,3992,NA,NA,"",926,926,926,"GECBOMLG_02578","NNIFEHJJ_02592","AMMIPIGE_03248","CNBCECDA_01799","MKNLEGFG_01983","ONBKJHEC_00569","JDGPEFCB_02550","KKHOBGKP_02891","OAJCOHFM_02445","MMJAGEHG_02551","BGKOLDCB_00717","CDDPGOFG_00181","EOBMODNK_02136","HFPEINND_02550","NCFACCIB_01202"
"gntR_2","","HTH-type transcriptional regulator GntR",581,581,1,1,1706,NA,NA,"",995,995,995,"GECBOMLG_03267","NNIFEHJJ_01864","AMMIPIGE_00714","CNBCECDA_00143","MKNLEGFG_01461","ONBKJHEC_01277","JDGPEFCB_02099","KKHOBGKP_02439","OAJCOHFM_01994","MMJAGEHG_02275","BGKOLDCB_01664","CDDPGOFG_03515","EOBMODNK_01426","HFPEINND_02098","NCFACCIB_00178"
"mlaC","","Intermembrane phospholipid transport system binding protein MlaC",581,581,1,1,2587,NA,NA,"",635,635,635,"GECBOMLG_00972","NNIFEHJJ_00625","AMMIPIGE_03875","CNBCECDA_02967","MKNLEGFG_00821","ONBKJHEC_02055","JDGPEFCB_00042","KKHOBGKP_01372","OAJCOHFM_00787","MMJAGEHG_00043","BGKOLDCB_00602","CDDPGOFG_03833","EOBMODNK_00627","HFPEINND_00043","NCFACCIB_00497"
"group_6521","","hypothetical protein",581,581,1,1,3993,NA,NA,"",998,998,998,"GECBOMLG_02577","NNIFEHJJ_02593","AMMIPIGE_03249","CNBCECDA_01800","MKNLEGFG_01984","ONBKJHEC_00568","JDGPEFCB_02549","KKHOBGKP_02890","OAJCOHFM_02444","MMJAGEHG_02550","BGKOLDCB_00718","CDDPGOFG_00180","EOBMODNK_02137","HFPEINND_02549","NCFACCIB_01203"
"ubiF","","3-demethoxyubiquinol 3-hydroxylase",581,581,1,1,326,NA,NA,"",1175,1175,1175,"GECBOMLG_03705","NNIFEHJJ_04065","AMMIPIGE_03669","CNBCECDA_03970","MKNLEGFG_02872","ONBKJHEC_03191","JDGPEFCB_03973","KKHOBGKP_03913","OAJCOHFM_03524","MMJAGEHG_03979","BGKOLDCB_01372","CDDPGOFG_01196","EOBMODNK_04078","HFPEINND_04002","NCFACCIB_02184"
"lacC","","Tagatose-6-phosphate kinase",581,581,1,1,5934,NA,NA,"",938,938,938,"GECBOMLG_02898","NNIFEHJJ_03474","AMMIPIGE_02774","CNBCECDA_03626","MKNLEGFG_01979","ONBKJHEC_02656","JDGPEFCB_03427","KKHOBGKP_03358","OAJCOHFM_02897","MMJAGEHG_03636","BGKOLDCB_00310","CDDPGOFG_01573","EOBMODNK_03282","HFPEINND_03429","NCFACCIB_01746"
"rbsD","","D-ribose pyranase",581,581,1,1,1369,NA,NA,"",419,419,419,"GECBOMLG_04084","NNIFEHJJ_04321","AMMIPIGE_04248","CNBCECDA_04179","MKNLEGFG_03686","ONBKJHEC_03995","JDGPEFCB_04325","KKHOBGKP_04310","OAJCOHFM_04262","MMJAGEHG_04393","BGKOLDCB_02158","CDDPGOFG_04573","EOBMODNK_04281","HFPEINND_04373","NCFACCIB_03494"
"osmY_3","","Osmotically-inducible protein Y",581,581,1,1,6213,NA,NA,"",617,617,617,"GECBOMLG_00577","NNIFEHJJ_01502","AMMIPIGE_00352","CNBCECDA_01325","MKNLEGFG_02643","ONBKJHEC_03302","JDGPEFCB_01244","KKHOBGKP_02252","OAJCOHFM_03691","MMJAGEHG_01505","BGKOLDCB_01070","CDDPGOFG_03719","EOBMODNK_03664","HFPEINND_01506","NCFACCIB_02930"
"gtfA","","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit",581,581,1,1,5769,NA,NA,"",1220,1220,1220,"GECBOMLG_02789","NNIFEHJJ_03583","AMMIPIGE_02883","CNBCECDA_03516","MKNLEGFG_01870","ONBKJHEC_02765","JDGPEFCB_03536","KKHOBGKP_03249","OAJCOHFM_02788","MMJAGEHG_03527","BGKOLDCB_00420","CDDPGOFG_01464","EOBMODNK_03173","HFPEINND_03538","NCFACCIB_01855"
"yeeA","","Inner membrane protein YeeA",581,581,1,1,5724,NA,NA,"",1058,1058,1058,"GECBOMLG_02748","NNIFEHJJ_03624","AMMIPIGE_02924","CNBCECDA_03475","MKNLEGFG_01829","ONBKJHEC_03827","JDGPEFCB_03577","KKHOBGKP_03208","OAJCOHFM_02747","MMJAGEHG_03486","BGKOLDCB_01691","CDDPGOFG_01423","EOBMODNK_03132","HFPEINND_03579","NCFACCIB_03167"
"eutD","","Ethanolamine utilization protein EutD",581,581,1,1,4034,NA,NA,"",1016,1016,1016,"GECBOMLG_02536","NNIFEHJJ_02634","AMMIPIGE_03290","CNBCECDA_01841","MKNLEGFG_02025","ONBKJHEC_00527","JDGPEFCB_02508","KKHOBGKP_02849","OAJCOHFM_02403","MMJAGEHG_02509","BGKOLDCB_00759","CDDPGOFG_00139","EOBMODNK_02178","HFPEINND_02508","NCFACCIB_01244"
"group_6529","","hypothetical protein",581,581,1,1,2353,NA,NA,"",389,389,389,"GECBOMLG_04156","NNIFEHJJ_03937","AMMIPIGE_04481","CNBCECDA_04406","MKNLEGFG_03930","ONBKJHEC_04122","JDGPEFCB_03710","KKHOBGKP_03818","OAJCOHFM_03917","MMJAGEHG_03680","BGKOLDCB_02605","CDDPGOFG_01793","EOBMODNK_03890","HFPEINND_03880","NCFACCIB_03750"
"eae","","Invasin",581,581,1,1,4831,NA,NA,"",734,1424,1422,"GECBOMLG_01625","NNIFEHJJ_02308","AMMIPIGE_01376","CNBCECDA_01130","MKNLEGFG_00106","ONBKJHEC_00302","JDGPEFCB_01900","KKHOBGKP_00642","OAJCOHFM_00106","MMJAGEHG_01702","BGKOLDCB_04300","CDDPGOFG_01676","EOBMODNK_01854","HFPEINND_01898","NCFACCIB_02023"
"mdoB","","Phosphoglycerol transferase I",581,581,1,1,6196,NA,NA,"",2291,2291,2291,"GECBOMLG_00597","NNIFEHJJ_01482","AMMIPIGE_00332","CNBCECDA_01345","MKNLEGFG_02623","ONBKJHEC_03282","JDGPEFCB_01264","KKHOBGKP_02232","OAJCOHFM_03671","MMJAGEHG_01485","BGKOLDCB_01090","CDDPGOFG_04095","EOBMODNK_03644","HFPEINND_01486","NCFACCIB_02910"
"cpxA","","Sensor histidine kinase CpxA",581,581,1,1,2277,NA,NA,"",1373,1373,1373,"GECBOMLG_03839","NNIFEHJJ_04172","AMMIPIGE_03562","CNBCECDA_03871","MKNLEGFG_03671","ONBKJHEC_02853","JDGPEFCB_04163","KKHOBGKP_04097","OAJCOHFM_03998","MMJAGEHG_04128","BGKOLDCB_03135","CDDPGOFG_02265","EOBMODNK_03971","HFPEINND_04152","NCFACCIB_03260"
