"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR980326","SRR28323393","NDSU20","SRR18233395","SRR1106157","SRR14766383","SRR10037239","SRR16506855","SRR14766328","SRR14766432","SRR27708426","SRR6310053","SRR5928609","SRR15146531","SRR17468265"
"group_2640","dmsC_4","Anaerobic dimethyl sulfoxide reductase chain C",579,579,1,1,2120,NA,NA,"",773,773,773,"ICDMIJBP_03267","OHOJMOPM_01940","CFFCAIFL_00870","PPEDBENP_00338","DECCOBHM_01493","JCMLOGCE_02555","OOMIMPCI_02238","MMJAGEHG_01259","EFNBFDBI_01765","MHLDJHJA_01830","IOLIIFNA_03430","DNOEEKHJ_01825","MAMFPLAJ_02538","ALBEMBBG_01939","IHODCDMG_01261"
"group_2641","dmsB_4","Anaerobic dimethyl sulfoxide reductase chain B",579,579,1,1,2119,NA,NA,"",626,626,626,"ICDMIJBP_03266","OHOJMOPM_01939","CFFCAIFL_00871","PPEDBENP_00339","DECCOBHM_01494","JCMLOGCE_02554","OOMIMPCI_02239","MMJAGEHG_01258","EFNBFDBI_01764","MHLDJHJA_01829","IOLIIFNA_03429","DNOEEKHJ_01826","MAMFPLAJ_02537","ALBEMBBG_01938","IHODCDMG_01260"
"dcuS","","Sensor histidine kinase DcuS",579,579,1,1,2117,NA,NA,"",1631,1631,1631,"ICDMIJBP_03264","OHOJMOPM_01937","CFFCAIFL_00873","PPEDBENP_00341","DECCOBHM_01496","JCMLOGCE_02552","OOMIMPCI_02242","MMJAGEHG_01256","EFNBFDBI_01762","MHLDJHJA_01827","IOLIIFNA_03427","DNOEEKHJ_01828","MAMFPLAJ_02535","ALBEMBBG_01936","IHODCDMG_01258"
"dcuR","","Transcriptional regulatory protein DcuR",579,579,1,1,2115,NA,NA,"",719,719,719,"ICDMIJBP_03263","OHOJMOPM_01936","CFFCAIFL_00874","PPEDBENP_00342","DECCOBHM_01497","JCMLOGCE_02551","OOMIMPCI_02243","MMJAGEHG_01255","EFNBFDBI_01761","MHLDJHJA_01826","IOLIIFNA_03426","DNOEEKHJ_01829","MAMFPLAJ_02534","ALBEMBBG_01935","IHODCDMG_01257"
"group_2644","","hypothetical protein",579,579,1,1,2114,NA,NA,"",266,266,266,"ICDMIJBP_03262","OHOJMOPM_01935","CFFCAIFL_00875","PPEDBENP_00343","DECCOBHM_01498","JCMLOGCE_02550","OOMIMPCI_02244","MMJAGEHG_01254","EFNBFDBI_01760","MHLDJHJA_01825","IOLIIFNA_03425","DNOEEKHJ_01830","MAMFPLAJ_02533","ALBEMBBG_01934","IHODCDMG_01256"
"melB","","Melibiose carrier protein",579,579,1,1,2111,NA,NA,"",1430,1430,1430,"ICDMIJBP_03259","OHOJMOPM_01932","CFFCAIFL_00878","PPEDBENP_00346","DECCOBHM_01501","JCMLOGCE_02547","OOMIMPCI_02247","MMJAGEHG_01251","EFNBFDBI_01757","MHLDJHJA_01822","IOLIIFNA_03422","DNOEEKHJ_01833","MAMFPLAJ_02530","ALBEMBBG_01931","IHODCDMG_01253"
"melA","","Alpha-galactosidase",579,579,1,1,2110,NA,NA,"",1352,1352,1352,"ICDMIJBP_03258","OHOJMOPM_01931","CFFCAIFL_00879","PPEDBENP_00347","DECCOBHM_01502","JCMLOGCE_02546","OOMIMPCI_02248","MMJAGEHG_01250","EFNBFDBI_01756","MHLDJHJA_01821","IOLIIFNA_03421","DNOEEKHJ_01834","MAMFPLAJ_02529","ALBEMBBG_01930","IHODCDMG_01252"
"melR","","Melibiose operon regulatory protein",579,579,1,1,2109,NA,NA,"",932,932,932,"ICDMIJBP_03257","OHOJMOPM_01930","CFFCAIFL_00880","PPEDBENP_00348","DECCOBHM_01503","JCMLOGCE_02545","OOMIMPCI_02249","MMJAGEHG_01249","EFNBFDBI_01755","MHLDJHJA_01820","IOLIIFNA_03420","DNOEEKHJ_01835","MAMFPLAJ_02528","ALBEMBBG_01929","IHODCDMG_01251"
"gadX_1","","HTH-type transcriptional regulator GadX",579,579,1,1,2107,NA,NA,"",761,761,761,"ICDMIJBP_03255","OHOJMOPM_01928","CFFCAIFL_00882","PPEDBENP_00350","DECCOBHM_01505","JCMLOGCE_02543","OOMIMPCI_02251","MMJAGEHG_01247","EFNBFDBI_01753","MHLDJHJA_01818","IOLIIFNA_03418","DNOEEKHJ_01837","MAMFPLAJ_02526","ALBEMBBG_01927","IHODCDMG_01249"
"eptA","","Phosphoethanolamine transferase EptA",579,579,1,1,2104,NA,NA,"",1502,1502,1502,"ICDMIJBP_03253","OHOJMOPM_01926","CFFCAIFL_00884","PPEDBENP_00352","DECCOBHM_01507","JCMLOGCE_02541","OOMIMPCI_02253","MMJAGEHG_01245","EFNBFDBI_01751","MHLDJHJA_01816","IOLIIFNA_03416","DNOEEKHJ_01839","MAMFPLAJ_02524","ALBEMBBG_01925","IHODCDMG_01247"
"basR","","Transcriptional regulatory protein BasR",579,579,1,1,2103,NA,NA,"",668,668,668,"ICDMIJBP_03252","OHOJMOPM_01925","CFFCAIFL_00885","PPEDBENP_00353","DECCOBHM_01508","JCMLOGCE_02540","OOMIMPCI_02254","MMJAGEHG_01244","EFNBFDBI_01750","MHLDJHJA_01815","IOLIIFNA_03415","DNOEEKHJ_01840","MAMFPLAJ_02523","ALBEMBBG_01924","IHODCDMG_01246"
"basS","","Sensor protein BasS",579,579,1,1,2102,NA,NA,"",1079,1079,1079,"ICDMIJBP_03251","OHOJMOPM_01924","CFFCAIFL_00886","PPEDBENP_00354","DECCOBHM_01509","JCMLOGCE_02539","OOMIMPCI_02255","MMJAGEHG_01243","EFNBFDBI_01749","MHLDJHJA_01814","IOLIIFNA_03414","DNOEEKHJ_01841","MAMFPLAJ_02522","ALBEMBBG_01923","IHODCDMG_01245"
"group_2652","","hypothetical protein",579,579,1,1,2101,NA,NA,"",89,89,89,"ICDMIJBP_03250","OHOJMOPM_01923","CFFCAIFL_00887","PPEDBENP_00355","DECCOBHM_01510","JCMLOGCE_02538","OOMIMPCI_02256","MMJAGEHG_01242","EFNBFDBI_01748","MHLDJHJA_01813","IOLIIFNA_03413","DNOEEKHJ_01842","MAMFPLAJ_02521","ALBEMBBG_01922","IHODCDMG_01244"
"proP_1","","Proline/betaine transporter",579,579,1,1,2100,NA,NA,"",1502,1502,1502,"ICDMIJBP_03249","OHOJMOPM_01922","CFFCAIFL_00888","PPEDBENP_00356","DECCOBHM_01511","JCMLOGCE_02537","OOMIMPCI_02257","MMJAGEHG_01241","EFNBFDBI_01747","MHLDJHJA_01812","IOLIIFNA_03412","DNOEEKHJ_01843","MAMFPLAJ_02520","ALBEMBBG_01921","IHODCDMG_01243"
"group_2654","","hypothetical protein",579,579,1,1,2099,NA,NA,"",335,335,335,"ICDMIJBP_03248","OHOJMOPM_01921","CFFCAIFL_00889","PPEDBENP_00357","DECCOBHM_01512","JCMLOGCE_02536","OOMIMPCI_02258","MMJAGEHG_01240","EFNBFDBI_01746","MHLDJHJA_01811","IOLIIFNA_03411","DNOEEKHJ_01844","MAMFPLAJ_02519","ALBEMBBG_01920","IHODCDMG_01242"
"group_2655","","hypothetical protein",579,579,1,1,2098,NA,NA,"",443,443,443,"ICDMIJBP_03247","OHOJMOPM_01920","CFFCAIFL_00890","PPEDBENP_00358","DECCOBHM_01513","JCMLOGCE_02535","OOMIMPCI_02259","MMJAGEHG_01239","EFNBFDBI_01745","MHLDJHJA_01810","IOLIIFNA_03410","DNOEEKHJ_01845","MAMFPLAJ_02518","ALBEMBBG_01919","IHODCDMG_01241"
"phnO","","Aminoalkylphosphonate N-acetyltransferase",579,579,1,1,2097,NA,NA,"",434,434,434,"ICDMIJBP_03246","OHOJMOPM_01919","CFFCAIFL_00891","PPEDBENP_00359","DECCOBHM_01514","JCMLOGCE_02534","OOMIMPCI_02260","MMJAGEHG_01238","EFNBFDBI_01744","MHLDJHJA_01809","IOLIIFNA_03409","DNOEEKHJ_01846","MAMFPLAJ_02517","ALBEMBBG_01918","IHODCDMG_01240"
"fdhF_2","","Formate dehydrogenase H",579,579,1,1,2095,NA,NA,"",419,419,419,"ICDMIJBP_03244","OHOJMOPM_01917","CFFCAIFL_00893","PPEDBENP_00361","DECCOBHM_01516","JCMLOGCE_02532","OOMIMPCI_02262","MMJAGEHG_01236","EFNBFDBI_01742","MHLDJHJA_01807","IOLIIFNA_03407","DNOEEKHJ_01848","MAMFPLAJ_02515","ALBEMBBG_01916","IHODCDMG_01238"
"fdhF_1","","Formate dehydrogenase H",579,579,1,1,2094,NA,NA,"",1679,1679,1679,"ICDMIJBP_03243","OHOJMOPM_01916","CFFCAIFL_00894","PPEDBENP_00362","DECCOBHM_01517","JCMLOGCE_02531","OOMIMPCI_02263","MMJAGEHG_01235","EFNBFDBI_01741","MHLDJHJA_01806","IOLIIFNA_03406","DNOEEKHJ_01849","MAMFPLAJ_02514","ALBEMBBG_01915","IHODCDMG_01237"
"nrfG","","Formate-dependent nitrite reductase complex subunit NrfG",579,579,1,1,2090,NA,NA,"",620,620,620,"ICDMIJBP_03240","OHOJMOPM_01913","CFFCAIFL_00897","PPEDBENP_00365","DECCOBHM_01520","JCMLOGCE_02528","OOMIMPCI_02266","MMJAGEHG_01232","EFNBFDBI_01738","MHLDJHJA_01803","IOLIIFNA_03403","DNOEEKHJ_01852","MAMFPLAJ_02511","ALBEMBBG_01912","IHODCDMG_01234"
"group_2667","","hypothetical protein",579,579,1,1,2069,NA,NA,"",281,281,281,"ICDMIJBP_03222","OHOJMOPM_01895","CFFCAIFL_00915","PPEDBENP_00383","DECCOBHM_01538","JCMLOGCE_02510","OOMIMPCI_02284","MMJAGEHG_01214","EFNBFDBI_01720","MHLDJHJA_01785","IOLIIFNA_02497","DNOEEKHJ_01870","MAMFPLAJ_02493","ALBEMBBG_01894","IHODCDMG_01216"
"yicL","","putative inner membrane transporter YicL",579,579,1,1,1479,NA,NA,"",902,902,902,"ICDMIJBP_00710","OHOJMOPM_02319","CFFCAIFL_01301","PPEDBENP_00714","DECCOBHM_01973","JCMLOGCE_03689","OOMIMPCI_02387","MMJAGEHG_02045","EFNBFDBI_00326","MHLDJHJA_02887","IOLIIFNA_02374","DNOEEKHJ_01041","MAMFPLAJ_03312","ALBEMBBG_02601","IHODCDMG_02045"
"group_2674","","hypothetical protein",579,579,1,1,1917,NA,NA,"",881,881,881,"ICDMIJBP_00741","OHOJMOPM_02350","CFFCAIFL_01270","PPEDBENP_00683","DECCOBHM_01942","JCMLOGCE_04091","OOMIMPCI_02418","MMJAGEHG_02076","EFNBFDBI_00295","MHLDJHJA_02856","IOLIIFNA_02343","DNOEEKHJ_01010","MAMFPLAJ_03672","ALBEMBBG_02570","IHODCDMG_02076"
"group_2692","","hypothetical protein",579,579,1,1,1883,NA,NA,"",1034,1034,1034,"ICDMIJBP_00772","OHOJMOPM_02381","CFFCAIFL_01239","PPEDBENP_00652","DECCOBHM_01911","JCMLOGCE_03343","OOMIMPCI_02449","MMJAGEHG_02107","EFNBFDBI_00264","MHLDJHJA_02825","IOLIIFNA_02483","DNOEEKHJ_00979","MAMFPLAJ_02420","ALBEMBBG_02539","IHODCDMG_02107"
"hyfA_3","","Hydrogenase-4 component A",579,579,1,1,1839,NA,NA,"",473,473,473,"ICDMIJBP_00813","OHOJMOPM_02422","CFFCAIFL_01198","PPEDBENP_00611","DECCOBHM_01870","JCMLOGCE_03384","OOMIMPCI_02490","MMJAGEHG_02148","EFNBFDBI_00223","MHLDJHJA_00344","IOLIIFNA_02442","DNOEEKHJ_00938","MAMFPLAJ_02461","ALBEMBBG_02498","IHODCDMG_02148"
"xylB","","Xylulose kinase",579,579,1,1,1832,NA,NA,"",1454,1454,1454,"ICDMIJBP_00819","OHOJMOPM_02428","CFFCAIFL_01192","PPEDBENP_00605","DECCOBHM_01864","JCMLOGCE_03390","OOMIMPCI_02496","MMJAGEHG_02154","EFNBFDBI_00217","MHLDJHJA_00350","IOLIIFNA_02436","DNOEEKHJ_00932","MAMFPLAJ_02467","ALBEMBBG_02492","IHODCDMG_02154"
"glyS","","Glycine--tRNA ligase beta subunit",579,579,1,1,1827,NA,NA,"",2069,2069,2069,"ICDMIJBP_00824","OHOJMOPM_02433","CFFCAIFL_01187","PPEDBENP_00600","DECCOBHM_01859","JCMLOGCE_03395","OOMIMPCI_02501","MMJAGEHG_02159","EFNBFDBI_00212","MHLDJHJA_00355","IOLIIFNA_02431","DNOEEKHJ_00927","MAMFPLAJ_02472","ALBEMBBG_02487","IHODCDMG_02159"
"lpfC","","putative outer membrane usher protein LpfC",579,579,1,1,1807,NA,NA,"",311,311,311,"ICDMIJBP_00841","OHOJMOPM_02450","CFFCAIFL_01169","PPEDBENP_00583","DECCOBHM_01841","JCMLOGCE_00299","OOMIMPCI_02519","MMJAGEHG_02177","EFNBFDBI_00194","MHLDJHJA_00372","IOLIIFNA_00194","DNOEEKHJ_00909","MAMFPLAJ_00599","ALBEMBBG_02470","IHODCDMG_02177"
"rsxC_1","","Ion-translocating oxidoreductase complex subunit C",579,579,1,1,5179,NA,NA,"",1835,2207,2117,"ICDMIJBP_02837","OHOJMOPM_00412","CFFCAIFL_02403","PPEDBENP_01766","DECCOBHM_03111","JCMLOGCE_00974","OOMIMPCI_00336","MMJAGEHG_03393","EFNBFDBI_02978","MHLDJHJA_01427","IOLIIFNA_03440","DNOEEKHJ_02836","MAMFPLAJ_00005","ALBEMBBG_00409","IHODCDMG_03390"
"ttrA","","Tetrathionate reductase subunit A",579,579,1,1,5257,NA,NA,"",1547,3062,3058,"ICDMIJBP_02760","OHOJMOPM_00489","CFFCAIFL_02326","PPEDBENP_01689","DECCOBHM_03188","JCMLOGCE_00897","OOMIMPCI_00259","MMJAGEHG_03316","EFNBFDBI_02901","MHLDJHJA_01504","IOLIIFNA_01697","DNOEEKHJ_02759","MAMFPLAJ_00082","ALBEMBBG_00486","IHODCDMG_03313"
"rcsC_2","","Sensor histidine kinase RcsC",579,579,1,1,3753,NA,NA,"",2846,2846,2846,"ICDMIJBP_01504","OHOJMOPM_02660","CFFCAIFL_01359","PPEDBENP_01097","DECCOBHM_02761","JCMLOGCE_03547","OOMIMPCI_02776","MMJAGEHG_02712","EFNBFDBI_00708","MHLDJHJA_04314","IOLIIFNA_04154","DNOEEKHJ_03095","MAMFPLAJ_04296","ALBEMBBG_02659","IHODCDMG_02388"
"gyrA","","DNA gyrase subunit A",579,579,1,1,3754,NA,NA,"",2636,2636,2636,"ICDMIJBP_01505","OHOJMOPM_02661","CFFCAIFL_01360","PPEDBENP_01096","DECCOBHM_02760","JCMLOGCE_03548","OOMIMPCI_02777","MMJAGEHG_02711","EFNBFDBI_00707","MHLDJHJA_04313","IOLIIFNA_04155","DNOEEKHJ_03094","MAMFPLAJ_04295","ALBEMBBG_02660","IHODCDMG_02389"
"rspA_2","","D-galactonate dehydratase family member RspA",579,579,1,1,3756,NA,NA,"",1202,1202,1202,"ICDMIJBP_01506","OHOJMOPM_02662","CFFCAIFL_01361","PPEDBENP_01095","DECCOBHM_02759","JCMLOGCE_03549","OOMIMPCI_02778","MMJAGEHG_02710","EFNBFDBI_00706","MHLDJHJA_04312","IOLIIFNA_04156","DNOEEKHJ_03093","MAMFPLAJ_04294","ALBEMBBG_02661","IHODCDMG_02390"
"nrdA","","Ribonucleoside-diphosphate reductase 1 subunit alpha",579,579,1,1,3760,NA,NA,"",2285,2285,2285,"ICDMIJBP_01510","OHOJMOPM_02666","CFFCAIFL_01365","PPEDBENP_01091","DECCOBHM_02755","JCMLOGCE_03553","OOMIMPCI_02782","MMJAGEHG_02706","EFNBFDBI_00702","MHLDJHJA_04308","IOLIIFNA_04160","DNOEEKHJ_03089","MAMFPLAJ_01800","ALBEMBBG_02665","IHODCDMG_02394"
"nrdB","","Ribonucleoside-diphosphate reductase 1 subunit beta",579,579,1,1,3761,NA,NA,"",1130,1130,1130,"ICDMIJBP_01511","OHOJMOPM_02667","CFFCAIFL_01366","PPEDBENP_01090","DECCOBHM_02754","JCMLOGCE_03554","OOMIMPCI_02783","MMJAGEHG_02705","EFNBFDBI_00701","MHLDJHJA_04307","IOLIIFNA_04161","DNOEEKHJ_03088","MAMFPLAJ_01799","ALBEMBBG_02666","IHODCDMG_02395"
"group_2751","","hypothetical protein",579,579,1,1,3762,NA,NA,"",254,254,254,"ICDMIJBP_01512","OHOJMOPM_02668","CFFCAIFL_01367","PPEDBENP_01089","DECCOBHM_02753","JCMLOGCE_03555","OOMIMPCI_02784","MMJAGEHG_02704","EFNBFDBI_00700","MHLDJHJA_04306","IOLIIFNA_04162","DNOEEKHJ_03087","MAMFPLAJ_01798","ALBEMBBG_02667","IHODCDMG_02396"
"glpQ","","Glycerophosphodiester phosphodiesterase, periplasmic",579,579,1,1,3765,NA,NA,"",1070,1070,1070,"ICDMIJBP_01515","OHOJMOPM_02671","CFFCAIFL_01370","PPEDBENP_01086","DECCOBHM_02750","JCMLOGCE_03558","OOMIMPCI_02787","MMJAGEHG_02701","EFNBFDBI_00697","MHLDJHJA_04303","IOLIIFNA_04165","DNOEEKHJ_03084","MAMFPLAJ_01795","ALBEMBBG_02670","IHODCDMG_02399"
"glpT","","Glycerol-3-phosphate transporter",579,579,1,1,3766,NA,NA,"",1358,1358,1358,"ICDMIJBP_01516","OHOJMOPM_02672","CFFCAIFL_01371","PPEDBENP_01085","DECCOBHM_02749","JCMLOGCE_03559","OOMIMPCI_02788","MMJAGEHG_02700","EFNBFDBI_00696","MHLDJHJA_04302","IOLIIFNA_04166","DNOEEKHJ_03083","MAMFPLAJ_01794","ALBEMBBG_02671","IHODCDMG_02400"
"glpA","","Anaerobic glycerol-3-phosphate dehydrogenase subunit A",579,579,1,1,3767,NA,NA,"",1628,1628,1628,"ICDMIJBP_01517","OHOJMOPM_02673","CFFCAIFL_01372","PPEDBENP_01084","DECCOBHM_02748","JCMLOGCE_03560","OOMIMPCI_02789","MMJAGEHG_02699","EFNBFDBI_00695","MHLDJHJA_04301","IOLIIFNA_04167","DNOEEKHJ_03082","MAMFPLAJ_01793","ALBEMBBG_02672","IHODCDMG_02401"
"glpB","","Anaerobic glycerol-3-phosphate dehydrogenase subunit B",579,579,1,1,3768,NA,NA,"",1259,1259,1259,"ICDMIJBP_01518","OHOJMOPM_02674","CFFCAIFL_01373","PPEDBENP_01083","DECCOBHM_02747","JCMLOGCE_03561","OOMIMPCI_02790","MMJAGEHG_02698","EFNBFDBI_00694","MHLDJHJA_04300","IOLIIFNA_04168","DNOEEKHJ_03081","MAMFPLAJ_01792","ALBEMBBG_02673","IHODCDMG_02402"
"group_2756","","hypothetical protein",579,579,1,1,3771,NA,NA,"",176,176,176,"ICDMIJBP_01521","OHOJMOPM_02677","CFFCAIFL_01376","PPEDBENP_01080","DECCOBHM_02744","JCMLOGCE_03564","OOMIMPCI_02793","MMJAGEHG_02695","EFNBFDBI_00691","MHLDJHJA_00567","IOLIIFNA_03770","DNOEEKHJ_03078","MAMFPLAJ_01789","ALBEMBBG_02676","IHODCDMG_02405"
"rhmA","","2-keto-3-deoxy-L-rhamnonate aldolase",579,579,1,1,3772,NA,NA,"",803,803,803,"ICDMIJBP_01522","OHOJMOPM_02678","CFFCAIFL_01377","PPEDBENP_01079","DECCOBHM_02743","JCMLOGCE_03565","OOMIMPCI_02794","MMJAGEHG_02694","EFNBFDBI_00690","MHLDJHJA_00568","IOLIIFNA_03769","DNOEEKHJ_03077","MAMFPLAJ_01788","ALBEMBBG_02677","IHODCDMG_02406"
"rhmR_2","","putative HTH-type transcriptional regulator RhmR",579,579,1,1,3775,NA,NA,"",782,782,782,"ICDMIJBP_01525","OHOJMOPM_02681","CFFCAIFL_01380","PPEDBENP_01076","DECCOBHM_02740","JCMLOGCE_03568","OOMIMPCI_02797","MMJAGEHG_02691","EFNBFDBI_00687","MHLDJHJA_00571","IOLIIFNA_03766","DNOEEKHJ_03074","MAMFPLAJ_01785","ALBEMBBG_02680","IHODCDMG_02409"
"nlpD_1","","Murein hydrolase activator NlpD",579,579,1,1,2990,NA,NA,"",461,1133,1130,"ICDMIJBP_00234","OHOJMOPM_01179","CFFCAIFL_00100","PPEDBENP_02266","DECCOBHM_00234","JCMLOGCE_02232","OOMIMPCI_00979","MMJAGEHG_00435","EFNBFDBI_01226","MHLDJHJA_01723","IOLIIFNA_00493","DNOEEKHJ_00435","MAMFPLAJ_01237","ALBEMBBG_00911","IHODCDMG_00435"
"pncC_3","","Nicotinamide-nucleotide amidohydrolase PncC",579,579,1,1,3776,NA,NA,"",1196,1196,1196,"ICDMIJBP_01526","OHOJMOPM_02682","CFFCAIFL_01381","PPEDBENP_01075","DECCOBHM_02739","JCMLOGCE_03569","OOMIMPCI_02798","MMJAGEHG_02690","EFNBFDBI_00686","MHLDJHJA_00572","IOLIIFNA_03765","DNOEEKHJ_03073","MAMFPLAJ_01784","ALBEMBBG_02681","IHODCDMG_02410"
"group_2761","","hypothetical protein",579,579,1,1,3777,NA,NA,"",566,566,566,"ICDMIJBP_01527","OHOJMOPM_02683","CFFCAIFL_01382","PPEDBENP_01074","DECCOBHM_02738","JCMLOGCE_03570","OOMIMPCI_02799","MMJAGEHG_02689","EFNBFDBI_00685","MHLDJHJA_00573","IOLIIFNA_03764","DNOEEKHJ_03072","MAMFPLAJ_01783","ALBEMBBG_02682","IHODCDMG_02411"
"nudI","","Nucleoside triphosphatase NudI",579,579,1,1,3842,NA,NA,"",425,425,425,"ICDMIJBP_01528","OHOJMOPM_02684","CFFCAIFL_01383","PPEDBENP_01073","DECCOBHM_02737","JCMLOGCE_03571","OOMIMPCI_02800","MMJAGEHG_02688","EFNBFDBI_00684","MHLDJHJA_00574","IOLIIFNA_03763","DNOEEKHJ_03071","MAMFPLAJ_01782","ALBEMBBG_02683","IHODCDMG_02412"
"ais","","Lipopolysaccharide core heptose(II)-phosphate phosphatase",579,579,1,1,3848,NA,NA,"",605,605,605,"ICDMIJBP_01529","OHOJMOPM_02685","CFFCAIFL_01384","PPEDBENP_01072","DECCOBHM_02736","JCMLOGCE_03572","OOMIMPCI_02801","MMJAGEHG_02687","EFNBFDBI_00683","MHLDJHJA_00575","IOLIIFNA_03762","DNOEEKHJ_03070","MAMFPLAJ_01781","ALBEMBBG_02684","IHODCDMG_02413"
"arnB","","UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase",579,579,1,1,3849,NA,NA,"",1139,1139,1139,"ICDMIJBP_01530","OHOJMOPM_02686","CFFCAIFL_01385","PPEDBENP_01071","DECCOBHM_02735","JCMLOGCE_03573","OOMIMPCI_02802","MMJAGEHG_02686","EFNBFDBI_00682","MHLDJHJA_00576","IOLIIFNA_03761","DNOEEKHJ_03069","MAMFPLAJ_01780","ALBEMBBG_02685","IHODCDMG_02414"
"arnC","","Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase",579,579,1,1,3850,NA,NA,"",983,983,983,"ICDMIJBP_01531","OHOJMOPM_02687","CFFCAIFL_01386","PPEDBENP_01070","DECCOBHM_02734","JCMLOGCE_03574","OOMIMPCI_02803","MMJAGEHG_02685","EFNBFDBI_00681","MHLDJHJA_00577","IOLIIFNA_03760","DNOEEKHJ_03068","MAMFPLAJ_01779","ALBEMBBG_02686","IHODCDMG_02415"
"arnA","","Bifunctional polymyxin resistance protein ArnA",579,579,1,1,3851,NA,NA,"",1982,1982,1982,"ICDMIJBP_01532","OHOJMOPM_02688","CFFCAIFL_01387","PPEDBENP_01069","DECCOBHM_02733","JCMLOGCE_03575","OOMIMPCI_02804","MMJAGEHG_02684","EFNBFDBI_00680","MHLDJHJA_00578","IOLIIFNA_03759","DNOEEKHJ_03067","MAMFPLAJ_01778","ALBEMBBG_02687","IHODCDMG_02416"
"arnD","","putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD",579,579,1,1,3852,NA,NA,"",899,899,899,"ICDMIJBP_01533","OHOJMOPM_02689","CFFCAIFL_01388","PPEDBENP_01068","DECCOBHM_02732","JCMLOGCE_03576","OOMIMPCI_02805","MMJAGEHG_02683","EFNBFDBI_00679","MHLDJHJA_00579","IOLIIFNA_03758","DNOEEKHJ_03066","MAMFPLAJ_01777","ALBEMBBG_02688","IHODCDMG_02417"
"arnT","","Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase",579,579,1,1,3853,NA,NA,"",1646,1646,1646,"ICDMIJBP_01534","OHOJMOPM_02690","CFFCAIFL_01389","PPEDBENP_01067","DECCOBHM_02731","JCMLOGCE_03577","OOMIMPCI_02806","MMJAGEHG_02682","EFNBFDBI_00678","MHLDJHJA_00580","IOLIIFNA_03757","DNOEEKHJ_03065","MAMFPLAJ_01776","ALBEMBBG_02689","IHODCDMG_02418"
"arnE","","putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE",579,579,1,1,3854,NA,NA,"",335,335,335,"ICDMIJBP_01535","OHOJMOPM_02691","CFFCAIFL_01390","PPEDBENP_01066","DECCOBHM_02730","JCMLOGCE_03578","OOMIMPCI_02807","MMJAGEHG_02681","EFNBFDBI_00677","MHLDJHJA_00581","IOLIIFNA_03756","DNOEEKHJ_03064","MAMFPLAJ_01775","ALBEMBBG_02690","IHODCDMG_02419"
"arnF","","putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF",579,579,1,1,3855,NA,NA,"",377,377,377,"ICDMIJBP_01536","OHOJMOPM_02692","CFFCAIFL_01391","PPEDBENP_01065","DECCOBHM_02729","JCMLOGCE_03579","OOMIMPCI_02808","MMJAGEHG_02680","EFNBFDBI_00676","MHLDJHJA_00582","IOLIIFNA_03755","DNOEEKHJ_03063","MAMFPLAJ_01774","ALBEMBBG_02691","IHODCDMG_02420"
"pmrD","","Signal transduction protein PmrD",579,579,1,1,3856,NA,NA,"",257,257,257,"ICDMIJBP_01537","OHOJMOPM_02693","CFFCAIFL_01392","PPEDBENP_01064","DECCOBHM_02728","JCMLOGCE_03580","OOMIMPCI_02809","MMJAGEHG_02679","EFNBFDBI_00675","MHLDJHJA_00583","IOLIIFNA_03754","DNOEEKHJ_03062","MAMFPLAJ_01773","ALBEMBBG_02692","IHODCDMG_02421"
"menE","","2-succinylbenzoate--CoA ligase",579,579,1,1,3857,NA,NA,"",1367,1367,1367,"ICDMIJBP_01538","OHOJMOPM_02694","CFFCAIFL_01393","PPEDBENP_01063","DECCOBHM_02727","JCMLOGCE_03581","OOMIMPCI_02810","MMJAGEHG_02678","EFNBFDBI_00674","MHLDJHJA_00584","IOLIIFNA_03753","DNOEEKHJ_03061","MAMFPLAJ_01772","ALBEMBBG_02693","IHODCDMG_02422"
"menB","","1,4-dihydroxy-2-naphthoyl-CoA synthase",579,579,1,1,3860,NA,NA,"",857,857,857,"ICDMIJBP_01540","OHOJMOPM_02696","CFFCAIFL_01395","PPEDBENP_01061","DECCOBHM_02725","JCMLOGCE_03583","OOMIMPCI_02812","MMJAGEHG_02676","EFNBFDBI_00672","MHLDJHJA_00586","IOLIIFNA_03751","DNOEEKHJ_03059","MAMFPLAJ_01770","ALBEMBBG_02695","IHODCDMG_02424"
