"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR14766330","SRR17518186","SRR14766411","SRR1334125","NDSU3","SRR3097528","SRR3097456","SRR5905071","SRR2102508","SRR28412151","SRR19397116","SRR15712217","SRR14766455","SRR6475644","SRR5928609"
"group_2019","","hypothetical protein",580,580,1,1,5237,NA,NA,"",416,416,416,"POPOBFCK_02490","CBIADFLF_03123","IABIGAJC_02833","AOJNFOHD_00697","EOMJMOHL_00636","ALLEBCBP_01716","PIILDIKB_04192","JHIKAEHP_01563","PEGBKDIG_01096","CAFPMJGF_00276","KKIADDGI_00279","BMHAMMBM_00275","BHJELCCI_00835","JMHMHBON_00279","MAMFPLAJ_00062"
"sseD","","Secreted effector protein SseD",580,580,1,1,5238,NA,NA,"",587,587,587,"POPOBFCK_02491","CBIADFLF_03124","IABIGAJC_02832","AOJNFOHD_00696","EOMJMOHL_00635","ALLEBCBP_01715","PIILDIKB_04193","JHIKAEHP_01562","PEGBKDIG_01097","CAFPMJGF_00275","KKIADDGI_00278","BMHAMMBM_00274","BHJELCCI_00836","JMHMHBON_00278","MAMFPLAJ_00063"
"group_2021","","hypothetical protein",580,580,1,1,5240,NA,NA,"",473,473,473,"POPOBFCK_02493","CBIADFLF_03126","IABIGAJC_02830","AOJNFOHD_00694","EOMJMOHL_00633","ALLEBCBP_01713","PIILDIKB_04195","JHIKAEHP_01560","PEGBKDIG_01099","CAFPMJGF_00273","KKIADDGI_00276","BMHAMMBM_00272","BHJELCCI_00838","JMHMHBON_00276","MAMFPLAJ_00065"
"sseB","","Secreted effector protein SseB",580,580,1,1,5241,NA,NA,"",590,590,590,"POPOBFCK_02494","CBIADFLF_03127","IABIGAJC_02829","AOJNFOHD_00693","EOMJMOHL_00632","ALLEBCBP_01712","PIILDIKB_04196","JHIKAEHP_01559","PEGBKDIG_01100","CAFPMJGF_00272","KKIADDGI_00275","BMHAMMBM_00271","BHJELCCI_00839","JMHMHBON_00275","MAMFPLAJ_00066"
"ttrS","","Tetrathionate sensor histidine kinase TtrS",580,580,1,1,5254,NA,NA,"",1778,1778,1778,"POPOBFCK_02507","CBIADFLF_03140","IABIGAJC_02816","AOJNFOHD_00680","EOMJMOHL_00619","ALLEBCBP_01699","PIILDIKB_02514","JHIKAEHP_01546","PEGBKDIG_01113","CAFPMJGF_00259","KKIADDGI_00262","BMHAMMBM_00258","BHJELCCI_00852","JMHMHBON_00262","MAMFPLAJ_00079"
"rhaS_1","","HTH-type transcriptional activator RhaS",580,580,1,1,5287,NA,NA,"",584,584,584,"POPOBFCK_02537","CBIADFLF_03170","IABIGAJC_02786","AOJNFOHD_00650","EOMJMOHL_00589","ALLEBCBP_01669","PIILDIKB_02484","JHIKAEHP_01516","PEGBKDIG_01143","CAFPMJGF_00229","KKIADDGI_00232","BMHAMMBM_00228","BHJELCCI_00882","JMHMHBON_00232","MAMFPLAJ_00109"
"fixB_1","","Protein FixB",580,580,1,1,5289,NA,NA,"",935,935,935,"POPOBFCK_02539","CBIADFLF_03172","IABIGAJC_02784","AOJNFOHD_00648","EOMJMOHL_00587","ALLEBCBP_01667","PIILDIKB_02482","JHIKAEHP_01514","PEGBKDIG_01145","CAFPMJGF_00227","KKIADDGI_00230","BMHAMMBM_00226","BHJELCCI_00884","JMHMHBON_00230","MAMFPLAJ_00111"
"ppsA","","Phosphoenolpyruvate synthase",580,580,1,1,5293,NA,NA,"",2378,2378,2378,"POPOBFCK_02543","CBIADFLF_03176","IABIGAJC_02780","AOJNFOHD_00644","EOMJMOHL_00583","ALLEBCBP_01663","PIILDIKB_02478","JHIKAEHP_01510","PEGBKDIG_01149","CAFPMJGF_00223","KKIADDGI_00226","BMHAMMBM_00222","BHJELCCI_00888","JMHMHBON_00226","MAMFPLAJ_00115"
"ppsR","","Phosphoenolpyruvate synthase regulatory protein",580,580,1,1,5294,NA,NA,"",833,833,833,"POPOBFCK_02544","CBIADFLF_03177","IABIGAJC_02779","AOJNFOHD_00643","EOMJMOHL_00582","ALLEBCBP_01662","PIILDIKB_02477","JHIKAEHP_01509","PEGBKDIG_01150","CAFPMJGF_00222","KKIADDGI_00225","BMHAMMBM_00221","BHJELCCI_00889","JMHMHBON_00225","MAMFPLAJ_00116"
"aroH","","Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive",580,580,1,1,5295,NA,NA,"",1046,1046,1046,"POPOBFCK_02545","CBIADFLF_03178","IABIGAJC_02778","AOJNFOHD_00642","EOMJMOHL_00581","ALLEBCBP_01661","PIILDIKB_02476","JHIKAEHP_01508","PEGBKDIG_01151","CAFPMJGF_00221","KKIADDGI_00224","BMHAMMBM_00220","BHJELCCI_00890","JMHMHBON_00224","MAMFPLAJ_00117"
"ydiE","","putative protein YdiE",580,580,1,1,5296,NA,NA,"",191,191,191,"POPOBFCK_02546","CBIADFLF_03179","IABIGAJC_02777","AOJNFOHD_00641","EOMJMOHL_00580","ALLEBCBP_01660","PIILDIKB_02475","JHIKAEHP_01507","PEGBKDIG_01152","CAFPMJGF_00220","KKIADDGI_00223","BMHAMMBM_00219","BHJELCCI_00891","JMHMHBON_00223","MAMFPLAJ_00118"
"ydiV_2","","Anti-FlhC(2)FlhD(4) factor YdiV",580,580,1,1,5299,NA,NA,"",713,713,713,"POPOBFCK_02548","CBIADFLF_03181","IABIGAJC_02775","AOJNFOHD_00639","EOMJMOHL_00578","ALLEBCBP_01658","PIILDIKB_02473","JHIKAEHP_01505","PEGBKDIG_01154","CAFPMJGF_00218","KKIADDGI_00221","BMHAMMBM_00217","BHJELCCI_00893","JMHMHBON_00221","MAMFPLAJ_00120"
"mepS_1","","Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase",580,580,1,1,5300,NA,NA,"",464,464,464,"POPOBFCK_02549","CBIADFLF_03182","IABIGAJC_02774","AOJNFOHD_00638","EOMJMOHL_00577","ALLEBCBP_01657","PIILDIKB_02472","JHIKAEHP_01504","PEGBKDIG_01155","CAFPMJGF_00217","KKIADDGI_00220","BMHAMMBM_00216","BHJELCCI_00894","JMHMHBON_00220","MAMFPLAJ_00121"
"btuD_2","","Vitamin B12 import ATP-binding protein BtuD",580,580,1,1,5301,NA,NA,"",749,749,749,"POPOBFCK_02550","CBIADFLF_03183","IABIGAJC_02773","AOJNFOHD_00637","EOMJMOHL_00576","ALLEBCBP_01656","PIILDIKB_02471","JHIKAEHP_01503","PEGBKDIG_01156","CAFPMJGF_00216","KKIADDGI_00219","BMHAMMBM_00215","BHJELCCI_00895","JMHMHBON_00219","MAMFPLAJ_00122"
"btuE","","Thioredoxin/glutathione peroxidase BtuE",580,580,1,1,5302,NA,NA,"",551,551,551,"POPOBFCK_02551","CBIADFLF_03184","IABIGAJC_02772","AOJNFOHD_00636","EOMJMOHL_00575","ALLEBCBP_01655","PIILDIKB_02470","JHIKAEHP_01502","PEGBKDIG_01157","CAFPMJGF_00215","KKIADDGI_00218","BMHAMMBM_00214","BHJELCCI_00896","JMHMHBON_00218","MAMFPLAJ_00123"
"btuC","","Vitamin B12 import system permease protein BtuC",580,580,1,1,5303,NA,NA,"",980,980,980,"POPOBFCK_02552","CBIADFLF_03185","IABIGAJC_02771","AOJNFOHD_00635","EOMJMOHL_00574","ALLEBCBP_01654","PIILDIKB_02469","JHIKAEHP_01501","PEGBKDIG_01158","CAFPMJGF_00214","KKIADDGI_00217","BMHAMMBM_00213","BHJELCCI_00897","JMHMHBON_00217","MAMFPLAJ_00124"
"ihfA","","Integration host factor subunit alpha",580,580,1,1,5304,NA,NA,"",299,299,299,"POPOBFCK_02553","CBIADFLF_03186","IABIGAJC_02770","AOJNFOHD_00634","EOMJMOHL_00573","ALLEBCBP_01653","PIILDIKB_02468","JHIKAEHP_01500","PEGBKDIG_01159","CAFPMJGF_00213","KKIADDGI_00216","BMHAMMBM_00212","BHJELCCI_00898","JMHMHBON_00216","MAMFPLAJ_00125"
"pheT","","Phenylalanine--tRNA ligase beta subunit",580,580,1,1,5305,NA,NA,"",2387,2387,2387,"POPOBFCK_02554","CBIADFLF_03187","IABIGAJC_02769","AOJNFOHD_00633","EOMJMOHL_00572","ALLEBCBP_01652","PIILDIKB_02467","JHIKAEHP_01499","PEGBKDIG_01160","CAFPMJGF_00212","KKIADDGI_00215","BMHAMMBM_00211","BHJELCCI_00899","JMHMHBON_00215","MAMFPLAJ_00126"
"cedA","","Cell division activator CedA",580,580,1,1,5326,NA,NA,"",242,242,242,"POPOBFCK_02572","CBIADFLF_03205","IABIGAJC_02751","AOJNFOHD_03755","EOMJMOHL_02869","ALLEBCBP_01635","PIILDIKB_02449","JHIKAEHP_01481","PEGBKDIG_01178","CAFPMJGF_00194","KKIADDGI_00197","BMHAMMBM_00193","BHJELCCI_00917","JMHMHBON_00197","MAMFPLAJ_00143"
"group_2049","","hypothetical protein",580,580,1,1,5371,NA,NA,"",1934,1934,1934,"POPOBFCK_02615","CBIADFLF_03248","IABIGAJC_02708","AOJNFOHD_03712","EOMJMOHL_02826","ALLEBCBP_01592","PIILDIKB_02406","JHIKAEHP_01438","PEGBKDIG_01221","CAFPMJGF_00151","KKIADDGI_00154","BMHAMMBM_00150","BHJELCCI_00960","JMHMHBON_00154","MAMFPLAJ_00186"
"group_2050","","hypothetical protein",580,580,1,1,5373,NA,NA,"",1286,1286,1286,"POPOBFCK_02616","CBIADFLF_03249","IABIGAJC_02707","AOJNFOHD_03711","EOMJMOHL_02825","ALLEBCBP_01591","PIILDIKB_02405","JHIKAEHP_01437","PEGBKDIG_01222","CAFPMJGF_00150","KKIADDGI_00153","BMHAMMBM_00149","BHJELCCI_00961","JMHMHBON_00153","MAMFPLAJ_00187"
"group_2051","","hypothetical protein",580,580,1,1,5375,NA,NA,"",527,527,527,"POPOBFCK_02618","CBIADFLF_03251","IABIGAJC_02705","AOJNFOHD_03709","EOMJMOHL_02823","ALLEBCBP_01589","PIILDIKB_02403","JHIKAEHP_01435","PEGBKDIG_01224","CAFPMJGF_00148","KKIADDGI_00151","BMHAMMBM_00147","BHJELCCI_00963","JMHMHBON_00151","MAMFPLAJ_00189"
"group_2052","","hypothetical protein",580,580,1,1,5376,NA,NA,"",107,107,107,"POPOBFCK_02619","CBIADFLF_03252","IABIGAJC_02704","AOJNFOHD_03708","EOMJMOHL_02822","ALLEBCBP_01588","PIILDIKB_02402","JHIKAEHP_01434","PEGBKDIG_01225","CAFPMJGF_00147","KKIADDGI_00150","BMHAMMBM_00146","BHJELCCI_00964","JMHMHBON_00150","MAMFPLAJ_00190"
"group_2053","","hypothetical protein",580,580,1,1,5377,NA,NA,"",446,446,446,"POPOBFCK_02620","CBIADFLF_03253","IABIGAJC_02703","AOJNFOHD_03707","EOMJMOHL_02821","ALLEBCBP_01587","PIILDIKB_02401","JHIKAEHP_01433","PEGBKDIG_01226","CAFPMJGF_00146","KKIADDGI_00149","BMHAMMBM_00145","BHJELCCI_00965","JMHMHBON_00149","MAMFPLAJ_00191"
"group_2054","","hypothetical protein",580,580,1,1,5379,NA,NA,"",347,347,347,"POPOBFCK_02623","CBIADFLF_03256","IABIGAJC_02700","AOJNFOHD_03704","EOMJMOHL_02818","ALLEBCBP_01584","PIILDIKB_02398","JHIKAEHP_01430","PEGBKDIG_01229","CAFPMJGF_00143","KKIADDGI_00146","BMHAMMBM_00142","BHJELCCI_00968","JMHMHBON_00146","MAMFPLAJ_00194"
"group_2055","","hypothetical protein",580,580,1,1,5380,NA,NA,"",311,311,311,"POPOBFCK_02624","CBIADFLF_03257","IABIGAJC_02699","AOJNFOHD_03703","EOMJMOHL_02817","ALLEBCBP_01583","PIILDIKB_02397","JHIKAEHP_01429","PEGBKDIG_01230","CAFPMJGF_00142","KKIADDGI_00145","BMHAMMBM_00141","BHJELCCI_00969","JMHMHBON_00145","MAMFPLAJ_00195"
"group_2056","","hypothetical protein",580,580,1,1,5381,NA,NA,"",251,251,251,"POPOBFCK_02625","CBIADFLF_03258","IABIGAJC_02698","AOJNFOHD_03702","EOMJMOHL_02816","ALLEBCBP_01582","PIILDIKB_02396","JHIKAEHP_01428","PEGBKDIG_01231","CAFPMJGF_00141","KKIADDGI_00144","BMHAMMBM_00140","BHJELCCI_00970","JMHMHBON_00144","MAMFPLAJ_00196"
"group_2057","","hypothetical protein",580,580,1,1,5382,NA,NA,"",248,248,248,"POPOBFCK_02626","CBIADFLF_03259","IABIGAJC_02697","AOJNFOHD_03701","EOMJMOHL_02815","ALLEBCBP_01581","PIILDIKB_02395","JHIKAEHP_01427","PEGBKDIG_01232","CAFPMJGF_00140","KKIADDGI_00143","BMHAMMBM_00139","BHJELCCI_00971","JMHMHBON_00143","MAMFPLAJ_00197"
"group_2058","","hypothetical protein",580,580,1,1,5383,NA,NA,"",641,641,641,"POPOBFCK_02627","CBIADFLF_03260","IABIGAJC_02696","AOJNFOHD_03700","EOMJMOHL_02814","ALLEBCBP_01580","PIILDIKB_02394","JHIKAEHP_01426","PEGBKDIG_01233","CAFPMJGF_00139","KKIADDGI_00142","BMHAMMBM_00138","BHJELCCI_00972","JMHMHBON_00142","MAMFPLAJ_00198"
"yoaG","","Protein YoaG",580,580,1,1,5384,NA,NA,"",182,182,182,"POPOBFCK_02628","CBIADFLF_03261","IABIGAJC_02695","AOJNFOHD_03699","EOMJMOHL_02813","ALLEBCBP_01579","PIILDIKB_02393","JHIKAEHP_01425","PEGBKDIG_01234","CAFPMJGF_00138","KKIADDGI_00141","BMHAMMBM_00137","BHJELCCI_00973","JMHMHBON_00141","MAMFPLAJ_00199"
"leuE","","Leucine efflux protein",580,580,1,1,5386,NA,NA,"",638,638,638,"POPOBFCK_02630","CBIADFLF_03263","IABIGAJC_02693","AOJNFOHD_03697","EOMJMOHL_02811","ALLEBCBP_01577","PIILDIKB_02391","JHIKAEHP_01423","PEGBKDIG_01236","CAFPMJGF_00136","KKIADDGI_00139","BMHAMMBM_00135","BHJELCCI_00975","JMHMHBON_00139","MAMFPLAJ_00201"
"group_2061","","hypothetical protein",580,580,1,1,5388,NA,NA,"",248,248,248,"POPOBFCK_02632","CBIADFLF_03265","IABIGAJC_02691","AOJNFOHD_03695","EOMJMOHL_02809","ALLEBCBP_01575","PIILDIKB_02389","JHIKAEHP_01421","PEGBKDIG_01238","CAFPMJGF_00134","KKIADDGI_00137","BMHAMMBM_00133","BHJELCCI_00977","JMHMHBON_00137","MAMFPLAJ_00203"
"bluR","","HTH-type transcriptional repressor BluR",580,580,1,1,5389,NA,NA,"",848,848,848,"POPOBFCK_02633","CBIADFLF_03266","IABIGAJC_02690","AOJNFOHD_03694","EOMJMOHL_02808","ALLEBCBP_01574","PIILDIKB_02388","JHIKAEHP_01420","PEGBKDIG_01239","CAFPMJGF_00133","KKIADDGI_00136","BMHAMMBM_00132","BHJELCCI_00978","JMHMHBON_00136","MAMFPLAJ_00204"
"ibpA_2","","Small heat shock protein IbpA",580,580,1,1,5405,NA,NA,"",467,467,467,"POPOBFCK_02649","CBIADFLF_03282","IABIGAJC_02674","AOJNFOHD_03678","EOMJMOHL_02792","ALLEBCBP_01558","PIILDIKB_02372","JHIKAEHP_01404","PEGBKDIG_01255","CAFPMJGF_00117","KKIADDGI_00120","BMHAMMBM_00116","BHJELCCI_00994","JMHMHBON_00120","MAMFPLAJ_00220"
"group_2066","","hypothetical protein",580,580,1,1,5410,NA,NA,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",521,521,521,"POPOBFCK_02655","CBIADFLF_03288","IABIGAJC_02668","AOJNFOHD_03672","EOMJMOHL_02786","ALLEBCBP_01552","PIILDIKB_02366","JHIKAEHP_01398","PEGBKDIG_01261","CAFPMJGF_00111","KKIADDGI_00114","BMHAMMBM_00110","BHJELCCI_01000","JMHMHBON_00114","MAMFPLAJ_00226"
"group_2067","","hypothetical protein",580,580,1,1,5411,NA,NA,"",239,239,239,"POPOBFCK_02656","CBIADFLF_03289","IABIGAJC_02667","AOJNFOHD_03671","EOMJMOHL_02785","ALLEBCBP_01551","PIILDIKB_02365","JHIKAEHP_01397","PEGBKDIG_01262","CAFPMJGF_00110","KKIADDGI_00113","BMHAMMBM_00109","BHJELCCI_01001","JMHMHBON_00113","MAMFPLAJ_00227"
"rluE","","Ribosomal large subunit pseudouridine synthase E",580,580,1,1,5417,NA,NA,"",737,737,737,"POPOBFCK_02661","CBIADFLF_03294","IABIGAJC_03697","AOJNFOHD_03666","EOMJMOHL_02780","ALLEBCBP_01546","PIILDIKB_02360","JHIKAEHP_01392","PEGBKDIG_01267","CAFPMJGF_00105","KKIADDGI_00108","BMHAMMBM_00104","BHJELCCI_01006","JMHMHBON_00108","MAMFPLAJ_00232"
"group_2071","","hypothetical protein",580,580,1,1,5418,NA,NA,"",329,329,329,"POPOBFCK_02662","CBIADFLF_03295","IABIGAJC_03698","AOJNFOHD_03665","EOMJMOHL_02779","ALLEBCBP_01545","PIILDIKB_02359","JHIKAEHP_01391","PEGBKDIG_01268","CAFPMJGF_00104","KKIADDGI_00107","BMHAMMBM_00103","BHJELCCI_01007","JMHMHBON_00107","MAMFPLAJ_00233"
"nudJ","","Phosphatase NudJ",580,580,1,1,5419,NA,NA,"",461,461,461,"POPOBFCK_02663","CBIADFLF_03296","IABIGAJC_03699","AOJNFOHD_03664","EOMJMOHL_02778","ALLEBCBP_01544","PIILDIKB_02358","JHIKAEHP_01390","PEGBKDIG_01269","CAFPMJGF_00103","KKIADDGI_00106","BMHAMMBM_00102","BHJELCCI_01008","JMHMHBON_00106","MAMFPLAJ_00234"
"mnmA","","tRNA-specific 2-thiouridylase MnmA",580,580,1,1,5420,NA,NA,"",1106,1106,1106,"POPOBFCK_02664","CBIADFLF_03297","IABIGAJC_03700","AOJNFOHD_03663","EOMJMOHL_02777","ALLEBCBP_01543","PIILDIKB_02357","JHIKAEHP_01389","PEGBKDIG_01270","CAFPMJGF_00102","KKIADDGI_00105","BMHAMMBM_00101","BHJELCCI_01009","JMHMHBON_00105","MAMFPLAJ_00235"
"hflD","","High frequency lysogenization protein HflD",580,580,1,1,5421,NA,NA,"",641,641,641,"POPOBFCK_02665","CBIADFLF_03298","IABIGAJC_03701","AOJNFOHD_03662","EOMJMOHL_02776","ALLEBCBP_01542","PIILDIKB_02356","JHIKAEHP_01388","PEGBKDIG_01271","CAFPMJGF_00101","KKIADDGI_00104","BMHAMMBM_00100","BHJELCCI_01010","JMHMHBON_00104","MAMFPLAJ_00236"
"phoP","","Virulence transcriptional regulatory protein PhoP",580,580,1,1,5423,NA,NA,"",674,674,674,"POPOBFCK_02667","CBIADFLF_03300","IABIGAJC_03703","AOJNFOHD_03660","EOMJMOHL_02774","ALLEBCBP_01540","PIILDIKB_02354","JHIKAEHP_01386","PEGBKDIG_01273","CAFPMJGF_00099","KKIADDGI_00102","BMHAMMBM_00098","BHJELCCI_01012","JMHMHBON_00102","MAMFPLAJ_00238"
"phoQ","","Virulence sensor histidine kinase PhoQ",580,580,1,1,5424,NA,NA,"",1463,1463,1463,"POPOBFCK_02668","CBIADFLF_03301","IABIGAJC_03704","AOJNFOHD_03659","EOMJMOHL_02773","ALLEBCBP_01539","PIILDIKB_02353","JHIKAEHP_01385","PEGBKDIG_01274","CAFPMJGF_00098","KKIADDGI_00101","BMHAMMBM_00097","BHJELCCI_01013","JMHMHBON_00101","MAMFPLAJ_00239"
"potA_2","","Spermidine/putrescine import ATP-binding protein PotA",580,580,1,1,5429,NA,NA,"",1136,1136,1136,"POPOBFCK_02672","CBIADFLF_03305","IABIGAJC_03708","AOJNFOHD_03655","EOMJMOHL_02769","ALLEBCBP_01535","PIILDIKB_02349","JHIKAEHP_01381","PEGBKDIG_01278","CAFPMJGF_00094","KKIADDGI_00097","BMHAMMBM_00093","BHJELCCI_01017","JMHMHBON_00097","MAMFPLAJ_00243"
"potB","","Spermidine/putrescine transport system permease protein PotB",580,580,1,1,5430,NA,NA,"",863,863,863,"POPOBFCK_02673","CBIADFLF_03306","IABIGAJC_03709","AOJNFOHD_03654","EOMJMOHL_02768","ALLEBCBP_01534","PIILDIKB_02348","JHIKAEHP_01380","PEGBKDIG_01279","CAFPMJGF_00093","KKIADDGI_00096","BMHAMMBM_00092","BHJELCCI_01018","JMHMHBON_00096","MAMFPLAJ_00244"
"flgJ","","Peptidoglycan hydrolase FlgJ",580,580,1,1,5476,NA,NA,"",950,950,950,"POPOBFCK_02717","CBIADFLF_03350","IABIGAJC_03753","AOJNFOHD_03610","EOMJMOHL_02724","ALLEBCBP_01490","PIILDIKB_02304","JHIKAEHP_01336","PEGBKDIG_01323","CAFPMJGF_00049","KKIADDGI_00052","BMHAMMBM_00048","BHJELCCI_01062","JMHMHBON_00052","MAMFPLAJ_00288"
"group_2084","","hypothetical protein",580,580,1,1,5509,NA,NA,"",227,227,227,"POPOBFCK_02747","CBIADFLF_03380","IABIGAJC_03783","AOJNFOHD_03580","EOMJMOHL_02694","ALLEBCBP_01460","PIILDIKB_02274","JHIKAEHP_01306","PEGBKDIG_01354","CAFPMJGF_00019","KKIADDGI_00022","BMHAMMBM_00018","BHJELCCI_01092","JMHMHBON_00022","MAMFPLAJ_00318"
"ycdX","","putative phosphatase YcdX",580,580,1,1,5526,NA,NA,"",737,737,737,"POPOBFCK_02763","CBIADFLF_03396","IABIGAJC_03799","AOJNFOHD_03564","EOMJMOHL_02678","ALLEBCBP_01444","PIILDIKB_02258","JHIKAEHP_01290","PEGBKDIG_01370","CAFPMJGF_00003","KKIADDGI_00006","BMHAMMBM_00002","BHJELCCI_01108","JMHMHBON_00006","MAMFPLAJ_04640"
"bepC","","Outer membrane efflux protein BepC",580,580,1,1,3036,NA,NA,"",1409,1409,1409,"POPOBFCK_03095","CBIADFLF_02377","IABIGAJC_00642","AOJNFOHD_04393","EOMJMOHL_03809","ALLEBCBP_04193","PIILDIKB_04213","JHIKAEHP_00028","PEGBKDIG_00394","CAFPMJGF_00772","KKIADDGI_01932","BMHAMMBM_02422","BHJELCCI_04393","JMHMHBON_00773","MAMFPLAJ_03140"
"group_2089","","hypothetical protein",580,580,1,1,3063,NA,NA,"",428,428,428,"POPOBFCK_03115","CBIADFLF_02357","IABIGAJC_00622","AOJNFOHD_00621","EOMJMOHL_03829","ALLEBCBP_04213","PIILDIKB_04562","JHIKAEHP_00048","PEGBKDIG_00414","CAFPMJGF_00792","KKIADDGI_01912","BMHAMMBM_02442","BHJELCCI_01120","JMHMHBON_00793","MAMFPLAJ_01051"
"group_2092","","hypothetical protein",580,580,1,1,3069,NA,NA,"",650,650,650,"POPOBFCK_03121","CBIADFLF_02351","IABIGAJC_00616","AOJNFOHD_00615","EOMJMOHL_03835","ALLEBCBP_04219","PIILDIKB_04568","JHIKAEHP_00054","PEGBKDIG_00420","CAFPMJGF_00798","KKIADDGI_01906","BMHAMMBM_02448","BHJELCCI_01126","JMHMHBON_00799","MAMFPLAJ_01057"
"group_2093","","hypothetical protein",580,580,1,1,3077,NA,NA,"",806,806,806,"POPOBFCK_03129","CBIADFLF_02343","IABIGAJC_00608","AOJNFOHD_00607","EOMJMOHL_03843","ALLEBCBP_04227","PIILDIKB_04576","JHIKAEHP_00062","PEGBKDIG_00428","CAFPMJGF_00806","KKIADDGI_01898","BMHAMMBM_02456","BHJELCCI_01134","JMHMHBON_00807","MAMFPLAJ_01065"
"group_2096","","hypothetical protein",580,580,1,1,3106,NA,NA,"",929,929,929,"POPOBFCK_03154","CBIADFLF_02318","IABIGAJC_00582","AOJNFOHD_00582","EOMJMOHL_03868","ALLEBCBP_01420","PIILDIKB_00022","JHIKAEHP_00087","PEGBKDIG_00453","CAFPMJGF_00831","KKIADDGI_01873","BMHAMMBM_02481","BHJELCCI_01159","JMHMHBON_00832","MAMFPLAJ_01090"
"group_2097","","hypothetical protein",580,580,1,1,3108,NA,NA,"",113,113,113,"POPOBFCK_03156","CBIADFLF_02316","IABIGAJC_00580","AOJNFOHD_00580","EOMJMOHL_03870","ALLEBCBP_01418","PIILDIKB_00024","JHIKAEHP_00089","PEGBKDIG_00455","CAFPMJGF_00833","KKIADDGI_01871","BMHAMMBM_02483","BHJELCCI_01161","JMHMHBON_00834","MAMFPLAJ_01092"
"gabD","","Succinate-semialdehyde dehydrogenase [NADP(+)] GabD",580,580,1,1,3122,NA,NA,"",1442,1448,1447,"POPOBFCK_03167","CBIADFLF_02305","IABIGAJC_00569","AOJNFOHD_00569","EOMJMOHL_03881","ALLEBCBP_01407","PIILDIKB_00035","JHIKAEHP_00100","PEGBKDIG_00466","CAFPMJGF_00844","KKIADDGI_01860","BMHAMMBM_02494","BHJELCCI_01172","JMHMHBON_00845","MAMFPLAJ_01103"
"nrdI","","Protein NrdI",580,580,1,1,3138,NA,NA,"",410,410,410,"POPOBFCK_03183","CBIADFLF_02289","IABIGAJC_00553","AOJNFOHD_00553","EOMJMOHL_03897","ALLEBCBP_01391","PIILDIKB_00051","JHIKAEHP_00116","PEGBKDIG_00482","CAFPMJGF_00860","KKIADDGI_01844","BMHAMMBM_02510","BHJELCCI_01188","JMHMHBON_00861","MAMFPLAJ_01119"
"gshA","","Glutamate--cysteine ligase",580,580,1,1,3150,NA,NA,"",1553,1556,1555,"POPOBFCK_03195","CBIADFLF_02277","IABIGAJC_00541","AOJNFOHD_00541","EOMJMOHL_02230","ALLEBCBP_01379","PIILDIKB_00063","JHIKAEHP_00128","PEGBKDIG_00494","CAFPMJGF_00872","KKIADDGI_01832","BMHAMMBM_02522","BHJELCCI_01200","JMHMHBON_00873","MAMFPLAJ_01131"
"group_2102","","hypothetical protein",580,580,1,1,3158,NA,NA,"",245,245,245,"POPOBFCK_03206","CBIADFLF_02264","IABIGAJC_00528","AOJNFOHD_00528","EOMJMOHL_02243","ALLEBCBP_01368","PIILDIKB_00074","JHIKAEHP_00141","PEGBKDIG_00507","CAFPMJGF_00885","KKIADDGI_01819","BMHAMMBM_02535","BHJELCCI_01213","JMHMHBON_00886","MAMFPLAJ_01144"
"mltB","","Membrane-bound lytic murein transglycosylase B",580,580,1,1,3159,NA,NA,"",1079,1079,1079,"POPOBFCK_03207","CBIADFLF_02263","IABIGAJC_00527","AOJNFOHD_00527","EOMJMOHL_02244","ALLEBCBP_01367","PIILDIKB_00075","JHIKAEHP_00142","PEGBKDIG_00508","CAFPMJGF_00886","KKIADDGI_01818","BMHAMMBM_02536","BHJELCCI_01214","JMHMHBON_00887","MAMFPLAJ_01145"
"srlA","","PTS system glucitol/sorbitol-specific EIIC component",580,580,1,1,3160,NA,NA,"",563,563,563,"POPOBFCK_03208","CBIADFLF_02262","IABIGAJC_00526","AOJNFOHD_00526","EOMJMOHL_02245","ALLEBCBP_01366","PIILDIKB_00076","JHIKAEHP_00143","PEGBKDIG_00509","CAFPMJGF_00887","KKIADDGI_01817","BMHAMMBM_02537","BHJELCCI_01215","JMHMHBON_00888","MAMFPLAJ_01146"
"srlE","","PTS system glucitol/sorbitol-specific EIIB component",580,580,1,1,3161,NA,NA,"",971,971,971,"POPOBFCK_03209","CBIADFLF_02261","IABIGAJC_00525","AOJNFOHD_00525","EOMJMOHL_02246","ALLEBCBP_01365","PIILDIKB_00077","JHIKAEHP_00144","PEGBKDIG_00510","CAFPMJGF_00888","KKIADDGI_01816","BMHAMMBM_02538","BHJELCCI_01216","JMHMHBON_00889","MAMFPLAJ_01147"
