"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR5905029","NDSU12","SRR7798780","SRR7012122","SRR10240819","SRR5883578","SRR2096609","SRR23043684","SRR11487643","SRR14766351","SRR14766443","SRR7041896","SRR15712217","SRR14095467","SRR5928712"
"aspT_2","","Aspartate/alanine antiporter",581,581,1,1,1442,NA,NA,"",1178,1661,1660,"PLHCNFHB_01521","KMJDPIGG_02884","JMEEGOOJ_03808","NJJGCHOI_00854","JGJLLKKG_01980","DGJMLPEB_01016","EDMDPJBM_03809","LDHFOKNP_00490","AMEEEGBM_02365","OAFANHMB_00620","BJFLHFPA_04079","LNFOPOPD_00409","BMHAMMBM_02032","EIKGHHBD_02221","CDFNNGFP_03911"
"emrD","","Multidrug resistance protein D",581,581,1,1,1450,NA,NA,"",587,1184,1182,"PLHCNFHB_01513","KMJDPIGG_02876","JMEEGOOJ_03816","NJJGCHOI_00846","JGJLLKKG_01988","DGJMLPEB_01024","EDMDPJBM_03817","LDHFOKNP_00498","AMEEEGBM_02357","OAFANHMB_00628","BJFLHFPA_04087","LNFOPOPD_00401","BMHAMMBM_02024","EIKGHHBD_02213","CDFNNGFP_03919"
"mtlA","","PTS system mannitol-specific EIICBA component",581,581,1,1,1860,NA,NA,"",1754,1916,1915,"PLHCNFHB_01400","KMJDPIGG_02763","JMEEGOOJ_01928","NJJGCHOI_00733","JGJLLKKG_02101","DGJMLPEB_01137","EDMDPJBM_04240","LDHFOKNP_00611","AMEEEGBM_02244","OAFANHMB_00741","BJFLHFPA_00242","LNFOPOPD_00288","BMHAMMBM_01911","EIKGHHBD_02100","CDFNNGFP_01912"
"rhaR_4","","HTH-type transcriptional activator RhaR",581,581,1,1,1853,NA,NA,"",449,815,814,"PLHCNFHB_01393","KMJDPIGG_02756","JMEEGOOJ_01921","NJJGCHOI_00726","JGJLLKKG_02108","DGJMLPEB_01144","EDMDPJBM_00609","LDHFOKNP_00618","AMEEEGBM_02237","OAFANHMB_00748","BJFLHFPA_00235","LNFOPOPD_00281","BMHAMMBM_01904","EIKGHHBD_02093","CDFNNGFP_01919"
"yiaO","","2,3-diketo-L-gulonate-binding periplasmic protein YiaO",581,581,1,1,1848,NA,NA,"",725,986,985,"PLHCNFHB_01388","KMJDPIGG_02751","JMEEGOOJ_01916","NJJGCHOI_00721","JGJLLKKG_02113","DGJMLPEB_01149","EDMDPJBM_00614","LDHFOKNP_00623","AMEEEGBM_02232","OAFANHMB_00753","BJFLHFPA_00230","LNFOPOPD_00276","BMHAMMBM_01899","EIKGHHBD_02088","CDFNNGFP_01924"
"yhjJ","","Protein YhjJ",581,581,1,1,1778,NA,NA,"",836,1487,1485,"PLHCNFHB_01325","KMJDPIGG_02688","JMEEGOOJ_01853","NJJGCHOI_00658","JGJLLKKG_02175","DGJMLPEB_01211","EDMDPJBM_00676","LDHFOKNP_00685","AMEEEGBM_02170","OAFANHMB_00816","BJFLHFPA_00167","LNFOPOPD_00214","BMHAMMBM_01836","EIKGHHBD_02025","CDFNNGFP_01986"
"yhjD","","Inner membrane protein YhjD",581,581,1,1,1773,NA,NA,"",773,1028,1027,"PLHCNFHB_01320","KMJDPIGG_02683","JMEEGOOJ_01848","NJJGCHOI_00653","JGJLLKKG_02180","DGJMLPEB_01216","EDMDPJBM_00681","LDHFOKNP_00690","AMEEEGBM_02165","OAFANHMB_00821","BJFLHFPA_00162","LNFOPOPD_00209","BMHAMMBM_01831","EIKGHHBD_02020","CDFNNGFP_01991"
"group_920","","hypothetical protein",581,581,1,1,1760,NA,NA,"",971,1271,1270,"PLHCNFHB_01307","KMJDPIGG_02670","JMEEGOOJ_01835","NJJGCHOI_00640","JGJLLKKG_02193","DGJMLPEB_01229","EDMDPJBM_00694","LDHFOKNP_00703","AMEEEGBM_02152","OAFANHMB_00834","BJFLHFPA_00149","LNFOPOPD_00196","BMHAMMBM_01818","EIKGHHBD_02007","CDFNNGFP_02004"
"rpe_2","","Ribulose-phosphate 3-epimerase",581,581,1,1,1643,NA,NA,"",203,677,676,"PLHCNFHB_01195","KMJDPIGG_02558","JMEEGOOJ_01723","NJJGCHOI_00528","JGJLLKKG_02304","DGJMLPEB_01341","EDMDPJBM_00806","LDHFOKNP_00815","AMEEEGBM_02040","OAFANHMB_00946","BJFLHFPA_00037","LNFOPOPD_00084","BMHAMMBM_01706","EIKGHHBD_01895","CDFNNGFP_02116"
"pdeA","","putative cyclic di-GMP phosphodiesterase PdeA",581,581,1,1,3983,NA,NA,"",1460,2189,2186,"PLHCNFHB_02493","KMJDPIGG_03084","JMEEGOOJ_02036","NJJGCHOI_01461","JGJLLKKG_02536","DGJMLPEB_01620","EDMDPJBM_02299","LDHFOKNP_01500","AMEEEGBM_02532","OAFANHMB_01846","BJFLHFPA_01027","LNFOPOPD_01378","BMHAMMBM_02232","EIKGHHBD_02421","CDFNNGFP_01390"
"ppk","","Polyphosphate kinase",581,581,1,1,4160,NA,NA,"",1502,2066,2065,"PLHCNFHB_02586","KMJDPIGG_02991","JMEEGOOJ_01943","NJJGCHOI_01368","JGJLLKKG_02443","DGJMLPEB_01527","EDMDPJBM_02206","LDHFOKNP_01407","AMEEEGBM_02625","OAFANHMB_01753","BJFLHFPA_00934","LNFOPOPD_01471","BMHAMMBM_02139","EIKGHHBD_02328","CDFNNGFP_01297"
"group_949","","hypothetical protein",581,581,1,1,4144,NA,NA,"",323,959,957,"PLHCNFHB_02601","KMJDPIGG_02977","JMEEGOOJ_03928","NJJGCHOI_01354","JGJLLKKG_02429","DGJMLPEB_01513","EDMDPJBM_02448","LDHFOKNP_01393","AMEEEGBM_02639","OAFANHMB_01739","BJFLHFPA_00920","LNFOPOPD_01486","BMHAMMBM_02125","EIKGHHBD_02314","CDFNNGFP_01283"
"hscA","","Chaperone protein HscA",581,581,1,1,4116,NA,NA,"",995,1850,1848,"PLHCNFHB_02627","KMJDPIGG_02951","JMEEGOOJ_03954","NJJGCHOI_01328","JGJLLKKG_02403","DGJMLPEB_01487","EDMDPJBM_02474","LDHFOKNP_01367","AMEEEGBM_02665","OAFANHMB_01713","BJFLHFPA_03382","LNFOPOPD_01512","BMHAMMBM_02099","EIKGHHBD_02288","CDFNNGFP_01257"
"asrA","","Anaerobic sulfite reductase subunit A",581,581,1,1,4107,NA,NA,"",866,1043,1039,"PLHCNFHB_02636","KMJDPIGG_02942","JMEEGOOJ_03963","NJJGCHOI_01319","JGJLLKKG_02394","DGJMLPEB_01478","EDMDPJBM_02483","LDHFOKNP_01358","AMEEEGBM_02674","OAFANHMB_01704","BJFLHFPA_03391","LNFOPOPD_01521","BMHAMMBM_02090","EIKGHHBD_02279","CDFNNGFP_01248"
"dmsC_2","","Anaerobic dimethyl sulfoxide reductase chain C",581,581,1,1,4369,NA,NA,"",770,863,862,"PLHCNFHB_01616","KMJDPIGG_03564","JMEEGOOJ_03566","NJJGCHOI_02705","JGJLLKKG_01246","DGJMLPEB_01944","EDMDPJBM_01818","LDHFOKNP_00324","AMEEEGBM_00830","OAFANHMB_02433","BJFLHFPA_03264","LNFOPOPD_00739","BMHAMMBM_01067","EIKGHHBD_02745","CDFNNGFP_00091"
"group_965","","Electron transfer flavoprotein-ubiquinone oxidoreductase",581,581,1,1,4294,NA,NA,"",1184,1685,1681,"PLHCNFHB_01548","KMJDPIGG_03496","JMEEGOOJ_03634","NJJGCHOI_02637","JGJLLKKG_01178","DGJMLPEB_01876","EDMDPJBM_01750","LDHFOKNP_00392","AMEEEGBM_00762","OAFANHMB_04478","BJFLHFPA_03196","LNFOPOPD_00807","BMHAMMBM_01135","EIKGHHBD_02677","CDFNNGFP_00023"
"ybiV_2","","Sugar phosphatase YbiV",581,581,1,1,4273,NA,NA,"",434,809,808,"PLHCNFHB_01530","KMJDPIGG_03478","JMEEGOOJ_03652","NJJGCHOI_02619","JGJLLKKG_01160","DGJMLPEB_01858","EDMDPJBM_04505","LDHFOKNP_00410","AMEEEGBM_00744","OAFANHMB_04686","BJFLHFPA_03178","LNFOPOPD_00825","BMHAMMBM_01153","EIKGHHBD_02659","CDFNNGFP_00005"
"group_973","","hypothetical protein",581,581,1,1,4237,NA,NA,"",323,602,601,"PLHCNFHB_04435","KMJDPIGG_04418","JMEEGOOJ_04403","NJJGCHOI_02584","JGJLLKKG_01125","DGJMLPEB_01823","EDMDPJBM_03396","LDHFOKNP_00445","AMEEEGBM_00709","OAFANHMB_04192","BJFLHFPA_03792","LNFOPOPD_04099","BMHAMMBM_01185","EIKGHHBD_02624","CDFNNGFP_04284"
"group_979","","hypothetical protein",581,581,1,1,4204,NA,NA,"",515,908,907,"PLHCNFHB_04466","KMJDPIGG_04387","JMEEGOOJ_04372","NJJGCHOI_02553","JGJLLKKG_04519","DGJMLPEB_01792","EDMDPJBM_03365","LDHFOKNP_00476","AMEEEGBM_00678","OAFANHMB_04223","BJFLHFPA_03761","LNFOPOPD_04130","BMHAMMBM_01216","EIKGHHBD_02593","CDFNNGFP_04253"
"cbiH","","putative cobalt-factor III C(17)-methyltransferase",581,581,1,1,5686,NA,NA,"",401,725,723,"PLHCNFHB_03245","KMJDPIGG_03259","JMEEGOOJ_03717","NJJGCHOI_04006","JGJLLKKG_03583","DGJMLPEB_03812","EDMDPJBM_04269","LDHFOKNP_03213","AMEEEGBM_03477","OAFANHMB_03796","BJFLHFPA_03478","LNFOPOPD_03634","BMHAMMBM_03478","EIKGHHBD_03335","CDFNNGFP_03374"
"mdtA","","Multidrug resistance protein MdtA",581,581,1,1,5798,NA,NA,"",785,1241,1239,"PLHCNFHB_03141","KMJDPIGG_03363","JMEEGOOJ_02938","NJJGCHOI_03673","JGJLLKKG_03479","DGJMLPEB_03150","EDMDPJBM_01702","LDHFOKNP_03109","AMEEEGBM_03581","OAFANHMB_03284","BJFLHFPA_02334","LNFOPOPD_03418","BMHAMMBM_03582","EIKGHHBD_03439","CDFNNGFP_03270"
"group_997","","hypothetical protein",581,581,1,1,5923,NA,NA,"",707,887,886,"PLHCNFHB_03069","KMJDPIGG_03435","JMEEGOOJ_02866","NJJGCHOI_03601","JGJLLKKG_03407","DGJMLPEB_03078","EDMDPJBM_01630","LDHFOKNP_03037","AMEEEGBM_03653","OAFANHMB_03212","BJFLHFPA_02262","LNFOPOPD_03346","BMHAMMBM_03654","EIKGHHBD_03511","CDFNNGFP_03198"
"group_998","","hypothetical protein",581,581,1,1,5928,NA,NA,"",887,1049,1048,"PLHCNFHB_03064","KMJDPIGG_03440","JMEEGOOJ_02861","NJJGCHOI_03596","JGJLLKKG_03402","DGJMLPEB_03073","EDMDPJBM_01625","LDHFOKNP_03032","AMEEEGBM_03658","OAFANHMB_03207","BJFLHFPA_02257","LNFOPOPD_03341","BMHAMMBM_03659","EIKGHHBD_03516","CDFNNGFP_03193"
"hprR","","Transcriptional regulatory protein HprR",580,580,1,1,4512,NA,NA,"",605,737,736,"PLHCNFHB_01747","KMJDPIGG_03694","JMEEGOOJ_02296","NJJGCHOI_03883","JGJLLKKG_01376","DGJMLPEB_02074","EDMDPJBM_03247","LDHFOKNP_00194","AMEEEGBM_00960","OAFANHMB_02564","BJFLHFPA_02145","LNFOPOPD_00608","BMHAMMBM_00936","EIKGHHBD_02875","CDFNNGFP_00221"
"group_1008","","hypothetical protein",580,580,1,1,4573,NA,NA,"",641,1286,1283,"PLHCNFHB_01802","KMJDPIGG_04037","JMEEGOOJ_02351","NJJGCHOI_03938","JGJLLKKG_01431","DGJMLPEB_02129","EDMDPJBM_04437","LDHFOKNP_00139","AMEEEGBM_01015","OAFANHMB_04675","BJFLHFPA_02200","LNFOPOPD_00553","BMHAMMBM_00881","EIKGHHBD_02930","CDFNNGFP_00276"
"group_1010","","hypothetical protein",580,580,1,1,4574,NA,NA,"",176,1088,1086,"PLHCNFHB_01803","KMJDPIGG_04036","JMEEGOOJ_02352","NJJGCHOI_03939","JGJLLKKG_01432","DGJMLPEB_02130","EDMDPJBM_04438","LDHFOKNP_00138","AMEEEGBM_01016","OAFANHMB_04676","BJFLHFPA_02201","LNFOPOPD_00552","BMHAMMBM_00880","EIKGHHBD_02931","CDFNNGFP_00277"
"group_1016","","hypothetical protein",580,580,1,1,4596,NA,NA,"",284,377,376,"PLHCNFHB_01821","KMJDPIGG_04019","JMEEGOOJ_02369","NJJGCHOI_03725","JGJLLKKG_01449","DGJMLPEB_02147","EDMDPJBM_04652","LDHFOKNP_00121","AMEEEGBM_01033","OAFANHMB_04722","BJFLHFPA_02219","LNFOPOPD_00534","BMHAMMBM_00863","EIKGHHBD_02948","CDFNNGFP_00294"
"group_1017","ompC_3","Outer membrane porin C",580,580,1,1,4599,NA,NA,"",350,557,553,"PLHCNFHB_01824","KMJDPIGG_04016","JMEEGOOJ_02372","NJJGCHOI_03728","JGJLLKKG_01452","DGJMLPEB_02150","EDMDPJBM_04649","LDHFOKNP_00118","AMEEEGBM_01036","OAFANHMB_04719","BJFLHFPA_02222","LNFOPOPD_00531","BMHAMMBM_00860","EIKGHHBD_02951","CDFNNGFP_00297"
"mepM","","Murein DD-endopeptidase MepM",580,580,1,1,4700,NA,NA,"",1100,1319,1318,"PLHCNFHB_01924","KMJDPIGG_03916","JMEEGOOJ_02472","NJJGCHOI_03828","JGJLLKKG_01552","DGJMLPEB_03521","EDMDPJBM_02554","LDHFOKNP_00018","AMEEEGBM_01136","OAFANHMB_03716","BJFLHFPA_03155","LNFOPOPD_00431","BMHAMMBM_00760","EIKGHHBD_04103","CDFNNGFP_00397"
"group_1025","","hypothetical protein",580,580,1,1,2356,NA,NA,"",1028,1763,1761,"PLHCNFHB_03736","KMJDPIGG_03719","JMEEGOOJ_04474","NJJGCHOI_04216","JGJLLKKG_03818","DGJMLPEB_04319","EDMDPJBM_01411","LDHFOKNP_04067","AMEEEGBM_03707","OAFANHMB_02786","BJFLHFPA_03964","LNFOPOPD_04324","BMHAMMBM_03708","EIKGHHBD_03731","CDFNNGFP_04410"
"scrK","","Fructokinase",580,580,1,1,2286,NA,NA,"",683,959,958,"PLHCNFHB_03819","KMJDPIGG_04157","JMEEGOOJ_03354","NJJGCHOI_03375","JGJLLKKG_04097","DGJMLPEB_03290","EDMDPJBM_02721","LDHFOKNP_04158","AMEEEGBM_04150","OAFANHMB_03549","BJFLHFPA_02590","LNFOPOPD_03735","BMHAMMBM_04154","EIKGHHBD_04010","CDFNNGFP_03831"
"metE","","5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase",580,580,1,1,3295,NA,NA,"",1277,2264,2260,"PLHCNFHB_04182","KMJDPIGG_04290","JMEEGOOJ_04184","NJJGCHOI_04069","JGJLLKKG_04194","DGJMLPEB_03975","EDMDPJBM_03069","LDHFOKNP_04247","AMEEEGBM_04247","OAFANHMB_03935","BJFLHFPA_03562","LNFOPOPD_03816","BMHAMMBM_04251","EIKGHHBD_04268","CDFNNGFP_04021"
"group_1060","","hypothetical protein",580,580,1,1,1428,NA,NA,"",1079,1400,1399,"PLHCNFHB_04248","KMJDPIGG_04377","JMEEGOOJ_04206","NJJGCHOI_04200","JGJLLKKG_04260","DGJMLPEB_04041","EDMDPJBM_03290","LDHFOKNP_04378","AMEEEGBM_04378","OAFANHMB_04096","BJFLHFPA_03686","LNFOPOPD_04068","BMHAMMBM_04382","EIKGHHBD_04355","CDFNNGFP_04087"
"csrD","","RNase E specificity factor CsrD",580,580,1,1,1963,NA,NA,"",1463,1940,1939,"PLHCNFHB_04595","KMJDPIGG_04471","JMEEGOOJ_04566","NJJGCHOI_04484","JGJLLKKG_04459","DGJMLPEB_04403","EDMDPJBM_04183","LDHFOKNP_04504","AMEEEGBM_04514","OAFANHMB_04368","BJFLHFPA_04189","LNFOPOPD_04462","BMHAMMBM_04459","EIKGHHBD_04436","CDFNNGFP_04447"
"ybhA_1","","Pyridoxal phosphate phosphatase YbhA",580,580,1,1,4212,NA,NA,"",767,824,817,"PLHCNFHB_04459","KMJDPIGG_04394","JMEEGOOJ_04379","NJJGCHOI_02560","JGJLLKKG_04526","DGJMLPEB_01799","EDMDPJBM_03372","LDHFOKNP_00469","AMEEEGBM_00685","OAFANHMB_04216","BJFLHFPA_03768","LNFOPOPD_04123","BMHAMMBM_01209","EIKGHHBD_02600","CDFNNGFP_04260"
"group_1149","","hypothetical protein",580,580,1,1,4736,NA,NA,"",176,419,418,"PLHCNFHB_01955","KMJDPIGG_00014","JMEEGOOJ_00579","NJJGCHOI_00873","JGJLLKKG_01961","DGJMLPEB_02504","EDMDPJBM_04288","LDHFOKNP_01290","AMEEEGBM_01611","OAFANHMB_02160","BJFLHFPA_04395","LNFOPOPD_03910","BMHAMMBM_00728","EIKGHHBD_00732","CDFNNGFP_00817"
"pdeD","","putative cyclic di-GMP phosphodiesterase PdeD",580,580,1,1,4769,NA,NA,"",1211,1601,1600,"PLHCNFHB_01986","KMJDPIGG_00045","JMEEGOOJ_00610","NJJGCHOI_00904","JGJLLKKG_01931","DGJMLPEB_02535","EDMDPJBM_02066","LDHFOKNP_01260","AMEEEGBM_01642","OAFANHMB_02191","BJFLHFPA_03827","LNFOPOPD_03880","BMHAMMBM_00698","EIKGHHBD_00702","CDFNNGFP_00848"
"oppA","","Periplasmic oligopeptide-binding protein",580,580,1,1,4850,NA,NA,"",746,1631,1629,"PLHCNFHB_02066","KMJDPIGG_00125","JMEEGOOJ_00690","NJJGCHOI_00984","JGJLLKKG_01851","DGJMLPEB_02615","EDMDPJBM_02146","LDHFOKNP_01180","AMEEEGBM_01722","OAFANHMB_02271","BJFLHFPA_02955","LNFOPOPD_01856","BMHAMMBM_00618","EIKGHHBD_00621","CDFNNGFP_00928"
"pspE","","Thiosulfate sulfurtransferase PspE",580,580,1,1,4917,NA,NA,"",314,347,314,"PLHCNFHB_02128","KMJDPIGG_00187","JMEEGOOJ_00752","NJJGCHOI_01046","JGJLLKKG_01789","DGJMLPEB_02677","EDMDPJBM_01383","LDHFOKNP_01118","AMEEEGBM_01784","OAFANHMB_02333","BJFLHFPA_03017","LNFOPOPD_01794","BMHAMMBM_00556","EIKGHHBD_00559","CDFNNGFP_00990"
"tpx_2","","Thiol peroxidase",580,580,1,1,4937,NA,NA,"",485,518,517,"PLHCNFHB_02147","KMJDPIGG_00206","JMEEGOOJ_00771","NJJGCHOI_01065","JGJLLKKG_01770","DGJMLPEB_02696","EDMDPJBM_01364","LDHFOKNP_01099","AMEEEGBM_01803","OAFANHMB_02352","BJFLHFPA_03036","LNFOPOPD_01775","BMHAMMBM_00537","EIKGHHBD_00540","CDFNNGFP_01009"
"group_1181","","hypothetical protein",580,580,1,1,4963,NA,NA,"",152,323,322,"PLHCNFHB_02169","KMJDPIGG_00228","JMEEGOOJ_00793","NJJGCHOI_01087","JGJLLKKG_01748","DGJMLPEB_02718","EDMDPJBM_01342","LDHFOKNP_01077","AMEEEGBM_01825","OAFANHMB_02374","BJFLHFPA_01878","LNFOPOPD_01753","BMHAMMBM_00515","EIKGHHBD_00518","CDFNNGFP_01031"
"group_1182","","hypothetical protein",580,580,1,1,4966,NA,NA,"",707,3920,3914,"PLHCNFHB_02172","KMJDPIGG_00231","JMEEGOOJ_00796","NJJGCHOI_01090","JGJLLKKG_01745","DGJMLPEB_02721","EDMDPJBM_01339","LDHFOKNP_01074","AMEEEGBM_01828","OAFANHMB_02377","BJFLHFPA_01881","LNFOPOPD_01750","BMHAMMBM_00512","EIKGHHBD_00515","CDFNNGFP_01034"
"glnQ_1","","Glutamine transport ATP-binding protein GlnQ",580,580,1,1,4974,NA,NA,"",629,731,730,"PLHCNFHB_02179","KMJDPIGG_00238","JMEEGOOJ_00803","NJJGCHOI_01097","JGJLLKKG_01738","DGJMLPEB_02728","EDMDPJBM_01332","LDHFOKNP_01067","AMEEEGBM_01835","OAFANHMB_02384","BJFLHFPA_01888","LNFOPOPD_01743","BMHAMMBM_00505","EIKGHHBD_00508","CDFNNGFP_01041"
"group_1184","","hypothetical protein",580,580,1,1,4976,NA,NA,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",326,524,523,"PLHCNFHB_02181","KMJDPIGG_00240","JMEEGOOJ_00805","NJJGCHOI_01099","JGJLLKKG_01736","DGJMLPEB_02730","EDMDPJBM_01330","LDHFOKNP_01065","AMEEEGBM_01837","OAFANHMB_02386","BJFLHFPA_01890","LNFOPOPD_01741","BMHAMMBM_00503","EIKGHHBD_00506","CDFNNGFP_01043"
"rimL","","Ribosomal-protein-serine acetyltransferase",580,580,1,1,5004,NA,NA,"",359,539,538,"PLHCNFHB_02204","KMJDPIGG_00263","JMEEGOOJ_00828","NJJGCHOI_01122","JGJLLKKG_01713","DGJMLPEB_02753","EDMDPJBM_01307","LDHFOKNP_01042","AMEEEGBM_01860","OAFANHMB_03342","BJFLHFPA_01914","LNFOPOPD_01718","BMHAMMBM_00480","EIKGHHBD_00483","CDFNNGFP_01066"
"group_1191","","hypothetical protein",580,580,1,1,5005,NA,NA,"",827,980,979,"PLHCNFHB_02205","KMJDPIGG_00264","JMEEGOOJ_00829","NJJGCHOI_01123","JGJLLKKG_01712","DGJMLPEB_02754","EDMDPJBM_01306","LDHFOKNP_01041","AMEEEGBM_01861","OAFANHMB_03343","BJFLHFPA_01915","LNFOPOPD_01717","BMHAMMBM_00479","EIKGHHBD_00482","CDFNNGFP_01067"
"group_1208","","hypothetical protein",580,580,1,1,5129,NA,NA,"",677,719,706,"PLHCNFHB_02293","KMJDPIGG_00368","JMEEGOOJ_00933","NJJGCHOI_01227","JGJLLKKG_01608","DGJMLPEB_03687","EDMDPJBM_01202","LDHFOKNP_00937","AMEEEGBM_01965","OAFANHMB_03447","BJFLHFPA_02019","LNFOPOPD_01613","BMHAMMBM_00375","EIKGHHBD_00379","CDFNNGFP_01156"
"ribC","","Riboflavin synthase",580,580,1,1,5213,NA,NA,"",452,641,640,"PLHCNFHB_02992","KMJDPIGG_00444","JMEEGOOJ_01602","NJJGCHOI_01925","JGJLLKKG_03065","DGJMLPEB_02453","EDMDPJBM_03767","LDHFOKNP_02960","AMEEEGBM_03093","OAFANHMB_01348","BJFLHFPA_04037","LNFOPOPD_02196","BMHAMMBM_00299","EIKGHHBD_00303","CDFNNGFP_02868"
"group_1216","","hypothetical protein",580,580,1,1,5222,NA,NA,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",377,431,402,"PLHCNFHB_02982","KMJDPIGG_00454","JMEEGOOJ_01592","NJJGCHOI_01915","JGJLLKKG_03075","DGJMLPEB_02443","EDMDPJBM_03757","LDHFOKNP_02950","AMEEEGBM_03103","OAFANHMB_01358","BJFLHFPA_04028","LNFOPOPD_02186","BMHAMMBM_00289","EIKGHHBD_00293","CDFNNGFP_02878"
"group_1217","","hypothetical protein",580,580,1,1,5227,NA,NA,"",830,992,991,"PLHCNFHB_02978","KMJDPIGG_00458","JMEEGOOJ_01588","NJJGCHOI_01911","JGJLLKKG_03079","DGJMLPEB_02439","EDMDPJBM_03753","LDHFOKNP_02946","AMEEEGBM_03107","OAFANHMB_01362","BJFLHFPA_04024","LNFOPOPD_02182","BMHAMMBM_00285","EIKGHHBD_00289","CDFNNGFP_02882"
"selO","","Protein adenylyltransferase SelO",580,580,1,1,5297,NA,NA,"",452,1442,1440,"PLHCNFHB_02911","KMJDPIGG_00525","JMEEGOOJ_01521","NJJGCHOI_01844","JGJLLKKG_03146","DGJMLPEB_02372","EDMDPJBM_01951","LDHFOKNP_02879","AMEEEGBM_03174","OAFANHMB_01429","BJFLHFPA_00698","LNFOPOPD_02115","BMHAMMBM_00218","EIKGHHBD_00222","CDFNNGFP_02949"
"pheS","","Phenylalanine--tRNA ligase alpha subunit",580,580,1,1,5306,NA,NA,"",452,983,982,"PLHCNFHB_02903","KMJDPIGG_00533","JMEEGOOJ_01513","NJJGCHOI_01836","JGJLLKKG_03154","DGJMLPEB_02364","EDMDPJBM_01959","LDHFOKNP_02871","AMEEEGBM_03182","OAFANHMB_01437","BJFLHFPA_00706","LNFOPOPD_02107","BMHAMMBM_00210","EIKGHHBD_00214","CDFNNGFP_02957"
"aroQ","","Monofunctional chorismate mutase",580,580,1,1,5387,NA,NA,"",506,545,544,"PLHCNFHB_02827","KMJDPIGG_00609","JMEEGOOJ_01437","NJJGCHOI_01760","JGJLLKKG_03230","DGJMLPEB_02288","EDMDPJBM_02034","LDHFOKNP_02795","AMEEEGBM_03258","OAFANHMB_01513","BJFLHFPA_00781","LNFOPOPD_02031","BMHAMMBM_00134","EIKGHHBD_00138","CDFNNGFP_03033"
"thiK","","Thiamine kinase",580,580,1,1,5448,NA,NA,"",791,824,823,"PLHCNFHB_02768","KMJDPIGG_00668","JMEEGOOJ_01378","NJJGCHOI_01701","JGJLLKKG_03289","DGJMLPEB_02229","EDMDPJBM_03016","LDHFOKNP_02736","AMEEEGBM_03317","OAFANHMB_01572","BJFLHFPA_00840","LNFOPOPD_01972","BMHAMMBM_00075","EIKGHHBD_00079","CDFNNGFP_03092"
"csgB","","Minor curlin subunit",580,580,1,1,5519,NA,NA,"",254,455,454,"PLHCNFHB_02702","KMJDPIGG_00734","JMEEGOOJ_01312","NJJGCHOI_01635","JGJLLKKG_03355","DGJMLPEB_02163","EDMDPJBM_02950","LDHFOKNP_02670","AMEEEGBM_03383","OAFANHMB_01638","BJFLHFPA_00906","LNFOPOPD_01906","BMHAMMBM_00009","EIKGHHBD_00013","CDFNNGFP_03158"
"group_1266","","IS200/IS605 family transposase IS200F",580,580,1,1,3096,NA,NA,"",245,395,328,"PLHCNFHB_00079","KMJDPIGG_01432","JMEEGOOJ_00486","NJJGCHOI_03062","JGJLLKKG_00589","DGJMLPEB_00488","EDMDPJBM_03573","LDHFOKNP_01924","AMEEEGBM_00590","OAFANHMB_00023","BJFLHFPA_01613","LNFOPOPD_04002","BMHAMMBM_02473","EIKGHHBD_01336","CDFNNGFP_01801"
"norR_1","","Anaerobic nitric oxide reductase transcription regulator NorR",580,580,1,1,3167,NA,NA,"",1400,1520,1519,"PLHCNFHB_00150","KMJDPIGG_01361","JMEEGOOJ_00417","NJJGCHOI_03133","JGJLLKKG_00519","DGJMLPEB_00417","EDMDPJBM_02423","LDHFOKNP_01853","AMEEEGBM_00518","OAFANHMB_00094","BJFLHFPA_01542","LNFOPOPD_02601","BMHAMMBM_02544","EIKGHHBD_01264","CDFNNGFP_01730"
"hycE","","Formate hydrogenlyase subunit 5",580,580,1,1,3179,NA,NA,"",1646,1709,1708,"PLHCNFHB_00160","KMJDPIGG_01351","JMEEGOOJ_00407","NJJGCHOI_03143","JGJLLKKG_00509","DGJMLPEB_00407","EDMDPJBM_02413","LDHFOKNP_01843","AMEEEGBM_00508","OAFANHMB_00104","BJFLHFPA_01532","LNFOPOPD_02611","BMHAMMBM_02554","EIKGHHBD_01254","CDFNNGFP_01720"
"sipA","","Cell invasion protein SipA",580,580,1,1,3212,NA,NA,"",359,2057,2054,"PLHCNFHB_00193","KMJDPIGG_01318","JMEEGOOJ_00374","NJJGCHOI_02805","JGJLLKKG_00476","DGJMLPEB_00374","EDMDPJBM_02380","LDHFOKNP_01810","AMEEEGBM_00475","OAFANHMB_00137","BJFLHFPA_01499","LNFOPOPD_02644","BMHAMMBM_02587","EIKGHHBD_01221","CDFNNGFP_01687"
