"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR2994389","SRR15146532","SRR12420044","SRR7196769","SRR8728065","SRR14766414","SRR10995710","SRR23043677","SRR6475628","SRR18233388","SRR18233385","NDSU7","SRR2911775","SRR14766336","SRR28262169"
"nfsA","","Oxygen-insensitive NADPH nitroreductase",581,581,1,1,4312,NA,NA,"",722,722,722,"APBHMKIJ_00961","FDAPHJIA_03590","IIEOGEEO_01617","ECBAHKLN_01439","OMPAEEHE_00526","CBFLKJKM_02862","PBEADCDK_00111","ANJCIHOA_00738","KPAOFOOC_02297","ACOJFAEA_00738","AJBEKOEN_01559","IGPMGEKP_02478","NCJKFECA_02583","LBLKLJFF_00872","ANCOLAMI_01787"
"aer","","Aerotaxis receptor",581,581,1,1,2681,NA,NA,"",1520,1520,1520,"APBHMKIJ_03095","FDAPHJIA_00132","IIEOGEEO_00030","ECBAHKLN_00132","OMPAEEHE_02794","CBFLKJKM_02691","PBEADCDK_04104","ANJCIHOA_00496","KPAOFOOC_00132","ACOJFAEA_00132","AJBEKOEN_00537","IGPMGEKP_01709","NCJKFECA_02017","LBLKLJFF_00701","ANCOLAMI_01279"
"sapA","","Peptide transport periplasmic protein SapA",581,581,1,1,4911,NA,NA,"",1649,1649,1649,"APBHMKIJ_01666","FDAPHJIA_02731","IIEOGEEO_02585","ECBAHKLN_00762","OMPAEEHE_02421","CBFLKJKM_00182","PBEADCDK_00711","ANJCIHOA_02196","KPAOFOOC_00893","ACOJFAEA_01737","AJBEKOEN_01294","IGPMGEKP_00625","NCJKFECA_00226","LBLKLJFF_00998","ANCOLAMI_00562"
"alaS","","Alanine--tRNA ligase",581,581,1,1,3154,NA,NA,"",2630,2630,2630,"APBHMKIJ_00578","FDAPHJIA_00533","IIEOGEEO_00873","ECBAHKLN_00532","OMPAEEHE_00350","CBFLKJKM_01341","PBEADCDK_01311","ANJCIHOA_00096","KPAOFOOC_00532","ACOJFAEA_00532","AJBEKOEN_00137","IGPMGEKP_02843","NCJKFECA_02821","LBLKLJFF_01282","ANCOLAMI_00879"
"eutB","","Ethanolamine ammonia-lyase heavy chain",581,581,1,1,4026,NA,NA,"",1361,1361,1361,"APBHMKIJ_01509","FDAPHJIA_02009","IIEOGEEO_00382","ECBAHKLN_02439","OMPAEEHE_01783","CBFLKJKM_00919","PBEADCDK_02474","ANJCIHOA_02588","KPAOFOOC_02039","ACOJFAEA_02476","AJBEKOEN_02510","IGPMGEKP_01061","NCJKFECA_01373","LBLKLJFF_01137","ANCOLAMI_02919"
"yegT","","Putative nucleoside transporter YegT",581,581,1,1,5862,NA,NA,"",1271,1271,1271,"APBHMKIJ_02847","FDAPHJIA_02944","IIEOGEEO_01384","ECBAHKLN_03749","OMPAEEHE_03192","CBFLKJKM_03217","PBEADCDK_03487","ANJCIHOA_03501","KPAOFOOC_02991","ACOJFAEA_03452","AJBEKOEN_03426","IGPMGEKP_03483","NCJKFECA_02240","LBLKLJFF_02447","ANCOLAMI_03599"
"pdeH","","Cyclic di-GMP phosphodiesterase PdeH",581,581,1,1,1776,NA,NA,"",767,767,767,"APBHMKIJ_00156","FDAPHJIA_01699","IIEOGEEO_01929","ECBAHKLN_02025","OMPAEEHE_02296","CBFLKJKM_00609","PBEADCDK_02096","ANJCIHOA_01768","KPAOFOOC_01626","ACOJFAEA_02127","AJBEKOEN_02135","IGPMGEKP_02023","NCJKFECA_00959","LBLKLJFF_00644","ANCOLAMI_02543"
"gudP_1","","putative glucarate transporter",581,581,1,1,2943,NA,NA,"",1358,1358,1358,"APBHMKIJ_00436","FDAPHJIA_00391","IIEOGEEO_00289","ECBAHKLN_00390","OMPAEEHE_00208","CBFLKJKM_01199","PBEADCDK_01169","ANJCIHOA_00238","KPAOFOOC_00390","ACOJFAEA_00390","AJBEKOEN_00279","IGPMGEKP_02985","NCJKFECA_04097","LBLKLJFF_01838","ANCOLAMI_01021"
"php","","Phosphotriesterase homology protein",581,581,1,1,1714,NA,NA,"",1034,1034,1034,"APBHMKIJ_00217","FDAPHJIA_01760","IIEOGEEO_01224","ECBAHKLN_01964","OMPAEEHE_02235","CBFLKJKM_00670","PBEADCDK_02157","ANJCIHOA_01707","KPAOFOOC_01565","ACOJFAEA_02066","AJBEKOEN_02196","IGPMGEKP_01962","NCJKFECA_00898","LBLKLJFF_00583","ANCOLAMI_02604"
"ygeA","","L-aspartate/glutamate-specific racemase",581,581,1,1,2892,NA,NA,"",707,707,707,"APBHMKIJ_00383","FDAPHJIA_00337","IIEOGEEO_00235","ECBAHKLN_00337","OMPAEEHE_00155","CBFLKJKM_01146","PBEADCDK_01116","ANJCIHOA_00291","KPAOFOOC_00337","ACOJFAEA_00337","AJBEKOEN_00332","IGPMGEKP_03038","NCJKFECA_04044","LBLKLJFF_01785","ANCOLAMI_01074"
"rsmI","","Ribosomal RNA small subunit methyltransferase I",581,581,1,1,2636,NA,NA,"",863,863,863,"APBHMKIJ_03136","FDAPHJIA_00091","IIEOGEEO_02270","ECBAHKLN_00091","OMPAEEHE_02835","CBFLKJKM_02732","PBEADCDK_04063","ANJCIHOA_00537","KPAOFOOC_00091","ACOJFAEA_00091","AJBEKOEN_00578","IGPMGEKP_01668","NCJKFECA_02058","LBLKLJFF_00742","ANCOLAMI_01320"
"pfeA","","Ferric enterobactin receptor",581,581,1,1,3103,NA,NA,"",2174,2174,2174,"APBHMKIJ_00631","FDAPHJIA_00586","IIEOGEEO_00926","ECBAHKLN_00585","OMPAEEHE_00403","CBFLKJKM_01394","PBEADCDK_01364","ANJCIHOA_00043","KPAOFOOC_00583","ACOJFAEA_00585","AJBEKOEN_00084","IGPMGEKP_03714","NCJKFECA_02873","LBLKLJFF_01229","ANCOLAMI_00826"
"prmB","","50S ribosomal protein L3 glutamine methyltransferase",581,581,1,1,3946,NA,NA,"",926,932,931,"APBHMKIJ_01428","FDAPHJIA_02090","IIEOGEEO_02048","ECBAHKLN_02358","OMPAEEHE_01702","CBFLKJKM_01000","PBEADCDK_02393","ANJCIHOA_02507","KPAOFOOC_01959","ACOJFAEA_02557","AJBEKOEN_02430","IGPMGEKP_00980","NCJKFECA_01292","LBLKLJFF_02488","ANCOLAMI_02838"
"ybjG","","Putative undecaprenyl-diphosphatase YbjG",581,581,1,1,4303,NA,NA,"",674,674,674,"APBHMKIJ_00970","FDAPHJIA_03599","IIEOGEEO_01626","ECBAHKLN_01430","OMPAEEHE_00517","CBFLKJKM_02853","PBEADCDK_00102","ANJCIHOA_00729","KPAOFOOC_02288","ACOJFAEA_00729","AJBEKOEN_01550","IGPMGEKP_02487","NCJKFECA_02592","LBLKLJFF_00863","ANCOLAMI_01796"
"talB","","Transaldolase B",581,581,1,1,57,NA,NA,"",953,953,953,"APBHMKIJ_03348","FDAPHJIA_01000","IIEOGEEO_02926","ECBAHKLN_03641","OMPAEEHE_02592","CBFLKJKM_01880","PBEADCDK_01845","ANJCIHOA_01163","KPAOFOOC_01122","ACOJFAEA_01162","AJBEKOEN_01063","IGPMGEKP_00395","NCJKFECA_00745","LBLKLJFF_01348","ANCOLAMI_01947"
"group_6217","","hypothetical protein",581,581,1,1,2037,NA,NA,"",917,917,917,"APBHMKIJ_03911","FDAPHJIA_00637","IIEOGEEO_03142","ECBAHKLN_04324","OMPAEEHE_02053","CBFLKJKM_03842","PBEADCDK_01480","ANJCIHOA_01525","KPAOFOOC_04441","ACOJFAEA_01524","AJBEKOEN_00700","IGPMGEKP_00032","NCJKFECA_04201","LBLKLJFF_03447","ANCOLAMI_02309"
"group_6218","","hypothetical protein",581,581,1,1,5856,NA,NA,"",2111,2111,2111,"APBHMKIJ_02853","FDAPHJIA_02950","IIEOGEEO_01378","ECBAHKLN_03743","OMPAEEHE_03198","CBFLKJKM_03223","PBEADCDK_03481","ANJCIHOA_03507","KPAOFOOC_02997","ACOJFAEA_03458","AJBEKOEN_03432","IGPMGEKP_03477","NCJKFECA_02246","LBLKLJFF_02441","ANCOLAMI_03593"
"dsbI","","Protein-disulfide oxidoreductase DsbI",581,581,1,1,2703,NA,NA,"",677,677,677,"APBHMKIJ_03072","FDAPHJIA_00155","IIEOGEEO_00053","ECBAHKLN_00155","OMPAEEHE_02771","CBFLKJKM_02668","PBEADCDK_04127","ANJCIHOA_00473","KPAOFOOC_00155","ACOJFAEA_00155","AJBEKOEN_00514","IGPMGEKP_01732","NCJKFECA_01994","LBLKLJFF_00678","ANCOLAMI_01256"
"ybjJ","","Inner membrane protein YbjJ",581,581,1,1,4306,NA,NA,"",1211,1211,1211,"APBHMKIJ_00967","FDAPHJIA_03596","IIEOGEEO_01623","ECBAHKLN_01433","OMPAEEHE_00520","CBFLKJKM_02856","PBEADCDK_00105","ANJCIHOA_00732","KPAOFOOC_02291","ACOJFAEA_00732","AJBEKOEN_01553","IGPMGEKP_02484","NCJKFECA_02589","LBLKLJFF_00866","ANCOLAMI_01793"
"group_6221","","hypothetical protein",581,581,1,1,2013,NA,NA,"",1631,1631,1631,"APBHMKIJ_03934","FDAPHJIA_00614","IIEOGEEO_03165","ECBAHKLN_04347","OMPAEEHE_02076","CBFLKJKM_03865","PBEADCDK_01457","ANJCIHOA_01548","KPAOFOOC_04464","ACOJFAEA_01547","AJBEKOEN_00677","IGPMGEKP_00009","NCJKFECA_04224","LBLKLJFF_04141","ANCOLAMI_02332"
"ravA","","ATPase RavA",581,581,1,1,1371,NA,NA,"",1496,1496,1496,"APBHMKIJ_03952","FDAPHJIA_04138","IIEOGEEO_02631","ECBAHKLN_04171","OMPAEEHE_04105","CBFLKJKM_04193","PBEADCDK_04369","ANJCIHOA_04377","KPAOFOOC_04201","ACOJFAEA_04257","AJBEKOEN_04261","IGPMGEKP_04097","NCJKFECA_04168","LBLKLJFF_01945","ANCOLAMI_04328"
"group_6223","adhE_3","Aldehyde-alcohol dehydrogenase",581,581,1,1,5716,NA,NA,"",1112,1112,1112,"APBHMKIJ_03773","FDAPHJIA_03037","IIEOGEEO_03940","ECBAHKLN_04266","OMPAEEHE_03662","CBFLKJKM_03311","PBEADCDK_03394","ANJCIHOA_03594","KPAOFOOC_03084","ACOJFAEA_03545","AJBEKOEN_03519","IGPMGEKP_03390","NCJKFECA_02333","LBLKLJFF_04041","ANCOLAMI_03506"
"serB","","Phosphoserine phosphatase",581,581,1,1,6226,NA,NA,"",968,968,968,"APBHMKIJ_03319","FDAPHJIA_00971","IIEOGEEO_03017","ECBAHKLN_03612","OMPAEEHE_02621","CBFLKJKM_01909","PBEADCDK_01816","ANJCIHOA_01192","KPAOFOOC_01151","ACOJFAEA_01191","AJBEKOEN_01034","IGPMGEKP_00366","NCJKFECA_00716","LBLKLJFF_01377","ANCOLAMI_01976"
"hcaT","","putative 3-phenylpropionic acid transporter",581,581,1,1,4101,NA,NA,"",1139,1139,1139,"APBHMKIJ_01609","FDAPHJIA_01910","IIEOGEEO_00482","ECBAHKLN_02539","OMPAEEHE_03563","CBFLKJKM_00820","PBEADCDK_02574","ANJCIHOA_02688","KPAOFOOC_02139","ACOJFAEA_02377","AJBEKOEN_02610","IGPMGEKP_01161","NCJKFECA_01474","LBLKLJFF_01480","ANCOLAMI_03019"
"mrdB","","Peptidoglycan glycosyltransferase MrdB",581,581,1,1,359,NA,NA,"",1112,1112,1112,"APBHMKIJ_02669","FDAPHJIA_03816","IIEOGEEO_01721","ECBAHKLN_03439","OMPAEEHE_03468","CBFLKJKM_03938","PBEADCDK_03892","ANJCIHOA_03976","KPAOFOOC_03763","ACOJFAEA_03903","AJBEKOEN_03940","IGPMGEKP_03566","NCJKFECA_03448","LBLKLJFF_02079","ANCOLAMI_03974"
"rspA_1","","D-galactonate dehydratase family member RspA",581,581,1,1,5125,NA,NA,"",1214,1214,1214,"APBHMKIJ_02538","FDAPHJIA_01429","IIEOGEEO_01829","ECBAHKLN_00945","OMPAEEHE_03814","CBFLKJKM_00365","PBEADCDK_00894","ANJCIHOA_02013","KPAOFOOC_00710","ACOJFAEA_01920","AJBEKOEN_01477","IGPMGEKP_00807","NCJKFECA_00043","LBLKLJFF_01884","ANCOLAMI_00380"
"sixA","","Phosphohistidine phosphatase SixA",581,581,1,1,3948,NA,NA,"",485,485,485,"APBHMKIJ_01430","FDAPHJIA_02088","IIEOGEEO_02046","ECBAHKLN_02360","OMPAEEHE_01704","CBFLKJKM_00998","PBEADCDK_02395","ANJCIHOA_02509","KPAOFOOC_01961","ACOJFAEA_02555","AJBEKOEN_02432","IGPMGEKP_00982","NCJKFECA_01294","LBLKLJFF_02486","ANCOLAMI_02840"
"pgpB","","Phosphatidylglycerophosphatase B",581,581,1,1,4890,NA,NA,"",764,764,764,"APBHMKIJ_01684","FDAPHJIA_02713","IIEOGEEO_02603","ECBAHKLN_00744","OMPAEEHE_02403","CBFLKJKM_00164","PBEADCDK_00693","ANJCIHOA_02214","KPAOFOOC_00911","ACOJFAEA_01719","AJBEKOEN_01276","IGPMGEKP_00607","NCJKFECA_00244","LBLKLJFF_01016","ANCOLAMI_00580"
"hpcB","","3,4-dihydroxyphenylacetate 2,3-dioxygenase",581,581,1,1,4519,NA,NA,"",851,851,851,"APBHMKIJ_00773","FDAPHJIA_03262","IIEOGEEO_03410","ECBAHKLN_01627","OMPAEEHE_00715","CBFLKJKM_03051","PBEADCDK_00299","ANJCIHOA_00927","KPAOFOOC_02485","ACOJFAEA_00926","AJBEKOEN_01748","IGPMGEKP_02197","NCJKFECA_03862","LBLKLJFF_02714","ANCOLAMI_01597"
"group_6231","","hypothetical protein",581,581,1,1,2901,NA,NA,"",713,713,713,"APBHMKIJ_00392","FDAPHJIA_00346","IIEOGEEO_00244","ECBAHKLN_00346","OMPAEEHE_00164","CBFLKJKM_01155","PBEADCDK_01125","ANJCIHOA_00282","KPAOFOOC_00346","ACOJFAEA_00346","AJBEKOEN_00323","IGPMGEKP_03029","NCJKFECA_04053","LBLKLJFF_01794","ANCOLAMI_01065"
"group_6232","","hypothetical protein",581,581,1,1,2023,NA,NA,"",347,347,347,"APBHMKIJ_03924","FDAPHJIA_00624","IIEOGEEO_03155","ECBAHKLN_04337","OMPAEEHE_02066","CBFLKJKM_03855","PBEADCDK_01467","ANJCIHOA_01538","KPAOFOOC_04454","ACOJFAEA_01537","AJBEKOEN_00687","IGPMGEKP_00019","NCJKFECA_04214","LBLKLJFF_03460","ANCOLAMI_02322"
"tonB","","Protein TonB",581,581,1,1,4861,NA,NA,"",728,734,728,"APBHMKIJ_01712","FDAPHJIA_02685","IIEOGEEO_04488","ECBAHKLN_00716","OMPAEEHE_02375","CBFLKJKM_00136","PBEADCDK_00665","ANJCIHOA_02242","KPAOFOOC_00939","ACOJFAEA_01691","AJBEKOEN_01248","IGPMGEKP_00579","NCJKFECA_00272","LBLKLJFF_01044","ANCOLAMI_00608"
"ompA","","Outer membrane protein A",581,581,1,1,4488,NA,NA,"",1052,1052,1052,"APBHMKIJ_00804","FDAPHJIA_03293","IIEOGEEO_03441","ECBAHKLN_01596","OMPAEEHE_00684","CBFLKJKM_03020","PBEADCDK_00268","ANJCIHOA_00896","KPAOFOOC_02454","ACOJFAEA_00895","AJBEKOEN_01717","IGPMGEKP_02166","NCJKFECA_03893","LBLKLJFF_02745","ANCOLAMI_01629"
"narL_1","","Nitrate/nitrite response regulator protein NarL",581,581,1,1,4832,NA,NA,"",650,650,650,"APBHMKIJ_01741","FDAPHJIA_02656","IIEOGEEO_04336","ECBAHKLN_00687","OMPAEEHE_02346","CBFLKJKM_00107","PBEADCDK_00636","ANJCIHOA_02271","KPAOFOOC_00968","ACOJFAEA_01662","AJBEKOEN_01219","IGPMGEKP_00550","NCJKFECA_00301","LBLKLJFF_01073","ANCOLAMI_00637"
"flgD","","Basal-body rod modification protein FlgD",581,581,1,1,5483,NA,NA,"",698,698,698,"APBHMKIJ_01078","FDAPHJIA_01092","IIEOGEEO_02194","ECBAHKLN_01283","OMPAEEHE_01526","CBFLKJKM_02207","PBEADCDK_03019","ANJCIHOA_03110","KPAOFOOC_02849","ACOJFAEA_03310","AJBEKOEN_03032","IGPMGEKP_02698","NCJKFECA_03171","LBLKLJFF_01553","ANCOLAMI_00043"
"pnuC","","Nicotinamide riboside transporter PnuC",581,581,1,1,263,NA,NA,"",719,719,719,"APBHMKIJ_04602","FDAPHJIA_03710","IIEOGEEO_03632","ECBAHKLN_03334","OMPAEEHE_04394","CBFLKJKM_04425","PBEADCDK_03787","ANJCIHOA_04081","KPAOFOOC_03658","ACOJFAEA_04008","AJBEKOEN_03835","IGPMGEKP_04310","NCJKFECA_03343","LBLKLJFF_04288","ANCOLAMI_04079"
"rpsI","","30S ribosomal protein S9",581,581,1,1,2552,NA,NA,"",392,392,392,"APBHMKIJ_03219","FDAPHJIA_00008","IIEOGEEO_02353","ECBAHKLN_00008","OMPAEEHE_02918","CBFLKJKM_02815","PBEADCDK_03981","ANJCIHOA_00620","KPAOFOOC_00008","ACOJFAEA_00008","AJBEKOEN_00661","IGPMGEKP_01585","NCJKFECA_02141","LBLKLJFF_00825","ANCOLAMI_01403"
"mgtB","","Magnesium-transporting ATPase, P-type 1",581,581,1,1,1481,NA,NA,"",2726,2726,2726,"APBHMKIJ_04327","FDAPHJIA_01540","IIEOGEEO_03868","ECBAHKLN_02184","OMPAEEHE_03052","CBFLKJKM_00451","PBEADCDK_01938","ANJCIHOA_01927","KPAOFOOC_01785","ACOJFAEA_02286","AJBEKOEN_01977","IGPMGEKP_03997","NCJKFECA_01118","LBLKLJFF_03129","ANCOLAMI_02384"
"fcl","","GDP-L-fucose synthase",581,581,1,1,5777,NA,NA,"",965,965,965,"APBHMKIJ_02883","FDAPHJIA_02980","IIEOGEEO_01348","ECBAHKLN_03713","OMPAEEHE_03228","CBFLKJKM_03254","PBEADCDK_03451","ANJCIHOA_03537","KPAOFOOC_03027","ACOJFAEA_03488","AJBEKOEN_03462","IGPMGEKP_03447","NCJKFECA_02276","LBLKLJFF_03685","ANCOLAMI_03563"
"proS","","Proline--tRNA ligase",581,581,1,1,2346,NA,NA,"",1718,1718,1718,"APBHMKIJ_01835","FDAPHJIA_03495","IIEOGEEO_03223","ECBAHKLN_03136","OMPAEEHE_04275","CBFLKJKM_03429","PBEADCDK_03589","ANJCIHOA_03712","KPAOFOOC_03642","ACOJFAEA_03815","AJBEKOEN_03637","IGPMGEKP_03211","NCJKFECA_03119","LBLKLJFF_02593","ANCOLAMI_03886"
"garR","","2-hydroxy-3-oxopropionate reductase",581,581,1,1,2649,NA,NA,"",890,890,890,"APBHMKIJ_03126","FDAPHJIA_00101","IIEOGEEO_02260","ECBAHKLN_00101","OMPAEEHE_02825","CBFLKJKM_02722","PBEADCDK_04073","ANJCIHOA_00527","KPAOFOOC_00101","ACOJFAEA_00101","AJBEKOEN_00568","IGPMGEKP_01678","NCJKFECA_02048","LBLKLJFF_00732","ANCOLAMI_01310"
"group_6243","","L-talarate/galactarate dehydratase",581,581,1,1,1872,NA,NA,"",1196,1196,1196,"APBHMKIJ_00067","FDAPHJIA_01610","IIEOGEEO_02018","ECBAHKLN_02114","OMPAEEHE_02982","CBFLKJKM_00521","PBEADCDK_02008","ANJCIHOA_01857","KPAOFOOC_01715","ACOJFAEA_02216","AJBEKOEN_02047","IGPMGEKP_02111","NCJKFECA_01048","LBLKLJFF_01727","ANCOLAMI_02454"
"yfcO","","putative protein YfcO",581,581,1,1,2390,NA,NA,"",842,842,842,"APBHMKIJ_01878","FDAPHJIA_03452","IIEOGEEO_03180","ECBAHKLN_03179","OMPAEEHE_04318","CBFLKJKM_03472","PBEADCDK_03632","ANJCIHOA_03755","KPAOFOOC_03599","ACOJFAEA_03772","AJBEKOEN_03680","IGPMGEKP_03168","NCJKFECA_03076","LBLKLJFF_02550","ANCOLAMI_03843"
"qseF","","Transcriptional regulatory protein QseF",581,581,1,1,4092,NA,NA,"",1337,1337,1337,"APBHMKIJ_04284","FDAPHJIA_01902","IIEOGEEO_00490","ECBAHKLN_02547","OMPAEEHE_03555","CBFLKJKM_00812","PBEADCDK_02582","ANJCIHOA_02696","KPAOFOOC_02147","ACOJFAEA_02369","AJBEKOEN_02618","IGPMGEKP_01169","NCJKFECA_01482","LBLKLJFF_01472","ANCOLAMI_03027"
"ybhS","","putative multidrug ABC transporter permease YbhS",581,581,1,1,4245,NA,NA,"",1130,1130,1130,"APBHMKIJ_01023","FDAPHJIA_03652","IIEOGEEO_02736","ECBAHKLN_01377","OMPAEEHE_04254","CBFLKJKM_04340","PBEADCDK_00049","ANJCIHOA_00676","KPAOFOOC_02235","ACOJFAEA_00676","AJBEKOEN_04340","IGPMGEKP_02540","NCJKFECA_02645","LBLKLJFF_02261","ANCOLAMI_01849"
"gudP_2","","putative glucarate transporter",581,581,1,1,1873,NA,NA,"",1310,1310,1310,"APBHMKIJ_00066","FDAPHJIA_01609","IIEOGEEO_02019","ECBAHKLN_02115","OMPAEEHE_02983","CBFLKJKM_00520","PBEADCDK_02007","ANJCIHOA_01858","KPAOFOOC_01716","ACOJFAEA_02217","AJBEKOEN_02046","IGPMGEKP_02112","NCJKFECA_01049","LBLKLJFF_01726","ANCOLAMI_02453"
"yjiE_1","","HTH-type transcriptional regulator YjiE",581,581,1,1,6155,NA,NA,"",908,908,908,"APBHMKIJ_03250","FDAPHJIA_00902","IIEOGEEO_04633","ECBAHKLN_03543","OMPAEEHE_02690","CBFLKJKM_01978","PBEADCDK_01746","ANJCIHOA_01261","KPAOFOOC_01220","ACOJFAEA_01260","AJBEKOEN_00965","IGPMGEKP_00297","NCJKFECA_00647","LBLKLJFF_03650","ANCOLAMI_02045"
"dapA","","4-hydroxy-tetrahydrodipicolinate synthase",581,581,1,1,4174,NA,NA,"",878,878,878,"APBHMKIJ_01539","FDAPHJIA_01979","IIEOGEEO_00412","ECBAHKLN_02469","OMPAEEHE_01813","CBFLKJKM_00889","PBEADCDK_02504","ANJCIHOA_02618","KPAOFOOC_02069","ACOJFAEA_02446","AJBEKOEN_02540","IGPMGEKP_01091","NCJKFECA_01403","LBLKLJFF_01107","ANCOLAMI_02949"
"pstS","","Phosphate-binding protein PstS",581,581,1,1,1395,NA,NA,"",1040,1040,1040,"APBHMKIJ_03975","FDAPHJIA_04161","IIEOGEEO_02654","ECBAHKLN_04194","OMPAEEHE_04082","CBFLKJKM_04170","PBEADCDK_04392","ANJCIHOA_04354","KPAOFOOC_04224","ACOJFAEA_04280","AJBEKOEN_04284","IGPMGEKP_04074","NCJKFECA_04145","LBLKLJFF_01968","ANCOLAMI_04351"
"valS","","Valine--tRNA ligase",581,581,1,1,6106,NA,NA,"",2855,2855,2855,"APBHMKIJ_04614","FDAPHJIA_00856","IIEOGEEO_03331","ECBAHKLN_02934","OMPAEEHE_02736","CBFLKJKM_02024","PBEADCDK_01699","ANJCIHOA_01307","KPAOFOOC_01266","ACOJFAEA_01306","AJBEKOEN_00919","IGPMGEKP_00251","NCJKFECA_00601","LBLKLJFF_04009","ANCOLAMI_02091"
"alaA","","Glutamate-pyruvate aminotransferase AlaA",581,581,1,1,3885,NA,NA,"",1214,1214,1214,"APBHMKIJ_01373","FDAPHJIA_02145","IIEOGEEO_02103","ECBAHKLN_02303","OMPAEEHE_01647","CBFLKJKM_01055","PBEADCDK_02336","ANJCIHOA_02452","KPAOFOOC_01904","ACOJFAEA_02612","AJBEKOEN_02375","IGPMGEKP_00925","NCJKFECA_01237","LBLKLJFF_02543","ANCOLAMI_02783"
"mepA","","Penicillin-insensitive murein endopeptidase",581,581,1,1,3944,NA,NA,"",824,824,824,"APBHMKIJ_01426","FDAPHJIA_02092","IIEOGEEO_02050","ECBAHKLN_02356","OMPAEEHE_01700","CBFLKJKM_01002","PBEADCDK_02391","ANJCIHOA_02505","KPAOFOOC_01957","ACOJFAEA_02559","AJBEKOEN_02428","IGPMGEKP_00978","NCJKFECA_01290","LBLKLJFF_02490","ANCOLAMI_02836"
"cbpM","","Chaperone modulatory protein CbpM",581,581,1,1,4531,NA,NA,"",305,305,305,"APBHMKIJ_00765","FDAPHJIA_03254","IIEOGEEO_02997","ECBAHKLN_01635","OMPAEEHE_00723","CBFLKJKM_03059","PBEADCDK_00307","ANJCIHOA_00935","KPAOFOOC_02493","ACOJFAEA_00934","AJBEKOEN_01756","IGPMGEKP_02205","NCJKFECA_03854","LBLKLJFF_04511","ANCOLAMI_01589"
"lolC","","Lipoprotein-releasing system transmembrane protein LolC",581,581,1,1,5439,NA,NA,"",1199,1199,1199,"APBHMKIJ_01120","FDAPHJIA_01134","IIEOGEEO_02236","ECBAHKLN_01241","OMPAEEHE_01484","CBFLKJKM_02249","PBEADCDK_03061","ANJCIHOA_03152","KPAOFOOC_02807","ACOJFAEA_03268","AJBEKOEN_03074","IGPMGEKP_02656","NCJKFECA_03213","LBLKLJFF_01595","ANCOLAMI_00085"
"gmuD","","6-phospho-beta-glucosidase GmuD",581,581,1,1,1468,NA,NA,"",1382,1382,1382,"APBHMKIJ_04340","FDAPHJIA_01527","IIEOGEEO_03855","ECBAHKLN_02197","OMPAEEHE_03065","CBFLKJKM_00438","PBEADCDK_01925","ANJCIHOA_01940","KPAOFOOC_01798","ACOJFAEA_02299","AJBEKOEN_01964","IGPMGEKP_04010","NCJKFECA_01131","LBLKLJFF_03142","ANCOLAMI_02371"
"ftsE","","Cell division ATP-binding protein FtsE",581,581,1,1,1733,NA,NA,"",668,668,668,"APBHMKIJ_00198","FDAPHJIA_01741","IIEOGEEO_01205","ECBAHKLN_01983","OMPAEEHE_02254","CBFLKJKM_00651","PBEADCDK_02138","ANJCIHOA_01726","KPAOFOOC_01584","ACOJFAEA_02085","AJBEKOEN_02177","IGPMGEKP_01981","NCJKFECA_00917","LBLKLJFF_00602","ANCOLAMI_02585"
"accC","","Biotin carboxylase",581,581,1,1,1968,NA,NA,"",1349,1349,1349,"APBHMKIJ_04397","FDAPHJIA_04491","IIEOGEEO_04029","ECBAHKLN_04496","OMPAEEHE_04461","CBFLKJKM_04538","PBEADCDK_04543","ANJCIHOA_04557","KPAOFOOC_04489","ACOJFAEA_04524","AJBEKOEN_04527","IGPMGEKP_04502","NCJKFECA_04370","LBLKLJFF_03325","ANCOLAMI_04559"
"dcuD","","Putative cryptic C4-dicarboxylate transporter DcuD",581,581,1,1,371,NA,NA,"",1385,1385,1385,"APBHMKIJ_02681","FDAPHJIA_03828","IIEOGEEO_01709","ECBAHKLN_03451","OMPAEEHE_03456","CBFLKJKM_03950","PBEADCDK_03904","ANJCIHOA_03964","KPAOFOOC_03775","ACOJFAEA_03891","AJBEKOEN_03952","IGPMGEKP_03554","NCJKFECA_03460","LBLKLJFF_04110","ANCOLAMI_03962"
"cadB","","putative cadaverine/lysine antiporter",581,581,1,1,4097,NA,NA,"",1331,1331,1331,"APBHMKIJ_04280","FDAPHJIA_01906","IIEOGEEO_00486","ECBAHKLN_02543","OMPAEEHE_03559","CBFLKJKM_00816","PBEADCDK_02578","ANJCIHOA_02692","KPAOFOOC_02143","ACOJFAEA_02373","AJBEKOEN_02614","IGPMGEKP_01165","NCJKFECA_01478","LBLKLJFF_01476","ANCOLAMI_03023"
"yfiC","","tRNA1(Val) (adenine(37)-N6)-methyltransferase",581,581,1,1,4066,NA,NA,"",737,737,737,"APBHMKIJ_04310","FDAPHJIA_01876","IIEOGEEO_00516","ECBAHKLN_02573","OMPAEEHE_03529","CBFLKJKM_00786","PBEADCDK_02608","ANJCIHOA_02722","KPAOFOOC_02173","ACOJFAEA_02343","AJBEKOEN_02644","IGPMGEKP_01195","NCJKFECA_01508","LBLKLJFF_01446","ANCOLAMI_03053"
