"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR5928153","SRR28323390","SRR14766438","NDSU16","SRR5000227","SRR10037225","SRR5905291","SRR10963338","SRR1501680","SRR5928609","SRR2911774","SRR2962651","SRR14766386","SRR11043408","SRR2096614"
"ddlA","","D-alanine--D-alanine ligase A",579,579,1,1,743,NA,NA,"",1112,1112,1112,"BMGCDLMI_01631","OILBKPLO_00607","EJBBKOOG_00767","PJHKJHDN_02267","FKHFPJNE_02985","KILFPKNN_02697","FGPKPDMB_02835","HJPBANPH_00528","BPMCEJLP_02908","MAMFPLAJ_00952","PFMPIDLH_02028","MAOMFHLF_03006","OKEMFKGG_03277","OBBHNEFO_02901","NJPCONAJ_00198"
"group_2355","","hypothetical protein",579,579,1,1,734,NA,NA,"",455,455,455,"BMGCDLMI_01639","OILBKPLO_00615","EJBBKOOG_00775","PJHKJHDN_02275","FKHFPJNE_02977","KILFPKNN_02689","FGPKPDMB_02843","HJPBANPH_00520","BPMCEJLP_02916","MAMFPLAJ_00960","PFMPIDLH_02036","MAOMFHLF_03014","OKEMFKGG_03269","OBBHNEFO_02893","NJPCONAJ_00190"
"tgt","","Queuine tRNA-ribosyltransferase",579,579,1,1,713,NA,NA,"",1127,1127,1127,"BMGCDLMI_01657","OILBKPLO_00633","EJBBKOOG_00793","PJHKJHDN_02293","FKHFPJNE_02959","KILFPKNN_02671","FGPKPDMB_02861","HJPBANPH_00502","BPMCEJLP_02934","MAMFPLAJ_00978","PFMPIDLH_02054","MAOMFHLF_03032","OKEMFKGG_03251","OBBHNEFO_02875","NJPCONAJ_00172"
"ampG","","Anhydromuropeptide permease",579,579,1,1,660,NA,NA,"",1481,1481,1481,"BMGCDLMI_01698","OILBKPLO_00674","EJBBKOOG_00834","PJHKJHDN_02334","FKHFPJNE_02918","KILFPKNN_02630","FGPKPDMB_02902","HJPBANPH_00461","BPMCEJLP_02973","MAMFPLAJ_01019","PFMPIDLH_02095","MAOMFHLF_03073","OKEMFKGG_03210","OBBHNEFO_02834","NJPCONAJ_00131"
"group_2405","","hypothetical protein",579,579,1,1,659,NA,NA,"",632,632,632,"BMGCDLMI_01699","OILBKPLO_00675","EJBBKOOG_00835","PJHKJHDN_02335","FKHFPJNE_02917","KILFPKNN_02629","FGPKPDMB_02903","HJPBANPH_00460","BPMCEJLP_02974","MAMFPLAJ_01020","PFMPIDLH_02096","MAOMFHLF_03074","OKEMFKGG_03209","OBBHNEFO_02833","NJPCONAJ_00130"
"bolA","","DNA-binding transcriptional regulator BolA",579,579,1,1,658,NA,NA,"",314,314,314,"BMGCDLMI_01700","OILBKPLO_00676","EJBBKOOG_00836","PJHKJHDN_02336","FKHFPJNE_02916","KILFPKNN_02628","FGPKPDMB_02904","HJPBANPH_00459","BPMCEJLP_02975","MAMFPLAJ_01021","PFMPIDLH_02097","MAOMFHLF_03075","OKEMFKGG_03208","OBBHNEFO_02832","NJPCONAJ_00129"
"tig","","Trigger factor",579,579,1,1,657,NA,NA,"",1298,1298,1298,"BMGCDLMI_01701","OILBKPLO_00677","EJBBKOOG_00837","PJHKJHDN_02337","FKHFPJNE_02915","KILFPKNN_02627","FGPKPDMB_02905","HJPBANPH_00458","BPMCEJLP_02976","MAMFPLAJ_01022","PFMPIDLH_02098","MAOMFHLF_03076","OKEMFKGG_03207","OBBHNEFO_02831","NJPCONAJ_00128"
"lon_2","","Lon protease",579,579,1,1,653,NA,NA,"",2354,2354,2354,"BMGCDLMI_01704","OILBKPLO_00680","EJBBKOOG_00840","PJHKJHDN_02340","FKHFPJNE_02912","KILFPKNN_02624","FGPKPDMB_02908","HJPBANPH_00455","BPMCEJLP_02979","MAMFPLAJ_01025","PFMPIDLH_02101","MAOMFHLF_03079","OKEMFKGG_03204","OBBHNEFO_02828","NJPCONAJ_00125"
"hupB","","DNA-binding protein HU-beta",579,579,1,1,652,NA,NA,"",272,272,272,"BMGCDLMI_01705","OILBKPLO_00681","EJBBKOOG_00841","PJHKJHDN_02341","FKHFPJNE_02911","KILFPKNN_02623","FGPKPDMB_02909","HJPBANPH_00454","BPMCEJLP_02980","MAMFPLAJ_01026","PFMPIDLH_02102","MAOMFHLF_03080","OKEMFKGG_03203","OBBHNEFO_02827","NJPCONAJ_00124"
"ppiD","","Peptidyl-prolyl cis-trans isomerase D",579,579,1,1,651,NA,NA,"",1871,1871,1871,"BMGCDLMI_01706","OILBKPLO_00682","EJBBKOOG_00842","PJHKJHDN_02342","FKHFPJNE_02910","KILFPKNN_02622","FGPKPDMB_02910","HJPBANPH_00453","BPMCEJLP_02981","MAMFPLAJ_01027","PFMPIDLH_02103","MAOMFHLF_03081","OKEMFKGG_03202","OBBHNEFO_02826","NJPCONAJ_00123"
"group_2411","","putative protein",579,579,1,1,650,NA,NA,"",374,374,374,"BMGCDLMI_01707","OILBKPLO_00683","EJBBKOOG_00843","PJHKJHDN_02343","FKHFPJNE_02909","KILFPKNN_02621","FGPKPDMB_02911","HJPBANPH_00452","BPMCEJLP_02982","MAMFPLAJ_01028","PFMPIDLH_02104","MAOMFHLF_03082","OKEMFKGG_03201","OBBHNEFO_02825","NJPCONAJ_00122"
"fadM","","Long-chain acyl-CoA thioesterase FadM",579,579,1,1,649,NA,NA,"",398,398,398,"BMGCDLMI_01708","OILBKPLO_00684","EJBBKOOG_00844","PJHKJHDN_02344","FKHFPJNE_02908","KILFPKNN_02620","FGPKPDMB_02912","HJPBANPH_00451","BPMCEJLP_02983","MAMFPLAJ_01029","PFMPIDLH_02105","MAOMFHLF_03083","OKEMFKGG_03200","OBBHNEFO_02824","NJPCONAJ_00121"
"queC","","7-cyano-7-deazaguanine synthase",579,579,1,1,648,NA,NA,"",695,695,695,"BMGCDLMI_01709","OILBKPLO_00685","EJBBKOOG_00845","PJHKJHDN_02345","FKHFPJNE_02907","KILFPKNN_02619","FGPKPDMB_02913","HJPBANPH_00450","BPMCEJLP_02984","MAMFPLAJ_01030","PFMPIDLH_02106","MAOMFHLF_03084","OKEMFKGG_03199","OBBHNEFO_02823","NJPCONAJ_00120"
"sgrR_1","","HTH-type transcriptional regulator SgrR",579,579,1,1,647,NA,NA,"",749,749,749,"BMGCDLMI_01710","OILBKPLO_00686","EJBBKOOG_00846","PJHKJHDN_02346","FKHFPJNE_02906","KILFPKNN_02618","FGPKPDMB_02914","HJPBANPH_00449","BPMCEJLP_02985","MAMFPLAJ_01031","PFMPIDLH_02107","MAOMFHLF_03085","OKEMFKGG_03198","OBBHNEFO_02822","NJPCONAJ_00119"
"sgrR_2","","HTH-type transcriptional regulator SgrR",579,579,1,1,646,NA,NA,"",923,923,923,"BMGCDLMI_01711","OILBKPLO_00687","EJBBKOOG_00847","PJHKJHDN_02347","FKHFPJNE_02905","KILFPKNN_02617","FGPKPDMB_02915","HJPBANPH_00448","BPMCEJLP_02986","MAMFPLAJ_01032","PFMPIDLH_02108","MAOMFHLF_03086","OKEMFKGG_03197","OBBHNEFO_02821","NJPCONAJ_00118"
"sbnA","","N-(2-amino-2-carboxyethyl)-L-glutamate synthase",579,579,1,1,643,NA,NA,"",1055,1055,1055,"BMGCDLMI_01713","OILBKPLO_00689","EJBBKOOG_00849","PJHKJHDN_02349","FKHFPJNE_02903","KILFPKNN_02615","FGPKPDMB_02917","HJPBANPH_00446","BPMCEJLP_02988","MAMFPLAJ_01034","PFMPIDLH_02110","MAOMFHLF_03088","OKEMFKGG_03195","OBBHNEFO_02819","NJPCONAJ_00116"
"decR","","DNA-binding transcriptional activator DecR",579,579,1,1,642,NA,NA,"",458,458,458,"BMGCDLMI_01714","OILBKPLO_00690","EJBBKOOG_00850","PJHKJHDN_02350","FKHFPJNE_02902","KILFPKNN_02614","FGPKPDMB_02918","HJPBANPH_00445","BPMCEJLP_02989","MAMFPLAJ_01035","PFMPIDLH_02111","MAOMFHLF_03089","OKEMFKGG_03194","OBBHNEFO_02818","NJPCONAJ_00115"
"yheI","","putative multidrug resistance ABC transporter ATP-binding/permease protein YheI",579,579,1,1,641,NA,NA,"",1772,1772,1772,"BMGCDLMI_01715","OILBKPLO_00691","EJBBKOOG_00851","PJHKJHDN_02351","FKHFPJNE_02901","KILFPKNN_02613","FGPKPDMB_02919","HJPBANPH_00444","BPMCEJLP_02990","MAMFPLAJ_01036","PFMPIDLH_02112","MAOMFHLF_03090","OKEMFKGG_03193","OBBHNEFO_02817","NJPCONAJ_00114"
"mdlB","","Multidrug resistance-like ATP-binding protein MdlB",579,579,1,1,640,NA,NA,"",1781,1781,1781,"BMGCDLMI_01716","OILBKPLO_00692","EJBBKOOG_00852","PJHKJHDN_02352","FKHFPJNE_02900","KILFPKNN_02612","FGPKPDMB_02920","HJPBANPH_00443","BPMCEJLP_02991","MAMFPLAJ_01037","PFMPIDLH_02113","MAOMFHLF_03091","OKEMFKGG_03192","OBBHNEFO_02816","NJPCONAJ_00113"
"glnK","","Nitrogen regulatory protein P-II 2",579,579,1,1,639,NA,NA,"",338,338,338,"BMGCDLMI_01717","OILBKPLO_00693","EJBBKOOG_00853","PJHKJHDN_02353","FKHFPJNE_02899","KILFPKNN_02611","FGPKPDMB_02921","HJPBANPH_00442","BPMCEJLP_02992","MAMFPLAJ_01038","PFMPIDLH_02114","MAOMFHLF_03092","OKEMFKGG_03191","OBBHNEFO_02815","NJPCONAJ_00112"
"amtB","","Ammonia channel",579,579,1,1,638,NA,NA,"",1286,1286,1286,"BMGCDLMI_01718","OILBKPLO_00694","EJBBKOOG_00854","PJHKJHDN_02354","FKHFPJNE_02898","KILFPKNN_02610","FGPKPDMB_02922","HJPBANPH_00441","BPMCEJLP_02993","MAMFPLAJ_01039","PFMPIDLH_02115","MAOMFHLF_03093","OKEMFKGG_03190","OBBHNEFO_02814","NJPCONAJ_00111"
"tesB","","Acyl-CoA thioesterase 2",579,579,1,1,637,NA,NA,"",860,860,860,"BMGCDLMI_01719","OILBKPLO_00695","EJBBKOOG_00855","PJHKJHDN_02355","FKHFPJNE_02897","KILFPKNN_02609","FGPKPDMB_02923","HJPBANPH_00440","BPMCEJLP_02994","MAMFPLAJ_01040","PFMPIDLH_02116","MAOMFHLF_03094","OKEMFKGG_03189","OBBHNEFO_02813","NJPCONAJ_00110"
"ybaY","","putative lipoprotein YbaY",579,579,1,1,636,NA,NA,"",569,569,569,"BMGCDLMI_01720","OILBKPLO_00696","EJBBKOOG_00856","PJHKJHDN_02356","FKHFPJNE_02896","KILFPKNN_02608","FGPKPDMB_02924","HJPBANPH_00439","BPMCEJLP_02995","MAMFPLAJ_01041","PFMPIDLH_02117","MAOMFHLF_03095","OKEMFKGG_03188","OBBHNEFO_02812","NJPCONAJ_00109"
"atl","","DNA base-flipping protein",579,579,1,1,635,NA,NA,"",311,311,311,"BMGCDLMI_01721","OILBKPLO_00697","EJBBKOOG_00857","PJHKJHDN_02357","FKHFPJNE_02895","KILFPKNN_02607","FGPKPDMB_02925","HJPBANPH_00438","BPMCEJLP_02996","MAMFPLAJ_01042","PFMPIDLH_02118","MAOMFHLF_03096","OKEMFKGG_03187","OBBHNEFO_02811","NJPCONAJ_00108"
"pdeB","","putative cyclic di-GMP phosphodiesterase PdeB",579,579,1,1,634,NA,NA,"",1550,1550,1550,"BMGCDLMI_01722","OILBKPLO_00698","EJBBKOOG_00858","PJHKJHDN_02358","FKHFPJNE_02894","KILFPKNN_02606","FGPKPDMB_02926","HJPBANPH_00437","BPMCEJLP_02997","MAMFPLAJ_01043","PFMPIDLH_02119","MAOMFHLF_03097","OKEMFKGG_03186","OBBHNEFO_02810","NJPCONAJ_00107"
"rpmE2","","50S ribosomal protein L31 type B",579,579,1,1,633,NA,NA,"",260,260,260,"BMGCDLMI_01723","OILBKPLO_00699","EJBBKOOG_00859","PJHKJHDN_02359","FKHFPJNE_02893","KILFPKNN_02605","FGPKPDMB_02927","HJPBANPH_00436","BPMCEJLP_02998","MAMFPLAJ_01044","PFMPIDLH_02120","MAOMFHLF_03098","OKEMFKGG_03185","OBBHNEFO_02809","NJPCONAJ_00106"
"ylaC","","Inner membrane protein YlaC",579,579,1,1,632,NA,NA,"",470,470,470,"BMGCDLMI_01724","OILBKPLO_00700","EJBBKOOG_00860","PJHKJHDN_02360","FKHFPJNE_02892","KILFPKNN_02604","FGPKPDMB_02928","HJPBANPH_00435","BPMCEJLP_02999","MAMFPLAJ_01045","PFMPIDLH_02121","MAOMFHLF_03099","OKEMFKGG_03184","OBBHNEFO_02808","NJPCONAJ_00105"
"maa","","Maltose O-acetyltransferase",579,579,1,1,631,NA,NA,"",551,551,551,"BMGCDLMI_01725","OILBKPLO_00701","EJBBKOOG_00861","PJHKJHDN_02361","FKHFPJNE_02891","KILFPKNN_02603","FGPKPDMB_02929","HJPBANPH_00434","BPMCEJLP_03000","MAMFPLAJ_01046","PFMPIDLH_02122","MAOMFHLF_03100","OKEMFKGG_03183","OBBHNEFO_02807","NJPCONAJ_00104"
"group_2431","","hypothetical protein",579,579,1,1,621,NA,NA,"",167,167,167,"BMGCDLMI_01733","OILBKPLO_00709","EJBBKOOG_00869","PJHKJHDN_02369","FKHFPJNE_02883","KILFPKNN_02595","FGPKPDMB_02937","HJPBANPH_00426","BPMCEJLP_03008","MAMFPLAJ_02615","PFMPIDLH_02130","MAOMFHLF_03108","OKEMFKGG_03175","OBBHNEFO_02799","NJPCONAJ_00096"
"priC","","Primosomal replication protein N''",579,579,1,1,620,NA,NA,"",515,515,515,"BMGCDLMI_01734","OILBKPLO_00710","EJBBKOOG_00870","PJHKJHDN_02370","FKHFPJNE_02882","KILFPKNN_02594","FGPKPDMB_02938","HJPBANPH_00425","BPMCEJLP_03009","MAMFPLAJ_02614","PFMPIDLH_02131","MAOMFHLF_03109","OKEMFKGG_03174","OBBHNEFO_02798","NJPCONAJ_00095"
"ybaN","","Inner membrane protein YbaN",579,579,1,1,619,NA,NA,"",377,377,377,"BMGCDLMI_01735","OILBKPLO_00711","EJBBKOOG_00871","PJHKJHDN_02371","FKHFPJNE_02881","KILFPKNN_02593","FGPKPDMB_02939","HJPBANPH_00424","BPMCEJLP_03010","MAMFPLAJ_02613","PFMPIDLH_02132","MAOMFHLF_03110","OKEMFKGG_03173","OBBHNEFO_02797","NJPCONAJ_00094"
"apt","","Adenine phosphoribosyltransferase",579,579,1,1,618,NA,NA,"",551,551,551,"BMGCDLMI_01736","OILBKPLO_00712","EJBBKOOG_00872","PJHKJHDN_02372","FKHFPJNE_02880","KILFPKNN_02592","FGPKPDMB_02940","HJPBANPH_00423","BPMCEJLP_03011","MAMFPLAJ_02612","PFMPIDLH_02133","MAOMFHLF_03111","OKEMFKGG_03172","OBBHNEFO_02796","NJPCONAJ_00093"
"dnaX","","DNA polymerase III subunit tau",579,579,1,1,617,NA,NA,"",1928,1928,1928,"BMGCDLMI_01737","OILBKPLO_00713","EJBBKOOG_00873","PJHKJHDN_02373","FKHFPJNE_02879","KILFPKNN_02591","FGPKPDMB_02941","HJPBANPH_00422","BPMCEJLP_03012","MAMFPLAJ_02611","PFMPIDLH_02134","MAOMFHLF_03112","OKEMFKGG_03171","OBBHNEFO_02795","NJPCONAJ_00092"
"ybaB","","Nucleoid-associated protein YbaB",579,579,1,1,616,NA,NA,"",329,329,329,"BMGCDLMI_01738","OILBKPLO_00714","EJBBKOOG_00874","PJHKJHDN_02374","FKHFPJNE_02878","KILFPKNN_02590","FGPKPDMB_02942","HJPBANPH_00421","BPMCEJLP_03013","MAMFPLAJ_02610","PFMPIDLH_02135","MAOMFHLF_03113","OKEMFKGG_03170","OBBHNEFO_02794","NJPCONAJ_00091"
"recR","","Recombination protein RecR",579,579,1,1,615,NA,NA,"",605,605,605,"BMGCDLMI_01739","OILBKPLO_00715","EJBBKOOG_00875","PJHKJHDN_02375","FKHFPJNE_02877","KILFPKNN_02589","FGPKPDMB_02943","HJPBANPH_00420","BPMCEJLP_03014","MAMFPLAJ_02609","PFMPIDLH_02136","MAOMFHLF_03114","OKEMFKGG_03169","OBBHNEFO_02793","NJPCONAJ_00090"
"htpG","","Chaperone protein HtpG",579,579,1,1,614,NA,NA,"",1874,1874,1874,"BMGCDLMI_01740","OILBKPLO_00716","EJBBKOOG_00876","PJHKJHDN_02376","FKHFPJNE_02876","KILFPKNN_02588","FGPKPDMB_02944","HJPBANPH_00419","BPMCEJLP_03015","MAMFPLAJ_02608","PFMPIDLH_02137","MAOMFHLF_03115","OKEMFKGG_03168","OBBHNEFO_02792","NJPCONAJ_00089"
"adk","","Adenylate kinase",579,579,1,1,613,NA,NA,"",644,644,644,"BMGCDLMI_01741","OILBKPLO_00717","EJBBKOOG_00877","PJHKJHDN_02377","FKHFPJNE_02875","KILFPKNN_02587","FGPKPDMB_02945","HJPBANPH_00418","BPMCEJLP_03016","MAMFPLAJ_02607","PFMPIDLH_02138","MAOMFHLF_03116","OKEMFKGG_03167","OBBHNEFO_02791","NJPCONAJ_00088"
"prsE_2","","Type I secretion system membrane fusion protein PrsE",579,579,1,1,2065,NA,NA,"",365,1277,1235,"BMGCDLMI_02800","OILBKPLO_02694","EJBBKOOG_04389","PJHKJHDN_02525","FKHFPJNE_01618","KILFPKNN_01387","FGPKPDMB_00727","HJPBANPH_00004","BPMCEJLP_00058","MAMFPLAJ_02490","PFMPIDLH_01057","MAOMFHLF_02358","OKEMFKGG_01750","OBBHNEFO_00728","NJPCONAJ_03541"
"hemH","","Ferrochelatase",579,579,1,1,612,NA,NA,"",962,962,962,"BMGCDLMI_01742","OILBKPLO_00718","EJBBKOOG_00878","PJHKJHDN_02378","FKHFPJNE_02874","KILFPKNN_02586","FGPKPDMB_02946","HJPBANPH_00417","BPMCEJLP_03017","MAMFPLAJ_02606","PFMPIDLH_02139","MAOMFHLF_03117","OKEMFKGG_03166","OBBHNEFO_02790","NJPCONAJ_00087"
"aes","","Acetyl esterase",579,579,1,1,611,NA,NA,"",971,971,971,"BMGCDLMI_01743","OILBKPLO_00719","EJBBKOOG_00879","PJHKJHDN_02379","FKHFPJNE_02873","KILFPKNN_02585","FGPKPDMB_02947","HJPBANPH_00416","BPMCEJLP_03018","MAMFPLAJ_02605","PFMPIDLH_02140","MAOMFHLF_03118","OKEMFKGG_03165","OBBHNEFO_02789","NJPCONAJ_00086"
"gsk","","Inosine-guanosine kinase",579,579,1,1,610,NA,NA,"",1349,1349,1349,"BMGCDLMI_01744","OILBKPLO_00720","EJBBKOOG_00880","PJHKJHDN_02380","FKHFPJNE_02872","KILFPKNN_02584","FGPKPDMB_02948","HJPBANPH_00415","BPMCEJLP_03019","MAMFPLAJ_02604","PFMPIDLH_02141","MAOMFHLF_03119","OKEMFKGG_03164","OBBHNEFO_02788","NJPCONAJ_00085"
"ybaL","","Putative cation/proton antiporter YbaL",579,579,1,1,609,NA,NA,"",1676,1676,1676,"BMGCDLMI_01745","OILBKPLO_00721","EJBBKOOG_00881","PJHKJHDN_02381","FKHFPJNE_02871","KILFPKNN_02583","FGPKPDMB_02949","HJPBANPH_00414","BPMCEJLP_03020","MAMFPLAJ_02603","PFMPIDLH_02142","MAOMFHLF_03120","OKEMFKGG_03163","OBBHNEFO_02787","NJPCONAJ_00084"
"ushA","","Protein UshA",579,579,1,1,606,NA,NA,"",1652,1652,1652,"BMGCDLMI_01748","OILBKPLO_00724","EJBBKOOG_00884","PJHKJHDN_02384","FKHFPJNE_02868","KILFPKNN_02580","FGPKPDMB_02952","HJPBANPH_03639","BPMCEJLP_04232","MAMFPLAJ_02600","PFMPIDLH_02145","MAOMFHLF_04185","OKEMFKGG_04255","OBBHNEFO_02784","NJPCONAJ_00082"
"ybaK","","Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK",579,579,1,1,605,NA,NA,"",479,479,479,"BMGCDLMI_01749","OILBKPLO_00725","EJBBKOOG_00885","PJHKJHDN_02385","FKHFPJNE_02867","KILFPKNN_02579","FGPKPDMB_02953","HJPBANPH_03638","BPMCEJLP_04231","MAMFPLAJ_02599","PFMPIDLH_02146","MAOMFHLF_04184","OKEMFKGG_04256","OBBHNEFO_02783","NJPCONAJ_00081"
"group_2446","","hypothetical protein",579,579,1,1,604,NA,NA,"",794,794,794,"BMGCDLMI_01750","OILBKPLO_00726","EJBBKOOG_00886","PJHKJHDN_02386","FKHFPJNE_02866","KILFPKNN_02578","FGPKPDMB_02954","HJPBANPH_03637","BPMCEJLP_04230","MAMFPLAJ_02598","PFMPIDLH_02147","MAOMFHLF_04183","OKEMFKGG_04257","OBBHNEFO_02782","NJPCONAJ_00080"
"cueR","","HTH-type transcriptional regulator CueR",579,579,1,1,601,NA,NA,"",416,416,416,"BMGCDLMI_01753","OILBKPLO_00729","EJBBKOOG_00889","PJHKJHDN_02389","FKHFPJNE_02863","KILFPKNN_02575","FGPKPDMB_02957","HJPBANPH_03634","BPMCEJLP_04227","MAMFPLAJ_02595","PFMPIDLH_02150","MAOMFHLF_04180","OKEMFKGG_04260","OBBHNEFO_02779","NJPCONAJ_00077"
"ybbJ","","Inner membrane protein YbbJ",579,579,1,1,598,NA,NA,"",452,452,452,"BMGCDLMI_01754","OILBKPLO_00730","EJBBKOOG_00890","PJHKJHDN_02390","FKHFPJNE_02862","KILFPKNN_02574","FGPKPDMB_02958","HJPBANPH_03633","BPMCEJLP_04226","MAMFPLAJ_02594","PFMPIDLH_02151","MAOMFHLF_04179","OKEMFKGG_04261","OBBHNEFO_02778","NJPCONAJ_00076"
"qmcA","","Protein QmcA",579,579,1,1,597,NA,NA,"",917,917,917,"BMGCDLMI_01755","OILBKPLO_00731","EJBBKOOG_00891","PJHKJHDN_02391","FKHFPJNE_02861","KILFPKNN_02573","FGPKPDMB_02959","HJPBANPH_03632","BPMCEJLP_04225","MAMFPLAJ_02593","PFMPIDLH_02152","MAOMFHLF_04178","OKEMFKGG_04262","OBBHNEFO_02777","NJPCONAJ_00075"
"fetA","","putative iron export ATP-binding protein FetA",579,579,1,1,596,NA,NA,"",677,677,677,"BMGCDLMI_01756","OILBKPLO_00732","EJBBKOOG_00892","PJHKJHDN_02392","FKHFPJNE_02860","KILFPKNN_02572","FGPKPDMB_02960","HJPBANPH_03631","BPMCEJLP_04224","MAMFPLAJ_02592","PFMPIDLH_02153","MAOMFHLF_04177","OKEMFKGG_04263","OBBHNEFO_02776","NJPCONAJ_00074"
"fetB","","putative iron export permease protein FetB",579,579,1,1,595,NA,NA,"",779,779,779,"BMGCDLMI_01757","OILBKPLO_00733","EJBBKOOG_00893","PJHKJHDN_02393","FKHFPJNE_02859","KILFPKNN_02571","FGPKPDMB_02961","HJPBANPH_03630","BPMCEJLP_04223","MAMFPLAJ_02591","PFMPIDLH_02154","MAOMFHLF_04176","OKEMFKGG_04264","OBBHNEFO_02775","NJPCONAJ_00073"
"cnoX","","Chaperedoxin",579,579,1,1,594,NA,NA,"",854,854,854,"BMGCDLMI_01758","OILBKPLO_00734","EJBBKOOG_00894","PJHKJHDN_02394","FKHFPJNE_02858","KILFPKNN_02570","FGPKPDMB_02962","HJPBANPH_03629","BPMCEJLP_04222","MAMFPLAJ_02590","PFMPIDLH_02155","MAOMFHLF_04175","OKEMFKGG_04265","OBBHNEFO_02774","NJPCONAJ_00072"
"group_2454","","hypothetical protein",579,579,1,1,593,NA,NA,"",770,770,770,"BMGCDLMI_01759","OILBKPLO_00735","EJBBKOOG_00895","PJHKJHDN_02395","FKHFPJNE_02857","KILFPKNN_02569","FGPKPDMB_02963","HJPBANPH_03628","BPMCEJLP_04221","MAMFPLAJ_02589","PFMPIDLH_02156","MAOMFHLF_04174","OKEMFKGG_04266","OBBHNEFO_02773","NJPCONAJ_00071"
"pcoE","","putative copper-binding protein PcoE",579,579,1,1,445,NA,NA,"",245,245,245,"BMGCDLMI_03384","OILBKPLO_03022","EJBBKOOG_01571","PJHKJHDN_03419","FKHFPJNE_03810","KILFPKNN_03321","FGPKPDMB_04092","HJPBANPH_02418","BPMCEJLP_03437","MAMFPLAJ_03506","PFMPIDLH_03746","MAOMFHLF_03601","OKEMFKGG_04094","OBBHNEFO_03876","NJPCONAJ_02674"
"rclR","","RCS-specific HTH-type transcriptional activator RclR",579,579,1,1,443,NA,NA,"",854,854,854,"BMGCDLMI_03382","OILBKPLO_03024","EJBBKOOG_01569","PJHKJHDN_03421","FKHFPJNE_03808","KILFPKNN_03323","FGPKPDMB_04090","HJPBANPH_02416","BPMCEJLP_03435","MAMFPLAJ_03508","PFMPIDLH_03744","MAOMFHLF_03599","OKEMFKGG_04092","OBBHNEFO_03878","NJPCONAJ_02672"
"rclA","","putative pyridine nucleotide-disulfide oxidoreductase RclA",579,579,1,1,442,NA,NA,"",1325,1325,1325,"BMGCDLMI_03381","OILBKPLO_03025","EJBBKOOG_01568","PJHKJHDN_03422","FKHFPJNE_03807","KILFPKNN_03324","FGPKPDMB_04089","HJPBANPH_02415","BPMCEJLP_03434","MAMFPLAJ_03509","PFMPIDLH_03743","MAOMFHLF_03598","OKEMFKGG_04091","OBBHNEFO_03879","NJPCONAJ_02671"
"rclB","","putative protein RclB",579,579,1,1,441,NA,NA,"",236,236,236,"BMGCDLMI_03380","OILBKPLO_03026","EJBBKOOG_01567","PJHKJHDN_03423","FKHFPJNE_03806","KILFPKNN_03325","FGPKPDMB_04088","HJPBANPH_02414","BPMCEJLP_03433","MAMFPLAJ_03510","PFMPIDLH_03742","MAOMFHLF_03597","OKEMFKGG_04090","OBBHNEFO_03880","NJPCONAJ_02670"
"rclC","","Inner membrane protein RclC",579,579,1,1,440,NA,NA,"",560,560,560,"BMGCDLMI_03379","OILBKPLO_03027","EJBBKOOG_01566","PJHKJHDN_03424","FKHFPJNE_03805","KILFPKNN_03326","FGPKPDMB_04087","HJPBANPH_02413","BPMCEJLP_03432","MAMFPLAJ_03511","PFMPIDLH_03741","MAOMFHLF_03596","OKEMFKGG_04089","OBBHNEFO_03881","NJPCONAJ_02669"
"group_2535","","hypothetical protein",579,579,1,1,439,NA,NA,"",1175,1175,1175,"BMGCDLMI_03378","OILBKPLO_03028","EJBBKOOG_01565","PJHKJHDN_03425","FKHFPJNE_03804","KILFPKNN_03327","FGPKPDMB_04086","HJPBANPH_02412","BPMCEJLP_03431","MAMFPLAJ_03512","PFMPIDLH_03740","MAOMFHLF_03595","OKEMFKGG_04088","OBBHNEFO_03882","NJPCONAJ_02668"
"ybdG","","Miniconductance mechanosensitive channel YbdG",579,579,1,1,437,NA,NA,"",1247,1247,1247,"BMGCDLMI_03376","OILBKPLO_03030","EJBBKOOG_01563","PJHKJHDN_03427","FKHFPJNE_03802","KILFPKNN_03329","FGPKPDMB_04084","HJPBANPH_02410","BPMCEJLP_03429","MAMFPLAJ_03514","PFMPIDLH_03738","MAOMFHLF_03593","OKEMFKGG_04086","OBBHNEFO_03884","NJPCONAJ_02666"
"ahpC_2","","Alkyl hydroperoxide reductase C",579,579,1,1,400,NA,NA,"",563,563,563,"BMGCDLMI_03342","OILBKPLO_03064","EJBBKOOG_01529","PJHKJHDN_03461","FKHFPJNE_03769","KILFPKNN_03363","FGPKPDMB_04050","HJPBANPH_02376","BPMCEJLP_03395","MAMFPLAJ_02325","PFMPIDLH_03704","MAOMFHLF_03559","OKEMFKGG_04052","OBBHNEFO_03918","NJPCONAJ_02632"
