"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR5905069","NDSU1","SRR14766415","SRR14766399","SRR3037435","SRR16506855","SRR16297815","SRR14766441","SRR2911775","SRR5905029","SRR7638087","SRR2994394","SRR14766408","SRR11043408","SRR3037400"
"ahpF","","Alkyl hydroperoxide reductase subunit F",579,579,1,1,396,NA,NA,"",383,1565,1562,"CNBCECDA_04035","GEPIEMCB_01831","FGNPIGJI_03157","MAMCPOAM_03638","CKPEMOEN_03822","MMJAGEHG_03914","DCCGOOHM_03794","IOEMIFOP_03084","NCJKFECA_03480","PLHCNFHB_03991","HNLCLDHN_03614","NNGIMOCL_03344","IEICFKFC_03821","OBBHNEFO_03919","JILAKEMF_04077"
"group_1402","","hypothetical protein",579,579,1,1,300,NA,NA,"",104,104,104,"CNBCECDA_03939","GEPIEMCB_01927","FGNPIGJI_03061","MAMCPOAM_04266","CKPEMOEN_03726","MMJAGEHG_04010","DCCGOOHM_03890","IOEMIFOP_02988","NCJKFECA_03384","PLHCNFHB_03895","HNLCLDHN_03710","NNGIMOCL_03440","IEICFKFC_03725","OBBHNEFO_04015","JILAKEMF_04425"
"group_1421","","hypothetical protein",579,579,1,1,6148,NA,NA,"",659,911,910,"CNBCECDA_01388","GEPIEMCB_02131","FGNPIGJI_02314","","CKPEMOEN_01460","MMJAGEHG_01442","DCCGOOHM_01937","IOEMIFOP_02783","NCJKFECA_00640","PLHCNFHB_00823","HNLCLDHN_00958","NNGIMOCL_02844","IEICFKFC_01310","OBBHNEFO_00959","JILAKEMF_01443"
"group_1424","","IS3 family transposase IS1230B",579,579,1,1,6122,NA,NA,"",431,533,532,"CNBCECDA_01410","GEPIEMCB_02153","FGNPIGJI_02292","MAMCPOAM_03818","CKPEMOEN_01438","MMJAGEHG_01420","DCCGOOHM_01959","IOEMIFOP_02761","NCJKFECA_00618","PLHCNFHB_00845","HNLCLDHN_00936","NNGIMOCL_04603","IEICFKFC_01332","OBBHNEFO_00937","JILAKEMF_01421"
"group_1445","","hypothetical protein",579,579,1,1,5971,NA,NA,"",476,515,514,"CNBCECDA_01555","GEPIEMCB_02298","FGNPIGJI_02147","MAMCPOAM_00233","CKPEMOEN_01293","MMJAGEHG_01275","DCCGOOHM_02103","IOEMIFOP_03503","NCJKFECA_00473","PLHCNFHB_00990","HNLCLDHN_00791","NNGIMOCL_02568","IEICFKFC_01477","OBBHNEFO_00792","JILAKEMF_01276"
"dcuB","","Anaerobic C4-dicarboxylate transporter DcuB",579,579,1,1,2113,NA,NA,"",1187,1340,1339,"CNBCECDA_01577","GEPIEMCB_02320","FGNPIGJI_04017","MAMCPOAM_01380","CKPEMOEN_01271","MMJAGEHG_01253","DCCGOOHM_02125","IOEMIFOP_03146","NCJKFECA_00451","PLHCNFHB_01012","HNLCLDHN_00769","NNGIMOCL_02590","IEICFKFC_01499","OBBHNEFO_00770","JILAKEMF_01254"
"fumB_1","","Fumarate hydratase class I, anaerobic",579,579,1,1,2112,NA,NA,"",1097,1646,1645,"CNBCECDA_01578","GEPIEMCB_02321","FGNPIGJI_04016","MAMCPOAM_01379","CKPEMOEN_01270","MMJAGEHG_01252","DCCGOOHM_02126","IOEMIFOP_03147","NCJKFECA_00450","PLHCNFHB_01013","HNLCLDHN_00768","NNGIMOCL_02591","IEICFKFC_01500","OBBHNEFO_00769","JILAKEMF_01253"
"group_1449","","hypothetical protein",579,579,1,1,2096,NA,NA,"",485,908,907,"CNBCECDA_01593","GEPIEMCB_02336","FGNPIGJI_04001","MAMCPOAM_01364","CKPEMOEN_01255","MMJAGEHG_01237","DCCGOOHM_02141","IOEMIFOP_03162","NCJKFECA_00435","PLHCNFHB_01028","HNLCLDHN_00753","NNGIMOCL_02606","IEICFKFC_01515","OBBHNEFO_00754","JILAKEMF_01238"
"gltP","","Proton/glutamate-aspartate symporter",579,579,1,1,2092,NA,NA,"",1190,1310,1309,"CNBCECDA_01597","GEPIEMCB_02340","FGNPIGJI_03997","MAMCPOAM_01360","CKPEMOEN_01251","MMJAGEHG_01233","DCCGOOHM_02145","IOEMIFOP_03166","NCJKFECA_00431","PLHCNFHB_01032","HNLCLDHN_00749","NNGIMOCL_02610","IEICFKFC_01519","OBBHNEFO_00750","JILAKEMF_01234"
"yhjV","","Inner membrane transport protein YhjV",579,579,1,1,1792,NA,NA,"",605,1298,1296,"CNBCECDA_00227","GEPIEMCB_02607","FGNPIGJI_01253","MAMCPOAM_00017","CKPEMOEN_01794","MMJAGEHG_02191","DCCGOOHM_02413","IOEMIFOP_01747","NCJKFECA_00974","PLHCNFHB_01338","HNLCLDHN_02063","NNGIMOCL_01431","IEICFKFC_01786","OBBHNEFO_02158","JILAKEMF_02191"
"nudE","","ADP compounds hydrolase NudE",579,579,1,1,1654,NA,NA,"",563,596,564,"CNBCECDA_00095","GEPIEMCB_02739","FGNPIGJI_01121","MAMCPOAM_00556","CKPEMOEN_01662","MMJAGEHG_02323","DCCGOOHM_02545","IOEMIFOP_01879","NCJKFECA_00842","PLHCNFHB_01206","HNLCLDHN_02195","NNGIMOCL_01563","IEICFKFC_01918","OBBHNEFO_02027","JILAKEMF_02322"
"rcsB_2","","Transcriptional regulatory protein RcsB",579,579,1,1,3752,NA,NA,"",560,650,649,"CNBCECDA_01638","GEPIEMCB_02802","FGNPIGJI_04341","MAMCPOAM_03450","CKPEMOEN_01996","MMJAGEHG_02713","DCCGOOHM_02608","IOEMIFOP_01942","NCJKFECA_01177","PLHCNFHB_02347","HNLCLDHN_01861","NNGIMOCL_01930","IEICFKFC_04568","OBBHNEFO_02687","JILAKEMF_02712"
"ubiG","","Ubiquinone biosynthesis O-methyltransferase",579,579,1,1,3759,NA,NA,"",224,728,727,"CNBCECDA_01644","GEPIEMCB_02808","FGNPIGJI_04347","MAMCPOAM_04086","CKPEMOEN_02002","MMJAGEHG_02707","DCCGOOHM_02614","IOEMIFOP_01948","NCJKFECA_01183","PLHCNFHB_02353","HNLCLDHN_01855","NNGIMOCL_01936","IEICFKFC_04574","OBBHNEFO_02681","JILAKEMF_02706"
"gltC","","HTH-type transcriptional regulator GltC",579,579,1,1,3764,NA,NA,"",800,878,877,"CNBCECDA_01649","GEPIEMCB_02813","FGNPIGJI_04352","MAMCPOAM_04081","CKPEMOEN_02007","MMJAGEHG_02702","DCCGOOHM_02619","IOEMIFOP_01953","NCJKFECA_01188","PLHCNFHB_02358","HNLCLDHN_01850","NNGIMOCL_01941","IEICFKFC_04579","OBBHNEFO_02676","JILAKEMF_02701"
"pta","","Phosphate acetyltransferase",579,579,1,1,3893,NA,NA,"",1934,2144,2143,"CNBCECDA_01705","GEPIEMCB_02869","FGNPIGJI_02484","MAMCPOAM_01034","CKPEMOEN_02063","MMJAGEHG_02646","DCCGOOHM_02675","IOEMIFOP_02009","NCJKFECA_01244","PLHCNFHB_02414","HNLCLDHN_01794","NNGIMOCL_01997","IEICFKFC_02765","OBBHNEFO_02620","JILAKEMF_02645"
"argT","","Lysine/arginine/ornithine-binding periplasmic protein",579,579,1,1,3912,NA,NA,"",755,782,781,"CNBCECDA_01722","GEPIEMCB_02886","FGNPIGJI_02501","MAMCPOAM_01017","CKPEMOEN_02080","MMJAGEHG_02629","DCCGOOHM_02692","IOEMIFOP_02026","NCJKFECA_01261","PLHCNFHB_02431","HNLCLDHN_01777","NNGIMOCL_02014","IEICFKFC_02782","OBBHNEFO_02603","JILAKEMF_02628"
"group_1504","","hypothetical protein",579,579,1,1,3936,NA,NA,"",620,656,655,"CNBCECDA_01745","GEPIEMCB_02909","FGNPIGJI_02524","MAMCPOAM_03815","CKPEMOEN_02103","MMJAGEHG_02606","DCCGOOHM_02715","IOEMIFOP_02049","NCJKFECA_01284","PLHCNFHB_02454","HNLCLDHN_01754","NNGIMOCL_02037","IEICFKFC_02805","OBBHNEFO_02580","JILAKEMF_02605"
"group_1511","","hypothetical protein",579,579,1,1,3988,NA,NA,"",122,158,157,"CNBCECDA_01795","GEPIEMCB_02961","FGNPIGJI_02575","MAMCPOAM_00139","CKPEMOEN_02154","MMJAGEHG_02555","DCCGOOHM_02766","IOEMIFOP_02100","NCJKFECA_01335","PLHCNFHB_02504","HNLCLDHN_01703","NNGIMOCL_02088","IEICFKFC_02856","OBBHNEFO_02530","JILAKEMF_02554"
"group_1529","","hypothetical protein",579,579,1,1,4457,NA,NA,"",644,1394,1392,"CNBCECDA_00663","GEPIEMCB_03157","FGNPIGJI_01571","MAMCPOAM_02218","CKPEMOEN_00573","MMJAGEHG_00905","DCCGOOHM_01544","IOEMIFOP_00905","NCJKFECA_02457","PLHCNFHB_01692","HNLCLDHN_02420","NNGIMOCL_01724","IEICFKFC_00907","OBBHNEFO_01325","JILAKEMF_00905"
"group_1530","","hypothetical protein",579,579,1,1,4453,NA,NA,"",383,425,424,"CNBCECDA_00666","GEPIEMCB_03160","FGNPIGJI_01574","MAMCPOAM_02215","CKPEMOEN_00570","MMJAGEHG_00902","DCCGOOHM_01547","IOEMIFOP_00902","NCJKFECA_02460","PLHCNFHB_01689","HNLCLDHN_02417","NNGIMOCL_01721","IEICFKFC_00904","OBBHNEFO_01322","JILAKEMF_00902"
"group_1531","","hypothetical protein",579,579,1,1,4446,NA,NA,"",797,1430,1425,"CNBCECDA_00672","GEPIEMCB_03166","FGNPIGJI_01580","MAMCPOAM_02209","CKPEMOEN_00564","MMJAGEHG_00896","DCCGOOHM_01553","IOEMIFOP_00896","NCJKFECA_02466","PLHCNFHB_01683","HNLCLDHN_02411","NNGIMOCL_01715","IEICFKFC_00898","OBBHNEFO_01316","JILAKEMF_00896"
"group_1583","","hypothetical protein",579,579,1,1,4475,NA,NA,"",191,254,251,"CNBCECDA_00645","GEPIEMCB_03620","FGNPIGJI_01553","MAMCPOAM_01460","CKPEMOEN_00591","MMJAGEHG_00923","DCCGOOHM_01526","IOEMIFOP_00923","NCJKFECA_03906","PLHCNFHB_01710","HNLCLDHN_02438","NNGIMOCL_01742","IEICFKFC_00925","OBBHNEFO_01343","JILAKEMF_00923"
"sglT","","Sodium/glucose cotransporter",579,579,1,1,4550,NA,NA,"",1004,1496,1495,"CNBCECDA_00576","GEPIEMCB_03689","FGNPIGJI_01484","MAMCPOAM_04157","CKPEMOEN_00660","MMJAGEHG_00992","DCCGOOHM_01457","IOEMIFOP_00992","NCJKFECA_03837","PLHCNFHB_01779","HNLCLDHN_02507","NNGIMOCL_01811","IEICFKFC_00994","OBBHNEFO_01412","JILAKEMF_00992"
"yscU","","Yop proteins translocation protein U",579,579,1,1,5215,NA,NA,"",362,1058,1044,"CNBCECDA_03051","GEPIEMCB_00448","FGNPIGJI_03248","MAMCPOAM_01418","CKPEMOEN_02639","MMJAGEHG_03356","DCCGOOHM_01000","IOEMIFOP_02555","NCJKFECA_03762","PLHCNFHB_02988","HNLCLDHN_02581","NNGIMOCL_01039","IEICFKFC_03241","OBBHNEFO_03330","JILAKEMF_03992"
"group_1611","","hypothetical protein",579,579,1,1,4693,NA,NA,"",446,596,594,"CNBCECDA_00439","GEPIEMCB_03826","FGNPIGJI_03777","MAMCPOAM_04088","CKPEMOEN_00797","MMJAGEHG_01129","DCCGOOHM_01320","IOEMIFOP_01129","NCJKFECA_03936","PLHCNFHB_01917","HNLCLDHN_04009","NNGIMOCL_03768","IEICFKFC_01131","OBBHNEFO_01549","JILAKEMF_01129"
"nupC","","Nucleoside permease NupC",579,579,1,1,3982,NA,NA,"",134,1265,1193,"CNBCECDA_01783","GEPIEMCB_02948","FGNPIGJI_02563","MAMCPOAM_00127","CKPEMOEN_02142","MMJAGEHG_02567","DCCGOOHM_02754","IOEMIFOP_02088","NCJKFECA_01323","PLHCNFHB_02492","HNLCLDHN_01715","NNGIMOCL_02076","IEICFKFC_02844","OBBHNEFO_02542","JILAKEMF_02566"
"higB-2","","Toxin HigB-2",579,579,1,1,2247,NA,NA,"",170,311,310,"CNBCECDA_03899","GEPIEMCB_04104","FGNPIGJI_04227","MAMCPOAM_03498","CKPEMOEN_03622","MMJAGEHG_04100","DCCGOOHM_03980","IOEMIFOP_04048","NCJKFECA_03569","PLHCNFHB_03855","HNLCLDHN_03800","NNGIMOCL_03191","IEICFKFC_03685","OBBHNEFO_04105","JILAKEMF_03863"
"rhlB","","ATP-dependent RNA helicase RhlB",579,579,1,1,3343,NA,NA,"",1085,1265,1263,"CNBCECDA_04102","GEPIEMCB_04161","FGNPIGJI_03902","MAMCPOAM_01681","CKPEMOEN_04035","MMJAGEHG_04273","DCCGOOHM_04269","IOEMIFOP_04248","NCJKFECA_04268","PLHCNFHB_04230","HNLCLDHN_04051","NNGIMOCL_03999","IEICFKFC_04124","OBBHNEFO_04278","JILAKEMF_04150"
"wecC","","UDP-N-acetyl-D-mannosamine dehydrogenase",579,579,1,1,3337,NA,NA,"",1103,1262,1261,"CNBCECDA_04108","GEPIEMCB_04167","FGNPIGJI_03908","MAMCPOAM_01687","CKPEMOEN_04041","MMJAGEHG_04267","DCCGOOHM_04263","IOEMIFOP_04254","NCJKFECA_04262","PLHCNFHB_04224","HNLCLDHN_04057","NNGIMOCL_04005","IEICFKFC_04118","OBBHNEFO_04272","JILAKEMF_04156"
"group_1745","","hypothetical protein",579,579,1,1,2122,NA,NA,"",1400,1592,1400,"CNBCECDA_01569","GEPIEMCB_02312","FGNPIGJI_04025","MAMCPOAM_01388","CKPEMOEN_01279","MMJAGEHG_01261","DCCGOOHM_02117","IOEMIFOP_03138","NCJKFECA_00459","PLHCNFHB_01004","HNLCLDHN_00777","NNGIMOCL_02582","IEICFKFC_01491","OBBHNEFO_00778","JILAKEMF_01262"
"group_1872","","hypothetical protein",579,579,1,1,4729,NA,NA,"",122,122,122,"CNBCECDA_01227","GEPIEMCB_00007","FGNPIGJI_00674","MAMCPOAM_04343","CKPEMOEN_00008","MMJAGEHG_01604","DCCGOOHM_04091","IOEMIFOP_01161","NCJKFECA_00399","PLHCNFHB_01948","HNLCLDHN_01511","NNGIMOCL_03447","IEICFKFC_02020","OBBHNEFO_01580","JILAKEMF_01604"
"group_1876","","hypothetical protein",579,579,1,1,4733,NA,NA,"",263,263,263,"CNBCECDA_01223","GEPIEMCB_00011","FGNPIGJI_00678","MAMCPOAM_04347","CKPEMOEN_00012","MMJAGEHG_01608","DCCGOOHM_04095","IOEMIFOP_01165","NCJKFECA_00395","PLHCNFHB_01952","HNLCLDHN_01507","NNGIMOCL_03451","IEICFKFC_02024","OBBHNEFO_01584","JILAKEMF_01608"
"ribZ","","Riboflavin transporter RibZ",579,579,1,1,4753,NA,NA,"",1373,1373,1373,"CNBCECDA_01204","GEPIEMCB_00030","FGNPIGJI_00697","MAMCPOAM_04073","CKPEMOEN_00031","MMJAGEHG_01627","DCCGOOHM_04114","IOEMIFOP_01184","NCJKFECA_00376","PLHCNFHB_01971","HNLCLDHN_01488","NNGIMOCL_03470","IEICFKFC_02043","OBBHNEFO_01603","JILAKEMF_01627"
"kdgR","","Transcriptional regulator KdgR",579,579,1,1,4755,NA,NA,"",791,791,791,"CNBCECDA_01203","GEPIEMCB_00032","FGNPIGJI_00699","MAMCPOAM_04075","CKPEMOEN_00033","MMJAGEHG_01629","DCCGOOHM_04116","IOEMIFOP_01186","NCJKFECA_00375","PLHCNFHB_01973","HNLCLDHN_01487","NNGIMOCL_03472","IEICFKFC_02045","OBBHNEFO_01605","JILAKEMF_01629"
"rlmA","","23S rRNA (guanine(745)-N(1))-methyltransferase",579,579,1,1,4761,NA,NA,"",809,809,809,"CNBCECDA_01197","GEPIEMCB_00038","FGNPIGJI_00705","MAMCPOAM_04452","CKPEMOEN_00039","MMJAGEHG_01635","DCCGOOHM_04122","IOEMIFOP_01192","NCJKFECA_00369","PLHCNFHB_01979","HNLCLDHN_01481","NNGIMOCL_03478","IEICFKFC_02051","OBBHNEFO_01611","JILAKEMF_01635"
"mntP","","putative manganese efflux pump MntP",579,579,1,1,4762,NA,NA,"",566,566,566,"CNBCECDA_01196","GEPIEMCB_00039","FGNPIGJI_00706","MAMCPOAM_04453","CKPEMOEN_00040","MMJAGEHG_01636","DCCGOOHM_04123","IOEMIFOP_01193","NCJKFECA_00368","PLHCNFHB_01980","HNLCLDHN_01480","NNGIMOCL_03479","IEICFKFC_02052","OBBHNEFO_01612","JILAKEMF_01636"
"manX","","PTS system mannose-specific EIIAB component",579,579,1,1,4767,NA,NA,"",968,968,968,"CNBCECDA_01192","GEPIEMCB_00043","FGNPIGJI_00710","MAMCPOAM_02019","CKPEMOEN_00044","MMJAGEHG_01640","DCCGOOHM_04127","IOEMIFOP_01197","NCJKFECA_00364","PLHCNFHB_01984","HNLCLDHN_01476","NNGIMOCL_03483","IEICFKFC_02056","OBBHNEFO_01616","JILAKEMF_01640"
"fnr","","Fumarate and nitrate reduction regulatory protein",579,579,1,1,4945,NA,NA,"",752,752,752,"CNBCECDA_01022","GEPIEMCB_00213","FGNPIGJI_00880","MAMCPOAM_02688","CKPEMOEN_00214","MMJAGEHG_01810","DCCGOOHM_00766","IOEMIFOP_01367","NCJKFECA_00194","PLHCNFHB_02154","HNLCLDHN_01306","NNGIMOCL_02255","IEICFKFC_02226","OBBHNEFO_01786","JILAKEMF_01810"
"trg_1","","Methyl-accepting chemotaxis protein III",579,579,1,1,4985,NA,NA,"",1625,1625,1625,"CNBCECDA_00987","GEPIEMCB_00248","FGNPIGJI_00915","MAMCPOAM_03322","CKPEMOEN_00249","MMJAGEHG_01845","DCCGOOHM_00801","IOEMIFOP_01402","NCJKFECA_00159","PLHCNFHB_02189","HNLCLDHN_01271","NNGIMOCL_02290","IEICFKFC_02261","OBBHNEFO_01821","JILAKEMF_01845"
"group_1922","","putative protein",579,579,1,1,4989,NA,NA,"",1343,1343,1343,"CNBCECDA_00985","GEPIEMCB_00250","FGNPIGJI_00917","MAMCPOAM_03324","CKPEMOEN_00251","MMJAGEHG_01847","DCCGOOHM_00803","IOEMIFOP_01404","NCJKFECA_00157","PLHCNFHB_02191","HNLCLDHN_01269","NNGIMOCL_02292","IEICFKFC_02263","OBBHNEFO_01823","JILAKEMF_01847"
"ysdC","","Putative aminopeptidase YsdC",579,579,1,1,5003,NA,NA,"",1118,1118,1118,"CNBCECDA_00973","GEPIEMCB_00262","FGNPIGJI_00929","MAMCPOAM_03336","CKPEMOEN_00263","MMJAGEHG_01859","DCCGOOHM_00815","IOEMIFOP_01416","NCJKFECA_00145","PLHCNFHB_02203","HNLCLDHN_01257","NNGIMOCL_02304","IEICFKFC_02275","OBBHNEFO_01835","JILAKEMF_01859"
"group_1931","","hypothetical protein",579,579,1,1,5012,NA,NA,"",230,230,230,"CNBCECDA_00964","GEPIEMCB_00271","FGNPIGJI_00938","MAMCPOAM_03345","CKPEMOEN_00272","MMJAGEHG_01868","DCCGOOHM_00824","IOEMIFOP_01425","NCJKFECA_00136","PLHCNFHB_02212","HNLCLDHN_01248","NNGIMOCL_02313","IEICFKFC_02284","OBBHNEFO_01844","JILAKEMF_01868"
"vanX","","D-alanyl-D-alanine dipeptidase",579,579,1,1,5016,NA,NA,"",770,770,770,"CNBCECDA_00960","GEPIEMCB_00275","FGNPIGJI_00942","MAMCPOAM_02631","CKPEMOEN_00276","MMJAGEHG_01872","DCCGOOHM_00828","IOEMIFOP_01429","NCJKFECA_00132","PLHCNFHB_02216","HNLCLDHN_01244","NNGIMOCL_02317","IEICFKFC_02288","OBBHNEFO_01848","JILAKEMF_01872"
"hisC_1","","Histidinol-phosphate aminotransferase",579,579,1,1,5017,NA,NA,"",1424,1424,1424,"CNBCECDA_00959","GEPIEMCB_00276","FGNPIGJI_00943","MAMCPOAM_02632","CKPEMOEN_00277","MMJAGEHG_01873","DCCGOOHM_00829","IOEMIFOP_01430","NCJKFECA_00131","PLHCNFHB_02217","HNLCLDHN_01243","NNGIMOCL_02318","IEICFKFC_02289","OBBHNEFO_01849","JILAKEMF_01873"
"group_1938","","hypothetical protein",579,579,1,1,5020,NA,NA,"",2144,2144,2144,"CNBCECDA_00956","GEPIEMCB_00279","FGNPIGJI_00946","MAMCPOAM_02635","CKPEMOEN_00280","MMJAGEHG_01876","DCCGOOHM_00832","IOEMIFOP_01433","NCJKFECA_00128","PLHCNFHB_02220","HNLCLDHN_01240","NNGIMOCL_02321","IEICFKFC_02292","OBBHNEFO_01852","JILAKEMF_01876"
"group_1939","","hypothetical protein",579,579,1,1,5021,NA,NA,"",2969,2981,2980,"CNBCECDA_00955","GEPIEMCB_00280","FGNPIGJI_00947","MAMCPOAM_02636","CKPEMOEN_00281","MMJAGEHG_01877","DCCGOOHM_00833","IOEMIFOP_01434","NCJKFECA_00127","PLHCNFHB_02221","HNLCLDHN_01239","NNGIMOCL_02322","IEICFKFC_02293","OBBHNEFO_01853","JILAKEMF_01877"
"group_1940","","hypothetical protein",579,579,1,1,5022,NA,NA,"",1328,1328,1328,"CNBCECDA_00954","GEPIEMCB_00281","FGNPIGJI_00948","MAMCPOAM_02637","CKPEMOEN_00282","MMJAGEHG_01878","DCCGOOHM_00834","IOEMIFOP_01435","NCJKFECA_00126","PLHCNFHB_02222","HNLCLDHN_01238","NNGIMOCL_02323","IEICFKFC_02294","OBBHNEFO_01854","JILAKEMF_01878"
"ydcY","","putative protein YdcY",579,579,1,1,5023,NA,NA,"",233,233,233,"CNBCECDA_00953","GEPIEMCB_00282","FGNPIGJI_00949","MAMCPOAM_02638","CKPEMOEN_00283","MMJAGEHG_01879","DCCGOOHM_00835","IOEMIFOP_01436","NCJKFECA_00125","PLHCNFHB_02223","HNLCLDHN_01237","NNGIMOCL_02324","IEICFKFC_02295","OBBHNEFO_01855","JILAKEMF_01879"
"ydcZ","","Inner membrane protein YdcZ",579,579,1,1,5024,NA,NA,"",449,449,449,"CNBCECDA_00952","GEPIEMCB_00283","FGNPIGJI_00950","MAMCPOAM_02639","CKPEMOEN_00284","MMJAGEHG_01880","DCCGOOHM_00836","IOEMIFOP_01437","NCJKFECA_00124","PLHCNFHB_02224","HNLCLDHN_01236","NNGIMOCL_02325","IEICFKFC_02296","OBBHNEFO_01856","JILAKEMF_01880"
"yncA","","L-methionine sulfoximine/L-methionine sulfone acetyltransferase",579,579,1,1,5025,NA,NA,"",515,515,515,"CNBCECDA_00951","GEPIEMCB_00284","FGNPIGJI_00951","MAMCPOAM_02640","CKPEMOEN_00285","MMJAGEHG_01881","DCCGOOHM_00837","IOEMIFOP_01438","NCJKFECA_00123","PLHCNFHB_02225","HNLCLDHN_01235","NNGIMOCL_02326","IEICFKFC_02297","OBBHNEFO_01857","JILAKEMF_01881"
"mcbR","","HTH-type transcriptional regulator McbR",579,579,1,1,5027,NA,NA,"",665,665,665,"CNBCECDA_00949","GEPIEMCB_00286","FGNPIGJI_00953","MAMCPOAM_02642","CKPEMOEN_00287","MMJAGEHG_01883","DCCGOOHM_00839","IOEMIFOP_01440","NCJKFECA_00121","PLHCNFHB_02227","HNLCLDHN_01233","NNGIMOCL_02328","IEICFKFC_02299","OBBHNEFO_01859","JILAKEMF_01883"
"yncE","","putative protein YncE",579,579,1,1,5029,NA,NA,"",1061,1061,1061,"CNBCECDA_00947","GEPIEMCB_00288","FGNPIGJI_00955","MAMCPOAM_02644","CKPEMOEN_00289","MMJAGEHG_01885","DCCGOOHM_00841","IOEMIFOP_01442","NCJKFECA_00119","PLHCNFHB_02229","HNLCLDHN_01231","NNGIMOCL_02330","IEICFKFC_02301","OBBHNEFO_01861","JILAKEMF_01885"
"group_1946","","hypothetical protein",579,579,1,1,5032,NA,NA,"",632,632,632,"CNBCECDA_00944","GEPIEMCB_00291","FGNPIGJI_00958","MAMCPOAM_02647","CKPEMOEN_00292","MMJAGEHG_01888","DCCGOOHM_00844","IOEMIFOP_01445","NCJKFECA_00116","PLHCNFHB_02232","HNLCLDHN_01228","NNGIMOCL_02333","IEICFKFC_02304","OBBHNEFO_01864","JILAKEMF_01888"
"group_1957","","hypothetical protein",579,579,1,1,5077,NA,NA,"",281,281,281,"CNBCECDA_00913","GEPIEMCB_00322","FGNPIGJI_00989","MAMCPOAM_03038","CKPEMOEN_00323","MMJAGEHG_01919","DCCGOOHM_00874","IOEMIFOP_01476","NCJKFECA_00085","PLHCNFHB_02263","HNLCLDHN_01197","NNGIMOCL_02364","IEICFKFC_02335","OBBHNEFO_01895","JILAKEMF_01919"
"group_1984","osmY_1","Osmoprotectant import permease protein OsmY",579,579,1,1,5137,NA,NA,"",710,710,710,"CNBCECDA_00860","GEPIEMCB_00375","FGNPIGJI_01042","MAMCPOAM_02112","CKPEMOEN_00376","MMJAGEHG_01972","DCCGOOHM_00927","IOEMIFOP_01529","NCJKFECA_00032","PLHCNFHB_02300","HNLCLDHN_01144","NNGIMOCL_02417","IEICFKFC_02388","OBBHNEFO_01948","JILAKEMF_01972"
"rsxA","","Ion-translocating oxidoreductase complex subunit A",579,579,1,1,5175,NA,NA,"",581,581,581,"CNBCECDA_03012","GEPIEMCB_00409","FGNPIGJI_03209","MAMCPOAM_01457","CKPEMOEN_02678","MMJAGEHG_03395","DCCGOOHM_00961","IOEMIFOP_02516","NCJKFECA_03801","PLHCNFHB_03027","HNLCLDHN_02542","NNGIMOCL_01000","IEICFKFC_03202","OBBHNEFO_03369","JILAKEMF_04031"
"rplT","","50S ribosomal protein L20",579,579,1,1,5308,NA,NA,"",356,356,356,"CNBCECDA_03137","GEPIEMCB_00534","FGNPIGJI_03334","MAMCPOAM_00599","CKPEMOEN_02553","MMJAGEHG_03270","DCCGOOHM_01086","IOEMIFOP_02641","NCJKFECA_03676","PLHCNFHB_02902","HNLCLDHN_02667","NNGIMOCL_01125","IEICFKFC_03327","OBBHNEFO_03244","JILAKEMF_03906"
"rpmI","","50S ribosomal protein L35",579,579,1,1,5309,NA,NA,"",197,197,197,"CNBCECDA_03138","GEPIEMCB_00535","FGNPIGJI_03335","MAMCPOAM_00598","CKPEMOEN_02552","MMJAGEHG_03269","DCCGOOHM_01087","IOEMIFOP_02642","NCJKFECA_03675","PLHCNFHB_02901","HNLCLDHN_02668","NNGIMOCL_01126","IEICFKFC_03328","OBBHNEFO_03243","JILAKEMF_03905"
"infC","","Translation initiation factor IF-3",579,579,1,1,5310,NA,NA,"",434,434,434,"CNBCECDA_03139","GEPIEMCB_00536","FGNPIGJI_03336","MAMCPOAM_00597","CKPEMOEN_02551","MMJAGEHG_03268","DCCGOOHM_01088","IOEMIFOP_02643","NCJKFECA_03674","PLHCNFHB_02900","HNLCLDHN_02669","NNGIMOCL_01127","IEICFKFC_03329","OBBHNEFO_03242","JILAKEMF_03904"
"thrS","","Threonine--tRNA ligase",579,579,1,1,5312,NA,NA,"",1928,1928,1928,"CNBCECDA_03140","GEPIEMCB_00537","FGNPIGJI_03337","MAMCPOAM_00596","CKPEMOEN_02550","MMJAGEHG_03267","DCCGOOHM_01089","IOEMIFOP_02644","NCJKFECA_03673","PLHCNFHB_02899","HNLCLDHN_02670","NNGIMOCL_01128","IEICFKFC_03330","OBBHNEFO_03241","JILAKEMF_03903"
"chbB","","PTS system N,N'-diacetylchitobiose-specific EIIB component",579,579,1,1,5334,NA,NA,"",320,320,320,"CNBCECDA_03160","GEPIEMCB_00557","FGNPIGJI_03357","MAMCPOAM_00778","CKPEMOEN_02530","MMJAGEHG_03247","DCCGOOHM_01109","IOEMIFOP_02662","NCJKFECA_03315","PLHCNFHB_02879","HNLCLDHN_02690","NNGIMOCL_01148","IEICFKFC_03350","OBBHNEFO_03221","JILAKEMF_03570"
