"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR2911774","SRR1334790","SRR5883581","SRR14766462","SRR12991092","SRR7010474","SRR7010301","SRR3037403","SRR3037467","SRR14766434","SRR2077386","NDSU28","SRR10258286","SRR10502094","SRR3037491"
"ogt","","Methylated-DNA--protein-cysteine methyltransferase",580,580,1,1,4947,NA,NA,"",515,515,515,"PFMPIDLH_02871","EEHBNCGH_00882","LBEPEMJH_00214","GEBDBFBM_01072","KEBBHCLF_00708","ANAGKALP_00193","KLLMCOIF_00534","ICMJKFCL_01483","FONGDKBB_03261","JAJDIPKB_03893","AHCJAMEF_00883","KBLPGKMM_00564","NKIHGGCG_00606","BMPMIIIC_02407","GJABAPEG_00533"
"group_1908","","hypothetical protein",580,580,1,1,4962,NA,NA,"",191,191,191,"PFMPIDLH_02858","EEHBNCGH_00895","LBEPEMJH_00227","GEBDBFBM_01059","KEBBHCLF_00695","ANAGKALP_00180","KLLMCOIF_00521","ICMJKFCL_01496","FONGDKBB_03248","JAJDIPKB_04244","AHCJAMEF_00896","KBLPGKMM_00577","NKIHGGCG_00593","BMPMIIIC_02420","GJABAPEG_00520"
"group_1909","","hypothetical protein",580,580,1,1,4964,NA,NA,"",449,449,449,"PFMPIDLH_02856","EEHBNCGH_00897","LBEPEMJH_00229","GEBDBFBM_01057","KEBBHCLF_00693","ANAGKALP_00178","KLLMCOIF_00519","ICMJKFCL_01498","FONGDKBB_03246","JAJDIPKB_04242","AHCJAMEF_00898","KBLPGKMM_00579","NKIHGGCG_00591","BMPMIIIC_02422","GJABAPEG_00518"
"azoR","","FMN-dependent NADH-azoreductase",580,580,1,1,4965,NA,NA,"",605,605,605,"PFMPIDLH_02855","EEHBNCGH_00898","LBEPEMJH_00230","GEBDBFBM_01056","KEBBHCLF_00692","ANAGKALP_00177","KLLMCOIF_00518","ICMJKFCL_01499","FONGDKBB_03245","JAJDIPKB_04241","AHCJAMEF_00899","KBLPGKMM_00580","NKIHGGCG_00590","BMPMIIIC_02423","GJABAPEG_00517"
"ydcF","","Protein YdcF",580,580,1,1,4967,NA,NA,"",800,800,800,"PFMPIDLH_02853","EEHBNCGH_00900","LBEPEMJH_00232","GEBDBFBM_01054","KEBBHCLF_00690","ANAGKALP_00175","KLLMCOIF_00516","ICMJKFCL_01501","FONGDKBB_03243","JAJDIPKB_04239","AHCJAMEF_00901","KBLPGKMM_00582","NKIHGGCG_00588","BMPMIIIC_02425","GJABAPEG_00515"
"group_1913","","hypothetical protein",580,580,1,1,4971,NA,NA,"",95,95,95,"PFMPIDLH_02850","EEHBNCGH_00903","LBEPEMJH_00235","GEBDBFBM_01051","KEBBHCLF_00687","ANAGKALP_00172","KLLMCOIF_00513","ICMJKFCL_01504","FONGDKBB_03240","JAJDIPKB_04236","AHCJAMEF_00904","KBLPGKMM_00585","NKIHGGCG_00585","BMPMIIIC_02428","GJABAPEG_00512"
"yecS_2","","L-cystine transport system permease protein YecS",580,580,1,1,4973,NA,NA,"",680,680,680,"PFMPIDLH_02848","EEHBNCGH_00905","LBEPEMJH_00237","GEBDBFBM_01049","KEBBHCLF_00685","ANAGKALP_00170","KLLMCOIF_00511","ICMJKFCL_01506","FONGDKBB_03238","JAJDIPKB_04234","AHCJAMEF_00906","KBLPGKMM_00587","NKIHGGCG_00583","BMPMIIIC_02430","GJABAPEG_00510"
"group_1916","","hypothetical protein",580,580,1,1,4977,NA,NA,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",230,230,230,"PFMPIDLH_02844","EEHBNCGH_00909","LBEPEMJH_00241","GEBDBFBM_01045","KEBBHCLF_00681","ANAGKALP_00166","KLLMCOIF_00507","ICMJKFCL_01510","FONGDKBB_03234","JAJDIPKB_04230","AHCJAMEF_00910","KBLPGKMM_00591","NKIHGGCG_00579","BMPMIIIC_02434","GJABAPEG_00506"
"frmA","","S-(hydroxymethyl)glutathione dehydrogenase",580,580,1,1,4984,NA,NA,"",1118,1118,1118,"PFMPIDLH_02838","EEHBNCGH_00915","LBEPEMJH_00247","GEBDBFBM_01039","KEBBHCLF_00675","ANAGKALP_00160","KLLMCOIF_00501","ICMJKFCL_01516","FONGDKBB_03228","JAJDIPKB_02130","AHCJAMEF_00916","KBLPGKMM_00597","NKIHGGCG_00573","BMPMIIIC_02440","GJABAPEG_00500"
"tehB","","Tellurite methyltransferase",580,580,1,1,5007,NA,NA,"",596,596,596,"PFMPIDLH_02819","EEHBNCGH_00934","LBEPEMJH_00266","GEBDBFBM_01020","KEBBHCLF_00656","ANAGKALP_00141","KLLMCOIF_00482","ICMJKFCL_01535","FONGDKBB_03209","JAJDIPKB_02111","AHCJAMEF_00935","KBLPGKMM_00616","NKIHGGCG_00554","BMPMIIIC_02459","GJABAPEG_00481"
"ydcO","","Inner membrane protein YdcO",580,580,1,1,5009,NA,NA,"",1178,1178,1178,"PFMPIDLH_02817","EEHBNCGH_00936","LBEPEMJH_00268","GEBDBFBM_01018","KEBBHCLF_00654","ANAGKALP_00139","KLLMCOIF_00480","ICMJKFCL_01537","FONGDKBB_03207","JAJDIPKB_02109","AHCJAMEF_00937","KBLPGKMM_00618","NKIHGGCG_00552","BMPMIIIC_02461","GJABAPEG_00479"
"sutR_1","","HTH-type transcriptional regulator SutR",580,580,1,1,5010,NA,NA,"",536,536,536,"PFMPIDLH_02816","EEHBNCGH_00937","LBEPEMJH_00269","GEBDBFBM_01017","KEBBHCLF_00653","ANAGKALP_00138","KLLMCOIF_00479","ICMJKFCL_01538","FONGDKBB_03206","JAJDIPKB_02108","AHCJAMEF_00938","KBLPGKMM_00619","NKIHGGCG_00551","BMPMIIIC_02462","GJABAPEG_00478"
"patB","","Cystathionine beta-lyase PatB",580,580,1,1,5072,NA,NA,"",1202,1202,1202,"PFMPIDLH_03303","EEHBNCGH_00985","LBEPEMJH_00318","GEBDBFBM_03355","KEBBHCLF_00604","ANAGKALP_00088","KLLMCOIF_00428","ICMJKFCL_01588","FONGDKBB_02643","JAJDIPKB_03486","AHCJAMEF_00987","KBLPGKMM_00668","NKIHGGCG_00501","BMPMIIIC_03610","GJABAPEG_00428"
"mleN","","Malate-2H(+)/Na(+)-lactate antiporter",580,580,1,1,5074,NA,NA,"",1451,1451,1451,"PFMPIDLH_03302","EEHBNCGH_00986","LBEPEMJH_00319","GEBDBFBM_03356","KEBBHCLF_00603","ANAGKALP_00087","KLLMCOIF_00427","ICMJKFCL_01589","FONGDKBB_02642","JAJDIPKB_03485","AHCJAMEF_00988","KBLPGKMM_00669","NKIHGGCG_00500","BMPMIIIC_03609","GJABAPEG_00427"
"group_1965","","hypothetical protein",580,580,1,1,5099,NA,NA,"",947,947,947,"PFMPIDLH_03283","EEHBNCGH_01005","LBEPEMJH_00338","GEBDBFBM_03375","KEBBHCLF_00584","ANAGKALP_00068","KLLMCOIF_00408","ICMJKFCL_01608","FONGDKBB_02623","JAJDIPKB_02628","AHCJAMEF_01007","KBLPGKMM_03690","NKIHGGCG_00481","BMPMIIIC_03590","GJABAPEG_00408"
"ynfD","","putative protein YnfD",580,580,1,1,5130,NA,NA,"",305,305,305,"PFMPIDLH_03253","EEHBNCGH_01035","LBEPEMJH_00368","GEBDBFBM_03405","KEBBHCLF_00554","ANAGKALP_00038","KLLMCOIF_00378","ICMJKFCL_01638","FONGDKBB_02593","JAJDIPKB_02658","AHCJAMEF_01037","KBLPGKMM_03660","NKIHGGCG_00451","BMPMIIIC_03560","GJABAPEG_00378"
"ynfE","","Putative dimethyl sulfoxide reductase chain YnfE",580,580,1,1,5131,NA,NA,"",2438,2438,2438,"PFMPIDLH_03252","EEHBNCGH_01036","LBEPEMJH_00369","GEBDBFBM_03406","KEBBHCLF_00553","ANAGKALP_00037","KLLMCOIF_00377","ICMJKFCL_01639","FONGDKBB_02592","JAJDIPKB_02659","AHCJAMEF_01038","KBLPGKMM_03659","NKIHGGCG_00450","BMPMIIIC_03559","GJABAPEG_00377"
"dmsD_1","","Tat proofreading chaperone DmsD",580,580,1,1,5136,NA,NA,"",614,614,614,"PFMPIDLH_03248","EEHBNCGH_01040","LBEPEMJH_00373","GEBDBFBM_03410","KEBBHCLF_00549","ANAGKALP_00033","KLLMCOIF_00373","ICMJKFCL_01643","FONGDKBB_02588","JAJDIPKB_02663","AHCJAMEF_01042","KBLPGKMM_03655","NKIHGGCG_00446","BMPMIIIC_03555","GJABAPEG_00373"
"asr","","Acid shock protein",580,580,1,1,5149,NA,NA,"",248,248,248,"PFMPIDLH_03238","EEHBNCGH_01050","LBEPEMJH_00383","GEBDBFBM_04384","KEBBHCLF_00539","ANAGKALP_00023","KLLMCOIF_00363","ICMJKFCL_01653","FONGDKBB_02578","JAJDIPKB_02673","AHCJAMEF_01052","KBLPGKMM_03645","NKIHGGCG_00436","BMPMIIIC_03545","GJABAPEG_00363"
"mdtI","","Spermidine export protein MdtI",580,580,1,1,5151,NA,NA,"",329,329,329,"PFMPIDLH_03236","EEHBNCGH_01052","LBEPEMJH_00385","GEBDBFBM_04386","KEBBHCLF_00537","ANAGKALP_00021","KLLMCOIF_00361","ICMJKFCL_01655","FONGDKBB_02576","JAJDIPKB_02675","AHCJAMEF_01054","KBLPGKMM_03643","NKIHGGCG_00434","BMPMIIIC_03543","GJABAPEG_00361"
"mdtJ","","Spermidine export protein MdtJ",580,580,1,1,5152,NA,NA,"",362,362,362,"PFMPIDLH_03235","EEHBNCGH_01053","LBEPEMJH_00386","GEBDBFBM_04387","KEBBHCLF_00536","ANAGKALP_00020","KLLMCOIF_00360","ICMJKFCL_01656","FONGDKBB_02575","JAJDIPKB_02676","AHCJAMEF_01055","KBLPGKMM_03642","NKIHGGCG_00433","BMPMIIIC_03542","GJABAPEG_00360"
"tqsA","","AI-2 transport protein TqsA",580,580,1,1,5153,NA,NA,"",1034,1034,1034,"PFMPIDLH_03234","EEHBNCGH_01054","LBEPEMJH_00387","GEBDBFBM_04388","KEBBHCLF_00535","ANAGKALP_00019","KLLMCOIF_00359","ICMJKFCL_01657","FONGDKBB_02574","JAJDIPKB_02677","AHCJAMEF_01056","KBLPGKMM_03641","NKIHGGCG_00432","BMPMIIIC_03541","GJABAPEG_00359"
"rsxB_1","","Ion-translocating oxidoreductase complex subunit B",580,580,1,1,5178,NA,NA,"",578,578,578,"PFMPIDLH_03212","EEHBNCGH_01076","LBEPEMJH_02144","GEBDBFBM_04310","KEBBHCLF_00513","ANAGKALP_01093","KLLMCOIF_00337","ICMJKFCL_03103","FONGDKBB_00989","JAJDIPKB_02559","AHCJAMEF_04382","KBLPGKMM_03619","NKIHGGCG_02216","BMPMIIIC_01288","GJABAPEG_00337"
"ydhF","","Oxidoreductase YdhF",580,580,1,1,5199,NA,NA,"",896,896,896,"PFMPIDLH_03192","EEHBNCGH_01096","LBEPEMJH_02124","GEBDBFBM_04290","KEBBHCLF_00493","ANAGKALP_01113","KLLMCOIF_00317","ICMJKFCL_03083","FONGDKBB_01009","JAJDIPKB_02579","AHCJAMEF_04362","KBLPGKMM_04129","NKIHGGCG_02196","BMPMIIIC_01268","GJABAPEG_00317"
"group_1996","","hypothetical protein",580,580,1,1,5200,NA,NA,"",239,239,239,"PFMPIDLH_03191","EEHBNCGH_01097","LBEPEMJH_02123","GEBDBFBM_04289","KEBBHCLF_00492","ANAGKALP_01114","KLLMCOIF_00316","ICMJKFCL_03082","FONGDKBB_01010","JAJDIPKB_02580","AHCJAMEF_04361","KBLPGKMM_04130","NKIHGGCG_02195","BMPMIIIC_01267","GJABAPEG_00316"
"nemR","","HTH-type transcriptional repressor NemR",580,580,1,1,5201,NA,NA,"",599,599,599,"PFMPIDLH_03190","EEHBNCGH_01098","LBEPEMJH_02122","GEBDBFBM_04288","KEBBHCLF_00491","ANAGKALP_01115","KLLMCOIF_00315","ICMJKFCL_03081","FONGDKBB_01011","JAJDIPKB_02581","AHCJAMEF_04360","KBLPGKMM_04131","NKIHGGCG_02194","BMPMIIIC_01266","GJABAPEG_00315"
"nemA","","N-ethylmaleimide reductase",580,580,1,1,5202,NA,NA,"",1097,1097,1097,"PFMPIDLH_03189","EEHBNCGH_01099","LBEPEMJH_02121","GEBDBFBM_04287","KEBBHCLF_00490","ANAGKALP_01116","KLLMCOIF_00314","ICMJKFCL_03080","FONGDKBB_01012","JAJDIPKB_02582","AHCJAMEF_04359","KBLPGKMM_04132","NKIHGGCG_02193","BMPMIIIC_01265","GJABAPEG_00314"
"ydhC","","Inner membrane transport protein YdhC",580,580,1,1,5211,NA,NA,"",1205,1205,1205,"PFMPIDLH_03180","EEHBNCGH_01108","LBEPEMJH_02112","GEBDBFBM_04278","KEBBHCLF_00481","ANAGKALP_01125","KLLMCOIF_00305","ICMJKFCL_03071","FONGDKBB_01021","JAJDIPKB_02591","AHCJAMEF_04350","KBLPGKMM_04141","NKIHGGCG_02184","BMPMIIIC_01256","GJABAPEG_00305"
"cfa","","Cyclopropane-fatty-acyl-phospholipid synthase",580,580,1,1,5212,NA,NA,"",1148,1148,1148,"PFMPIDLH_03179","EEHBNCGH_01109","LBEPEMJH_02111","GEBDBFBM_04277","KEBBHCLF_00480","ANAGKALP_01126","KLLMCOIF_00304","ICMJKFCL_03070","FONGDKBB_01022","JAJDIPKB_02592","AHCJAMEF_04349","KBLPGKMM_04142","NKIHGGCG_02183","BMPMIIIC_01255","GJABAPEG_00304"
"mdtK","","Multidrug resistance protein MdtK",580,580,1,1,5214,NA,NA,"",1373,1373,1373,"PFMPIDLH_03177","EEHBNCGH_01111","LBEPEMJH_02109","GEBDBFBM_04275","KEBBHCLF_00478","ANAGKALP_01128","KLLMCOIF_00302","ICMJKFCL_03068","FONGDKBB_01024","JAJDIPKB_02594","AHCJAMEF_04347","KBLPGKMM_04144","NKIHGGCG_02181","BMPMIIIC_01253","GJABAPEG_00302"
"group_2003","","hypothetical protein",580,580,1,1,5218,NA,NA,"",266,266,266,"PFMPIDLH_03172","EEHBNCGH_01116","LBEPEMJH_02104","GEBDBFBM_04545","KEBBHCLF_00473","ANAGKALP_01133","KLLMCOIF_00297","ICMJKFCL_03063","FONGDKBB_01029","JAJDIPKB_02599","AHCJAMEF_04342","KBLPGKMM_04149","NKIHGGCG_02176","BMPMIIIC_01248","GJABAPEG_00297"
"spaP_2","","Surface presentation of antigens protein SpaP",580,580,1,1,5219,NA,NA,"",647,647,647,"PFMPIDLH_03171","EEHBNCGH_01117","LBEPEMJH_02103","GEBDBFBM_04544","KEBBHCLF_00472","ANAGKALP_01134","KLLMCOIF_00296","ICMJKFCL_03062","FONGDKBB_01030","JAJDIPKB_02600","AHCJAMEF_04341","KBLPGKMM_04150","NKIHGGCG_02175","BMPMIIIC_01247","GJABAPEG_00296"
"group_2005","","hypothetical protein",580,580,1,1,5220,NA,NA,"",968,968,968,"PFMPIDLH_03170","EEHBNCGH_01118","LBEPEMJH_02102","GEBDBFBM_04543","KEBBHCLF_00471","ANAGKALP_01135","KLLMCOIF_00295","ICMJKFCL_03061","FONGDKBB_01031","JAJDIPKB_02601","AHCJAMEF_04340","KBLPGKMM_04151","NKIHGGCG_02174","BMPMIIIC_01246","GJABAPEG_00295"
"group_2006","","hypothetical protein",580,580,1,1,5221,NA,NA,"",374,374,374,"PFMPIDLH_03169","EEHBNCGH_01119","LBEPEMJH_02101","GEBDBFBM_04542","KEBBHCLF_00470","ANAGKALP_01136","KLLMCOIF_00294","ICMJKFCL_03060","FONGDKBB_01032","JAJDIPKB_02602","AHCJAMEF_04339","KBLPGKMM_04152","NKIHGGCG_02173","BMPMIIIC_01245","GJABAPEG_00294"
"ssaN","","putative secretion system apparatus ATP synthase SsaN",580,580,1,1,5223,NA,NA,"",1301,1301,1301,"PFMPIDLH_03167","EEHBNCGH_01121","LBEPEMJH_02099","GEBDBFBM_04540","KEBBHCLF_00468","ANAGKALP_01138","KLLMCOIF_00292","ICMJKFCL_03058","FONGDKBB_01034","JAJDIPKB_02604","AHCJAMEF_04337","KBLPGKMM_04154","NKIHGGCG_02171","BMPMIIIC_01243","GJABAPEG_00292"
"group_2009","","hypothetical protein",580,580,1,1,5226,NA,NA,"",368,368,368,"PFMPIDLH_03165","EEHBNCGH_01123","LBEPEMJH_02097","GEBDBFBM_04538","KEBBHCLF_00466","ANAGKALP_01140","KLLMCOIF_00290","ICMJKFCL_03056","FONGDKBB_01036","JAJDIPKB_02606","AHCJAMEF_04335","KBLPGKMM_04156","NKIHGGCG_02169","BMPMIIIC_01241","GJABAPEG_00290"
"group_2010","","hypothetical protein",580,580,1,1,5228,NA,NA,"",674,674,674,"PFMPIDLH_03163","EEHBNCGH_01125","LBEPEMJH_02095","GEBDBFBM_04536","KEBBHCLF_00464","ANAGKALP_01142","KLLMCOIF_00288","ICMJKFCL_03054","FONGDKBB_01038","JAJDIPKB_02608","AHCJAMEF_04333","KBLPGKMM_04158","NKIHGGCG_02167","BMPMIIIC_01239","GJABAPEG_00288"
"group_2011","","hypothetical protein",580,580,1,1,5229,NA,NA,"",251,251,251,"PFMPIDLH_03162","EEHBNCGH_01126","LBEPEMJH_02094","GEBDBFBM_04535","KEBBHCLF_00463","ANAGKALP_01143","KLLMCOIF_00287","ICMJKFCL_03053","FONGDKBB_01039","JAJDIPKB_02609","AHCJAMEF_04332","KBLPGKMM_04159","NKIHGGCG_02166","BMPMIIIC_01238","GJABAPEG_00287"
"yscJ","","Yop proteins translocation lipoprotein J",580,580,1,1,5230,NA,NA,"",749,749,749,"PFMPIDLH_03161","EEHBNCGH_01127","LBEPEMJH_02093","GEBDBFBM_04534","KEBBHCLF_00462","ANAGKALP_01144","KLLMCOIF_00286","ICMJKFCL_03052","FONGDKBB_01040","JAJDIPKB_02610","AHCJAMEF_04331","KBLPGKMM_04160","NKIHGGCG_02165","BMPMIIIC_01237","GJABAPEG_00286"
"group_2013","","hypothetical protein",580,580,1,1,5231,NA,NA,"",263,263,263,"PFMPIDLH_03160","EEHBNCGH_01128","LBEPEMJH_02092","GEBDBFBM_04533","KEBBHCLF_00461","ANAGKALP_01145","KLLMCOIF_00285","ICMJKFCL_03051","FONGDKBB_01041","JAJDIPKB_02611","AHCJAMEF_04330","KBLPGKMM_04161","NKIHGGCG_02164","BMPMIIIC_01236","GJABAPEG_00285"
"group_2014","","hypothetical protein",580,580,1,1,5232,NA,NA,"",290,290,290,"PFMPIDLH_03159","EEHBNCGH_01129","LBEPEMJH_02091","GEBDBFBM_04532","KEBBHCLF_00460","ANAGKALP_01146","KLLMCOIF_00284","ICMJKFCL_03050","FONGDKBB_01042","JAJDIPKB_02612","AHCJAMEF_04329","KBLPGKMM_04162","NKIHGGCG_02163","BMPMIIIC_01235","GJABAPEG_00284"
"group_2015","","hypothetical protein",580,580,1,1,5233,NA,NA,"",215,215,215,"PFMPIDLH_03158","EEHBNCGH_01130","LBEPEMJH_02090","GEBDBFBM_04531","KEBBHCLF_00459","ANAGKALP_01147","KLLMCOIF_00283","ICMJKFCL_03049","FONGDKBB_01043","JAJDIPKB_02613","AHCJAMEF_04328","KBLPGKMM_04163","NKIHGGCG_02162","BMPMIIIC_01234","GJABAPEG_00283"
"group_2016","","hypothetical protein",580,580,1,1,5234,NA,NA,"",689,689,689,"PFMPIDLH_03157","EEHBNCGH_01131","LBEPEMJH_02089","GEBDBFBM_04530","KEBBHCLF_00458","ANAGKALP_01148","KLLMCOIF_00282","ICMJKFCL_03048","FONGDKBB_01044","JAJDIPKB_02614","AHCJAMEF_04327","KBLPGKMM_04164","NKIHGGCG_02161","BMPMIIIC_01233","GJABAPEG_00282"
"group_2017","","hypothetical protein",580,580,1,1,5235,NA,NA,"",782,782,782,"PFMPIDLH_03156","EEHBNCGH_01132","LBEPEMJH_02088","GEBDBFBM_04529","KEBBHCLF_00457","ANAGKALP_01149","KLLMCOIF_00281","ICMJKFCL_03047","FONGDKBB_01045","JAJDIPKB_02615","AHCJAMEF_04326","KBLPGKMM_04165","NKIHGGCG_02160","BMPMIIIC_01232","GJABAPEG_00281"
"group_2018","","hypothetical protein",580,580,1,1,5236,NA,NA,"",428,428,428,"PFMPIDLH_03155","EEHBNCGH_01133","LBEPEMJH_02087","GEBDBFBM_04528","KEBBHCLF_00456","ANAGKALP_01150","KLLMCOIF_00280","ICMJKFCL_03046","FONGDKBB_01046","JAJDIPKB_02616","AHCJAMEF_04325","KBLPGKMM_04166","NKIHGGCG_02159","BMPMIIIC_01231","GJABAPEG_00280"
"group_2019","","hypothetical protein",580,580,1,1,5237,NA,NA,"",416,416,416,"PFMPIDLH_03154","EEHBNCGH_01134","LBEPEMJH_02086","GEBDBFBM_04527","KEBBHCLF_00455","ANAGKALP_01151","KLLMCOIF_00279","ICMJKFCL_03045","FONGDKBB_01047","JAJDIPKB_02617","AHCJAMEF_04324","KBLPGKMM_04167","NKIHGGCG_02158","BMPMIIIC_01230","GJABAPEG_00279"
"sseD","","Secreted effector protein SseD",580,580,1,1,5238,NA,NA,"",587,587,587,"PFMPIDLH_03153","EEHBNCGH_01135","LBEPEMJH_02085","GEBDBFBM_04526","KEBBHCLF_00454","ANAGKALP_01152","KLLMCOIF_00278","ICMJKFCL_03044","FONGDKBB_01048","JAJDIPKB_02618","AHCJAMEF_04323","KBLPGKMM_04168","NKIHGGCG_02157","BMPMIIIC_01229","GJABAPEG_00278"
"group_2021","","hypothetical protein",580,580,1,1,5240,NA,NA,"",473,473,473,"PFMPIDLH_03151","EEHBNCGH_01137","LBEPEMJH_02083","GEBDBFBM_04524","KEBBHCLF_00452","ANAGKALP_01154","KLLMCOIF_00276","ICMJKFCL_03042","FONGDKBB_01050","JAJDIPKB_02620","AHCJAMEF_04321","KBLPGKMM_04170","NKIHGGCG_02155","BMPMIIIC_01227","GJABAPEG_00276"
"sseB","","Secreted effector protein SseB",580,580,1,1,5241,NA,NA,"",590,590,590,"PFMPIDLH_03150","EEHBNCGH_01138","LBEPEMJH_02082","GEBDBFBM_04523","KEBBHCLF_00451","ANAGKALP_01155","KLLMCOIF_00275","ICMJKFCL_03041","FONGDKBB_01051","JAJDIPKB_02621","AHCJAMEF_04320","KBLPGKMM_04171","NKIHGGCG_02154","BMPMIIIC_01226","GJABAPEG_00275"
"ttrS","","Tetrathionate sensor histidine kinase TtrS",580,580,1,1,5254,NA,NA,"",1778,1778,1778,"PFMPIDLH_03137","EEHBNCGH_01151","LBEPEMJH_02069","GEBDBFBM_02721","KEBBHCLF_02777","ANAGKALP_01168","KLLMCOIF_00262","ICMJKFCL_03028","FONGDKBB_01064","JAJDIPKB_04105","AHCJAMEF_04307","KBLPGKMM_01277","NKIHGGCG_02141","BMPMIIIC_01213","GJABAPEG_00262"
"rhaS_1","","HTH-type transcriptional activator RhaS",580,580,1,1,5287,NA,NA,"",584,584,584,"PFMPIDLH_03107","EEHBNCGH_01181","LBEPEMJH_02039","GEBDBFBM_02751","KEBBHCLF_02807","ANAGKALP_01198","KLLMCOIF_00232","ICMJKFCL_02998","FONGDKBB_01094","JAJDIPKB_00977","AHCJAMEF_03255","KBLPGKMM_01307","NKIHGGCG_02111","BMPMIIIC_01183","GJABAPEG_00232"
"fixB_1","","Protein FixB",580,580,1,1,5289,NA,NA,"",935,935,935,"PFMPIDLH_03105","EEHBNCGH_01183","LBEPEMJH_02037","GEBDBFBM_02753","KEBBHCLF_02809","ANAGKALP_01200","KLLMCOIF_00230","ICMJKFCL_02996","FONGDKBB_01096","JAJDIPKB_00979","AHCJAMEF_03257","KBLPGKMM_01309","NKIHGGCG_02109","BMPMIIIC_01181","GJABAPEG_00230"
"ppsA","","Phosphoenolpyruvate synthase",580,580,1,1,5293,NA,NA,"",2378,2378,2378,"PFMPIDLH_03101","EEHBNCGH_01187","LBEPEMJH_02033","GEBDBFBM_02757","KEBBHCLF_02813","ANAGKALP_01204","KLLMCOIF_00226","ICMJKFCL_02992","FONGDKBB_01100","JAJDIPKB_00983","AHCJAMEF_03261","KBLPGKMM_01313","NKIHGGCG_02105","BMPMIIIC_01177","GJABAPEG_00226"
"ppsR","","Phosphoenolpyruvate synthase regulatory protein",580,580,1,1,5294,NA,NA,"",833,833,833,"PFMPIDLH_03100","EEHBNCGH_01188","LBEPEMJH_02032","GEBDBFBM_02758","KEBBHCLF_02814","ANAGKALP_01205","KLLMCOIF_00225","ICMJKFCL_02991","FONGDKBB_01101","JAJDIPKB_00984","AHCJAMEF_03262","KBLPGKMM_01314","NKIHGGCG_02104","BMPMIIIC_01176","GJABAPEG_00225"
"aroH","","Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive",580,580,1,1,5295,NA,NA,"",1046,1046,1046,"PFMPIDLH_03099","EEHBNCGH_01189","LBEPEMJH_02031","GEBDBFBM_02759","KEBBHCLF_02815","ANAGKALP_01206","KLLMCOIF_00224","ICMJKFCL_02990","FONGDKBB_01102","JAJDIPKB_00985","AHCJAMEF_03263","KBLPGKMM_01315","NKIHGGCG_02103","BMPMIIIC_01175","GJABAPEG_00224"
"ydiE","","putative protein YdiE",580,580,1,1,5296,NA,NA,"",191,191,191,"PFMPIDLH_03098","EEHBNCGH_01190","LBEPEMJH_02030","GEBDBFBM_02760","KEBBHCLF_02816","ANAGKALP_01207","KLLMCOIF_00223","ICMJKFCL_02989","FONGDKBB_01103","JAJDIPKB_00986","AHCJAMEF_03264","KBLPGKMM_01316","NKIHGGCG_02102","BMPMIIIC_01174","GJABAPEG_00223"
"ydiV_2","","Anti-FlhC(2)FlhD(4) factor YdiV",580,580,1,1,5299,NA,NA,"",713,713,713,"PFMPIDLH_03096","EEHBNCGH_01192","LBEPEMJH_02028","GEBDBFBM_02762","KEBBHCLF_02818","ANAGKALP_01209","KLLMCOIF_00221","ICMJKFCL_02987","FONGDKBB_01105","JAJDIPKB_00988","AHCJAMEF_03266","KBLPGKMM_01318","NKIHGGCG_02100","BMPMIIIC_01172","GJABAPEG_00221"
"mepS_1","","Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase",580,580,1,1,5300,NA,NA,"",464,464,464,"PFMPIDLH_03095","EEHBNCGH_01193","LBEPEMJH_02027","GEBDBFBM_02763","KEBBHCLF_02819","ANAGKALP_01210","KLLMCOIF_00220","ICMJKFCL_02986","FONGDKBB_01106","JAJDIPKB_00989","AHCJAMEF_03267","KBLPGKMM_01319","NKIHGGCG_02099","BMPMIIIC_01171","GJABAPEG_00220"
"btuD_2","","Vitamin B12 import ATP-binding protein BtuD",580,580,1,1,5301,NA,NA,"",749,749,749,"PFMPIDLH_03094","EEHBNCGH_01194","LBEPEMJH_02026","GEBDBFBM_02764","KEBBHCLF_02820","ANAGKALP_01211","KLLMCOIF_00219","ICMJKFCL_02985","FONGDKBB_01107","JAJDIPKB_00990","AHCJAMEF_03268","KBLPGKMM_01320","NKIHGGCG_02098","BMPMIIIC_01170","GJABAPEG_00219"
"btuE","","Thioredoxin/glutathione peroxidase BtuE",580,580,1,1,5302,NA,NA,"",551,551,551,"PFMPIDLH_03093","EEHBNCGH_01195","LBEPEMJH_02025","GEBDBFBM_02765","KEBBHCLF_02821","ANAGKALP_01212","KLLMCOIF_00218","ICMJKFCL_02984","FONGDKBB_01108","JAJDIPKB_00991","AHCJAMEF_03269","KBLPGKMM_01321","NKIHGGCG_02097","BMPMIIIC_01169","GJABAPEG_00218"
