"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR3000893","SRR15357283","SRR5928619","SRR14766355","NDSU4","SRR2911780","SRR25926991","SRR3000890","SRR19572341","SRR14766443","SRR9016885","SRR8728075","SRR5000227","SRR16297815","SRR14272153"
"group_1611","","hypothetical protein",579,579,1,1,4693,NA,NA,"",446,596,594,"NNFNPJIH_03519","PDNNBANI_00770","JKCDLFCP_00929","KIGINCLF_03692","MLOHFGPA_02002","FENEHPHI_04038","MAFDEBPG_02557","GEFNPNKI_03710","PBAHMKCA_02545","BJFLHFPA_03148","OMEBOICM_02946","EDHNKBAJ_00404","FKHFPJNE_00770","DCCGOOHM_01320","HIMMJIDH_00462"
"nupC","","Nucleoside permease NupC",579,579,1,1,3982,NA,NA,"",134,1265,1193,"NNFNPJIH_01512","PDNNBANI_02285","JKCDLFCP_01118","KIGINCLF_00658","MLOHFGPA_03861","FENEHPHI_02045","MAFDEBPG_00869","GEFNPNKI_01602","PBAHMKCA_03940","BJFLHFPA_01028","OMEBOICM_01308","EDHNKBAJ_02308","FKHFPJNE_02250","DCCGOOHM_02754","HIMMJIDH_02938"
"higB-2","","Toxin HigB-2",579,579,1,1,2247,NA,NA,"",170,311,310,"NNFNPJIH_03309","PDNNBANI_04133","JKCDLFCP_02967","KIGINCLF_01966","MLOHFGPA_02214","FENEHPHI_03711","MAFDEBPG_03770","GEFNPNKI_03103","PBAHMKCA_04048","BJFLHFPA_02554","OMEBOICM_01907","EDHNKBAJ_03167","FKHFPJNE_04114","DCCGOOHM_03980","HIMMJIDH_04197"
"rhlB","","ATP-dependent RNA helicase RhlB",579,579,1,1,3343,NA,NA,"",1085,1265,1263,"NNFNPJIH_03874","PDNNBANI_04306","JKCDLFCP_02035","KIGINCLF_02903","MLOHFGPA_04016","FENEHPHI_04080","MAFDEBPG_04014","GEFNPNKI_03985","PBAHMKCA_04252","BJFLHFPA_03610","OMEBOICM_03217","EDHNKBAJ_03761","FKHFPJNE_04223","DCCGOOHM_04269","HIMMJIDH_04318"
"wecC","","UDP-N-acetyl-D-mannosamine dehydrogenase",579,579,1,1,3337,NA,NA,"",1103,1262,1261,"NNFNPJIH_03868","PDNNBANI_04300","JKCDLFCP_02041","KIGINCLF_02909","MLOHFGPA_04022","FENEHPHI_04086","MAFDEBPG_04020","GEFNPNKI_03979","PBAHMKCA_04258","BJFLHFPA_03604","OMEBOICM_03211","EDHNKBAJ_03767","FKHFPJNE_04217","DCCGOOHM_04263","HIMMJIDH_04324"
"group_1745","","hypothetical protein",579,579,1,1,2122,NA,NA,"",1400,1592,1400,"NNFNPJIH_02058","PDNNBANI_01566","JKCDLFCP_02942","KIGINCLF_03601","MLOHFGPA_02863","FENEHPHI_01004","MAFDEBPG_03814","GEFNPNKI_01908","PBAHMKCA_01529","BJFLHFPA_03681","OMEBOICM_00825","EDHNKBAJ_01609","FKHFPJNE_01568","DCCGOOHM_02117","HIMMJIDH_02301"
"group_1872","","hypothetical protein",579,579,1,1,4729,NA,NA,"",122,122,122,"NNFNPJIH_00628","PDNNBANI_00738","JKCDLFCP_00896","KIGINCLF_04553","MLOHFGPA_02107","FENEHPHI_01119","MAFDEBPG_04611","GEFNPNKI_01068","PBAHMKCA_00007","BJFLHFPA_04388","OMEBOICM_04564","EDHNKBAJ_00371","FKHFPJNE_00739","DCCGOOHM_04091","HIMMJIDH_00551"
"group_1876","","hypothetical protein",579,579,1,1,4733,NA,NA,"",263,263,263,"NNFNPJIH_00624","PDNNBANI_00734","JKCDLFCP_00892","KIGINCLF_04557","MLOHFGPA_02111","FENEHPHI_01123","MAFDEBPG_04607","GEFNPNKI_01064","PBAHMKCA_00011","BJFLHFPA_04392","OMEBOICM_04560","EDHNKBAJ_00367","FKHFPJNE_00735","DCCGOOHM_04095","HIMMJIDH_00555"
"ribZ","","Riboflavin transporter RibZ",579,579,1,1,4753,NA,NA,"",1373,1373,1373,"NNFNPJIH_00605","PDNNBANI_00715","JKCDLFCP_02419","KIGINCLF_02515","MLOHFGPA_02130","FENEHPHI_01142","MAFDEBPG_04573","GEFNPNKI_01045","PBAHMKCA_00030","BJFLHFPA_04411","OMEBOICM_03620","EDHNKBAJ_00348","FKHFPJNE_00716","DCCGOOHM_04114","HIMMJIDH_00574"
"kdgR","","Transcriptional regulator KdgR",579,579,1,1,4755,NA,NA,"",791,791,791,"NNFNPJIH_00604","PDNNBANI_00714","JKCDLFCP_02421","KIGINCLF_02514","MLOHFGPA_02132","FENEHPHI_01144","MAFDEBPG_04572","GEFNPNKI_01044","PBAHMKCA_00032","BJFLHFPA_04413","OMEBOICM_03622","EDHNKBAJ_00347","FKHFPJNE_00715","DCCGOOHM_04116","HIMMJIDH_00576"
"rlmA","","23S rRNA (guanine(745)-N(1))-methyltransferase",579,579,1,1,4761,NA,NA,"",809,809,809,"NNFNPJIH_00598","PDNNBANI_00708","JKCDLFCP_02427","KIGINCLF_02508","MLOHFGPA_02138","FENEHPHI_01150","MAFDEBPG_04566","GEFNPNKI_01038","PBAHMKCA_00038","BJFLHFPA_04419","OMEBOICM_03628","EDHNKBAJ_00341","FKHFPJNE_00709","DCCGOOHM_04122","HIMMJIDH_00582"
"mntP","","putative manganese efflux pump MntP",579,579,1,1,4762,NA,NA,"",566,566,566,"NNFNPJIH_00597","PDNNBANI_00707","JKCDLFCP_02428","KIGINCLF_02507","MLOHFGPA_02139","FENEHPHI_01151","MAFDEBPG_04565","GEFNPNKI_01037","PBAHMKCA_00039","BJFLHFPA_04420","OMEBOICM_03629","EDHNKBAJ_00340","FKHFPJNE_00708","DCCGOOHM_04123","HIMMJIDH_00583"
"manX","","PTS system mannose-specific EIIAB component",579,579,1,1,4767,NA,NA,"",968,968,968,"NNFNPJIH_00593","PDNNBANI_00703","JKCDLFCP_02432","KIGINCLF_02503","MLOHFGPA_02143","FENEHPHI_01155","MAFDEBPG_01566","GEFNPNKI_01033","PBAHMKCA_00043","BJFLHFPA_03825","OMEBOICM_03633","EDHNKBAJ_00336","FKHFPJNE_00704","DCCGOOHM_04127","HIMMJIDH_00587"
"fnr","","Fumarate and nitrate reduction regulatory protein",579,579,1,1,4945,NA,NA,"",752,752,752,"NNFNPJIH_00423","PDNNBANI_00531","JKCDLFCP_01294","KIGINCLF_02697","MLOHFGPA_00962","FENEHPHI_01325","MAFDEBPG_02282","GEFNPNKI_00862","PBAHMKCA_00213","BJFLHFPA_03043","OMEBOICM_01837","EDHNKBAJ_00166","FKHFPJNE_00534","DCCGOOHM_00766","HIMMJIDH_00757"
"trg_1","","Methyl-accepting chemotaxis protein III",579,579,1,1,4985,NA,NA,"",1625,1625,1625,"NNFNPJIH_00388","PDNNBANI_00496","JKCDLFCP_01487","KIGINCLF_03232","MLOHFGPA_00927","FENEHPHI_01360","MAFDEBPG_02317","GEFNPNKI_00827","PBAHMKCA_00248","BJFLHFPA_01898","OMEBOICM_03144","EDHNKBAJ_00131","FKHFPJNE_00499","DCCGOOHM_00801","HIMMJIDH_00792"
"group_1922","","putative protein",579,579,1,1,4989,NA,NA,"",1343,1343,1343,"NNFNPJIH_00386","PDNNBANI_00494","JKCDLFCP_01489","KIGINCLF_03234","MLOHFGPA_00925","FENEHPHI_01362","MAFDEBPG_02319","GEFNPNKI_00825","PBAHMKCA_00250","BJFLHFPA_01900","OMEBOICM_03142","EDHNKBAJ_00129","FKHFPJNE_00497","DCCGOOHM_00803","HIMMJIDH_00794"
"ysdC","","Putative aminopeptidase YsdC",579,579,1,1,5003,NA,NA,"",1118,1118,1118,"NNFNPJIH_00374","PDNNBANI_00482","JKCDLFCP_01501","KIGINCLF_03246","MLOHFGPA_00913","FENEHPHI_01374","MAFDEBPG_02331","GEFNPNKI_00813","PBAHMKCA_00262","BJFLHFPA_01913","OMEBOICM_03130","EDHNKBAJ_00117","FKHFPJNE_00485","DCCGOOHM_00815","HIMMJIDH_00806"
"group_1931","","hypothetical protein",579,579,1,1,5012,NA,NA,"",230,230,230,"NNFNPJIH_00365","PDNNBANI_00473","JKCDLFCP_01510","KIGINCLF_03255","MLOHFGPA_00904","FENEHPHI_01383","MAFDEBPG_02340","GEFNPNKI_00804","PBAHMKCA_00271","BJFLHFPA_01922","OMEBOICM_03121","EDHNKBAJ_00108","FKHFPJNE_00476","DCCGOOHM_00824","HIMMJIDH_00815"
"vanX","","D-alanyl-D-alanine dipeptidase",579,579,1,1,5016,NA,NA,"",770,770,770,"NNFNPJIH_00361","PDNNBANI_00469","JKCDLFCP_01514","KIGINCLF_03259","MLOHFGPA_00900","FENEHPHI_01387","MAFDEBPG_02344","GEFNPNKI_00800","PBAHMKCA_00275","BJFLHFPA_01926","OMEBOICM_03117","EDHNKBAJ_00104","FKHFPJNE_00472","DCCGOOHM_00828","HIMMJIDH_00819"
"hisC_1","","Histidinol-phosphate aminotransferase",579,579,1,1,5017,NA,NA,"",1424,1424,1424,"NNFNPJIH_00360","PDNNBANI_00468","JKCDLFCP_01515","KIGINCLF_03260","MLOHFGPA_00899","FENEHPHI_01388","MAFDEBPG_02345","GEFNPNKI_00799","PBAHMKCA_00276","BJFLHFPA_01927","OMEBOICM_03116","EDHNKBAJ_00103","FKHFPJNE_00471","DCCGOOHM_00829","HIMMJIDH_00820"
"group_1938","","hypothetical protein",579,579,1,1,5020,NA,NA,"",2144,2144,2144,"NNFNPJIH_00357","PDNNBANI_00465","JKCDLFCP_01518","KIGINCLF_03263","MLOHFGPA_00896","FENEHPHI_01391","MAFDEBPG_02348","GEFNPNKI_00796","PBAHMKCA_00279","BJFLHFPA_01930","OMEBOICM_03113","EDHNKBAJ_00100","FKHFPJNE_00468","DCCGOOHM_00832","HIMMJIDH_00823"
"group_1939","","hypothetical protein",579,579,1,1,5021,NA,NA,"",2969,2981,2980,"NNFNPJIH_00356","PDNNBANI_00464","JKCDLFCP_01519","KIGINCLF_03264","MLOHFGPA_00895","FENEHPHI_01392","MAFDEBPG_02349","GEFNPNKI_00795","PBAHMKCA_00280","BJFLHFPA_01931","OMEBOICM_03112","EDHNKBAJ_00099","FKHFPJNE_00467","DCCGOOHM_00833","HIMMJIDH_00824"
"group_1940","","hypothetical protein",579,579,1,1,5022,NA,NA,"",1328,1328,1328,"NNFNPJIH_00355","PDNNBANI_00463","JKCDLFCP_01520","KIGINCLF_03265","MLOHFGPA_00894","FENEHPHI_01393","MAFDEBPG_02350","GEFNPNKI_00794","PBAHMKCA_00281","BJFLHFPA_01932","OMEBOICM_03111","EDHNKBAJ_00098","FKHFPJNE_00466","DCCGOOHM_00834","HIMMJIDH_00825"
"ydcY","","putative protein YdcY",579,579,1,1,5023,NA,NA,"",233,233,233,"NNFNPJIH_00354","PDNNBANI_00462","JKCDLFCP_01521","KIGINCLF_03266","MLOHFGPA_00893","FENEHPHI_01394","MAFDEBPG_02351","GEFNPNKI_00793","PBAHMKCA_00282","BJFLHFPA_01933","OMEBOICM_03110","EDHNKBAJ_00097","FKHFPJNE_00465","DCCGOOHM_00835","HIMMJIDH_00826"
"ydcZ","","Inner membrane protein YdcZ",579,579,1,1,5024,NA,NA,"",449,449,449,"NNFNPJIH_00353","PDNNBANI_00461","JKCDLFCP_01522","KIGINCLF_03267","MLOHFGPA_00892","FENEHPHI_01395","MAFDEBPG_02352","GEFNPNKI_00792","PBAHMKCA_00283","BJFLHFPA_01934","OMEBOICM_03109","EDHNKBAJ_00096","FKHFPJNE_00464","DCCGOOHM_00836","HIMMJIDH_00827"
"yncA","","L-methionine sulfoximine/L-methionine sulfone acetyltransferase",579,579,1,1,5025,NA,NA,"",515,515,515,"NNFNPJIH_00352","PDNNBANI_00460","JKCDLFCP_01523","KIGINCLF_03268","MLOHFGPA_00891","FENEHPHI_01396","MAFDEBPG_02353","GEFNPNKI_00791","PBAHMKCA_00284","BJFLHFPA_01935","OMEBOICM_03108","EDHNKBAJ_00095","FKHFPJNE_00463","DCCGOOHM_00837","HIMMJIDH_00828"
"mcbR","","HTH-type transcriptional regulator McbR",579,579,1,1,5027,NA,NA,"",665,665,665,"NNFNPJIH_00350","PDNNBANI_00458","JKCDLFCP_01525","KIGINCLF_03270","MLOHFGPA_00889","FENEHPHI_01398","MAFDEBPG_02355","GEFNPNKI_00789","PBAHMKCA_00286","BJFLHFPA_01937","OMEBOICM_03106","EDHNKBAJ_00093","FKHFPJNE_00461","DCCGOOHM_00839","HIMMJIDH_00830"
"yncE","","putative protein YncE",579,579,1,1,5029,NA,NA,"",1061,1061,1061,"NNFNPJIH_00348","PDNNBANI_00456","JKCDLFCP_01527","KIGINCLF_03272","MLOHFGPA_00887","FENEHPHI_01400","MAFDEBPG_02357","GEFNPNKI_00787","PBAHMKCA_00288","BJFLHFPA_01939","OMEBOICM_03104","EDHNKBAJ_00091","FKHFPJNE_00459","DCCGOOHM_00841","HIMMJIDH_00832"
"group_1946","","hypothetical protein",579,579,1,1,5032,NA,NA,"",632,632,632,"NNFNPJIH_00345","PDNNBANI_00453","JKCDLFCP_01530","KIGINCLF_03275","MLOHFGPA_00884","FENEHPHI_01403","MAFDEBPG_02360","GEFNPNKI_00784","PBAHMKCA_00291","BJFLHFPA_01942","OMEBOICM_03101","EDHNKBAJ_00088","FKHFPJNE_00456","DCCGOOHM_00844","HIMMJIDH_00835"
"group_1957","","hypothetical protein",579,579,1,1,5077,NA,NA,"",281,281,281,"NNFNPJIH_00314","PDNNBANI_00422","JKCDLFCP_01561","KIGINCLF_02612","MLOHFGPA_04431","FENEHPHI_01434","MAFDEBPG_02457","GEFNPNKI_00753","PBAHMKCA_00322","BJFLHFPA_01973","OMEBOICM_03070","EDHNKBAJ_00058","FKHFPJNE_00425","DCCGOOHM_00874","HIMMJIDH_00866"
"group_1984","osmY_1","Osmoprotectant import permease protein OsmY",579,579,1,1,5137,NA,NA,"",710,710,710,"NNFNPJIH_00261","PDNNBANI_00369","JKCDLFCP_02873","KIGINCLF_02559","MLOHFGPA_02355","FENEHPHI_01487","MAFDEBPG_02404","GEFNPNKI_00700","PBAHMKCA_00376","BJFLHFPA_02026","OMEBOICM_03503","EDHNKBAJ_00005","FKHFPJNE_00372","DCCGOOHM_00927","HIMMJIDH_00919"
"rsxA","","Ion-translocating oxidoreductase complex subunit A",579,579,1,1,5175,NA,NA,"",581,581,581,"NNFNPJIH_00227","PDNNBANI_00335","JKCDLFCP_03837","KIGINCLF_00998","MLOHFGPA_02389","FENEHPHI_03943","MAFDEBPG_03865","GEFNPNKI_02547","PBAHMKCA_00410","BJFLHFPA_04072","OMEBOICM_01209","EDHNKBAJ_01972","FKHFPJNE_00338","DCCGOOHM_00961","HIMMJIDH_00953"
"rplT","","50S ribosomal protein L20",579,579,1,1,5308,NA,NA,"",356,356,356,"NNFNPJIH_00102","PDNNBANI_00210","JKCDLFCP_00200","KIGINCLF_01124","MLOHFGPA_01269","FENEHPHI_03818","MAFDEBPG_01155","GEFNPNKI_02422","PBAHMKCA_00535","BJFLHFPA_00707","OMEBOICM_01084","EDHNKBAJ_02097","FKHFPJNE_00213","DCCGOOHM_01086","HIMMJIDH_01078"
"rpmI","","50S ribosomal protein L35",579,579,1,1,5309,NA,NA,"",197,197,197,"NNFNPJIH_00101","PDNNBANI_00209","JKCDLFCP_00199","KIGINCLF_01125","MLOHFGPA_01268","FENEHPHI_03817","MAFDEBPG_01154","GEFNPNKI_02421","PBAHMKCA_00536","BJFLHFPA_00708","OMEBOICM_01083","EDHNKBAJ_02098","FKHFPJNE_00212","DCCGOOHM_01087","HIMMJIDH_01079"
"infC","","Translation initiation factor IF-3",579,579,1,1,5310,NA,NA,"",434,434,434,"NNFNPJIH_00100","PDNNBANI_00208","JKCDLFCP_00198","KIGINCLF_01126","MLOHFGPA_01267","FENEHPHI_03816","MAFDEBPG_01153","GEFNPNKI_02420","PBAHMKCA_00537","BJFLHFPA_00709","OMEBOICM_01082","EDHNKBAJ_02099","FKHFPJNE_00211","DCCGOOHM_01088","HIMMJIDH_01080"
"thrS","","Threonine--tRNA ligase",579,579,1,1,5312,NA,NA,"",1928,1928,1928,"NNFNPJIH_00099","PDNNBANI_00207","JKCDLFCP_00197","KIGINCLF_01127","MLOHFGPA_01266","FENEHPHI_03815","MAFDEBPG_01152","GEFNPNKI_02419","PBAHMKCA_00538","BJFLHFPA_00710","OMEBOICM_01081","EDHNKBAJ_02100","FKHFPJNE_00210","DCCGOOHM_01089","HIMMJIDH_01081"
"chbB","","PTS system N,N'-diacetylchitobiose-specific EIIB component",579,579,1,1,5334,NA,NA,"",320,320,320,"NNFNPJIH_00079","PDNNBANI_00187","JKCDLFCP_00178","KIGINCLF_01147","MLOHFGPA_01246","FENEHPHI_03463","MAFDEBPG_01133","GEFNPNKI_02399","PBAHMKCA_00559","BJFLHFPA_00729","OMEBOICM_01062","EDHNKBAJ_02120","FKHFPJNE_00190","DCCGOOHM_01109","HIMMJIDH_01101"
"group_2048","","putative oxidoreductase",579,579,1,1,5368,NA,NA,"",848,848,848,"NNFNPJIH_00046","PDNNBANI_00154","JKCDLFCP_00145","KIGINCLF_01180","MLOHFGPA_01213","FENEHPHI_03430","MAFDEBPG_01100","GEFNPNKI_02366","PBAHMKCA_00592","BJFLHFPA_00762","OMEBOICM_01029","EDHNKBAJ_02153","FKHFPJNE_00157","DCCGOOHM_01142","HIMMJIDH_01134"
"yhjQ","","putative cysteine-rich protein YhjQ",579,579,1,1,5393,NA,NA,"",326,326,326,"NNFNPJIH_00020","PDNNBANI_00128","JKCDLFCP_00119","KIGINCLF_01206","MLOHFGPA_01187","FENEHPHI_03404","MAFDEBPG_01074","GEFNPNKI_03413","PBAHMKCA_00618","BJFLHFPA_00788","OMEBOICM_01003","EDHNKBAJ_02179","FKHFPJNE_00131","DCCGOOHM_01168","HIMMJIDH_01160"
"icd","","Isocitrate dehydrogenase [NADP]",579,579,1,1,5416,NA,NA,"",1250,1250,1250,"NNFNPJIH_03720","PDNNBANI_00106","JKCDLFCP_00097","KIGINCLF_04284","MLOHFGPA_01165","FENEHPHI_03382","MAFDEBPG_01052","GEFNPNKI_03391","PBAHMKCA_00640","BJFLHFPA_00810","OMEBOICM_03389","EDHNKBAJ_03458","FKHFPJNE_00109","DCCGOOHM_01190","HIMMJIDH_01182"
"purB","","Adenylosuccinate lyase",579,579,1,1,5422,NA,NA,"",1370,1370,1370,"NNFNPJIH_03714","PDNNBANI_00100","JKCDLFCP_00091","KIGINCLF_04278","MLOHFGPA_01159","FENEHPHI_03376","MAFDEBPG_01046","GEFNPNKI_03385","PBAHMKCA_00646","BJFLHFPA_00816","OMEBOICM_03383","EDHNKBAJ_03452","FKHFPJNE_00103","DCCGOOHM_01196","HIMMJIDH_01188"
"bhsA","","Multiple stress resistance protein BhsA",579,579,1,1,5442,NA,NA,"",257,257,257,"NNFNPJIH_03696","PDNNBANI_00082","JKCDLFCP_00073","KIGINCLF_04260","MLOHFGPA_01141","FENEHPHI_03358","MAFDEBPG_01028","GEFNPNKI_03367","PBAHMKCA_00664","BJFLHFPA_00834","OMEBOICM_03365","EDHNKBAJ_03434","FKHFPJNE_00085","DCCGOOHM_01214","HIMMJIDH_01206"
"group_2091","","hypothetical protein",579,579,1,1,3068,NA,NA,"",464,464,464,"NNFNPJIH_02659","PDNNBANI_03418","JKCDLFCP_02546","KIGINCLF_01278","MLOHFGPA_02972","FENEHPHI_00053","MAFDEBPG_01830","GEFNPNKI_00616","PBAHMKCA_00805","BJFLHFPA_01639","OMEBOICM_02470","EDHNKBAJ_01151","FKHFPJNE_02499","DCCGOOHM_00616","HIMMJIDH_01350"
"group_2095","","IS3 family transposase IS1351",579,579,1,1,3095,NA,NA,"",266,266,266,"NNFNPJIH_02634","PDNNBANI_03443","JKCDLFCP_03398","KIGINCLF_01303","","FENEHPHI_00078","MAFDEBPG_01805","GEFNPNKI_00591","PBAHMKCA_00830","BJFLHFPA_01614","OMEBOICM_02445","EDHNKBAJ_01126","FKHFPJNE_02524","DCCGOOHM_00591","HIMMJIDH_01375"
"sicP","","Chaperone protein sicP",579,579,1,1,3209,NA,NA,"",392,392,392,"NNFNPJIH_02522","PDNNBANI_03556","JKCDLFCP_01202","KIGINCLF_03047","MLOHFGPA_02896","FENEHPHI_00190","MAFDEBPG_03084","GEFNPNKI_00479","PBAHMKCA_00942","BJFLHFPA_01502","OMEBOICM_02208","EDHNKBAJ_01014","FKHFPJNE_02636","DCCGOOHM_00479","HIMMJIDH_01487"
"group_2145","","hypothetical protein",579,579,1,1,3210,NA,NA,"",260,260,260,"NNFNPJIH_02521","PDNNBANI_03557","JKCDLFCP_01201","KIGINCLF_03046","MLOHFGPA_02895","FENEHPHI_00191","MAFDEBPG_03083","GEFNPNKI_00478","PBAHMKCA_00943","BJFLHFPA_01501","OMEBOICM_02207","EDHNKBAJ_01013","FKHFPJNE_02637","DCCGOOHM_00478","HIMMJIDH_01488"
"acpP_1","","Acyl carrier protein",579,579,1,1,3211,NA,NA,"",248,248,248,"NNFNPJIH_02520","PDNNBANI_03558","JKCDLFCP_01200","KIGINCLF_03045","MLOHFGPA_02894","FENEHPHI_00192","MAFDEBPG_03082","GEFNPNKI_00477","PBAHMKCA_00944","BJFLHFPA_01500","OMEBOICM_02206","EDHNKBAJ_01012","FKHFPJNE_02638","DCCGOOHM_00477","HIMMJIDH_01489"
"sipD","","Cell invasion protein SipD",579,579,1,1,3213,NA,NA,"",1031,1031,1031,"NNFNPJIH_02518","PDNNBANI_03560","JKCDLFCP_01198","KIGINCLF_03043","MLOHFGPA_02892","FENEHPHI_00194","MAFDEBPG_03080","GEFNPNKI_00475","PBAHMKCA_00946","BJFLHFPA_01498","OMEBOICM_02204","EDHNKBAJ_01010","FKHFPJNE_02640","DCCGOOHM_00475","HIMMJIDH_01491"
"sipC","","Cell invasion protein SipC",579,579,1,1,3214,NA,NA,"",1229,1229,1229,"NNFNPJIH_02517","PDNNBANI_03561","JKCDLFCP_01197","KIGINCLF_03042","MLOHFGPA_02891","FENEHPHI_00195","MAFDEBPG_03079","GEFNPNKI_00474","PBAHMKCA_00947","BJFLHFPA_01497","OMEBOICM_02203","EDHNKBAJ_01009","FKHFPJNE_02641","DCCGOOHM_00474","HIMMJIDH_01492"
"sipB","","Cell invasion protein SipB",579,579,1,1,3215,NA,NA,"",1781,1781,1781,"NNFNPJIH_02516","PDNNBANI_03562","JKCDLFCP_01196","KIGINCLF_03041","MLOHFGPA_02890","FENEHPHI_00196","MAFDEBPG_03078","GEFNPNKI_00473","PBAHMKCA_00948","BJFLHFPA_01496","OMEBOICM_02202","EDHNKBAJ_01008","FKHFPJNE_02642","DCCGOOHM_00473","HIMMJIDH_01493"
"sicA","","Chaperone protein SicA",579,579,1,1,3216,NA,NA,"",497,497,497,"NNFNPJIH_02515","PDNNBANI_03563","JKCDLFCP_01195","KIGINCLF_03040","MLOHFGPA_02889","FENEHPHI_00197","MAFDEBPG_03077","GEFNPNKI_00472","PBAHMKCA_00949","BJFLHFPA_01495","OMEBOICM_02201","EDHNKBAJ_01007","FKHFPJNE_02643","DCCGOOHM_00472","HIMMJIDH_01494"
"spaS","","Surface presentation of antigens protein SpaS",579,579,1,1,3217,NA,NA,"",1070,1070,1070,"NNFNPJIH_02514","PDNNBANI_03564","JKCDLFCP_01194","KIGINCLF_03039","MLOHFGPA_02888","FENEHPHI_00198","MAFDEBPG_03076","GEFNPNKI_00471","PBAHMKCA_00950","BJFLHFPA_01494","OMEBOICM_02200","EDHNKBAJ_01006","FKHFPJNE_02644","DCCGOOHM_00471","HIMMJIDH_01495"
"spaR_1","","Surface presentation of antigens protein SpaR",579,579,1,1,3218,NA,NA,"",791,791,791,"NNFNPJIH_02513","PDNNBANI_03565","JKCDLFCP_01193","KIGINCLF_03038","MLOHFGPA_02887","FENEHPHI_00199","MAFDEBPG_03075","GEFNPNKI_00470","PBAHMKCA_00951","BJFLHFPA_01493","OMEBOICM_02199","EDHNKBAJ_01005","FKHFPJNE_02645","DCCGOOHM_00470","HIMMJIDH_01496"
"spaQ","","Surface presentation of antigens protein SpaQ",579,579,1,1,3219,NA,NA,"",260,260,260,"NNFNPJIH_02512","PDNNBANI_03566","JKCDLFCP_01192","KIGINCLF_03037","MLOHFGPA_02886","FENEHPHI_00200","MAFDEBPG_03074","GEFNPNKI_00469","PBAHMKCA_00952","BJFLHFPA_01492","OMEBOICM_02198","EDHNKBAJ_01004","FKHFPJNE_02646","DCCGOOHM_00469","HIMMJIDH_01497"
"group_2155","","hypothetical protein",579,579,1,1,3222,NA,NA,"",1010,1010,1010,"NNFNPJIH_02509","PDNNBANI_03569","JKCDLFCP_01189","KIGINCLF_03034","MLOHFGPA_02883","FENEHPHI_00203","MAFDEBPG_03071","GEFNPNKI_00466","PBAHMKCA_00955","BJFLHFPA_01489","OMEBOICM_02195","EDHNKBAJ_01001","FKHFPJNE_02649","DCCGOOHM_00466","HIMMJIDH_01500"
"spaL","","putative ATP synthase SpaL",579,579,1,1,3224,NA,NA,"",1295,1295,1295,"NNFNPJIH_02507","PDNNBANI_03571","JKCDLFCP_01187","KIGINCLF_03032","MLOHFGPA_02881","FENEHPHI_00205","MAFDEBPG_03069","GEFNPNKI_00464","PBAHMKCA_00957","BJFLHFPA_01487","OMEBOICM_02193","EDHNKBAJ_00999","FKHFPJNE_02651","DCCGOOHM_00464","HIMMJIDH_01502"
"spaK","","Surface presentation of antigens protein SpaK",579,579,1,1,3225,NA,NA,"",407,407,407,"NNFNPJIH_02506","PDNNBANI_03572","JKCDLFCP_01186","KIGINCLF_03031","MLOHFGPA_02880","FENEHPHI_00206","MAFDEBPG_03068","GEFNPNKI_00463","PBAHMKCA_00958","BJFLHFPA_01486","OMEBOICM_02192","EDHNKBAJ_00998","FKHFPJNE_02652","DCCGOOHM_00463","HIMMJIDH_01503"
"invA","","Invasion protein InvA",579,579,1,1,3226,NA,NA,"",2057,2057,2057,"NNFNPJIH_02505","PDNNBANI_03573","JKCDLFCP_01185","KIGINCLF_03030","MLOHFGPA_02879","FENEHPHI_00207","MAFDEBPG_03067","GEFNPNKI_00462","PBAHMKCA_00959","BJFLHFPA_01485","OMEBOICM_02191","EDHNKBAJ_00997","FKHFPJNE_02653","DCCGOOHM_00462","HIMMJIDH_01504"
"group_2167","","hypothetical protein",579,579,1,1,3236,NA,NA,"",494,494,494,"NNFNPJIH_02496","PDNNBANI_03582","JKCDLFCP_01176","KIGINCLF_03021","MLOHFGPA_03346","FENEHPHI_00216","MAFDEBPG_03058","GEFNPNKI_00453","PBAHMKCA_00968","BJFLHFPA_01476","OMEBOICM_02182","EDHNKBAJ_00988","FKHFPJNE_02662","DCCGOOHM_00453","HIMMJIDH_01513"
"group_2168","","hypothetical protein",579,579,1,1,3237,NA,NA,"",668,668,668,"NNFNPJIH_02495","PDNNBANI_03583","JKCDLFCP_01175","KIGINCLF_03020","MLOHFGPA_03345","FENEHPHI_00217","MAFDEBPG_03057","GEFNPNKI_00452","PBAHMKCA_00969","BJFLHFPA_01475","OMEBOICM_02181","EDHNKBAJ_00987","FKHFPJNE_02663","DCCGOOHM_00452","HIMMJIDH_01514"
"denD","","D-erythronate dehydrogenase",579,579,1,1,3243,NA,NA,"",950,950,950,"NNFNPJIH_02489","PDNNBANI_03589","JKCDLFCP_01169","KIGINCLF_03014","MLOHFGPA_03339","FENEHPHI_00223","MAFDEBPG_03051","GEFNPNKI_00446","PBAHMKCA_00975","BJFLHFPA_01469","OMEBOICM_02175","EDHNKBAJ_00981","FKHFPJNE_02669","DCCGOOHM_00446","HIMMJIDH_01520"
