"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR9016861","SRR16506855","NDSU10","SRR1515953","SRR5000237","SRR14766407","SRR14766455","SRR10037239","SRR2911780","SRR23043682","SRR14766451","SRR5883589","SRR28412155","SRR14766423","SRR14272154"
"rpoC","","DNA-directed RNA polymerase subunit beta'",580,580,1,1,1542,NA,NA,"",1799,4223,4218,"DPFOFGOO_04661","MMJAGEHG_04622","PGKCJFEA_04182","JICBPFCI_04395","GJOEKIMA_04562","FCNMCNAM_04573","BHJELCCI_04605","OOMIMPCI_04642","FENEHPHI_04531","NJDFJAED_04520","JKFJINKE_04418","IKEIDPHJ_04435","KODEOOAH_04523","ONBFLLJP_04549","HAANCNKA_04500"
"rplJ","","50S ribosomal protein L10",580,580,1,1,1546,NA,NA,"",497,533,497,"DPFOFGOO_04658","MMJAGEHG_04625","PGKCJFEA_04179","JICBPFCI_04398","GJOEKIMA_04565","FCNMCNAM_04576","BHJELCCI_04608","OOMIMPCI_04639","FENEHPHI_04528","NJDFJAED_04517","JKFJINKE_04415","IKEIDPHJ_04438","KODEOOAH_04526","ONBFLLJP_04552","HAANCNKA_04497"
"bfr","","Bacterioferritin",580,580,1,1,1603,NA,NA,"",119,476,475,"DPFOFGOO_04220","MMJAGEHG_04674","PGKCJFEA_04366","JICBPFCI_04447","GJOEKIMA_00045","FCNMCNAM_04355","BHJELCCI_04439","OOMIMPCI_02715","FENEHPHI_04554","NJDFJAED_04543","JKFJINKE_03966","IKEIDPHJ_00924","KODEOOAH_04532","ONBFLLJP_04627","HAANCNKA_02432"
"rplO","","50S ribosomal protein L15",580,580,1,1,1581,NA,NA,"",272,434,433,"DPFOFGOO_04198","MMJAGEHG_04652","PGKCJFEA_04344","JICBPFCI_04425","GJOEKIMA_00023","FCNMCNAM_04377","BHJELCCI_04417","OOMIMPCI_02737","FENEHPHI_04576","NJDFJAED_04565","JKFJINKE_03944","IKEIDPHJ_00946","KODEOOAH_04554","ONBFLLJP_04605","HAANCNKA_02454"
"smg","","Protein Smg",580,580,1,1,1563,NA,NA,"",473,578,473,"DPFOFGOO_04181","MMJAGEHG_04635","PGKCJFEA_04327","JICBPFCI_04408","GJOEKIMA_00006","FCNMCNAM_04394","BHJELCCI_04400","OOMIMPCI_02754","FENEHPHI_04593","NJDFJAED_04582","JKFJINKE_03927","IKEIDPHJ_00963","KODEOOAH_04571","ONBFLLJP_04588","HAANCNKA_02471"
"ubiD","","3-octaprenyl-4-hydroxybenzoate carboxy-lyase",580,580,1,1,3282,NA,NA,"",635,1508,1476,"DPFOFGOO_03887","MMJAGEHG_04212","PGKCJFEA_03652","JICBPFCI_03607","GJOEKIMA_03696","FCNMCNAM_03575","BHJELCCI_04332","OOMIMPCI_04298","FENEHPHI_04141","NJDFJAED_04172","JKFJINKE_03561","IKEIDPHJ_03672","KODEOOAH_04262","ONBFLLJP_04140","HAANCNKA_04165"
"group_1873","","hypothetical protein",580,580,1,1,4730,NA,NA,"",614,614,614,"DPFOFGOO_03975","MMJAGEHG_01605","PGKCJFEA_01916","JICBPFCI_04298","GJOEKIMA_00811","FCNMCNAM_02949","BHJELCCI_00399","OOMIMPCI_00738","FENEHPHI_01120","NJDFJAED_00939","JKFJINKE_04488","IKEIDPHJ_03774","KODEOOAH_00008","ONBFLLJP_04666","HAANCNKA_00398"
"group_1874","","hypothetical protein",580,580,1,1,4731,NA,NA,"",158,158,158,"DPFOFGOO_03974","MMJAGEHG_01606","PGKCJFEA_01915","JICBPFCI_04299","GJOEKIMA_00810","FCNMCNAM_02948","BHJELCCI_00398","OOMIMPCI_00737","FENEHPHI_01121","NJDFJAED_00940","JKFJINKE_04487","IKEIDPHJ_03775","KODEOOAH_00009","ONBFLLJP_04667","HAANCNKA_00397"
"group_1875","","hypothetical protein",580,580,1,1,4732,NA,NA,"",665,665,665,"DPFOFGOO_03973","MMJAGEHG_01607","PGKCJFEA_01914","JICBPFCI_04300","GJOEKIMA_00809","FCNMCNAM_02947","BHJELCCI_00397","OOMIMPCI_00736","FENEHPHI_01122","NJDFJAED_00941","JKFJINKE_04486","IKEIDPHJ_03776","KODEOOAH_00010","ONBFLLJP_04668","HAANCNKA_00396"
"group_1877","","IS256 family transposase IS285",580,580,1,1,4734,NA,NA,"",857,857,857,"DPFOFGOO_03971","MMJAGEHG_01609","PGKCJFEA_01912","JICBPFCI_04302","GJOEKIMA_00807","FCNMCNAM_02945","BHJELCCI_00395","OOMIMPCI_00734","FENEHPHI_01124","NJDFJAED_00943","JKFJINKE_04484","IKEIDPHJ_03778","KODEOOAH_00012","ONBFLLJP_04005","HAANCNKA_00394"
"group_1878","","hypothetical protein",580,580,1,1,4735,NA,NA,"",146,146,146,"DPFOFGOO_03970","MMJAGEHG_01610","PGKCJFEA_01911","JICBPFCI_04303","GJOEKIMA_00806","FCNMCNAM_02944","BHJELCCI_00394","OOMIMPCI_00733","FENEHPHI_01125","NJDFJAED_00944","JKFJINKE_04483","IKEIDPHJ_03779","KODEOOAH_00013","ONBFLLJP_04004","HAANCNKA_00393"
"group_1879","","hypothetical protein",580,580,1,1,4737,NA,NA,"",476,476,476,"DPFOFGOO_03968","MMJAGEHG_01612","PGKCJFEA_01909","JICBPFCI_04305","GJOEKIMA_00804","FCNMCNAM_02942","BHJELCCI_00392","OOMIMPCI_00731","FENEHPHI_01127","NJDFJAED_00946","JKFJINKE_04481","IKEIDPHJ_03781","KODEOOAH_00015","ONBFLLJP_04002","HAANCNKA_00391"
"group_1882","","hypothetical protein",580,580,1,1,4741,NA,NA,"",233,233,233,"DPFOFGOO_03964","MMJAGEHG_01616","PGKCJFEA_01905","JICBPFCI_04309","GJOEKIMA_00800","FCNMCNAM_02938","BHJELCCI_00388","OOMIMPCI_00727","FENEHPHI_01131","NJDFJAED_00950","JKFJINKE_01669","IKEIDPHJ_03785","KODEOOAH_00019","ONBFLLJP_03998","HAANCNKA_00387"
"sdaA_1","","L-serine dehydratase 1",580,580,1,1,4770,NA,NA,"",1364,1364,1364,"DPFOFGOO_03938","MMJAGEHG_01643","PGKCJFEA_01879","JICBPFCI_03450","GJOEKIMA_00774","FCNMCNAM_02912","BHJELCCI_00362","OOMIMPCI_00701","FENEHPHI_01158","NJDFJAED_00977","JKFJINKE_01643","IKEIDPHJ_03812","KODEOOAH_00046","ONBFLLJP_03972","HAANCNKA_00361"
"chaB","","Putative cation transport regulator ChaB",580,580,1,1,4829,NA,NA,"",230,230,230,"DPFOFGOO_00708","MMJAGEHG_01700","PGKCJFEA_01822","JICBPFCI_03507","GJOEKIMA_00717","FCNMCNAM_02855","BHJELCCI_00305","OOMIMPCI_00644","FENEHPHI_01215","NJDFJAED_01034","JKFJINKE_02182","IKEIDPHJ_00662","KODEOOAH_00103","ONBFLLJP_04428","HAANCNKA_00304"
"narJ","","Nitrate reductase molybdenum cofactor assembly chaperone NarJ",580,580,1,1,4837,NA,NA,"",710,710,710,"DPFOFGOO_00716","MMJAGEHG_01708","PGKCJFEA_01814","JICBPFCI_03515","GJOEKIMA_00709","FCNMCNAM_02847","BHJELCCI_00297","OOMIMPCI_00636","FENEHPHI_01223","NJDFJAED_01042","JKFJINKE_02190","IKEIDPHJ_00654","KODEOOAH_00111","ONBFLLJP_04420","HAANCNKA_00296"
"galU","","UTP--glucose-1-phosphate uridylyltransferase",580,580,1,1,4844,NA,NA,"",908,908,908,"DPFOFGOO_00725","MMJAGEHG_01717","PGKCJFEA_00739","JICBPFCI_03524","GJOEKIMA_00700","FCNMCNAM_02838","BHJELCCI_00288","OOMIMPCI_00627","FENEHPHI_01232","NJDFJAED_01051","JKFJINKE_02199","IKEIDPHJ_00645","KODEOOAH_00120","ONBFLLJP_04411","HAANCNKA_00287"
"adhE_1","","Aldehyde-alcohol dehydrogenase",580,580,1,1,4847,NA,NA,"",2678,2678,2678,"DPFOFGOO_00728","MMJAGEHG_01720","PGKCJFEA_00736","JICBPFCI_03527","GJOEKIMA_00697","FCNMCNAM_02835","BHJELCCI_00285","OOMIMPCI_00624","FENEHPHI_01235","NJDFJAED_01054","JKFJINKE_02202","IKEIDPHJ_00642","KODEOOAH_00123","ONBFLLJP_04408","HAANCNKA_00284"
"group_1898","","hypothetical protein",580,580,1,1,4857,NA,NA,"",329,329,329,"DPFOFGOO_00736","MMJAGEHG_01728","PGKCJFEA_00728","JICBPFCI_03752","GJOEKIMA_00689","FCNMCNAM_03058","BHJELCCI_00277","OOMIMPCI_00616","FENEHPHI_01243","NJDFJAED_01062","JKFJINKE_02210","IKEIDPHJ_00634","KODEOOAH_00131","ONBFLLJP_04400","HAANCNKA_00276"
"group_1899","","hypothetical protein",580,580,1,1,4870,NA,NA,"",182,182,182,"DPFOFGOO_00749","MMJAGEHG_01741","PGKCJFEA_00715","JICBPFCI_03739","GJOEKIMA_00676","FCNMCNAM_03071","BHJELCCI_00264","OOMIMPCI_00603","FENEHPHI_01256","NJDFJAED_01075","JKFJINKE_02223","IKEIDPHJ_00621","KODEOOAH_00144","ONBFLLJP_04387","HAANCNKA_00263"
"trpA","","Tryptophan synthase alpha chain",580,580,1,1,4871,NA,NA,"",806,806,806,"DPFOFGOO_00750","MMJAGEHG_01742","PGKCJFEA_00714","JICBPFCI_03738","GJOEKIMA_00675","FCNMCNAM_03072","BHJELCCI_00263","OOMIMPCI_00602","FENEHPHI_01257","NJDFJAED_01076","JKFJINKE_01328","IKEIDPHJ_00620","KODEOOAH_00145","ONBFLLJP_04386","HAANCNKA_00262"
"trpC","","Tryptophan biosynthesis protein TrpCF",580,580,1,1,4873,NA,NA,"",1358,1358,1358,"DPFOFGOO_00752","MMJAGEHG_01744","PGKCJFEA_00712","JICBPFCI_03736","GJOEKIMA_00673","FCNMCNAM_03074","BHJELCCI_00261","OOMIMPCI_00600","FENEHPHI_01259","NJDFJAED_01078","JKFJINKE_01326","IKEIDPHJ_00618","KODEOOAH_00147","ONBFLLJP_04384","HAANCNKA_00260"
"btuR","","Corrinoid adenosyltransferase",580,580,1,1,4880,NA,NA,"",590,590,590,"DPFOFGOO_00758","MMJAGEHG_01750","PGKCJFEA_00706","JICBPFCI_03730","GJOEKIMA_00667","FCNMCNAM_03080","BHJELCCI_00255","OOMIMPCI_00594","FENEHPHI_01265","NJDFJAED_01084","JKFJINKE_01320","IKEIDPHJ_00612","KODEOOAH_00153","ONBFLLJP_02602","HAANCNKA_00254"
"ygdR_1","","putative lipoprotein YgdR",580,580,1,1,4930,NA,NA,"",236,236,236,"DPFOFGOO_00805","MMJAGEHG_01797","PGKCJFEA_00659","JICBPFCI_03683","GJOEKIMA_00620","FCNMCNAM_03127","BHJELCCI_00208","OOMIMPCI_00547","FENEHPHI_01312","NJDFJAED_01131","JKFJINKE_01273","IKEIDPHJ_00565","KODEOOAH_00200","ONBFLLJP_02555","HAANCNKA_00207"
"group_1904","","hypothetical protein",580,580,1,1,4938,NA,NA,"",338,338,338,"DPFOFGOO_00812","MMJAGEHG_01804","PGKCJFEA_00652","JICBPFCI_01013","GJOEKIMA_00613","FCNMCNAM_03134","BHJELCCI_00201","OOMIMPCI_00540","FENEHPHI_01319","NJDFJAED_01138","JKFJINKE_01266","IKEIDPHJ_00558","KODEOOAH_00207","ONBFLLJP_02548","HAANCNKA_00200"
"uspE","","Universal stress protein E",580,580,1,1,4943,NA,NA,"",947,947,947,"DPFOFGOO_00817","MMJAGEHG_01809","PGKCJFEA_00647","JICBPFCI_01018","GJOEKIMA_00608","FCNMCNAM_03139","BHJELCCI_00196","OOMIMPCI_00535","FENEHPHI_01324","NJDFJAED_01143","JKFJINKE_01261","IKEIDPHJ_00553","KODEOOAH_00212","ONBFLLJP_02543","HAANCNKA_00195"
"ogt","","Methylated-DNA--protein-cysteine methyltransferase",580,580,1,1,4947,NA,NA,"",515,515,515,"DPFOFGOO_00819","MMJAGEHG_01811","PGKCJFEA_00645","JICBPFCI_01020","GJOEKIMA_00606","FCNMCNAM_03141","BHJELCCI_00194","OOMIMPCI_00533","FENEHPHI_01326","NJDFJAED_01145","JKFJINKE_01259","IKEIDPHJ_00551","KODEOOAH_00214","ONBFLLJP_02541","HAANCNKA_00193"
"group_1908","","hypothetical protein",580,580,1,1,4962,NA,NA,"",191,191,191,"DPFOFGOO_00832","MMJAGEHG_01824","PGKCJFEA_00632","JICBPFCI_01033","GJOEKIMA_00593","FCNMCNAM_03154","BHJELCCI_00181","OOMIMPCI_00520","FENEHPHI_01339","NJDFJAED_01158","JKFJINKE_04166","IKEIDPHJ_00538","KODEOOAH_00227","ONBFLLJP_02528","HAANCNKA_00180"
"group_1909","","hypothetical protein",580,580,1,1,4964,NA,NA,"",449,449,449,"DPFOFGOO_00834","MMJAGEHG_01826","PGKCJFEA_00630","JICBPFCI_01035","GJOEKIMA_00591","FCNMCNAM_03156","BHJELCCI_00179","OOMIMPCI_00518","FENEHPHI_01341","NJDFJAED_01160","JKFJINKE_04168","IKEIDPHJ_00536","KODEOOAH_00229","ONBFLLJP_02526","HAANCNKA_00178"
"azoR","","FMN-dependent NADH-azoreductase",580,580,1,1,4965,NA,NA,"",605,605,605,"DPFOFGOO_00835","MMJAGEHG_01827","PGKCJFEA_00629","JICBPFCI_01036","GJOEKIMA_00590","FCNMCNAM_03157","BHJELCCI_00178","OOMIMPCI_00517","FENEHPHI_01342","NJDFJAED_01161","JKFJINKE_04169","IKEIDPHJ_00535","KODEOOAH_00230","ONBFLLJP_02525","HAANCNKA_00177"
"ydcF","","Protein YdcF",580,580,1,1,4967,NA,NA,"",800,800,800,"DPFOFGOO_00837","MMJAGEHG_01829","PGKCJFEA_00627","JICBPFCI_01038","GJOEKIMA_00588","FCNMCNAM_03159","BHJELCCI_00176","OOMIMPCI_00515","FENEHPHI_01344","NJDFJAED_01163","JKFJINKE_04171","IKEIDPHJ_00533","KODEOOAH_00232","ONBFLLJP_02523","HAANCNKA_00175"
"group_1913","","hypothetical protein",580,580,1,1,4971,NA,NA,"",95,95,95,"DPFOFGOO_00840","MMJAGEHG_01832","PGKCJFEA_00624","JICBPFCI_01041","GJOEKIMA_00585","FCNMCNAM_03162","BHJELCCI_00173","OOMIMPCI_00512","FENEHPHI_01347","NJDFJAED_01166","JKFJINKE_04174","IKEIDPHJ_00530","KODEOOAH_00235","ONBFLLJP_02520","HAANCNKA_00172"
"yecS_2","","L-cystine transport system permease protein YecS",580,580,1,1,4973,NA,NA,"",680,680,680,"DPFOFGOO_00842","MMJAGEHG_01834","PGKCJFEA_00622","JICBPFCI_01043","GJOEKIMA_00583","FCNMCNAM_03164","BHJELCCI_00171","OOMIMPCI_00510","FENEHPHI_01349","NJDFJAED_01168","JKFJINKE_04176","IKEIDPHJ_00528","KODEOOAH_00237","ONBFLLJP_02518","HAANCNKA_00170"
"group_1916","","hypothetical protein",580,580,1,1,4977,NA,NA,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",230,230,230,"DPFOFGOO_00846","MMJAGEHG_01838","PGKCJFEA_00618","JICBPFCI_01047","GJOEKIMA_00579","FCNMCNAM_03168","BHJELCCI_00167","OOMIMPCI_00506","FENEHPHI_01353","NJDFJAED_01172","JKFJINKE_04520","IKEIDPHJ_00524","KODEOOAH_00241","ONBFLLJP_02514","HAANCNKA_00166"
"frmA","","S-(hydroxymethyl)glutathione dehydrogenase",580,580,1,1,4984,NA,NA,"",1118,1118,1118,"DPFOFGOO_00852","MMJAGEHG_01844","PGKCJFEA_00612","JICBPFCI_01053","GJOEKIMA_00573","FCNMCNAM_01954","BHJELCCI_00160","OOMIMPCI_00500","FENEHPHI_01359","NJDFJAED_01178","JKFJINKE_03868","IKEIDPHJ_00518","KODEOOAH_00247","ONBFLLJP_02508","HAANCNKA_00160"
"tehB","","Tellurite methyltransferase",580,580,1,1,5007,NA,NA,"",596,596,596,"DPFOFGOO_00871","MMJAGEHG_01863","PGKCJFEA_00593","JICBPFCI_01072","GJOEKIMA_00554","FCNMCNAM_01973","BHJELCCI_00141","OOMIMPCI_00481","FENEHPHI_01378","NJDFJAED_01197","JKFJINKE_03887","IKEIDPHJ_00499","KODEOOAH_00266","ONBFLLJP_02489","HAANCNKA_00141"
"ydcO","","Inner membrane protein YdcO",580,580,1,1,5009,NA,NA,"",1178,1178,1178,"DPFOFGOO_00873","MMJAGEHG_01865","PGKCJFEA_00591","JICBPFCI_01074","GJOEKIMA_00552","FCNMCNAM_01975","BHJELCCI_00139","OOMIMPCI_00479","FENEHPHI_01380","NJDFJAED_01199","JKFJINKE_03889","IKEIDPHJ_00497","KODEOOAH_00268","ONBFLLJP_02487","HAANCNKA_00139"
"sutR_1","","HTH-type transcriptional regulator SutR",580,580,1,1,5010,NA,NA,"",536,536,536,"DPFOFGOO_00874","MMJAGEHG_01866","PGKCJFEA_00590","JICBPFCI_01075","GJOEKIMA_00551","FCNMCNAM_01976","BHJELCCI_00138","OOMIMPCI_00478","FENEHPHI_01381","NJDFJAED_01200","JKFJINKE_03890","IKEIDPHJ_00496","KODEOOAH_00269","ONBFLLJP_02486","HAANCNKA_00138"
"patB","","Cystathionine beta-lyase PatB",580,580,1,1,5072,NA,NA,"",1202,1202,1202,"DPFOFGOO_00924","MMJAGEHG_01916","PGKCJFEA_03283","JICBPFCI_01124","GJOEKIMA_00501","FCNMCNAM_02026","BHJELCCI_00088","OOMIMPCI_00428","FENEHPHI_01431","NJDFJAED_01250","JKFJINKE_04423","IKEIDPHJ_00446","KODEOOAH_00317","ONBFLLJP_02436","HAANCNKA_00088"
"mleN","","Malate-2H(+)/Na(+)-lactate antiporter",580,580,1,1,5074,NA,NA,"",1451,1451,1451,"DPFOFGOO_00925","MMJAGEHG_01917","PGKCJFEA_03284","JICBPFCI_01125","GJOEKIMA_00500","FCNMCNAM_02027","BHJELCCI_00087","OOMIMPCI_00427","FENEHPHI_01432","NJDFJAED_01251","JKFJINKE_04422","IKEIDPHJ_00445","KODEOOAH_00318","ONBFLLJP_02435","HAANCNKA_00087"
"group_1965","","hypothetical protein",580,580,1,1,5099,NA,NA,"",947,947,947,"DPFOFGOO_00944","MMJAGEHG_01936","PGKCJFEA_03303","JICBPFCI_01144","GJOEKIMA_00481","FCNMCNAM_02046","BHJELCCI_00068","OOMIMPCI_00408","FENEHPHI_01451","NJDFJAED_01270","JKFJINKE_01686","IKEIDPHJ_00426","KODEOOAH_00337","ONBFLLJP_02416","HAANCNKA_00068"
"ynfD","","putative protein YnfD",580,580,1,1,5130,NA,NA,"",305,305,305,"DPFOFGOO_00974","MMJAGEHG_01966","PGKCJFEA_03333","JICBPFCI_01174","GJOEKIMA_00451","FCNMCNAM_02076","BHJELCCI_00038","OOMIMPCI_00378","FENEHPHI_01481","NJDFJAED_01300","JKFJINKE_01716","IKEIDPHJ_00396","KODEOOAH_00367","ONBFLLJP_02386","HAANCNKA_00038"
"ynfE","","Putative dimethyl sulfoxide reductase chain YnfE",580,580,1,1,5131,NA,NA,"",2438,2438,2438,"DPFOFGOO_00975","MMJAGEHG_01967","PGKCJFEA_03334","JICBPFCI_01175","GJOEKIMA_00450","FCNMCNAM_02077","BHJELCCI_00037","OOMIMPCI_00377","FENEHPHI_01482","NJDFJAED_01301","JKFJINKE_01717","IKEIDPHJ_00395","KODEOOAH_00368","ONBFLLJP_02385","HAANCNKA_00037"
"dmsD_1","","Tat proofreading chaperone DmsD",580,580,1,1,5136,NA,NA,"",614,614,614,"DPFOFGOO_00979","MMJAGEHG_01971","PGKCJFEA_03103","JICBPFCI_01179","GJOEKIMA_00446","FCNMCNAM_02081","BHJELCCI_00033","OOMIMPCI_00373","FENEHPHI_01486","NJDFJAED_01305","JKFJINKE_01721","IKEIDPHJ_00391","KODEOOAH_00372","ONBFLLJP_02381","HAANCNKA_00033"
"asr","","Acid shock protein",580,580,1,1,5149,NA,NA,"",248,248,248,"DPFOFGOO_00989","MMJAGEHG_01981","PGKCJFEA_03113","JICBPFCI_01189","GJOEKIMA_00436","FCNMCNAM_02091","BHJELCCI_00023","OOMIMPCI_00363","FENEHPHI_01496","NJDFJAED_01315","JKFJINKE_01731","IKEIDPHJ_00381","KODEOOAH_00382","ONBFLLJP_02371","HAANCNKA_00023"
"mdtI","","Spermidine export protein MdtI",580,580,1,1,5151,NA,NA,"",329,329,329,"DPFOFGOO_00991","MMJAGEHG_01983","PGKCJFEA_03115","JICBPFCI_01191","GJOEKIMA_00434","FCNMCNAM_02093","BHJELCCI_00021","OOMIMPCI_00361","FENEHPHI_01498","NJDFJAED_01317","JKFJINKE_01733","IKEIDPHJ_00379","KODEOOAH_00384","ONBFLLJP_02369","HAANCNKA_00021"
"mdtJ","","Spermidine export protein MdtJ",580,580,1,1,5152,NA,NA,"",362,362,362,"DPFOFGOO_00992","MMJAGEHG_01984","PGKCJFEA_03116","JICBPFCI_01192","GJOEKIMA_00433","FCNMCNAM_02094","BHJELCCI_00020","OOMIMPCI_00360","FENEHPHI_01499","NJDFJAED_01318","JKFJINKE_01734","IKEIDPHJ_00378","KODEOOAH_00385","ONBFLLJP_02368","HAANCNKA_00020"
"tqsA","","AI-2 transport protein TqsA",580,580,1,1,5153,NA,NA,"",1034,1034,1034,"DPFOFGOO_00993","MMJAGEHG_01985","PGKCJFEA_03117","JICBPFCI_01193","GJOEKIMA_00432","FCNMCNAM_02095","BHJELCCI_00019","OOMIMPCI_00359","FENEHPHI_01500","NJDFJAED_01319","JKFJINKE_01735","IKEIDPHJ_00377","KODEOOAH_00386","ONBFLLJP_02367","HAANCNKA_00019"
"rsxB_1","","Ion-translocating oxidoreductase complex subunit B",580,580,1,1,5178,NA,NA,"",578,578,578,"DPFOFGOO_01346","MMJAGEHG_03394","PGKCJFEA_03139","JICBPFCI_01996","GJOEKIMA_02306","FCNMCNAM_00722","BHJELCCI_00777","OOMIMPCI_00337","FENEHPHI_03942","NJDFJAED_03055","JKFJINKE_02698","IKEIDPHJ_02257","KODEOOAH_00408","ONBFLLJP_03296","HAANCNKA_03177"
"ydhF","","Oxidoreductase YdhF",580,580,1,1,5199,NA,NA,"",896,896,896,"DPFOFGOO_01366","MMJAGEHG_03374","PGKCJFEA_03159","JICBPFCI_01976","GJOEKIMA_02286","FCNMCNAM_00742","BHJELCCI_00797","OOMIMPCI_00317","FENEHPHI_03922","NJDFJAED_03035","JKFJINKE_02678","IKEIDPHJ_02237","KODEOOAH_00428","ONBFLLJP_03316","HAANCNKA_03157"
"group_1996","","hypothetical protein",580,580,1,1,5200,NA,NA,"",239,239,239,"DPFOFGOO_01367","MMJAGEHG_03373","PGKCJFEA_03160","JICBPFCI_01975","GJOEKIMA_02285","FCNMCNAM_00743","BHJELCCI_00798","OOMIMPCI_00316","FENEHPHI_03921","NJDFJAED_03034","JKFJINKE_02677","IKEIDPHJ_02236","KODEOOAH_00429","ONBFLLJP_03317","HAANCNKA_03156"
"nemR","","HTH-type transcriptional repressor NemR",580,580,1,1,5201,NA,NA,"",599,599,599,"DPFOFGOO_01368","MMJAGEHG_03372","PGKCJFEA_03161","JICBPFCI_01974","GJOEKIMA_02284","FCNMCNAM_00744","BHJELCCI_00799","OOMIMPCI_00315","FENEHPHI_03920","NJDFJAED_03033","JKFJINKE_02676","IKEIDPHJ_02235","KODEOOAH_00430","ONBFLLJP_03318","HAANCNKA_03155"
"nemA","","N-ethylmaleimide reductase",580,580,1,1,5202,NA,NA,"",1097,1097,1097,"DPFOFGOO_01369","MMJAGEHG_03371","PGKCJFEA_03162","JICBPFCI_01973","GJOEKIMA_02283","FCNMCNAM_00745","BHJELCCI_00800","OOMIMPCI_00314","FENEHPHI_03919","NJDFJAED_03032","JKFJINKE_02675","IKEIDPHJ_02234","KODEOOAH_00431","ONBFLLJP_03319","HAANCNKA_03154"
"ydhC","","Inner membrane transport protein YdhC",580,580,1,1,5211,NA,NA,"",1205,1205,1205,"DPFOFGOO_01378","MMJAGEHG_03362","PGKCJFEA_04529","JICBPFCI_01964","GJOEKIMA_02274","FCNMCNAM_00754","BHJELCCI_00809","OOMIMPCI_00305","FENEHPHI_03910","NJDFJAED_03023","JKFJINKE_02666","IKEIDPHJ_02225","KODEOOAH_00440","ONBFLLJP_03328","HAANCNKA_03145"
"cfa","","Cyclopropane-fatty-acyl-phospholipid synthase",580,580,1,1,5212,NA,NA,"",1148,1148,1148,"DPFOFGOO_01379","MMJAGEHG_03361","PGKCJFEA_04530","JICBPFCI_01963","GJOEKIMA_02273","FCNMCNAM_00755","BHJELCCI_00810","OOMIMPCI_00304","FENEHPHI_03909","NJDFJAED_03022","JKFJINKE_02665","IKEIDPHJ_02224","KODEOOAH_00441","ONBFLLJP_03329","HAANCNKA_03144"
"mdtK","","Multidrug resistance protein MdtK",580,580,1,1,5214,NA,NA,"",1373,1373,1373,"DPFOFGOO_01381","MMJAGEHG_03359","PGKCJFEA_04532","JICBPFCI_01961","GJOEKIMA_02271","FCNMCNAM_00757","BHJELCCI_00812","OOMIMPCI_00302","FENEHPHI_03907","NJDFJAED_03020","JKFJINKE_02663","IKEIDPHJ_02222","KODEOOAH_00443","ONBFLLJP_03331","HAANCNKA_03142"
"group_2003","","hypothetical protein",580,580,1,1,5218,NA,NA,"",266,266,266,"DPFOFGOO_01386","MMJAGEHG_03354","PGKCJFEA_04537","JICBPFCI_01956","GJOEKIMA_02266","FCNMCNAM_00762","BHJELCCI_00817","OOMIMPCI_00297","FENEHPHI_03902","NJDFJAED_03015","JKFJINKE_01811","IKEIDPHJ_02217","KODEOOAH_00448","ONBFLLJP_03336","HAANCNKA_03137"
"spaP_2","","Surface presentation of antigens protein SpaP",580,580,1,1,5219,NA,NA,"",647,647,647,"DPFOFGOO_01387","MMJAGEHG_03353","PGKCJFEA_04538","JICBPFCI_01955","GJOEKIMA_02265","FCNMCNAM_00763","BHJELCCI_00818","OOMIMPCI_00296","FENEHPHI_03901","NJDFJAED_03014","JKFJINKE_01812","IKEIDPHJ_02216","KODEOOAH_00449","ONBFLLJP_03337","HAANCNKA_03136"
"group_2005","","hypothetical protein",580,580,1,1,5220,NA,NA,"",968,968,968,"DPFOFGOO_01388","MMJAGEHG_03352","PGKCJFEA_04539","JICBPFCI_01954","GJOEKIMA_02264","FCNMCNAM_00764","BHJELCCI_00819","OOMIMPCI_00295","FENEHPHI_03900","NJDFJAED_03013","JKFJINKE_01813","IKEIDPHJ_02215","KODEOOAH_00450","ONBFLLJP_03338","HAANCNKA_03135"
"group_2006","","hypothetical protein",580,580,1,1,5221,NA,NA,"",374,374,374,"DPFOFGOO_01389","MMJAGEHG_03351","PGKCJFEA_04540","JICBPFCI_01953","GJOEKIMA_02263","FCNMCNAM_00765","BHJELCCI_00820","OOMIMPCI_00294","FENEHPHI_03899","NJDFJAED_03012","JKFJINKE_01814","IKEIDPHJ_02214","KODEOOAH_00451","ONBFLLJP_03339","HAANCNKA_03134"
"ssaN","","putative secretion system apparatus ATP synthase SsaN",580,580,1,1,5223,NA,NA,"",1301,1301,1301,"DPFOFGOO_01391","MMJAGEHG_03349","PGKCJFEA_04542","JICBPFCI_01951","GJOEKIMA_02261","FCNMCNAM_00767","BHJELCCI_00822","OOMIMPCI_00292","FENEHPHI_03897","NJDFJAED_03010","JKFJINKE_01816","IKEIDPHJ_02212","KODEOOAH_00453","ONBFLLJP_03341","HAANCNKA_03132"
