"sra_accession"	"location"	"HHS_region"	"date"	"agency_submitter"	"clin_env"	"sample_type_std"	"host_assoc"	"bioproject"	"biosample"	"year_uploaded"	"ST"	"source"
"1330"	"SRR2175343"	"USA:SD"	"8"	2014	"CFSAN"	"clinical/host-associated"	"Intestine"	"bovine"	"PRJNA280335"	"SAMN03734286"	2015	"10"	"bovclin"
"1331"	"SRR2175358"	"USA:MN"	"5"	2014	"CFSAN"	"clinical/host-associated"	"Kidney"	"bovine"	"PRJNA280335"	"SAMN03734292"	2015	"10"	"bovclin"
"1332"	"SRR21784949"	"USA"	"Not Specified"	2022	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN31135151"	2022	"10"	"humall"
"1333"	"SRR21785189"	"USA"	"Not Specified"	2022	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN31135752"	2022	"10"	"humall"
"1334"	"SRR21802771"	"USA"	"Not Specified"	2022	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN31152565"	2022	"10"	"humall"
"1335"	"SRR21862900"	"USA:TX"	"6"	2022	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN31243030"	2022	"10"	"bovenv"
"1336"	"SRR21893805"	"USA:IN"	"5"	2022	"USDA-FSIS"	"clinical/host-associated"	"Cecal"	"bovine"	"PRJNA292666"	"SAMN31273751"	2022	"10"	"bovclin"
"1337"	"SRR21909373"	"USA:WI"	"5"	2022	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN31288292"	2022	"10"	"bovenv"
"1338"	"SRR21909374"	"USA:WI"	"5"	2022	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN31288557"	2022	"10"	"bovenv"
"1339"	"SRR21933827"	"USA:KS"	"7"	2022	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN31319276"	2022	"10"	"bovenv"
"1340"	"SRR21937927"	"USA:SD"	"8"	2022	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN31328172"	2022	"10"	"bovenv"
"1341"	"SRR21958964"	"USA:TX"	"6"	2022	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN31357055"	2022	"10"	"bovenv"
"1342"	"SRR21958968"	"USA:TX"	"6"	2022	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN31357057"	2022	"10"	"bovenv"
"1343"	"SRR21979339"	"USA:MN"	"5"	2022	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN31373084"	2022	"10"	"bovenv"
"1344"	"SRR21979340"	"USA:MN"	"5"	2022	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN31373085"	2022	"10"	"bovenv"
"1345"	"SRR21979341"	"USA:MN"	"5"	2022	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN31373086"	2022	"10"	"bovenv"
"1346"	"SRR22031961"	"USA"	"Not Specified"	2022	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN31439083"	2022	"10"	"humall"
"1347"	"SRR22302513"	"USA:TX"	"6"	2022	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN31743506"	2022	"10"	"bovenv"
"1348"	"SRR22302515"	"USA:TX"	"6"	2022	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN31743505"	2022	"10"	"bovenv"
"1349"	"SRR22302517"	"USA:TX"	"6"	2022	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN31743504"	2022	"10"	"bovenv"
"1350"	"SRR22317987"	"USA:PA"	"3"	2022	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN31763382"	2022	"10"	"bovenv"
"1351"	"SRR22372854"	"USA"	"Not Specified"	2022	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN31832940"	2022	"10"	"humall"
"1352"	"SRR22381737"	"USA:ID"	"10"	2022	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN31840326"	2022	"10"	"bovenv"
"1353"	"SRR22485980"	"USA:WI"	"5"	2022	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN31974323"	2022	"10"	"bovenv"
"1354"	"SRR22565630"	"USA:ID"	"10"	2022	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN32094301"	2022	"10"	"bovenv"
"1355"	"SRR22565634"	"USA:ID"	"10"	2022	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN32094302"	2022	"10"	"bovenv"
"1356"	"SRR22566519"	"USA:CA"	"9"	2022	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN32095723"	2022	"10"	"bovenv"
"1357"	"SRR22575394"	"USA:MI"	"5"	2022	"VET-LIRN-SD"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA316457"	"SAMN32112113"	2022	"-"	"bovclin"
"1358"	"SRR22590183"	"USA:CA"	"9"	2022	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN32131371"	2022	"-"	"bovenv"
"1359"	"SRR22730899"	"USA"	"Not Specified"	2022	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN32227105"	2022	"10"	"humall"
"1360"	"SRR22750399"	"USA"	"Not Specified"	2022	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN32249040"	2022	"10"	"humall"
"1361"	"SRR22822728"	"USA:ID"	"10"	2022	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN32316984"	2022	"10"	"bovenv"
"1362"	"SRR22822784"	"USA:ID"	"10"	2022	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN32317043"	2022	"10"	"bovenv"
"1363"	"SRR22822785"	"USA:ID"	"10"	2022	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN32317045"	2022	"10"	"bovenv"
"1364"	"SRR22822786"	"USA:ID"	"10"	2022	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN32317044"	2022	"10"	"bovenv"
"1365"	"SRR22927603"	"USA:ID"	"10"	2022	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN32492510"	2022	"10"	"bovenv"
"1366"	"SRR22927701"	"USA:TX"	"6"	2022	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN32492873"	2022	"10"	"bovenv"
"1367"	"SRR23030152"	"USA"	"Not Specified"	2022	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN32647238"	2022	"10"	"humall"
"1368"	"SRR23043674"	"USA:NY"	"2"	2022	"CORNELL UNIVERSITY"	"clinical/host-associated"	"Blood"	"bovine"	"PRJNA915393"	"SAMN32669111"	2023	"10"	"bovclin"
"1369"	"SRR23043675"	"USA:NY"	"2"	2022	"CORNELL UNIVERSITY"	"clinical/host-associated"	"Blood"	"bovine"	"PRJNA915393"	"SAMN32669110"	2023	"10"	"bovclin"
"1370"	"SRR23043676"	"USA:NY"	"2"	2022	"CORNELL UNIVERSITY"	"clinical/host-associated"	"Blood"	"bovine"	"PRJNA915393"	"SAMN32669109"	2023	"10"	"bovclin"
"1371"	"SRR23043677"	"USA:NY"	"2"	2022	"CORNELL UNIVERSITY"	"clinical/host-associated"	"Blood"	"bovine"	"PRJNA915393"	"SAMN32669108"	2023	"10"	"bovclin"
"1372"	"SRR23043678"	"USA:CT"	"1"	2022	"CORNELL UNIVERSITY"	"clinical/host-associated"	"Blood"	"bovine"	"PRJNA915393"	"SAMN32669107"	2023	"10"	"bovclin"
"1373"	"SRR23043679"	"USA:CT"	"1"	2022	"CORNELL UNIVERSITY"	"clinical/host-associated"	"Blood"	"bovine"	"PRJNA915393"	"SAMN32669106"	2023	"10"	"bovclin"
"1374"	"SRR23043682"	"USA:NY"	"2"	2022	"CORNELL UNIVERSITY"	"clinical/host-associated"	"Nasal Swab"	"bovine"	"PRJNA915393"	"SAMN32669113"	2023	"10"	"bovclin"
"1375"	"SRR23043683"	"USA:NY"	"2"	2022	"CORNELL UNIVERSITY"	"clinical/host-associated"	"Blood"	"bovine"	"PRJNA915393"	"SAMN32669112"	2023	"10"	"bovclin"
"1376"	"SRR23043684"	"USA:CT"	"1"	2022	"CORNELL UNIVERSITY"	"clinical/host-associated"	"Blood"	"bovine"	"PRJNA915393"	"SAMN32669103"	2023	"10"	"bovclin"
"1377"	"SRR2407619"	"USA:MN"	"5"	2014	"FDA"	"env/food/other"	"Beef"	"bovine"	"PRJNA292661"	"SAMN03988299"	2015	"10"	"bovenv"
"1378"	"SRR2407658"	"USA:WA"	"10"	2014	"FDA"	"env/food/other"	"Beef"	"bovine"	"PRJNA292661"	"SAMN03988338"	2015	"10"	"bovenv"
"1379"	"SRR25097973"	"USA:OH"	"5"	2022	"OHIO GENOMETRAKR"	"clinical/host-associated"	"Placenta"	"bovine"	"PRJNA338674"	"SAMN36175119"	2023	"10"	"bovclin"
"1380"	"SRR25556694"	"USA:CT"	"1"	2022	"VET-LIRN-WA"	"clinical/host-associated"	"Blood"	"bovine"	"PRJNA481328"	"SAMN36876948"	2023	"10"	"bovclin"
"1381"	"SRR2567125"	"USA:OR"	"10"	2013	"FDA"	"env/food/other"	"Beef"	"bovine"	"PRJNA292661"	"SAMN03894323"	2015	"10"	"bovenv"
"1382"	"SRR2567128"	"USA:OR"	"10"	2013	"FDA"	"env/food/other"	"Beef"	"bovine"	"PRJNA292661"	"SAMN03894326"	2015	"10"	"bovenv"
"1383"	"SRR2567144"	"USA:CO"	"8"	2013	"FDA"	"env/food/other"	"Beef"	"bovine"	"PRJNA292661"	"SAMN03894342"	2015	"10"	"bovenv"
"1384"	"SRR2567191"	"USA:NM"	"6"	2013	"FDA"	"env/food/other"	"Beef"	"bovine"	"PRJNA292661"	"SAMN03894389"	2015	"10"	"bovenv"
"1385"	"SRR25926988"	"USA:CO"	"8"	2023	"LOUISIANA ANIMAL DISEASE DIAGNOSTIC LABORATORY"	"clinical/host-associated"	"Meningeal"	"bovine"	"PRJNA324575"	"SAMN37298610"	2023	"10"	"bovclin"
"1386"	"SRR25926989"	"USA:CO"	"8"	2023	"LOUISIANA ANIMAL DISEASE DIAGNOSTIC LABORATORY"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA324575"	"SAMN37298609"	2023	"10"	"bovclin"
"1387"	"SRR25926991"	"USA:KS"	"7"	2023	"LOUISIANA ANIMAL DISEASE DIAGNOSTIC LABORATORY"	"clinical/host-associated"	"Kidney"	"bovine"	"PRJNA324575"	"SAMN37298607"	2023	"10"	"bovclin"
"1388"	"SRR26985545"	"USA:IA"	"7"	2023	"VET-LIRN-SD"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA316457"	"SAMN38495525"	2023	"10"	"bovclin"
"1389"	"SRR26985566"	"USA:MI"	"5"	2023	"VET-LIRN-SD"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA316457"	"SAMN38495531"	2023	"10"	"bovclin"
"1390"	"SRR27313631"	"USA:IL"	"5"	2022	"VET-LIRN-WA"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA481328"	"SAMN38982099"	2023	"10"	"bovclin"
"1391"	"SRR27313633"	"USA:IL"	"5"	2022	"VET-LIRN-WA"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA481328"	"SAMN38982097"	2023	"10"	"bovclin"
"1392"	"SRR27313648"	"USA:NY"	"2"	2022	"VET-LIRN-WA"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA481328"	"SAMN38982120"	2023	"10"	"bovclin"
"1393"	"SRR27708424"	"USA:KY"	"4"	2022	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Meningeal"	"bovine"	"PRJNA805200"	"SAMN39588292"	2024	"10"	"bovclin"
"1394"	"SRR27708426"	"USA:KY"	"4"	2022	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Colon"	"bovine"	"PRJNA805200"	"SAMN39588290"	2024	"10"	"bovclin"
"1395"	"SRR27708427"	"USA:KY"	"4"	2022	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Colon"	"bovine"	"PRJNA805200"	"SAMN39588289"	2024	"10"	"bovclin"
"1396"	"SRR27708429"	"USA:KY"	"4"	2023	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA805200"	"SAMN39588287"	2024	"10"	"bovclin"
"1397"	"SRR27708430"	"USA:NY"	"2"	2022	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Blood"	"bovine"	"PRJNA805200"	"SAMN39588304"	2024	"10"	"bovclin"
"1398"	"SRR27708431"	"USA:IA"	"7"	2022	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA805200"	"SAMN39588286"	2024	"10"	"bovclin"
"1399"	"SRR27708433"	"USA:NY"	"2"	2022	"USDA-NVSL-DBPL"	"env/food/other"	"Milk"	"bovine"	"PRJNA805200"	"SAMN39588302"	2024	"10"	"bovenv"
"1400"	"SRR27708439"	"USA:MI"	"5"	2022	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA805200"	"SAMN39588296"	2024	"10"	"bovclin"
"1401"	"SRR27714918"	"USA:PA"	"3"	2022	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Feces"	"bovine"	"PRJNA805200"	"SAMN39596708"	2024	"10"	"bovclin"
"1402"	"SRR27714934"	"USA:WI"	"5"	2022	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA805200"	"SAMN39596717"	2024	"10"	"bovclin"
"1403"	"SRR27714938"	"USA:WI"	"5"	2022	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA805200"	"SAMN39596713"	2024	"10"	"bovclin"
"1404"	"SRR27714940"	"USA:WI"	"5"	2023	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA805200"	"SAMN39596711"	2024	"10"	"bovclin"
"1405"	"SRR27714941"	"USA:WI"	"5"	2023	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA805200"	"SAMN39596710"	2024	"10"	"bovclin"
"1406"	"SRR27714943"	"USA:OH"	"5"	2022	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA805200"	"SAMN39596700"	2024	"10"	"bovclin"
"1407"	"SRR27779117"	"USA:IA"	"7"	2022	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Spleen"	"bovine"	"PRJNA805200"	"SAMN39667413"	2024	"10"	"bovclin"
"1408"	"SRR27779118"	"USA:CO"	"8"	2022	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA805200"	"SAMN39667412"	2024	"10"	"bovclin"
"1409"	"SRR27779119"	"USA:CO"	"8"	2022	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Intestine"	"bovine"	"PRJNA805200"	"SAMN39667411"	2024	"10"	"bovclin"
"1410"	"SRR27779120"	"USA:CO"	"8"	2022	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Liver"	"bovine"	"PRJNA805200"	"SAMN39667410"	2024	"10"	"bovclin"
"1411"	"SRR27779121"	"USA:CO"	"8"	2022	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Intestine"	"bovine"	"PRJNA805200"	"SAMN39667409"	2024	"10"	"bovclin"
"1412"	"SRR28262167"	"USA:MI"	"5"	2023	"VET-LIRN-SD"	"clinical/host-associated"	"Liver"	"bovine"	"PRJNA316457"	"SAMN40262485"	2024	"10"	"bovclin"
"1413"	"SRR28262169"	"USA:MI"	"5"	2023	"VET-LIRN-SD"	"clinical/host-associated"	"Feces"	"bovine"	"PRJNA316457"	"SAMN40262483"	2024	"10"	"bovclin"
"1414"	"SRR28262170"	"USA:WI"	"5"	2023	"VET-LIRN-SD"	"clinical/host-associated"	"Spleen"	"bovine"	"PRJNA316457"	"SAMN40262482"	2024	"10"	"bovclin"
"1415"	"SRR28323368"	"USA:KY"	"4"	2022	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Liver"	"bovine"	"PRJNA805200"	"SAMN40422016"	2024	"10"	"bovclin"
"1416"	"SRR28323377"	"USA:WI"	"5"	2023	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Liver"	"bovine"	"PRJNA805200"	"SAMN40422047"	2024	"10"	"bovclin"
"1417"	"SRR28323378"	"USA:IA"	"7"	2023	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA805200"	"SAMN40422011"	2024	"10"	"bovclin"
"1418"	"SRR28323379"	"USA:WI"	"5"	2023	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA805200"	"SAMN40422046"	2024	"10"	"bovclin"
"1419"	"SRR28323381"	"USA:SD"	"8"	2022	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Lymph Node"	"bovine"	"PRJNA805200"	"SAMN40422044"	2024	"10"	"bovclin"
"1420"	"SRR28323382"	"USA:SD"	"8"	2022	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA805200"	"SAMN40422043"	2024	"10"	"bovclin"
"1421"	"SRR28323385"	"USA:SD"	"8"	2022	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Spleen"	"bovine"	"PRJNA805200"	"SAMN40422040"	2024	"10"	"bovclin"
"1422"	"SRR28323386"	"USA:SD"	"8"	2022	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA805200"	"SAMN40422039"	2024	"10"	"bovclin"
"1423"	"SRR28323390"	"USA:PA"	"3"	2023	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Feces"	"bovine"	"PRJNA805200"	"SAMN40422036"	2024	"10"	"bovclin"
"1424"	"SRR28323393"	"USA:NE"	"7"	2022	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA805200"	"SAMN40422033"	2024	"10"	"bovclin"
"1425"	"SRR28323406"	"USA:MI"	"5"	2022	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Liver"	"bovine"	"PRJNA805200"	"SAMN40422021"	2024	"10"	"bovclin"
"1426"	"SRR28323407"	"USA:MI"	"5"	2022	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA805200"	"SAMN40422020"	2024	"10"	"bovclin"
"1427"	"SRR28412124"	"USA:CA"	"9"	2023	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA805200"	"SAMN40569530"	2024	"10"	"bovclin"
"1428"	"SRR28412125"	"USA:CA"	"9"	2023	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA805200"	"SAMN40569529"	2024	"10"	"bovclin"
"1429"	"SRR28412144"	"USA:NY"	"2"	2023	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA805200"	"SAMN40569543"	2024	"10"	"bovclin"
"1430"	"SRR28412148"	"USA:MI"	"5"	2023	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA805200"	"SAMN40569540"	2024	"10"	"bovclin"
"1431"	"SRR28412149"	"USA:MI"	"5"	2023	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Liver"	"bovine"	"PRJNA805200"	"SAMN40569539"	2024	"10"	"bovclin"
"1432"	"SRR28412150"	"USA:KS"	"7"	2023	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Meningeal"	"bovine"	"PRJNA805200"	"SAMN40569538"	2024	"10"	"bovclin"
"1433"	"SRR28412151"	"USA:KS"	"7"	2023	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Kidney"	"bovine"	"PRJNA805200"	"SAMN40569537"	2024	"10"	"bovclin"
"1434"	"SRR28412153"	"USA:CO"	"8"	2023	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA805200"	"SAMN40569535"	2024	"10"	"bovclin"
"1435"	"SRR28412155"	"USA:CA"	"9"	2022	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Feces"	"bovine"	"PRJNA805200"	"SAMN40569533"	2024	"10"	"bovclin"
"1436"	"SRR28412156"	"USA:CA"	"9"	2022	"USDA-NVSL-DBPL"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA805200"	"SAMN40569532"	2024	"10"	"bovclin"
"1437"	"SRR28529657"	"USA:MI"	"5"	2023	"VET-LIRN-SD"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA316457"	"SAMN40725411"	2024	"10"	"bovclin"
"1438"	"SRR28529661"	"USA:MI"	"5"	2023	"VET-LIRN-SD"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA316457"	"SAMN40725407"	2024	"10"	"bovclin"
"1439"	"SRR28830416"	"USA:MO"	"7"	2023	"VET-LIRN-WA"	"clinical/host-associated"	"Intestine"	"bovine"	"PRJNA481328"	"SAMN40947337"	2024	"10"	"bovclin"
"1440"	"SRR28830435"	"USA:KY"	"4"	2023	"VET-LIRN-WA"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA481328"	"SAMN40947335"	2024	"10"	"bovclin"
"1441"	"SRR28830437"	"USA:NY"	"2"	2023	"VET-LIRN-WA"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA481328"	"SAMN40947369"	2024	"10"	"bovclin"
"1442"	"SRR28830458"	"USA:NY"	"2"	2023	"VET-LIRN-WA"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA481328"	"SAMN40947350"	2024	"10"	"bovclin"
"1443"	"SRR2911768"	"USA:SD"	"8"	2014	"CFSAN"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA280335"	"SAMN03734328"	2015	"10"	"bovclin"
"1444"	"SRR2911774"	"USA:SD"	"8"	2014	"CFSAN"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA280335"	"SAMN03734332"	2015	"10"	"bovclin"
"1445"	"SRR2911775"	"USA:SD"	"8"	2014	"CFSAN"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA280335"	"SAMN03734334"	2015	"10"	"bovclin"
"1446"	"SRR2911779"	"USA:SD"	"8"	2014	"CFSAN"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA280335"	"SAMN03734338"	2015	"10"	"bovclin"
"1447"	"SRR2911780"	"USA:MN"	"5"	2014	"CFSAN"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA280335"	"SAMN03734339"	2015	"10"	"bovclin"
"1448"	"SRR2925321"	"USA:CA"	"9"	2015	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN04279224"	2015	"10"	"bovenv"
"1449"	"SRR2925322"	"USA:CA"	"9"	2015	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN04279229"	2015	"10"	"bovenv"
"1450"	"SRR2925325"	"USA:CA"	"9"	2015	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN04279222"	2015	"10"	"bovenv"
"1451"	"SRR2925326"	"USA:CA"	"9"	2015	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN04279226"	2015	"10"	"bovenv"
"1452"	"SRR2925327"	"USA:CA"	"9"	2015	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN04279221"	2015	"10"	"bovenv"
"1453"	"SRR2925328"	"USA:CA"	"9"	2015	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN04279225"	2015	"10"	"bovenv"
"1454"	"SRR2925329"	"USA:CA"	"9"	2015	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN04279228"	2015	"10"	"bovenv"
"1455"	"SRR2925330"	"USA:CA"	"9"	2015	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN04279227"	2015	"10"	"bovenv"
"1456"	"SRR2925645"	"USA:CA"	"9"	2015	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN04279292"	2015	"10"	"bovenv"
"1457"	"SRR2961909"	"USA:CA"	"9"	2015	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN04297192"	2015	"10"	"bovenv"
"1458"	"SRR2962651"	"USA:MN"	"5"	2015	"CFSAN"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA280335"	"SAMN04240645"	2015	"10"	"bovclin"
"1459"	"SRR2962655"	"USA:SD"	"8"	2015	"CFSAN"	"clinical/host-associated"	"Liver"	"bovine"	"PRJNA280335"	"SAMN04240648"	2015	"10"	"bovclin"
"1460"	"SRR2968111"	"USA"	"3"	2015	"PULSENET"	"clinical/host-associated"	"Blood"	"human"	"PRJNA230403"	"SAMN04296313"	2015	"10"	"humall"
"1461"	"SRR2968112"	"USA"	"3"	2015	"PULSENET"	"clinical/host-associated"	"Feces"	"human"	"PRJNA230403"	"SAMN04296314"	2015	"10"	"humall"
"1462"	"SRR2968113"	"USA"	"3"	2015	"PULSENET"	"clinical/host-associated"	"Blood"	"human"	"PRJNA230403"	"SAMN04296315"	2015	"10"	"humall"
"1463"	"SRR2968114"	"USA"	"3"	2015	"PULSENET"	"clinical/host-associated"	"Feces"	"human"	"PRJNA230403"	"SAMN04296316"	2015	"10"	"humall"
"1464"	"SRR2994384"	"USA:NY"	"2"	2009	"CFSAN"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA280335"	"SAMN04240545"	2015	"10"	"bovclin"
"1465"	"SRR2994385"	"USA:NY"	"2"	2011	"CFSAN"	"clinical/host-associated"	"Blood"	"bovine"	"PRJNA280335"	"SAMN04240546"	2015	"10"	"bovclin"
"1466"	"SRR2994386"	"USA:NY"	"2"	2012	"CFSAN"	"clinical/host-associated"	"Intestine"	"bovine"	"PRJNA280335"	"SAMN04240547"	2015	"10"	"bovclin"
"1467"	"SRR2994388"	"USA:NY"	"2"	2011	"CFSAN"	"clinical/host-associated"	"Jejunum"	"bovine"	"PRJNA280335"	"SAMN04240553"	2015	"10"	"bovclin"
"1468"	"SRR2994389"	"USA:NY"	"2"	2012	"CFSAN"	"clinical/host-associated"	"Intestine"	"bovine"	"PRJNA280335"	"SAMN04240554"	2015	"10"	"bovclin"
"1469"	"SRR2994390"	"USA:NY"	"2"	2011	"CFSAN"	"clinical/host-associated"	"Feces"	"bovine"	"PRJNA280335"	"SAMN04240556"	2015	"10"	"bovclin"
"1470"	"SRR2994392"	"USA:NY"	"2"	2011	"CFSAN"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA280335"	"SAMN04240558"	2015	"10"	"bovclin"
"1471"	"SRR2994393"	"USA:NY"	"2"	2012	"CFSAN"	"clinical/host-associated"	"Intestine"	"bovine"	"PRJNA280335"	"SAMN04240559"	2015	"10"	"bovclin"
