Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR1980626	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR1980626_seqsero	SRR1980626_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR19865963	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR19865963_seqsero	SRR19865963_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR19866062	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR19866062_seqsero	SRR19866062_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR19868835	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR19868835_seqsero	SRR19868835_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR19879364	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR19879364_seqsero	SRR19879364_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR19882336	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR19882336_seqsero	SRR19882336_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR19887556	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR19887556_seqsero	SRR19887556_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR19887845	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR19887845_seqsero	SRR19887845_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR19909229	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR19909229_seqsero	SRR19909229_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR19918678	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR19918678_seqsero	SRR19918678_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR19937264	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR19937264_seqsero	SRR19937264_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR19963717	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR19963717_seqsero	SRR19963717_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR19976747	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR19976747_seqsero	SRR19976747_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR19976752	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR19976752_seqsero	SRR19976752_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR19981380	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR19981380_seqsero	SRR19981380_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR20081432	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR20081432_seqsero	SRR20081432_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR20081443	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR20081443_seqsero	SRR20081443_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR20097108	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR20097108_seqsero	SRR20097108_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR20097124	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR20097124_seqsero	SRR20097124_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR20110353	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR20110353_seqsero	SRR20110353_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR2015692	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR2015692_seqsero	SRR2015692_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR20210775	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR20210775_seqsero	SRR20210775_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR20220031	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR20220031_seqsero	SRR20220031_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR20289200	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR20289200_seqsero	SRR20289200_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR20324977	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR20324977_seqsero	SRR20324977_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR20324982	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR20324982_seqsero	SRR20324982_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR20363507	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR20363507_seqsero	SRR20363507_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR2043689	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR2043689_seqsero	SRR2043689_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR2043690	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR2043690_seqsero	SRR2043690_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR2054167	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR2054167_seqsero	SRR2054167_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR20627744	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR20627744_seqsero	SRR20627744_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR20634176	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR20634176_seqsero	SRR20634176_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR2064127	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR2064127_seqsero	SRR2064127_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR20694300	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR20694300_seqsero	SRR20694300_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR20710269	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR20710269_seqsero	SRR20710269_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR20711048	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR20711048_seqsero	SRR20711048_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR20711486	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR20711486_seqsero	SRR20711486_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR20751627	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR20751627_seqsero	SRR20751627_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR2077386	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR2077386_seqsero	SRR2077386_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR2077393	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR2077393_seqsero	SRR2077393_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR2077395	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR2077395_seqsero	SRR2077395_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR20894224	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR20894224_seqsero	SRR20894224_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR2096540	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR2096540_seqsero	SRR2096540_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR2096548	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR2096548_seqsero	SRR2096548_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR2096601	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR2096601_seqsero	SRR2096601_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR2096609	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR2096609_seqsero	SRR2096609_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR2096614	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR2096614_seqsero	SRR2096614_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR2096623	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR2096623_seqsero	SRR2096623_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR20986736	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR20986736_seqsero	SRR20986736_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR20993087	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR20993087_seqsero	SRR20993087_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR20995046	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR20995046_seqsero	SRR20995046_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21007733	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21007733_seqsero	SRR21007733_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR21009194	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21009194_seqsero	SRR21009194_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21009201	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21009201_seqsero	SRR21009201_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR2102453	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR2102453_seqsero	SRR2102453_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR2102470	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR2102470_seqsero	SRR2102470_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR2102508	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR2102508_seqsero	SRR2102508_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21025692	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21025692_seqsero	SRR21025692_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR21087237	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21087237_seqsero	SRR21087237_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21133213	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21133213_seqsero	SRR21133213_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21144818	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21144818_seqsero	SRR21144818_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR21160279	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21160279_seqsero	SRR21160279_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21160288	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21160288_seqsero	SRR21160288_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21161021	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21161021_seqsero	SRR21161021_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21161396	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21161396_seqsero	SRR21161396_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21177525	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21177525_seqsero	SRR21177525_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21186980	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21186980_seqsero	SRR21186980_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21192920	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21192920_seqsero	SRR21192920_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21202331	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21202331_seqsero	SRR21202331_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21205546	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21205546_seqsero	SRR21205546_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21224526	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21224526_seqsero	SRR21224526_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21227630	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21227630_seqsero	SRR21227630_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21232321	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21232321_seqsero	SRR21232321_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR2132196	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR2132196_seqsero	SRR2132196_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21354894	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21354894_seqsero	SRR21354894_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21440793	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21440793_seqsero	SRR21440793_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21444147	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21444147_seqsero	SRR21444147_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21444162	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21444162_seqsero	SRR21444162_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21462327	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21462327_seqsero	SRR21462327_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21486717	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21486717_seqsero	SRR21486717_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21491710	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21491710_seqsero	SRR21491710_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR21503337	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21503337_seqsero	SRR21503337_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21582767	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21582767_seqsero	SRR21582767_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR21640915	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21640915_seqsero	SRR21640915_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21640943	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21640943_seqsero	SRR21640943_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21640944	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21640944_seqsero	SRR21640944_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21641071	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21641071_seqsero	SRR21641071_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR21683982	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21683982_seqsero	SRR21683982_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR21685403	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21685403_seqsero	SRR21685403_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21685406	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21685406_seqsero	SRR21685406_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21685407	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21685407_seqsero	SRR21685407_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21685408	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21685408_seqsero	SRR21685408_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21708462	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21708462_seqsero	SRR21708462_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21743229	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21743229_seqsero	SRR21743229_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR2175310	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR2175310_seqsero	SRR2175310_assembly.fasta	9	f,g,t	-	Salmonella enterica subspecies enterica (subspecies I)	9:f,g,t:-	Berta	
SRR2175343	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR2175343_seqsero	SRR2175343_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR2175358	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR2175358_seqsero	SRR2175358_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21784949	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21784949_seqsero	SRR21784949_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21785189	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21785189_seqsero	SRR21785189_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21802771	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21802771_seqsero	SRR21802771_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21862900	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21862900_seqsero	SRR21862900_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21893805	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21893805_seqsero	SRR21893805_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21909373	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21909373_seqsero	SRR21909373_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21909374	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21909374_seqsero	SRR21909374_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21933827	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21933827_seqsero	SRR21933827_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21937927	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21937927_seqsero	SRR21937927_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21958964	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21958964_seqsero	SRR21958964_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21958968	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21958968_seqsero	SRR21958968_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR21979339	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21979339_seqsero	SRR21979339_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
